Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
145,145,145,145,145,145,145,145,145,145,145,145,145,1-9491,5,1-9491,10,80,10,1,23,1013.9703991115093,12.674629988893866
93,93,93,93,93,93,93,93,93,93,93,93,93,MLG52,5,MLG52,10,125,14,1,23,1017.9703991115093,8.143763192892074
299,299,299,299,299,299,299,299,299,299,299,299,299,MLG31,20,MLG31,6,33,12,0,8,13.381008386611938,0.4054851026246042
36,36,36,36,36,36,36,36,36,36,36,36,36,MLG64,12,MLG64,13,245,92,0,13,94.2441386282444,0.38466995358467104
212,212,212,212,212,212,212,212,212,212,212,212,212,MLG32,12,MLG32,13,52,16,0,10,17.726260483264923,0.3408896246781716
235,235,235,235,235,235,235,235,235,235,235,235,235,1-1989,7,1-1989,4,46,4,0,67,15.565945237874985,0.3383901138668475
215,215,215,215,215,215,215,215,215,215,215,215,215,MLG40,14,MLG40,16,51,15,0,8,16.38100838661194,0.3211962428747439
332,332,332,332,332,332,332,332,332,332,332,332,332,P-16616,14,P-16616,16,28,7,0,10,8.726260483264923,0.3116521601166044
168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,4,MLG45,9,70,20,0,5,20.86313024163246,0.2980447177376066
85,85,85,85,85,85,85,85,85,85,85,85,85,1-1131,10,1-1131,12,138,39,0,12,41.07151257991791,0.29761965637621673
166,166,166,166,166,166,166,166,166,166,166,166,166,MLG58,12,MLG58,13,71,19,0,11,20.898886531591415,0.29435051452945654
165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,4,MLG59,9,71,18,0,8,19.38100838661194,0.2729719491072104
174,174,174,174,174,174,174,174,174,174,174,174,174,MLG41,4,MLG41,9,66,17,0,5,17.86313024163246,0.27065348850958276
195,195,195,195,195,195,195,195,195,195,195,195,195,1-9379,4,1-9379,9,58,15,0,4,15.69050419330597,0.2705259343673443
91,91,91,91,91,91,91,91,91,91,91,91,91,1-9270,12,1-9270,13,128,32,0,12,34.07151257991791,0.26618369203060865
278,278,278,278,278,278,278,278,278,278,278,278,278,1-7845,6,1-7845,3,36,8,0,9,9.55363443493843,0.2653787343038453
179,179,179,179,179,179,179,179,179,179,179,179,179,1-7467,12,1-7467,13,64,14,0,16,16.762016773223877,0.2619065120816231
46,46,46,46,46,46,46,46,46,46,46,46,46,1-2282,21,1-2282,20,219,53,0,23,56.97039911150932,0.2601388087283531
43,43,43,43,43,43,43,43,43,43,43,43,43,MLG14,20,MLG14,6,232,50,0,50,58.631302416324615,0.2527211311048475
267,267,267,267,267,267,267,267,267,267,267,267,267,1-5413,12,1-5413,10,39,9,0,4,9.69050419330597,0.24847446649502486
22,22,22,22,22,22,22,22,22,22,22,22,22,MLG50,20,MLG50,6,319,62,0,100,79.26260483264923,0.24847211546285025
304,304,304,304,304,304,304,304,304,304,304,304,304,1-1592,8,1-1592,13,32,7,0,4,7.690504193305969,0.24032825604081154
300,300,300,300,300,300,300,300,300,300,300,300,300,1-18709,5,1-18709,10,33,5,0,16,7.762016773223877,0.23521262949163263
533,533,533,533,533,533,533,533,533,533,533,533,533,1-3217,15,1-3217,14,5,1,0,1,1.1726260483264923,0.23452520966529847
57,57,57,57,57,57,57,57,57,57,57,57,57,MLG75,18,MLG75,5,185,37,0,36,43.21453773975372,0.23359209589056065
228,228,228,228,228,228,228,228,228,228,228,228,228,MLG60,18,MLG60,5,47,9,0,11,10.898886531591415,0.23189120279981734
191,191,191,191,191,191,191,191,191,191,191,191,191,MLG44,12,MLG44,13,59,12,0,9,13.55363443493843,0.22972261754132933
40,40,40,40,40,40,40,40,40,40,40,40,40,1-7807,19,1-7807,7,239,36,0,98,52.917352735996246,0.22141151772383366
462,462,462,462,462,462,462,462,462,462,462,462,462,1-4052,21,1-4052,20,13,2,0,5,2.8631302416324615,0.22024078781788164
28,28,28,28,28,28,28,28,28,28,28,28,28,1-7005,9,1-7005,14,285,40,0,129,62.26876023411751,0.21848687801444738
84,84,84,84,84,84,84,84,84,84,84,84,84,1-2382,5,1-2382,10,139,22,0,45,29.768172174692154,0.21415951204814498
111,111,111,111,111,111,111,111,111,111,111,111,111,1-0272,5,1-0272,10,111,18,0,31,23.35140749812126,0.21037304052361497
11,11,11,11,11,11,11,11,11,11,11,11,11,MLG56,8,MLG56,2,511,103,0,19,106.27989491820335,0.20798413878317681
425,425,425,425,425,425,425,425,425,425,425,425,425,1-0003,20,1-0003,6,17,3,0,3,3.517878144979477,0.20693400852820454
236,236,236,236,236,236,236,236,236,236,236,236,236,1-9794,15,1-9794,17,46,9,0,3,9.517878144979477,0.2069103944560756
104,104,104,104,104,104,104,104,104,104,104,104,104,1-9394,15,1-9394,17,117,14,0,59,24.184936851263046,0.20670886197660723
155,155,155,155,155,155,155,155,155,155,155,155,155,1-8157,4,1-8157,17,75,14,0,8,15.381008386611938,0.20508011182149252
451,451,451,451,451,451,451,451,451,451,451,451,451,1-11329,5,1-11329,5,14,2,0,5,2.8631302416324615,0.20450930297374725
403,403,403,403,403,403,403,403,403,403,403,403,403,72-12171,9,72-12171,14,19,3,0,5,3.8631302416324615,0.20332264429644534
331,331,331,331,331,331,331,331,331,331,331,331,331,1-5981,16,1-5981,18,28,5,0,4,5.690504193305969,0.20323229261807033
325,325,325,325,325,325,325,325,325,325,325,325,325,1-9338,20,1-9338,6,29,5,0,5,5.8631302416324615,0.202176904883878
54,54,54,54,54,54,54,54,54,54,54,54,54,1-1350,8,1-1350,2,195,37,0,14,39.41676467657089,0.2021372547516456
15,15,15,15,15,15,15,15,15,15,15,15,15,1-1580,16,1-1580,18,400,44,0,213,80.76934829354286,0.20192337073385716
37,37,37,37,37,37,37,37,37,37,37,37,37,1-5775,20,1-5775,6,244,43,0,35,49.04191169142723,0.20099144135830832
429,429,429,429,429,429,429,429,429,429,429,429,429,1-9452,7,1-9452,4,16,2,0,7,3.208382338285446,0.20052389614284039
435,435,435,435,435,435,435,435,435,435,435,435,435,1-4494,5,1-4494,12,16,2,0,7,3.208382338285446,0.20052389614284039
438,438,438,438,438,438,438,438,438,438,438,438,438,1-5163,21,1-5163,20,16,3,0,1,3.1726260483264923,0.19828912802040577
232,232,232,232,232,232,232,232,232,232,232,232,232,1-8095,12,1-8095,13,46,6,0,18,9.107268869876862,0.1979841058668883
4,4,4,4,4,4,4,4,4,4,4,4,4,MLG68,18,MLG68,5,642,70,0,328,126.62134385108948,0.19722950755621413
376,376,376,376,376,376,376,376,376,376,376,376,376,1-18487,12,1-18487,13,23,4,0,3,4.517878144979477,0.19642948456432507
132,132,132,132,132,132,132,132,132,132,132,132,132,MLG55,21,MLG55,20,92,15,0,17,17.93464282155037,0.19494176979946054
144,144,144,144,144,144,144,144,144,144,144,144,144,1-7058,6,1-7058,3,80,14,0,9,15.55363443493843,0.19442043043673038
406,406,406,406,406,406,406,406,406,406,406,406,406,1-3265,16,1-3265,18,19,3,0,4,3.6905041933059692,0.19423706280557732
392,392,392,392,392,392,392,392,392,392,392,392,392,MLG33,21,MLG33,20,20,3,0,5,3.8631302416324615,0.19315651208162307
513,513,513,513,513,513,513,513,513,513,513,513,513,1-5530,12,1-5530,13,7,1,0,2,1.3452520966529846,0.19217887095042638
455,455,455,455,455,455,455,455,455,455,455,455,455,1-18377,9,1-18377,14,14,2,0,4,2.6905041933059692,0.19217887095042638
117,117,117,117,117,117,117,117,117,117,117,117,117,1-7019,13,1-7019,15,107,19,0,9,20.55363443493843,0.19209004144802272
351,351,351,351,351,351,351,351,351,351,351,351,351,1-2324,13,1-2324,5,25,4,0,4,4.690504193305969,0.18762016773223877
440,440,440,440,440,440,440,440,440,440,440,440,440,1-2034,19,1-2034,19,16,3,0,0,3.0,0.1875
103,103,103,103,103,103,103,103,103,103,103,103,103,1-3362,19,1-3362,7,117,20,0,11,21.898886531591415,0.1871699703554822
420,420,420,420,420,420,420,420,420,420,420,420,420,1-8678,4,1-8678,6,17,3,0,1,3.1726260483264923,0.18662506166626425
329,329,329,329,329,329,329,329,329,329,329,329,329,1-5980,11,1-5980,11,29,4,0,8,5.3810083866119385,0.18555201333144616
483,483,483,483,483,483,483,483,483,483,483,483,483,1-8578,9,1-8578,14,11,1,0,6,2.035756289958954,0.18506875363263217
151,151,151,151,151,151,151,151,151,151,151,151,151,MLG38,4,MLG38,9,77,13,0,7,14.208382338285446,0.18452444595175904
35,35,35,35,35,35,35,35,35,35,35,35,35,1-7496,19,1-7496,7,246,38,0,40,44.90504193305969,0.1825408208660963
348,348,348,348,348,348,348,348,348,348,348,348,348,1-3087,7,1-3087,4,26,3,0,10,4.726260483264923,0.1817792493563432
58,58,58,58,58,58,58,58,58,58,58,58,58,MLG49,6,MLG49,3,185,31,0,15,33.589390724897385,0.18156427418863452
239,239,239,239,239,239,239,239,239,239,239,239,239,1-5002,11,1-5002,11,45,4,0,24,8.143025159835815,0.1809561146630181
218,218,218,218,218,218,218,218,218,218,218,218,218,1-9610,21,1-9610,20,49,8,0,5,8.863130241632462,0.18088020901290738
424,424,424,424,424,424,424,424,424,424,424,424,424,1-1177,19,1-1177,7,17,2,0,6,3.035756289958954,0.17857389940935023
422,422,422,422,422,422,422,422,422,422,422,422,422,1-7536,9,1-7536,14,17,2,0,6,3.035756289958954,0.17857389940935023
319,319,319,319,319,319,319,319,319,319,319,319,319,1-18935,14,1-18935,16,30,5,0,2,5.345252096652985,0.17817506988843282
47,47,47,47,47,47,47,47,47,47,47,47,47,1-0303,13,1-0303,15,212,19,0,107,37.47098717093468,0.17674993948554094
245,245,245,245,245,245,245,245,245,245,245,245,245,1-1183,5,1-1183,10,45,0,0,46,7.940798223018646,0.1764621827337477
404,404,404,404,404,404,404,404,404,404,404,404,404,1-20578,4,1-20578,9,19,3,0,2,3.3452520966529846,0.1760658998238413
400,400,400,400,400,400,400,400,400,400,400,400,400,1-8646,14,1-8646,16,20,3,0,3,3.517878144979477,0.17589390724897386
257,257,257,257,257,257,257,257,257,257,257,257,257,1-19286,20,1-19286,6,40,6,0,6,7.035756289958954,0.17589390724897386
45,45,45,45,45,45,45,45,45,45,45,45,45,1-3596,21,1-3596,20,223,33,0,36,39.21453773975372,0.17584994502131715
125,125,125,125,125,125,125,125,125,125,125,125,125,1-1390,21,1-1390,20,98,14,0,18,17.10726886987686,0.174563968059968
152,152,152,152,152,152,152,152,152,152,152,152,152,1-10038,21,1-10038,20,76,11,0,13,13.2441386282444,0.1742649819505842
159,159,159,159,159,159,159,159,159,159,159,159,159,1-6914,9,1-6914,14,73,2,0,62,12.702814996242523,0.17401116433208935
346,346,346,346,346,346,346,346,346,346,346,346,346,1-9805,21,1-9805,20,26,4,0,3,4.517878144979477,0.1737645440376722
344,344,344,344,344,344,344,344,344,344,344,344,344,1-2103,22,1-2103,21,26,4,0,3,4.517878144979477,0.1737645440376722
175,175,175,175,175,175,175,175,175,175,175,175,175,1-19547,19,1-19547,7,66,9,0,14,11.416764676570892,0.17298128297834686
564,564,564,564,564,564,564,564,564,564,564,564,564,1-7527,1,1-7527,1,1,0,0,1,0.1726260483264923,0.1726260483264923
183,183,183,183,183,183,183,183,183,183,183,183,183,1-19915,22,1-19915,21,62,10,0,4,10.69050419330597,0.17242748698880594
328,328,328,328,328,328,328,328,328,328,328,328,328,1-9110,8,1-9110,2,29,5,0,0,5.0,0.1724137931034483
287,287,287,287,287,287,287,287,287,287,287,287,287,1-2596,8,1-2596,2,35,6,0,0,6.0,0.17142857142857143
163,163,163,163,163,163,163,163,163,163,163,163,163,1-6692,15,1-6692,17,71,10,0,12,12.071512579917908,0.17002130394250575
497,497,497,497,497,497,497,497,497,497,497,497,497,MLG72,19,MLG72,7,9,1,0,3,1.517878144979477,0.16865312721994188
431,431,431,431,431,431,431,431,431,431,431,431,431,1-8503,19,1-8503,7,16,2,0,4,2.6905041933059692,0.16815651208162308
31,31,31,31,31,31,31,31,31,31,31,31,31,1-9156,15,1-9156,17,268,36,0,50,44.631302416324615,0.16653471050867394
67,67,67,67,67,67,67,67,67,67,67,67,67,1-3516,19,1-3516,7,156,24,0,10,25.726260483264923,0.16491192617477515
358,358,358,358,358,358,358,358,358,358,358,358,358,1-8627,20,1-8627,6,25,3,0,6,4.035756289958954,0.16143025159835817
387,387,387,387,387,387,387,387,387,387,387,387,387,1-9436,11,1-9436,11,21,2,0,8,3.3810083866119385,0.16100039936247326
243,243,243,243,243,243,243,243,243,243,243,243,243,1-19166,17,1-19166,19,45,5,0,13,7.2441386282444,0.1609808584054311
359,359,359,359,359,359,359,359,359,359,359,359,359,1-7839,21,1-7839,20,24,3,0,5,3.8631302416324615,0.16096376006801924
