Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
191,191,191,191,191,191,191,191,191,191,191,MLG44,21,1,MLG44,59,3,1,5,1006.4647807478905,17.058725097421874
168,168,168,168,168,168,168,168,168,168,168,MLG45,7,3,MLG45,70,14,1,15,1024.3943422436714,14.634204889195306
80,80,80,80,80,80,80,80,80,80,80,1-0053,6,1,1-0053,142,15,1,4,1017.7718245983124,7.167407215481073
6,6,6,6,6,6,6,6,6,6,6,MLG54,7,3,MLG54,595,53,1,37,1078.6393775343895,1.8128392899737638
67,67,67,67,67,67,67,67,67,67,67,1-3516,5,6,1-3516,156,14,0,108,88.8392641544342,0.5694824625284244
165,165,165,165,165,165,165,165,165,165,165,MLG59,10,5,MLG59,71,26,0,17,37.780254542827606,0.5321162611665861
75,75,75,75,75,75,75,75,75,75,75,1-2545,4,12,1-2545,145,29,0,68,76.12101817131042,0.5249725391124856
49,49,49,49,49,49,49,49,49,49,49,1-6974,7,3,1-6974,207,70,0,53,106.72667592763901,0.515587806413715
368,368,368,368,368,368,368,368,368,368,368,1-6858,11,8,1-6858,23,0,0,17,11.780254542827606,0.5121849801229394
358,358,358,358,358,358,358,358,358,358,358,1-8627,5,6,1-8627,25,5,0,11,12.62251764535904,0.5049007058143615
228,228,228,228,228,228,228,228,228,228,228,MLG60,4,12,MLG60,47,6,0,23,21.937991440296173,0.4667657753254505
295,295,295,295,295,295,295,295,295,295,295,1-1942,14,3,1-1942,34,11,0,6,15.157736897468567,0.4458157911020167
36,36,36,36,36,36,36,36,36,36,36,MLG64,13,14,MLG64,245,78,0,45,109.18302673101425,0.4456450070653643
78,78,78,78,78,78,78,78,78,78,78,1-1570,18,19,1-1570,142,17,0,66,62.735105872154236,0.4417965202264383
55,55,55,55,55,55,55,55,55,55,55,1-1462,14,15,1-1462,192,15,0,99,83.60265880823135,0.43543051462620497
91,91,91,91,91,91,91,91,91,91,91,1-9270,19,20,1-9270,128,25,0,44,55.49007058143616,0.43351617641747
