Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,215,215,MLG40,7,MLG40,3,51,11,1,11,1015.1151570379734,19.90421876545046
168,168,168,168,168,168,168,168,168,168,168,168,MLG45,9,MLG45,5,70,17,1,21,1024.8562088906765,14.640802984152522
9,9,9,9,9,9,9,9,9,9,9,9,1-3523,7,1-3523,3,543,89,1,151,1145.4898829758167,2.109557795535574
8,8,8,8,8,8,8,8,8,8,8,8,1-10468,9,1-10468,5,549,54,1,145,1108.2452518641949,2.018661660954818
85,85,85,85,85,85,85,85,85,85,85,85,1-1131,12,1-1131,12,138,66,0,19,73.10799852013588,0.5297681052183759
165,165,165,165,165,165,165,165,165,165,165,165,MLG59,9,MLG59,5,71,18,0,37,31.84189185500145,0.4484773500704429
112,112,112,112,112,112,112,112,112,112,112,112,1-3447,8,1-3447,4,110,38,0,21,45.8562088906765,0.4168746262788773
66,66,66,66,66,66,66,66,66,66,66,66,MLG48,10,MLG48,6,159,13,0,135,63.504200011491776,0.39939748434900485
267,267,267,267,267,267,267,267,267,267,267,267,1-5413,16,1-5413,16,39,10,0,14,15.237472593784332,0.3907044254816495
195,195,195,195,195,195,195,195,195,195,195,195,1-9379,21,1-9379,9,58,22,0,0,22.0,0.3793103448275862
228,228,228,228,228,228,228,228,228,228,228,228,MLG60,6,MLG60,2,47,16,0,4,17.496420741081238,0.37226427108683485
67,67,67,67,67,67,67,67,67,67,67,67,1-3516,20,1-3516,8,156,17,0,106,56.6551496386528,0.36317403614521027
34,34,34,34,34,34,34,34,34,34,34,34,MLG51,16,MLG51,16,248,70,0,44,86.46062815189362,0.34863156512860327
256,256,256,256,256,256,256,256,256,256,256,256,1-0296,7,1-0296,3,41,5,0,23,13.604419261217117,0.3318151039321248
123,123,123,123,123,123,123,123,123,123,123,123,1-11350,6,1-11350,2,100,28,0,10,31.741051852703094,0.31741051852703095
146,146,146,146,146,146,146,146,146,146,146,146,MLG78,15,MLG78,15,80,17,0,21,24.8562088906765,0.3107026111334562
242,242,242,242,242,242,242,242,242,242,242,242,1-3206,13,1-3206,13,45,9,0,13,13.863367408514023,0.3080748313003116
203,203,203,203,203,203,203,203,203,203,203,203,1-9938,10,1-9938,6,55,13,0,10,16.741051852703094,0.3043827609582381
22,22,22,22,22,22,22,22,22,22,22,22,MLG50,15,MLG50,15,319,43,0,144,96.87114667892456,0.3036713062035253
166,166,166,166,166,166,166,166,166,166,166,166,MLG58,12,MLG58,12,71,14,0,20,21.48210370540619,0.30256484092121394
71,71,71,71,71,71,71,71,71,71,71,71,1-4417,18,1-4417,18,151,21,0,65,45.316837042570114,0.30011150359317956
386,386,386,386,386,386,386,386,386,386,386,386,1-4855,11,1-4855,11,22,5,0,4,6.496420741081238,0.295291851867329
61,61,61,61,61,61,61,61,61,61,61,61,1-6927,2,1-6927,19,179,52,0,0,52.0,0.2905027932960894
26,26,26,26,26,26,26,26,26,26,26,26,1-18558,17,1-18558,17,307,79,0,27,89.10084000229836,0.2902307491931542
308,308,308,308,308,308,308,308,308,308,308,308,1-4700,16,1-4700,8,31,6,0,8,8.992841482162476,0.29009166071491854
5,5,5,5,5,5,5,5,5,5,5,5,MLG57,16,MLG57,16,629,113,0,184,181.83535408973694,0.28908641349719705
13,13,13,13,13,13,13,13,13,13,13,13,1-1258,15,1-1258,15,435,97,0,69,122.81325778365135,0.28232932823827894
57,57,57,57,57,57,57,57,57,57,57,57,MLG75,21,MLG75,9,185,52,0,0,52.0,0.2810810810810811
368,368,368,368,368,368,368,368,368,368,368,368,1-6858,9,1-6858,5,23,3,0,9,6.366946667432785,0.2768237681492515
77,77,77,77,77,77,77,77,77,77,77,77,1-9674,10,1-9674,6,144,35,0,12,39.48926222324371,0.2742309876614147
