Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
165,165,165,165,165,165,165,165,165,165,MLG59,10,18,MLG59,71,16,0,7,22.21683830022812,0.3129132154961707
304,304,304,304,304,304,304,304,304,304,1-1592,5,13,1-1592,32,2,0,9,9.99307781457901,0.31228368170559406
180,180,180,180,180,180,180,180,180,180,1-10539,15,5,1-10539,63,9,0,12,19.657437086105347,0.31202281089056105
21,21,21,21,21,21,21,21,21,21,MLG02,9,17,MLG02,320,18,0,92,99.70701766014099,0.3115844301879406
412,412,412,412,412,412,412,412,412,412,1-0055,16,4,1-0055,18,2,0,4,5.552479028701782,0.30847105715009904
497,497,497,497,497,497,497,497,497,497,MLG72,21,22,MLG72,9,1,0,2,2.776239514350891,0.30847105715009904
4,4,4,4,4,4,4,4,4,4,MLG68,4,9,MLG68,642,80,0,132,197.2318079471588,0.30721465412330035
22,22,22,22,22,22,22,22,22,22,MLG50,12,14,MLG50,319,81,0,19,97.87427538633347,0.3068159103019858
114,114,114,114,114,114,114,114,114,114,1-7152,5,13,1-7152,109,13,0,23,33.42675441503525,0.3066674716975711
130,130,130,130,130,130,130,130,130,130,1-3139,14,6,1-3139,93,8,0,23,28.426754415035248,0.3056640259681209
267,267,267,267,267,267,267,267,267,267,1-5413,18,19,1-5413,39,3,0,10,11.881197571754456,0.3046460915834476
137,137,137,137,137,137,137,137,137,137,1-6611,5,13,1-6611,89,12,0,17,27.098035871982574,0.30447231316834356
268,268,268,268,268,268,268,268,268,268,1-8493,12,14,1-8493,38,8,0,4,11.552479028701782,0.30401260601846797
445,445,445,445,445,445,445,445,445,445,1-5654,17,3,1-5654,15,1,0,4,4.552479028701782,0.3034986019134521
68,68,68,68,68,68,68,68,68,68,1-1015,8,13,1-1015,155,6,0,46,46.853508830070496,0.30228070212948704
431,431,431,431,431,431,431,431,431,431,1-8503,10,2,1-8503,16,3,0,2,4.776239514350891,0.2985149696469307
195,195,195,195,195,195,195,195,195,195,1-9379,21,22,1-9379,58,11,0,7,17.21683830022812,0.2968420396591055
222,222,222,222,222,222,222,222,222,222,1-8705,18,19,1-8705,48,8,0,7,14.216838300228119,0.29618413125475246
550,550,550,550,550,550,550,550,550,550,1-3176,1,1,1-3176,3,0,0,1,0.8881197571754456,0.29603991905848187
286,286,286,286,286,286,286,286,286,286,1-1770,19,20,1-1770,35,5,0,6,10.328718543052673,0.29510624408721925
92,92,92,92,92,92,92,92,92,92,1-6980,13,7,1-6980,128,34,0,4,37.55247902870178,0.2933787424117327
294,294,294,294,294,294,294,294,294,294,1-3106,8,11,1-3106,34,1,0,10,9.881197571754456,0.2906234579927781
462,462,462,462,462,462,462,462,462,462,1-4052,19,20,1-4052,13,2,0,2,3.776239514350891,0.29047996264237624
317,317,317,317,317,317,317,317,317,317,1-9504,8,11,1-9504,30,6,0,3,8.664359271526337,0.2888119757175446
106,106,106,106,106,106,106,106,106,106,1-9963,19,20,1-9963,116,11,0,25,33.20299392938614,0.28623270628781156
372,372,372,372,372,372,372,372,372,372,1-9553,19,20,1-9553,23,3,0,4,6.552479028701782,0.2848903925522514
56,56,56,56,56,56,56,56,56,56,1-8427,3,8,1-8427,189,12,0,47,53.74162858724594,0.2843472412023595
169,169,169,169,169,169,169,169,169,169,1-7268,16,4,1-7268,70,10,0,11,19.7693173289299,0.2824188189847129
359,359,359,359,359,359,359,359,359,359,1-7839,17,18,1-7839,24,5,0,2,6.776239514350891,0.2823433130979538
371,371,371,371,371,371,371,371,371,371,1-6035,19,10,1-6035,23,2,0,5,6.440598785877228,0.28002603416857513
325,325,325,325,325,325,325,325,325,325,1-9338,11,15,1-9338,29,1,0,8,8.104958057403564,0.2794813123242608
190,190,190,190,190,190,190,190,190,190,1-7819,17,11,1-7819,59,12,0,5,16.440598785877228,0.2786542167097835
24,24,24,24,24,24,24,24,24,24,1-3535,2,2,1-3535,315,70,0,20,87.76239514350891,0.2786107782333616
450,450,450,450,450,450,450,450,450,450,1-11206,4,9,1-11206,14,3,0,1,3.8881197571754456,0.27772283979824613
323,323,323,323,323,323,323,323,323,323,1-13247,19,14,1-13247,29,8,0,0,8.0,0.27586206896551724
417,417,417,417,417,417,417,417,417,417,1-5425,12,14,1-5425,17,2,0,3,4.664359271526337,0.2743740747956669
467,467,467,467,467,467,467,467,467,467,1-0031,11,15,1-0031,13,0,0,4,3.5524790287017822,0.2732676175924448
459,459,459,459,459,459,459,459,459,459,1-19839,5,13,1-19839,13,0,0,4,3.5524790287017822,0.2732676175924448
141,141,141,141,141,141,141,141,141,141,1-8820,11,15,1-8820,83,4,0,21,22.650514900684357,0.2728977698877633
350,350,350,350,350,350,350,350,350,350,1-9609,9,18,1-9609,25,5,0,2,6.776239514350891,0.27104958057403566
514,514,514,514,514,514,514,514,514,514,P-0009,4,9,P-0009,7,1,0,1,1.8881197571754456,0.2697313938822065
14,14,14,14,14,14,14,14,14,14,1-1317,11,15,1-1317,414,10,0,114,111.2456523180008,0.26870930511594393
424,424,424,424,424,424,424,424,424,424,1-1177,8,11,1-1177,17,1,0,4,4.552479028701782,0.2677928840412813
378,378,378,378,378,378,378,378,378,378,1-9518,7,12,1-9518,22,5,0,1,5.888119757175446,0.26764180714433844
79,79,79,79,79,79,79,79,79,79,1-0129,19,20,1-0129,142,22,0,18,37.98615562915802,0.26750813823350716
227,227,227,227,227,227,227,227,227,227,1-1957,16,4,1-1957,47,1,0,13,12.545556843280792,0.2669267413463998
142,142,142,142,142,142,142,142,142,142,1-8084,6,10,1-8084,82,5,0,19,21.874275386333466,0.2667594559308959
124,124,124,124,124,124,124,124,124,124,1-0292,21,22,1-0292,99,20,0,7,26.21683830022812,0.2648165484871527
230,230,230,230,230,230,230,230,230,230,1-9345,17,3,1-9345,47,0,0,14,12.433676600456238,0.26454631064800505
87,87,87,87,87,87,87,87,87,87,1-3141,19,20,1-3141,136,11,0,28,35.867353200912476,0.2637305382420035
108,108,108,108,108,108,108,108,108,108,1-8328,17,13,1-8328,114,13,0,19,29.874275386333466,0.2620550472485392
448,448,448,448,448,448,448,448,448,448,MLG42,16,4,MLG42,14,1,0,3,3.6643592715263367,0.2617399479661669
449,449,449,449,449,449,449,449,449,449,MLG43,21,22,MLG43,14,1,0,3,3.6643592715263367,0.2617399479661669
85,85,85,85,85,85,85,85,85,85,1-1131,10,18,1-1131,138,27,0,10,35.881197571754456,0.2600086780561917
97,97,97,97,97,97,97,97,97,97,1-1833,2,12,1-1833,124,10,0,25,32.20299392938614,0.2597015639466624
411,411,411,411,411,411,411,411,411,411,1-8124,12,14,1-8124,18,2,0,3,4.664359271526337,0.259131070640352
208,208,208,208,208,208,208,208,208,208,1-5355,18,19,1-5355,53,3,0,12,13.657437086105347,0.25768749219066694
83,83,83,83,83,83,83,83,83,83,MLG13,14,6,MLG13,140,11,0,28,35.867353200912476,0.2561953800065177
132,132,132,132,132,132,132,132,132,132,MLG55,20,21,MLG55,92,20,0,4,23.552479028701782,0.256005206833715
236,236,236,236,236,236,236,236,236,236,1-9794,20,21,1-9794,46,10,0,2,11.776239514350891,0.256005206833715
244,244,244,244,244,244,244,244,244,244,1-19448,4,9,1-19448,45,7,0,5,11.440598785877228,0.2542355285750495
511,511,511,511,511,511,511,511,511,511,1-3033,17,3,1-3033,7,0,0,2,1.7762395143508911,0.2537485020501273
389,389,389,389,389,389,389,389,389,389,1-7842,5,13,1-7842,21,0,0,6,5.328718543052673,0.2537485020501273
517,517,517,517,517,517,517,517,517,517,1-7321,8,11,1-7321,7,0,0,2,1.7762395143508911,0.2537485020501273
237,237,237,237,237,237,237,237,237,237,1-8418,3,8,1-8418,46,1,0,12,11.657437086105347,0.2534225453501162
357,357,357,357,357,357,357,357,357,357,1-9650,11,15,1-9650,25,1,0,6,6.328718543052673,0.25314874172210694
482,482,482,482,482,482,482,482,482,482,1-9457,13,7,1-9457,11,1,0,2,2.776239514350891,0.2523854103955356
300,300,300,300,300,300,300,300,300,300,1-18709,6,10,1-18709,33,3,0,6,8.328718543052673,0.2523854103955356
441,441,441,441,441,441,441,441,441,441,1-9997,2,2,1-9997,16,4,0,0,4.0,0.25
430,430,430,430,430,430,430,430,430,430,1-8023,10,18,1-8023,16,4,0,0,4.0,0.25
474,474,474,474,474,474,474,474,474,474,1-18004,12,14,1-18004,12,3,0,0,3.0,0.25
262,262,262,262,262,262,262,262,262,262,1-8172,18,19,1-8172,40,2,0,9,9.99307781457901,0.24982694536447525
285,285,285,285,285,285,285,285,285,285,1-9887,9,17,1-9887,36,1,0,9,8.99307781457901,0.24980771707163918
218,218,218,218,218,218,218,218,218,218,1-9610,2,2,1-9610,49,6,0,7,12.216838300228119,0.2493232306169004
327,327,327,327,327,327,327,327,327,327,1-8988,12,17,1-8988,29,1,0,7,7.216838300228119,0.24885649311131444
356,356,356,356,356,356,356,356,356,356,1-18613,15,5,1-18613,25,0,0,7,6.216838300228119,0.24867353200912476
30,30,30,30,30,30,30,30,30,30,1-10785,1,1,1-10785,279,5,0,72,68.94462251663208,0.24711334235352
433,433,433,433,433,433,433,433,433,433,1-20641,5,10,1-20641,16,3,0,1,3.8881197571754456,0.24300748482346535
275,275,275,275,275,275,275,275,275,275,1-4020,15,5,1-4020,37,8,0,1,8.888119757175446,0.24021945289663366
219,219,219,219,219,219,219,219,219,219,1-2400,7,12,1-2400,49,2,0,11,11.769317328929901,0.24019014956999798
177,177,177,177,177,177,177,177,177,177,1-9498,19,20,1-9498,64,10,0,6,15.328718543052673,0.23951122723519802
25,25,25,25,25,25,25,25,25,25,1-18028,3,8,1-18028,309,2,0,81,73.93770033121109,0.2392805835961524
347,347,347,347,347,347,347,347,347,347,1-7204,18,19,1-7204,26,0,0,7,6.216838300228119,0.2391091653933892
392,392,392,392,392,392,392,392,392,392,MLG33,20,21,MLG33,20,3,0,2,4.776239514350891,0.23881197571754456
155,155,155,155,155,155,155,155,155,155,1-8157,1,1,1-8157,75,17,0,1,17.888119757175446,0.23850826342900594
76,76,76,76,76,76,76,76,76,76,1-2335,20,21,1-2335,145,22,0,14,34.43367660045624,0.2374736317272844
508,508,508,508,508,508,508,508,508,508,1-9806,9,17,1-9806,8,1,0,1,1.8881197571754456,0.2360149696469307
96,96,96,96,96,96,96,96,96,96,MLG09,18,19,MLG09,125,1,0,32,29.419832229614258,0.23535865783691406
308,308,308,308,308,308,308,308,308,308,1-4700,18,19,1-4700,31,1,0,7,7.216838300228119,0.23280123549122964
239,239,239,239,239,239,239,239,239,239,1-5002,6,10,1-5002,45,6,0,5,10.440598785877228,0.2320133063528273
466,466,466,466,466,466,466,466,466,466,1-9416,16,4,1-9416,13,3,0,0,3.0,0.23076923076923078
336,336,336,336,336,336,336,336,336,336,1-9655,5,13,1-9655,27,0,0,7,6.216838300228119,0.2302532703788192
429,429,429,429,429,429,429,429,429,429,1-9452,21,22,1-9452,16,1,0,3,3.6643592715263367,0.22902245447039604
436,436,436,436,436,436,436,436,436,436,1-9115,18,19,1-9115,16,1,0,3,3.6643592715263367,0.22902245447039604
418,418,418,418,418,418,418,418,418,418,1-17835,8,11,1-17835,17,3,0,1,3.8881197571754456,0.22871292689267328
250,250,250,250,250,250,250,250,250,250,1-18234,9,17,1-18234,43,0,0,11,9.769317328929901,0.22719342625418373
109,109,109,109,109,109,109,109,109,109,1-7441,1,1,1-7441,111,9,0,18,24.98615562915802,0.22510050116358576
247,247,247,247,247,247,247,247,247,247,1-6734,1,1,1-6734,44,1,0,10,9.881197571754456,0.22457267208532852
233,233,233,233,233,233,233,233,233,233,1-3587,5,13,1-3587,46,5,0,6,10.328718543052673,0.22453735963157986
545,545,545,545,545,545,545,545,545,545,1-4926,15,8,1-4926,4,0,0,1,0.8881197571754456,0.2220299392938614
400,400,400,400,400,400,400,400,400,400,1-8646,6,10,1-8646,20,0,0,5,4.440598785877228,0.2220299392938614
80,80,80,80,80,80,80,80,80,80,1-0053,6,10,1-0053,142,18,0,15,31.321796357631683,0.22057603068754705
318,318,318,318,318,318,318,318,318,318,1-9902,9,17,1-9902,30,3,0,4,6.552479028701782,0.21841596762339274
89,89,89,89,89,89,89,89,89,89,1-9831,11,15,1-9831,132,3,0,29,28.75547295808792,0.21784449210672668
140,140,140,140,140,140,140,140,140,140,1-8066,9,17,1-8066,86,0,0,21,18.650514900684357,0.21686645233353904
414,414,414,414,414,414,414,414,414,414,MLG06,3,20,MLG06,18,3,0,1,3.8881197571754456,0.21600665317641365
210,210,210,210,210,210,210,210,210,210,1-1191,5,18,1-1191,53,7,0,5,11.440598785877228,0.21586035445051374
423,423,423,423,423,423,423,423,423,423,MLG46,19,20,MLG46,17,1,0,3,3.6643592715263367,0.21555054538390217
