Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,5,17,MLG55,92,4,1,16,1017.6851816177368,11.061795452366704
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,12,4,1-1350,195,42,2,72,2103.5833172798157,10.787606755281105
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,15,1,MLG63,380,42,3,27,3065.093743979931,8.066036168368239
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,1,12,1-1131,138,39,1,17,1053.5405054688454,7.634351488904676
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,1-2335,10,3,1-2335,145,22,1,46,1061.3448971509933,7.319619980351678
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,1-3535,17,2,1-3535,315,66,2,60,2117.319431066513,6.72164898751274
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,15,1,1-18558,307,21,2,26,2043.2384201288223,6.655499739833298
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,19,10,MLG49,185,54,1,30,1079.6597155332565,5.835998462341927
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,5,17,MLG75,185,18,1,40,1052.212954044342,5.687637589428876
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,17,2,MLG69,576,159,3,70,3218.8726695775986,5.588320606905553
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,10,3,1-7807,239,87,1,51,1130.621516406536,4.730633959859984
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,2,21,1-3596,223,24,1,24,1044.5277724266052,4.683981042271772
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,12,4,MLG51,248,53,1,102,1140.2430328130722,4.59775416456884
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,2,21,MLG14,232,26,1,24,1046.5277724266052,4.510895570804333
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,1,12,MLG64,245,53,1,43,1089.7789255976677,4.4480772473374195
446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,1-3534,17,2,1-3534,279,74,1,44,1111.6342494487762,3.984352148561922
371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-1580,15,1,1-1580,400,24,1,51,1067.621516406536,2.6690537910163403
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,13,5,MLG56,511,70,1,196,1237.643474817276,2.4220028861394836
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,13,5,MLG54,595,39,1,425,1402.5126367211342,2.357164095329637
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,19,10,1-7024,498,84,1,73,1146.4386411309242,2.302085624760892
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,12,4,MLG57,629,96,1,98,1179.821737408638,1.8757102343539556
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,10,3,MLG62,525,74,0,536,532.4535841941833,1.014197303227016
425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,1-6006,8,2,1-6006,57,44,0,1,44.85532385110855,0.7869355061597991
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,1,12,MLG32,52,24,0,18,39.39582931995392,0.7576121023068061
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,18,14,1-9283,235,164,0,12,174.2638862133026,0.7415484519715004
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,14,13,1-9270,128,35,0,70,94.87266957759857,0.7411927310749888
467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,1-13247,18,2,1-13247,29,2,0,22,20.817124724388123,0.7178318870478663
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,14,13,1-8421,109,24,0,62,77.03007876873016,0.7066979703553226
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,11,15,1-0008,230,152,0,12,162.2638862133026,0.7054951574491418
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,9,6,1-9333,102,34,0,41,69.06827789545059,0.6771399793671626
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,14,13,1-10785,279,59,0,150,187.29857766628265,0.6713210669042389
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,1,12,1-5002,45,22,0,9,29.69791465997696,0.6599536591105991
