Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
431,1-8503,7,1-8503,7,16,2,0,5,6.620558321475983,0.4137848950922489
9,1-3523,2,1-3523,18,543,155,0,75,224.30837482213974,0.4130909296908651
231,1-7991,2,1-7991,18,46,19,0,0,19.0,0.41304347826086957
355,1-4747,17,1-4747,21,25,2,0,9,10.317004978656769,0.41268019914627074
147,1-2423,15,1-2423,1,79,15,0,19,32.558121621608734,0.4121281217925156
235,1-1989,1,1-1989,4,46,16,0,3,18.77233499288559,0.4080942389757737
102,1-17907,7,1-17907,7,119,16,0,35,48.34390825033188,0.4062513298347217
329,1-5980,9,1-5980,11,29,8,0,4,11.696446657180786,0.40332574679933747
372,1-9553,17,1-9553,21,23,0,0,10,9.241116642951965,0.4017876801283463
375,1-7213,15,1-7213,1,23,0,0,10,9.241116642951965,0.4017876801283463
425,1-0003,8,1-0003,6,17,4,0,3,6.77233499288559,0.3983726466403288
276,1-2573,12,1-2573,16,37,11,0,4,14.696446657180786,0.3972012610048861
260,1-4760,2,1-4760,18,40,14,0,2,15.848223328590393,0.39620558321475985
512,1-5799,17,1-5799,21,7,0,0,3,2.7723349928855896,0.3960478561265128
83,MLG13,5,MLG13,14,140,12,0,47,55.43324822187424,0.3959517730133874
112,1-3447,4,1-3447,12,110,13,0,33,43.495684921741486,0.3954153174703771
18,MLG63,12,MLG63,16,380,116,0,37,150.19213157892227,0.39524245152347964
57,MLG75,6,MLG75,5,185,50,0,25,73.10279160737991,0.39515022490475626
442,1-5803,10,1-5803,17,15,5,0,1,5.9241116642951965,0.3949407776196798
35,1-7496,7,1-7496,7,246,38,0,64,97.14314651489258,0.3948908394914332
158,1-9808,15,1-9808,1,74,6,0,25,29.102791607379913,0.39328096766729614
386,1-4855,4,1-4855,12,22,4,0,5,8.620558321475983,0.39184356006709015
474,1-18004,3,1-18004,11,12,1,0,4,4.696446657180786,0.3913705547650655
77,1-9674,13,1-9674,8,144,8,0,52,56.05380654335022,0.3892625454399321
151,MLG38,14,MLG38,9,77,17,0,14,29.93756330013275,0.38879952337834744
66,MLG48,8,MLG48,6,159,46,0,17,61.70989829301834,0.3881125678806185
136,1-1769,13,1-1769,8,89,4,0,33,34.495684921741486,0.3875919654128257
257,1-19286,8,1-19286,6,40,9,0,7,15.468781650066376,0.3867195412516594
223,1-6228,17,1-6228,21,48,1,0,19,18.558121621608734,0.3866275337835153
68,1-1015,19,1-1015,13,155,44,0,17,59.70989829301834,0.3852251502775377
532,1-4136,2,1-4136,18,5,1,0,1,1.9241116642951965,0.38482233285903933
319,1-18935,12,1-18935,16,30,6,0,6,11.54466998577118,0.38482233285903933
78,1-1570,17,1-1570,21,142,23,0,34,54.41979658603668,0.38323800412701886
59,1-8573,10,1-8573,17,184,52,0,20,70.48223328590393,0.3830556156842605
70,1-1224,13,1-1224,8,151,7,0,55,57.82614153623581,0.38295457971017094
86,1-8910,5,1-8910,14,137,8,0,48,52.357359886169434,0.38217051011802505
95,1-5626,17,1-5626,21,125,8,0,43,47.73680156469345,0.38189441251754763
447,1-9971,11,1-9971,15,15,2,0,4,5.696446657180786,0.3797631104787191
156,1-2294,13,1-2294,8,75,10,0,20,28.48223328590393,0.3797631104787191
302,1-9500,17,1-9500,21,33,6,0,7,12.468781650066376,0.3778418681838296
488,1-9576,9,1-9576,19,10,1,0,3,3.7723349928855896,0.377233499288559
217,1-9770,18,1-9770,20,50,4,0,16,18.785786628723145,0.3757157325744629
255,1-3564,17,1-3564,21,41,8,0,8,15.392893314361572,0.37543642230150176
371,1-6035,17,1-6035,21,23,4,0,5,8.620558321475983,0.374806883542434
142,1-8084,3,1-8084,11,82,3,0,30,30.723349928855896,0.374674999132389
32,1-7874,5,1-7874,14,258,17,0,86,96.4736031293869,0.37392869429994924
92,1-6980,17,1-6980,21,128,7,0,44,47.66091322898865,0.3723508846014738
410,1-3108,12,1-3108,16,18,3,0,4,6.696446657180786,0.37202481428782147
16,1-7140,15,1-7140,1,397,42,0,114,147.3487297296524,0.3711554905029028
183,1-19915,17,1-19915,21,62,10,0,14,22.93756330013275,0.36996069838923795
527,1-17790,15,1-17790,1,5,0,0,2,1.848223328590393,0.36964466571807864
533,1-3217,5,1-3217,14,5,0,0,2,1.848223328590393,0.36964466571807864
265,1-1204,18,1-1204,20,39,7,0,8,14.392893314361572,0.36904854652209157
253,1-9578,16,1-9578,2,42,9,0,7,15.468781650066376,0.3683043250015804
166,MLG58,19,MLG58,13,71,14,0,13,26.013451635837555,0.3663866427582754
439,1-4682,17,1-4682,21,16,4,0,2,5.848223328590393,0.36551395803689957
94,1-1005,3,1-1005,11,125,16,0,32,45.57157325744629,0.3645725860595703
232,1-8095,19,1-8095,13,46,12,0,5,16.620558321475983,0.3613164852494779
208,1-5355,17,1-5355,21,53,7,0,13,19.013451635837555,0.358744370487501
304,1-1592,19,1-1592,13,32,5,0,7,11.468781650066376,0.35839942656457424
81,1-7682,6,1-7682,5,141,42,0,9,50.31700497865677,0.3568581913379913
406,1-3265,2,1-3265,18,19,4,0,3,6.77233499288559,0.3564386838360837
404,1-20578,14,1-20578,9,19,4,0,3,6.77233499288559,0.3564386838360837
199,1-20167,3,1-20167,11,56,7,0,14,19.93756330013275,0.35602791607379913
430,1-8023,1,1-8023,4,16,2,0,4,5.696446657180786,0.35602791607379913
503,1-5531,10,1-5531,17,8,1,0,2,2.848223328590393,0.35602791607379913
19,1-7863,11,1-7863,15,351,25,0,108,124.80405974388123,0.3555671217774394
351,1-2324,6,1-2324,5,25,6,0,3,8.77233499288559,0.3508933997154236
45,1-3596,18,1-3596,20,223,41,0,40,77.96446657180786,0.3496164420260442
176,1-6561,17,1-6561,21,65,7,0,17,22.70989829301834,0.3493830506618206
510,1-10444,10,1-10444,17,8,0,0,3,2.7723349928855896,0.3465418741106987
504,1-9861,15,1-9861,1,8,0,0,3,2.7723349928855896,0.3465418741106987
362,1-1827,20,1-1827,3,24,0,0,9,8.317004978656769,0.3465418741106987
153,1-9516,5,1-9516,14,76,6,0,22,26.330456614494324,0.34645337650650426
385,1-18615,1,1-18615,4,22,3,0,5,7.620558321475983,0.3463890146125447
358,1-8627,8,1-8627,6,25,4,0,5,8.620558321475983,0.3448223328590393
146,MLG78,9,MLG78,19,80,10,0,19,27.558121621608734,0.34447652027010917
482,1-9457,13,1-9457,8,11,1,0,3,3.7723349928855896,0.3429395448077809
272,1-19229,19,1-19229,13,38,1,0,13,13.013451635837555,0.3424592535746725
426,1-3639,18,1-3639,20,17,3,0,3,5.77233499288559,0.33954911722856407
213,1-6227,17,1-6227,21,52,1,0,18,17.634009957313538,0.3391155761021834
4,MLG68,6,MLG68,5,642,87,0,141,217.2997446656227,0.3384731225321226
46,1-2282,18,1-2282,20,219,50,0,26,74.02690327167511,0.3380223893683795
6,MLG54,4,MLG54,12,595,58,0,154,200.31319630146027,0.3366608341201013
201,1-8529,9,1-8529,19,56,17,0,2,18.848223328590393,0.3365754165819713
72,1-9497,3,1-9497,11,150,18,0,35,50.34390825033188,0.33562605500221254
450,1-11206,17,1-11206,21,14,1,0,4,4.696446657180786,0.3354604755129133
294,1-3106,3,1-3106,11,34,3,0,9,11.317004978656769,0.332853087607552
53,1-8341,5,1-8341,14,197,11,0,59,65.5225881934166,0.3326019705249573
345,1-3584,17,1-3584,21,26,4,0,5,8.620558321475983,0.33155993544138396
344,1-2103,17,1-2103,21,26,4,0,5,8.620558321475983,0.33155993544138396
138,1-4640,7,1-4640,7,87,12,0,18,28.634009957313538,0.32912655123348894
179,1-7467,19,1-7467,13,64,9,0,13,21.013451635837555,0.3283351818099618
194,1-8018,19,1-8018,13,58,7,0,13,19.013451635837555,0.3278181316523716
258,1-17758,13,1-17758,8,40,2,0,12,13.089339971542358,0.32723349928855894
155,1-8157,10,1-8157,17,75,5,0,21,24.406344950199127,0.3254179326693217
55,1-1462,5,1-1462,14,192,18,0,48,62.357359886169434,0.32477791607379913
89,1-9831,13,1-9831,8,132,14,0,31,42.64746159315109,0.32308683025114465
521,1-3551,8,1-3551,8,6,1,0,1,1.9241116642951965,0.3206852773825328
278,1-7845,20,1-7845,3,36,6,0,6,11.54466998577118,0.3206852773825328
226,1-4634,14,1-4634,11,48,8,0,8,15.392893314361572,0.3206852773825328
106,1-9963,17,1-9963,21,116,15,0,24,37.17867994308472,0.3205058615783165
298,1-7481,18,1-7481,20,33,5,0,6,10.54466998577118,0.31953545411427814
204,1-8576,15,1-8576,1,55,0,0,19,17.558121621608734,0.3192385749383406
175,1-19547,7,1-19547,7,66,9,0,13,21.013451635837555,0.31838563084602356
244,1-19448,1,1-19448,4,45,6,0,9,14.317004978656769,0.3181556661923726
414,MLG06,18,MLG06,20,18,2,0,4,5.696446657180786,0.3164692587322659
341,1-9870,15,1-9870,1,27,2,0,7,8.468781650066376,0.313658579632088
224,1-9277,5,1-9277,14,48,2,0,14,14.937563300132751,0.31119923541943234
317,1-9504,15,1-9504,1,30,0,0,10,9.241116642951965,0.3080372214317322
472,1-1935,15,1-1935,1,12,0,0,4,3.696446657180786,0.3080372214317322
478,1-20012,3,1-20012,11,12,0,0,4,3.696446657180786,0.3080372214317322
546,1-9034,14,1-9034,19,3,0,0,1,0.9241116642951965,0.3080372214317322
361,1-10696,17,1-10696,21,24,0,0,8,7.392893314361572,0.3080372214317322
214,1-8450,12,1-8450,16,52,15,0,1,15.924111664295197,0.30623291662106145
132,MLG55,18,MLG55,20,92,18,0,11,28.165228307247162,0.30614378594833874
50,1-7964,15,1-7964,1,202,10,0,56,61.750253200531006,0.305694322774906
296,1-0205,5,1-0205,14,34,3,0,8,10.392893314361572,0.30567333277534037
29,1-3534,7,1-3534,7,279,25,0,65,85.06725817918777,0.30490056695049383
1,1-9227,5,1-9227,14,801,70,0,188,243.73299288749695,0.30428588375467785
44,1-0008,15,1-0008,1,230,2,0,73,69.46015149354935,0.30200065866760584
27,1-1608,16,1-1608,2,307,38,0,59,92.5225881934166,0.30137650877334393
36,MLG64,19,MLG64,13,245,22,0,56,73.750253200531,0.3010214416348204
312,1-1850,2,1-1850,18,30,9,0,0,9.0,0.3
233,1-3587,6,1-3587,5,46,11,0,3,13.77233499288559,0.29939858680186066
26,1-18558,2,1-18558,18,307,77,0,16,91.78578662872314,0.2989765036766226
297,1-9630,12,1-9630,16,33,8,0,2,9.848223328590393,0.29843100995728467
10,MLG62,14,MLG62,9,525,61,0,103,156.18350142240524,0.29749238366172426
325,1-9338,8,1-9338,6,29,4,0,5,8.620558321475983,0.29726063177503387
5,MLG57,1,MLG57,4,629,106,0,85,184.5494914650917,0.2934014172735957
31,1-9156,10,1-9156,17,268,49,0,32,78.57157325744629,0.2931775121546503
140,1-8066,15,1-8066,1,86,3,0,24,25.178679943084717,0.2927753481754037
400,1-8646,12,1-8646,16,20,4,0,2,5.848223328590393,0.29241116642951964
394,1-9697,8,1-9697,6,20,4,0,2,5.848223328590393,0.29241116642951964
487,1-4929,17,1-4929,21,10,2,0,1,2.9241116642951965,0.29241116642951964
163,1-6692,10,1-6692,17,71,13,0,8,20.392893314361572,0.2872238494980503
366,1-9444,3,1-9444,11,24,5,0,2,6.848223328590393,0.28534263869126636
87,1-3141,17,1-3141,21,136,12,0,29,38.7992382645607,0.2852885166511816
337,1-6532,17,1-6532,21,27,4,0,4,7.696446657180786,0.28505357989558466
202,1-6787,3,1-6787,11,56,3,0,14,15.937563300132751,0.2845993446452277
242,1-3206,2,1-3206,18,45,10,0,3,12.77233499288559,0.28382966650856867
15,1-1580,2,1-1580,18,400,81,0,35,113.34390825033188,0.2833597706258297
424,1-1177,7,1-1177,7,17,2,0,3,4.77233499288559,0.2807255878167994
186,1-19004,15,1-19004,1,60,2,0,16,16.785786628723145,0.2797631104787191
292,1-9740,17,1-9740,21,34,3,0,7,9.468781650066376,0.2784935779431287
181,MLG84,16,MLG84,2,63,10,0,8,17.392893314361572,0.2760776716565329
328,1-9110,16,1-9110,2,29,8,0,0,8.0,0.27586206896551724
74,1-8074,14,1-8074,9,145,15,0,27,39.951014935970306,0.27552424093772626
141,1-8820,13,1-8820,8,83,9,0,15,22.861674964427948,0.2754418670413006
291,1-0037,18,1-0037,20,35,4,0,6,9.54466998577118,0.2727048567363194
91,1-9270,19,1-9270,13,128,19,0,17,34.70989829301834,0.2711710804142058
264,1-8928,18,1-8928,20,39,4,0,7,10.468781650066376,0.2684302987196507
444,1-8906,2,1-8906,18,15,4,0,0,4.0,0.26666666666666666
384,1-0358,10,1-0358,17,22,4,0,2,5.848223328590393,0.2658283331177451
511,1-3033,1,1-3033,4,7,0,0,2,1.848223328590393,0.26403190408434185
516,1-9447,15,1-9447,1,7,0,0,2,1.848223328590393,0.26403190408434185
515,1-3646,3,1-3646,11,7,0,0,2,1.848223328590393,0.26403190408434185
327,1-8988,15,1-8988,1,29,3,0,5,7.620558321475983,0.26277787315434425
28,1-7005,5,1-7005,14,285,21,0,58,74.5984765291214,0.2617490404530575
408,1-9495,16,1-9495,8,18,1,0,4,4.696446657180786,0.26091370317671037
238,1-4390,18,1-4390,20,45,8,0,4,11.696446657180786,0.2599210368262397
354,1-7530,8,1-7530,6,25,0,0,7,6.468781650066376,0.258751266002655
373,1-8488,2,1-8488,18,23,5,0,1,5.9241116642951965,0.2575700723606607
256,1-0296,7,1-0296,7,41,5,0,6,10.54466998577118,0.2571870728236873
443,1-19222,3,1-19222,11,15,2,0,2,3.848223328590393,0.2565482219060262
445,1-5654,1,1-5654,4,15,2,0,2,3.848223328590393,0.2565482219060262
287,1-2596,16,1-2596,2,35,8,0,1,8.924111664295197,0.25497461897986273
196,1-6743,13,1-6743,8,58,0,0,16,14.785786628723145,0.2549273556676404
348,1-3087,1,1-3087,4,26,2,0,5,6.620558321475983,0.25463685851830703
99,1-8826,5,1-8826,14,123,9,0,24,31.178679943084717,0.25348520278930664
97,1-1833,18,1-1833,20,124,12,0,21,31.406344950199127,0.2532769754048317
269,1-8551,5,1-8551,14,38,5,0,5,9.620558321475983,0.25317258740726273
88,1-8267,7,1-8267,7,133,16,0,19,33.558121621608734,0.25231670392187017
378,1-9518,15,1-9518,1,22,0,0,6,5.544669985771179,0.25203045389868994
274,1-7744,9,1-7744,1,37,1,0,9,9.317004978656769,0.25181094536910187
310,1-10071,17,1-10071,21,30,2,0,6,7.544669985771179,0.25148899952570597
316,1-8181,3,1-8181,11,30,2,0,6,7.544669985771179,0.25148899952570597
401,1-8100,6,1-8100,5,19,2,0,3,4.77233499288559,0.25117552594134684
271,1-5508,5,1-5508,14,38,4,0,6,9.54466998577118,0.25117552594134684
543,1-7608,15,1-7608,1,4,1,0,0,1.0,0.25
469,1-6543,2,1-6543,18,12,3,0,0,3.0,0.25
58,MLG49,20,MLG49,3,185,24,0,24,46.17867994308472,0.2496144861788363
133,MLG53,11,MLG53,15,91,5,0,19,22.558121621608734,0.24789144639130478
446,1-19447,15,1-19447,1,15,0,0,4,3.696446657180786,0.24642977714538575
286,1-1770,1,1-1770,4,35,4,0,5,8.620558321475983,0.24630166632788522
262,1-8172,9,1-8172,19,40,8,0,2,9.848223328590393,0.24620558321475983
125,1-1390,18,1-1390,20,98,13,0,12,24.08933997154236,0.2458095915463506
303,1-18714,16,1-18714,2,32,6,0,2,7.848223328590393,0.24525697901844978
211,1-8042,2,1-8042,18,52,9,0,4,12.696446657180786,0.2441624357150151
471,1-19205,17,1-19205,21,12,2,0,1,2.9241116642951965,0.2436759720245997
38,1-4649,4,1-4649,12,244,28,0,34,59.41979658603668,0.24352375650015035
338,1-3589,4,1-3589,12,27,1,0,6,6.544669985771179,0.24239518465819182
148,1-0278,9,1-0278,19,79,8,0,12,19.08933997154236,0.24163721482965012
191,MLG44,19,MLG44,13,59,5,0,10,14.241116642951965,0.24137485835511804
429,1-9452,1,1-9452,4,16,2,0,2,3.848223328590393,0.24051395803689957
440,1-2034,9,1-2034,19,16,2,0,2,3.848223328590393,0.24051395803689957
433,1-20641,2,1-20641,21,16,2,0,2,3.848223328590393,0.24051395803689957
432,1-3089,8,1-3089,6,16,2,0,2,3.848223328590393,0.24051395803689957
152,1-10038,18,1-10038,20,76,9,0,10,18.241116642951965,0.2400146926704206
342,1-6531,15,1-6531,1,27,0,0,7,6.468781650066376,0.23958450555801392
108,1-8328,7,1-8328,7,114,6,0,23,27.25456827878952,0.23907516034025894
248,1-6217,13,1-6217,8,44,4,0,7,10.468781650066376,0.23792685568332672
367,1-9995,15,1-9995,1,24,2,0,4,5.696446657180786,0.23735194404919943
473,1-5161,1,1-5161,4,12,1,0,2,2.848223328590393,0.23735194404919943
111,1-0272,21,1-0272,10,111,5,0,23,26.25456827878952,0.23652764215125693
418,1-17835,21,1-17835,1,17,4,0,0,4.0,0.23529411764705882
392,MLG33,18,MLG33,20,20,1,0,4,4.696446657180786,0.2348223328590393
324,1-5515,6,1-5515,5,29,4,0,3,6.77233499288559,0.23352879285812378
2,1-6240,1,1-6240,4,698,33,0,140,162.37563300132751,0.23262984670677295
23,1-7866,2,1-7866,18,318,69,0,5,73.62055832147598,0.23151118969017603
507,1-9643,15,1-9643,1,8,0,0,2,1.848223328590393,0.23102791607379913
540,1-9733,7,1-9733,7,4,0,0,1,0.9241116642951965,0.23102791607379913
539,1-21192,4,1-21192,12,4,0,0,1,0.9241116642951965,0.23102791607379913
398,1-20047,17,1-20047,21,20,0,0,5,4.620558321475983,0.23102791607379913
349,1-8186,12,1-8186,16,26,4,0,2,5.848223328590393,0.2249316664842459
169,1-7268,1,1-7268,4,70,9,0,7,15.468781650066376,0.22098259500094822
12,1-7024,11,1-7024,15,498,37,0,79,110.00482147932053,0.22089321582192878
462,1-4052,18,1-4052,20,13,1,0,2,2.848223328590393,0.219094102199261
311,1-8938,7,1-8938,7,30,1,0,6,6.544669985771179,0.21815566619237264
283,1-6909,12,1-6909,16,36,6,0,2,7.848223328590393,0.21800620357195535
139,MLG11,2,MLG11,18,87,17,0,2,18.848223328590393,0.21664624515621142
318,1-9902,15,1-9902,1,30,0,0,7,6.468781650066376,0.21562605500221252
172,1-6900,11,1-6900,15,67,7,0,8,14.392893314361572,0.21481930319942646
452,1-9588,14,1-9588,9,14,3,0,0,3.0,0.21428571428571427
497,MLG72,20,MLG72,7,9,1,0,1,1.9241116642951965,0.2137901849216885
306,1-1972,16,1-1972,2,32,4,0,3,6.77233499288559,0.21163546852767467
411,1-8124,13,1-8124,8,18,1,0,3,3.7723349928855896,0.20957416627142164
456,1-7995,1,1-7995,4,14,2,0,1,2.9241116642951965,0.2088651188782283
455,1-18377,5,1-18377,14,14,2,0,1,2.9241116642951965,0.2088651188782283
