Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
191,191,191,191,191,191,191,191,191,191,191,MLG44,21,1,MLG44,59,5,1,3,1005.9685351252556,17.050314154665347
168,168,168,168,168,168,168,168,168,168,168,MLG45,7,2,MLG45,70,12,1,7,1014.259915292263,14.489427361318043
80,80,80,80,80,80,80,80,80,80,80,1-0053,6,1,1-0053,142,4,1,14,1008.5198305845261,7.102252328060042
6,6,6,6,6,6,6,6,6,6,6,MLG54,7,2,MLG54,595,28,1,49,1043.8194070458412,1.754318331169481
165,165,165,165,165,165,165,165,165,165,165,MLG59,10,5,MLG59,71,28,0,11,31.551295459270477,0.4443844430883166
49,49,49,49,49,49,49,49,49,49,49,1-6974,7,2,1-6974,207,63,0,58,81.72501242160797,0.39480682329279215
36,36,36,36,36,36,36,36,36,36,36,MLG64,13,14,MLG64,245,79,0,44,93.20518183708191,0.3804293136207425
332,332,332,332,332,332,332,332,332,332,332,P-16616,2,11,P-16616,28,10,0,2,10.645690083503723,0.3802032172679901
270,270,270,270,270,270,270,270,270,270,270,1-9651,10,5,1-9651,38,12,0,6,13.93707025051117,0.3667650065923992
156,156,156,156,156,156,156,156,156,156,156,1-2294,8,3,1-2294,75,23,0,13,27.1969855427742,0.362626473903656
145,145,145,145,145,145,145,145,145,145,145,1-9491,18,19,1-9491,80,25,0,11,28.551295459270477,0.356891193240881
75,75,75,75,75,75,75,75,75,75,75,1-2545,4,12,1-2545,145,29,0,68,50.95346283912659,0.35140319199397646
470,470,470,470,470,470,470,470,470,470,470,1-9055,4,12,1-9055,12,2,0,6,3.9370702505111694,0.32808918754259747
121,121,121,121,121,121,121,121,121,121,121,1-9333,20,21,1-9333,102,24,0,29,33.362506210803986,0.32708339422356847
553,553,553,553,553,553,553,553,553,553,553,1-4847,1,10,1-4847,2,0,0,2,0.6456900835037231,0.3228450417518616
299,299,299,299,299,299,299,299,299,299,299,MLG31,13,14,MLG31,33,8,0,7,10.259915292263031,0.31090652400797064
166,166,166,166,166,166,166,166,166,166,166,MLG58,12,7,MLG58,71,21,0,3,21.968535125255585,0.3094159876796561
57,57,57,57,57,57,57,57,57,57,57,MLG75,4,12,MLG75,185,40,0,53,57.11078721284866,0.3087069579072901
67,67,67,67,67,67,67,67,67,67,67,1-3516,5,6,1-3516,156,13,0,108,47.86726450920105,0.3068414391615452
358,358,358,358,358,358,358,358,358,358,358,1-8627,5,6,1-8627,25,4,0,11,7.551295459270477,0.30205181837081907
81,81,81,81,81,81,81,81,81,81,81,1-7682,18,19,1-7682,141,23,0,60,42.370702505111694,0.3005014362064659
91,91,91,91,91,91,91,91,91,91,91,1-9270,19,20,1-9270,128,24,0,43,37.88233679533005,0.295955756213516
43,43,43,43,43,43,43,43,43,43,43,MLG14,12,7,MLG14,232,65,0,6,66.93707025051117,0.2885218545280654
46,46,46,46,46,46,46,46,46,46,46,1-2282,13,14,1-2282,219,56,0,21,62.77974587678909,0.28666550628670817
51,51,51,51,51,51,51,51,51,51,51,MLG65,3,13,MLG65,201,41,0,51,57.46509712934494,0.28589600561863154
228,228,228,228,228,228,228,228,228,228,228,MLG60,4,12,MLG60,47,6,0,23,13.425435960292816,0.2856475736232514
450,450,450,450,450,450,450,450,450,450,450,1-11206,4,20,1-11206,14,3,0,3,3.9685351252555847,0.2834667946611132
31,31,31,31,31,31,31,31,31,31,31,1-9156,15,16,1-9156,268,63,0,37,74.94526654481888,0.2796465169582794
155,155,155,155,155,155,155,155,155,155,155,1-8157,1,10,1-8157,75,17,0,12,20.87414050102234,0.2783218733469645
462,462,462,462,462,462,462,462,462,462,462,1-4052,19,20,1-4052,13,2,0,5,3.614225208759308,0.278017323750716
295,295,295,295,295,295,295,295,295,295,295,1-1942,14,15,1-1942,34,2,0,23,9.425435960292816,0.2772187047144946
92,92,92,92,92,92,92,92,92,92,92,1-6980,13,14,1-6980,128,34,0,4,35.291380167007446,0.2757139075547457
208,208,208,208,208,208,208,208,208,208,208,1-5355,18,19,1-5355,53,12,0,7,14.259915292263031,0.2690550055143968
34,34,34,34,34,34,34,34,34,34,34,MLG51,8,3,MLG51,248,44,0,68,65.95346283912659,0.26594138241583304
22,22,22,22,22,22,22,22,22,22,22,MLG50,12,7,MLG50,319,81,0,11,84.55129545927048,0.26505108294442153
78,78,78,78,78,78,78,78,78,78,78,1-1570,18,19,1-1570,142,16,0,66,37.307772755622864,0.26273079405368216
406,406,406,406,406,406,406,406,406,406,406,1-3265,17,18,1-3265,19,4,0,3,4.968535125255585,0.26150184869766235
62,62,62,62,62,62,62,62,62,62,62,1-6878,10,4,1-6878,167,23,0,64,43.66208267211914,0.2614495968390368
257,257,257,257,257,257,257,257,257,257,257,1-19286,12,7,1-19286,40,10,0,1,10.322845041751862,0.25807112604379656
323,323,323,323,323,323,323,323,323,323,323,1-13247,19,20,1-13247,29,1,0,20,7.4569008350372314,0.257134511553008
114,114,114,114,114,114,114,114,114,114,114,1-7152,5,6,1-7152,109,14,0,42,27.559491753578186,0.2528393738860384
238,238,238,238,238,238,238,238,238,238,238,1-4390,14,15,1-4390,45,9,0,7,11.259915292263031,0.25022033982806735
334,334,334,334,334,334,334,334,334,334,334,1-18994,8,3,1-18994,28,6,0,3,6.968535125255585,0.24887625447341374
29,29,29,29,29,29,29,29,29,29,29,1-3534,10,5,1-3534,279,50,0,60,69.3707025051117,0.24864051077100965
73,73,73,73,73,73,73,73,73,73,73,MLG12,1,10,MLG12,146,1,0,109,36.19010955095291,0.24787746267775967
129,129,129,129,129,129,129,129,129,129,129,1-4531,14,15,1-4531,94,12,0,35,23.299576461315155,0.24786783469484208
40,40,40,40,40,40,40,40,40,40,40,1-7807,5,6,1-7807,239,33,0,81,59.15044838190079,0.24749141582385267
54,54,54,54,54,54,54,54,54,54,54,1-1350,18,19,1-1350,195,43,0,16,48.165520668029785,0.24700267009246044
60,60,60,60,60,60,60,60,60,60,60,1-3068,5,6,1-3068,180,14,0,93,44.024588882923126,0.24458104934957292
304,304,304,304,304,304,304,304,304,304,304,1-1592,5,6,1-1592,32,2,0,18,7.811210751533508,0.24410033598542213
125,125,125,125,125,125,125,125,125,125,125,1-1390,7,2,1-1390,98,21,0,9,23.905605375766754,0.24393474873231383
