Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
77,77,77,77,77,77,77,77,77,1-9674,9,1-9674,6,144,34,0,12,35.96615755558014,0.24976498302486208
57,57,57,57,57,57,57,57,57,MLG75,11,MLG75,9,185,41,0,28,45.587700963020325,0.24642000520551527
189,189,189,189,189,189,189,189,189,MLG10,2,MLG10,20,60,12,0,14,14.293850481510162,0.2382308413585027
195,195,195,195,195,195,195,195,195,1-9379,11,1-9379,9,58,12,0,11,13.802311092615128,0.23797088090715737
13,13,13,13,13,13,13,13,13,1-1258,17,1-1258,15,435,91,0,65,101.65002009272575,0.23367820710971438
243,243,243,243,243,243,243,243,243,1-19166,15,1-19166,13,45,10,0,3,10.491539388895035,0.233145319753223
5,5,5,5,5,5,5,5,5,MLG57,18,MLG57,16,629,115,0,184,145.14774918556213,0.23075953765590165
147,147,147,147,147,147,147,147,147,1-2423,13,1-2423,12,79,17,0,7,18.14692524075508,0.22970791443993774
154,154,154,154,154,154,154,154,154,1-9417,9,1-9417,6,76,15,0,15,17.457696944475174,0.2297065387430944
450,450,450,450,450,450,450,450,450,1-11206,18,1-11206,14,14,3,0,1,3.1638464629650116,0.2259890330689294
45,45,45,45,45,45,45,45,45,1-3596,7,1-3596,4,223,43,0,42,49.88155144453049,0.22368408719520397
54,54,54,54,54,54,54,54,54,1-1350,14,1-1350,11,195,33,0,64,43.48617362976074,0.22300601861415764
297,297,297,297,297,297,297,297,297,1-9630,16,1-9630,14,33,5,0,14,7.293850481510162,0.2210257721669746
91,91,91,91,91,91,91,91,91,1-9270,16,1-9270,14,128,23,0,32,28.24308681488037,0.2206491157412529
404,404,404,404,404,404,404,404,404,1-20578,8,1-20578,5,19,4,0,1,4.163846462965012,0.21914981384026377
466,466,466,466,466,466,466,466,466,1-9416,11,1-9416,9,13,2,0,5,2.819232314825058,0.21686402421731216
122,122,122,122,122,122,122,122,122,1-9404,9,1-9404,6,100,19,0,16,21.621543407440186,0.21621543407440186
84,84,84,84,84,84,84,84,84,1-2382,7,1-2382,4,139,25,0,30,29.915393888950348,0.21521866107158524
425,425,425,425,425,425,425,425,425,1-0003,14,1-0003,11,17,3,0,4,3.6553858518600464,0.21502269716823802
9,9,9,9,9,9,9,9,9,1-3523,6,1-3523,3,543,92,0,150,116.57696944475174,0.2146905514636312
182,182,182,182,182,182,182,182,182,1-6647,6,1-6647,9,62,10,0,20,13.276929259300232,0.21414402031129406
256,256,256,256,256,256,256,256,256,1-0296,6,1-0296,3,41,5,0,23,8.768468648195267,0.21386508898037235
64,64,64,64,64,64,64,64,64,MLG29,10,MLG29,7,164,29,0,37,35.06231912970543,0.21379462883966724
286,286,286,286,286,286,286,286,286,1-1770,17,1-1770,11,35,6,0,9,7.474618166685104,0.21356051904814585
327,327,327,327,327,327,327,327,327,1-8988,5,1-8988,2,29,6,0,1,6.163846462965012,0.2125464297574142
299,299,299,299,299,299,299,299,299,MLG31,1,MLG31,19,33,7,0,0,7.0,0.21212121212121213
11,11,11,11,11,11,11,11,11,MLG56,15,MLG56,13,511,96,0,74,108.12463825941086,0.21159420403015824
71,71,71,71,71,71,71,71,71,1-4417,20,1-4417,18,151,21,0,64,31.486173629760742,0.2085177061573559
22,22,22,22,22,22,22,22,22,MLG50,17,MLG50,15,319,43,0,143,66.43004420399666,0.2082446526771055
439,439,439,439,439,439,439,439,439,1-4682,18,1-4682,16,16,3,0,2,3.327692925930023,0.20798080787062645
171,171,171,171,171,171,171,171,171,1-9645,11,1-9645,9,69,5,0,57,14.339248389005661,0.2078151940435603
80,80,80,80,80,80,80,80,80,1-0053,10,1-0053,7,142,25,0,26,29.2600080370903,0.2060563946273965
78,78,78,78,78,78,78,78,78,1-1570,16,1-1570,14,142,25,0,26,29.2600080370903,0.2060563946273965
418,418,418,418,418,418,418,418,418,1-17835,18,1-17835,16,17,3,0,3,3.491539388895035,0.20538466993500204
422,422,422,422,422,422,422,422,422,1-7536,11,1-7536,9,17,3,0,3,3.491539388895035,0.20538466993500204
345,345,345,345,345,345,345,345,345,1-3584,10,1-3584,17,26,4,0,8,5.310771703720093,0.2042604501430805
144,144,144,144,144,144,144,144,144,1-7058,19,1-7058,17,80,16,0,2,16.327692925930023,0.2040961615741253
94,94,94,94,94,94,94,94,94,1-1005,10,1-1005,7,125,19,0,39,25.390012055635452,0.2031200964450836
231,231,231,231,231,231,231,231,231,1-7991,17,1-7991,15,46,9,0,2,9.327692925930023,0.20277593317239181
531,531,531,531,531,531,531,531,531,1-4051,16,1-4051,14,5,1,0,0,1.0,0.2
12,12,12,12,12,12,12,12,12,1-7024,11,1-7024,9,498,63,0,223,99.53776124119759,0.1998750225726859
337,337,337,337,337,337,337,337,337,1-6532,11,1-6532,9,27,4,0,8,5.310771703720093,0.19669524828592935
423,423,423,423,423,423,423,423,423,MLG46,16,MLG46,14,17,3,0,2,3.327692925930023,0.19574664270176606
329,329,329,329,329,329,329,329,329,1-5980,7,1-5980,4,29,5,0,4,5.655385851860046,0.19501330523655333
166,166,166,166,166,166,166,166,166,MLG58,13,MLG58,12,71,12,0,11,13.802311092615128,0.19439874778331165
7,7,7,7,7,7,7,7,7,MLG69,15,MLG69,13,576,88,0,139,110.77465835213661,0.19231711519468161
213,213,213,213,213,213,213,213,213,1-6227,1,1-6227,19,52,10,0,0,10.0,0.19230769230769232
151,151,151,151,151,151,151,151,151,MLG38,7,MLG38,4,77,13,0,11,14.802311092615128,0.19223780639759905
401,401,401,401,401,401,401,401,401,1-8100,11,1-8100,9,19,2,0,10,3.638464629650116,0.19149813840263769
38,38,38,38,38,38,38,38,38,1-4649,15,1-4649,13,244,37,0,58,46.50309485197067,0.1905864543113552
338,338,338,338,338,338,338,338,338,1-3589,4,1-3589,1,27,3,0,13,5.130004018545151,0.19000014883500557
199,199,199,199,199,199,199,199,199,1-20167,10,1-20167,4,56,8,0,16,10.621543407440186,0.1896704179900033
216,216,216,216,216,216,216,216,216,1-8397,7,1-8397,4,51,8,0,10,9.638464629650116,0.18898950254215913
277,277,277,277,277,277,277,277,277,1-10060,2,1-10060,20,36,5,0,11,6.802311092615128,0.18895308590597576
247,247,247,247,247,247,247,247,247,1-6734,16,1-6734,14,44,6,0,14,8.293850481510162,0.1884966018525037
115,115,115,115,115,115,115,115,115,1-8421,16,1-8421,14,109,19,0,9,20.474618166685104,0.18784053363931288
358,358,358,358,358,358,358,358,358,1-8627,14,1-8627,11,25,3,0,10,4.638464629650116,0.18553858518600463
27,27,27,27,27,27,27,27,27,1-1608,14,1-1608,11,307,47,0,57,56.33924838900566,0.18351546706516503
4,4,4,4,4,4,4,4,4,MLG68,19,MLG68,17,642,105,0,78,117.7800241112709,0.18345798148173037
483,483,483,483,483,483,483,483,483,1-8578,4,1-8578,1,11,2,0,0,2.0,0.18181818181818182
176,176,176,176,176,176,176,176,176,1-6561,16,1-6561,14,65,10,0,11,11.802311092615128,0.1815740168094635
143,143,143,143,143,143,143,143,143,1-9286,14,1-9286,11,81,9,0,34,14.570779740810394,0.1798861696396345
234,234,234,234,234,234,234,234,234,1-10451,13,1-10451,12,46,4,0,26,8.260008037090302,0.17956539211065872
214,214,214,214,214,214,214,214,214,1-8450,13,1-8450,12,52,9,0,2,9.327692925930023,0.17937871011403891
325,325,325,325,325,325,325,325,325,1-9338,17,1-9338,15,29,5,0,1,5.163846462965012,0.17806367113672453
454,454,454,454,454,454,454,454,454,1-5913,7,1-5913,4,14,2,0,3,2.491539388895035,0.1779670992067882
20,20,20,20,20,20,20,20,20,1-8067,9,1-8067,6,322,50,0,43,57.0453979074955,0.17715962083073136
221,221,221,221,221,221,221,221,221,1-4355,6,1-4355,3,49,7,0,10,8.638464629650116,0.17629519652347175
106,106,106,106,106,106,106,106,106,1-9963,16,1-9963,14,116,16,0,26,20.2600080370903,0.17465524169905433
212,212,212,212,212,212,212,212,212,MLG32,1,MLG32,19,52,9,0,0,9.0,0.17307692307692307
163,163,163,163,163,163,163,163,163,1-6692,13,1-6692,12,71,10,0,13,12.13000401854515,0.1708451270217627
304,304,304,304,304,304,304,304,304,1-1592,4,1-1592,1,32,3,0,15,5.457696944475174,0.17055302951484919
320,320,320,320,320,320,320,320,320,1-18203,11,1-18203,9,29,1,0,24,4.932315111160278,0.17007983141931995
205,205,205,205,205,205,205,205,205,1-8398,7,1-8398,4,54,8,0,6,8.98307877779007,0.1663533106998161
512,512,512,512,512,512,512,512,512,1-5799,16,1-5799,14,7,1,0,1,1.1638464629650116,0.1662637804235731
331,331,331,331,331,331,331,331,331,1-5981,5,1-5981,2,28,4,0,4,4.655385851860046,0.1662637804235731
24,24,24,24,24,24,24,24,24,1-3535,12,1-3535,10,315,45,0,45,52.37309083342552,0.1662637804235731
66,66,66,66,66,66,66,66,66,MLG48,9,MLG48,6,159,13,0,82,26.43540996313095,0.1662604400196915
503,503,503,503,503,503,503,503,503,1-5531,4,1-5531,1,8,1,0,2,1.3276929259300232,0.1659616157412529
350,350,350,350,350,350,350,350,350,1-9609,20,1-9609,12,25,3,0,7,4.146925240755081,0.16587700963020324
295,295,295,295,295,295,295,295,295,1-1942,4,1-1942,1,34,3,0,16,5.6215434074401855,0.16533951198353486
30,30,30,30,30,30,30,30,30,1-10785,16,1-10785,14,279,27,0,115,45.842343240976334,0.16430947398199403
545,545,545,545,545,545,545,545,545,1-4926,20,1-4926,19,4,0,0,4,0.6553858518600464,0.1638464629650116
162,162,162,162,162,162,162,162,162,1-7614,2,1-7614,20,72,0,0,72,11.796945333480835,0.1638464629650116
159,159,159,159,159,159,159,159,159,1-6914,4,1-6914,1,73,0,0,73,11.960791796445847,0.1638464629650116
161,161,161,161,161,161,161,161,161,1-8285,14,1-8285,11,72,9,0,17,11.785389870405197,0.1636859704222944
46,46,46,46,46,46,46,46,46,1-2282,7,1-2282,4,219,30,0,35,35.734626203775406,0.1631718091496594
127,127,127,127,127,127,127,127,127,1-5891,19,1-5891,17,96,13,0,16,15.621543407440186,0.1627244104941686
148,148,148,148,148,148,148,148,148,1-0278,17,1-0278,15,79,12,0,4,12.655385851860046,0.1601947576184816
117,117,117,117,117,117,117,117,117,1-7019,11,1-7019,9,107,10,0,43,17.0453979074955,0.15930278418220092
348,348,348,348,348,348,348,348,348,1-3087,2,1-3087,20,26,2,0,13,4.130004018545151,0.15884630840558273
384,384,384,384,384,384,384,384,384,1-0358,11,1-0358,9,22,3,0,3,3.491539388895035,0.1587063358588652
260,260,260,260,260,260,260,260,260,1-4760,19,1-4760,17,40,6,0,2,6.327692925930023,0.15819232314825057
403,403,403,403,403,403,403,403,403,72-12171,1,72-12171,17,19,3,0,0,3.0,0.15789473684210525
23,23,23,23,23,23,23,23,23,1-7866,6,1-7866,3,318,28,0,134,49.955426037311554,0.1570925347085269
412,412,412,412,412,412,412,412,412,1-0055,18,1-0055,16,18,2,0,5,2.819232314825058,0.156624017490281
14,14,14,14,14,14,14,14,14,1-1317,9,1-1317,6,414,54,0,66,64.81386655569077,0.15655523322630618
383,383,383,383,383,383,383,383,383,1-3521,14,1-3521,11,22,0,0,21,3.4407757222652435,0.156398896466602
300,300,300,300,300,300,300,300,300,1-18709,10,1-18709,3,33,4,0,7,5.146925240755081,0.15596743153803277
145,145,145,145,145,145,145,145,145,1-9491,2,1-9491,20,80,9,0,21,12.440775722265244,0.15550969652831553
150,150,150,150,150,150,150,150,150,1-3083,6,1-3083,3,78,7,0,31,12.07924035191536,0.15486205579378667
332,332,332,332,332,332,332,332,332,P-16616,11,P-16616,17,28,4,0,2,4.327692925930023,0.15456046164035797
449,449,449,449,449,449,449,449,449,MLG43,7,MLG43,4,14,2,0,1,2.1638464629650116,0.15456046164035797
211,211,211,211,211,211,211,211,211,1-8042,1,1-8042,19,52,8,0,0,8.0,0.15384615384615385
264,264,264,264,264,264,264,264,264,1-8928,15,1-8928,13,39,6,0,0,6.0,0.15384615384615385
268,268,268,268,268,268,268,268,268,1-8493,17,1-8493,15,38,5,0,5,5.819232314825058,0.15313769249539627
357,357,357,357,357,357,357,357,357,1-9650,18,1-9650,16,25,3,0,5,3.819232314825058,0.15276929259300231
55,55,55,55,55,55,55,55,55,1-1462,4,1-1462,1,192,19,0,63,29.32232716679573,0.15272045399372777
283,283,283,283,283,283,283,283,283,1-6909,7,1-6909,4,36,5,0,3,5.491539388895035,0.15254276080263984
10,10,10,10,10,10,10,10,10,MLG62,7,MLG62,4,525,63,0,103,79.8761856853962,0.15214511559123084
41,41,41,41,41,41,41,41,41,1-9283,14,1-9283,11,235,19,0,102,35.71233922243118,0.15196740094651567
368,368,368,368,368,368,368,368,368,1-6858,8,1-6858,5,23,3,0,3,3.491539388895035,0.15180606038674063
371,371,371,371,371,371,371,371,371,1-6035,16,1-6035,14,23,3,0,3,3.491539388895035,0.15180606038674063
301,301,301,301,301,301,301,301,301,1-8400,11,1-8400,9,33,5,0,0,5.0,0.15151515151515152
0,0,0,0,0,0,0,0,0,1-6098,10,1-6098,7,1327,144,0,342,200.03549033403397,0.15074264531577541
109,109,109,109,109,109,109,109,109,1-7441,16,1-7441,14,111,10,0,41,16.717704981565475,0.15060995478887815
75,75,75,75,75,75,75,75,75,1-2545,5,1-2545,2,145,18,0,23,21.768468648195267,0.15012736998755358
319,319,319,319,319,319,319,319,319,1-18935,5,1-18935,2,30,4,0,3,4.491539388895035,0.1497179796298345
126,126,126,126,126,126,126,126,126,1-6693,10,1-6693,7,98,10,0,28,14.587700963020325,0.14885409145939107
326,326,326,326,326,326,326,326,326,1-0027,10,1-0027,7,29,3,0,8,4.310771703720093,0.14864730012827906
73,73,73,73,73,73,73,73,73,MLG12,13,MLG12,12,146,12,0,59,21.666941314935684,0.14840370763654578
157,157,157,157,157,157,157,157,157,1-17733,9,1-17733,6,74,9,0,12,10.96615755558014,0.14819131831865054
281,281,281,281,281,281,281,281,281,1-3312,9,1-3312,6,36,4,0,8,5.310771703720093,0.14752143621444702
420,420,420,420,420,420,420,420,420,1-8678,6,1-8678,3,17,2,0,3,2.491539388895035,0.14656114052323735
347,347,347,347,347,347,347,347,347,1-7204,2,1-7204,20,26,0,0,23,3.7684686481952667,0.1449411018536641
265,265,265,265,265,265,265,265,265,1-1204,12,1-1204,10,39,4,0,10,5.638464629650116,0.14457601614487478
315,315,315,315,315,315,315,315,315,1-9614,5,1-9614,2,30,4,0,2,4.327692925930023,0.1442564308643341
376,376,376,376,376,376,376,376,376,1-18487,17,1-18487,15,23,2,0,8,3.3107717037200928,0.14394659581391708
31,31,31,31,31,31,31,31,31,1-9156,12,1-9156,10,268,21,0,107,38.53157153725624,0.1437745206614039
70,70,70,70,70,70,70,70,70,1-1224,18,1-1224,16,151,12,0,59,21.666941314935684,0.14348967758235553
385,385,385,385,385,385,385,385,385,1-18615,2,1-18615,20,22,2,0,7,3.146925240755081,0.14304205639795822
324,324,324,324,324,324,324,324,324,1-5515,14,1-5515,11,29,3,0,7,4.146925240755081,0.1429974220950028
387,387,387,387,387,387,387,387,387,1-9436,7,1-9436,4,21,2,0,6,2.9830787777900696,0.1420513703709557
101,101,101,101,101,101,101,101,101,1-18371,12,1-18371,10,120,9,0,49,17.02847668528557,0.14190397237737973
63,63,63,63,63,63,63,63,63,1-3052,4,1-3052,1,166,16,0,46,23.536937296390533,0.1417887788939189
296,296,296,296,296,296,296,296,296,1-0205,4,1-0205,1,34,2,0,17,4.785389870405197,0.14074676089427052
6,6,6,6,6,6,6,6,6,MLG54,13,MLG54,12,595,48,0,218,83.71852892637253,0.14070340996028996
96,96,96,96,96,96,96,96,96,MLG09,2,MLG09,20,125,1,0,101,17.54849275946617,0.14038794207572938
241,241,241,241,241,241,241,241,241,1-6216,4,1-6216,1,45,0,0,38,6.226165592670441,0.13835923539267647
51,51,51,51,51,51,51,51,51,MLG65,7,MLG65,4,201,24,0,23,27.768468648195267,0.1381515853144043
470,470,470,470,470,470,470,470,470,1-9055,4,1-9055,1,12,1,0,4,1.6553858518600464,0.1379488209883372
473,473,473,473,473,473,473,473,473,1-5161,2,1-5161,20,12,1,0,4,1.6553858518600464,0.1379488209883372
227,227,227,227,227,227,227,227,227,1-1957,12,1-1957,10,47,5,0,9,6.474618166685104,0.13775783333372563
133,133,133,133,133,133,133,133,133,MLG53,17,MLG53,15,91,11,0,8,12.310771703720093,0.13528320553538564
61,61,61,61,61,61,61,61,61,1-6927,1,1-6927,19,179,24,0,0,24.0,0.1340782122905028
76,76,76,76,76,76,76,76,76,1-2335,12,1-2335,10,145,12,0,45,19.373090833425522,0.13360752298914153
340,340,340,340,340,340,340,340,340,1-3519,16,1-3519,14,27,0,0,22,3.604622185230255,0.13350452537889834
56,56,56,56,56,56,56,56,56,1-8427,14,1-8427,11,189,9,0,99,25.220799833536148,0.13344338536262512
445,445,445,445,445,445,445,445,445,1-5654,1,1-5654,19,15,2,0,0,2.0,0.13333333333333333
491,491,491,491,491,491,491,491,491,1-5555,11,1-5555,9,10,1,0,2,1.3276929259300232,0.13276929259300232
169,169,169,169,169,169,169,169,169,1-7268,14,1-7268,11,70,5,0,26,9.260008037090302,0.13228582910129003
307,307,307,307,307,307,307,307,307,1-9739,2,1-9739,20,31,0,0,25,4.09616157412529,0.13213424432662227
48,48,48,48,48,48,48,48,48,MLG30,20,MLG30,18,208,18,0,57,27.33924838900566,0.13143869417791182
82,82,82,82,82,82,82,82,82,1-8188,2,1-8188,20,140,11,0,45,18.373090833425522,0.1312363630958966
377,377,377,377,377,377,377,377,377,1-9892,16,1-9892,14,22,2,0,5,2.819232314825058,0.128146923401139
132,132,132,132,132,132,132,132,132,MLG55,2,MLG55,20,92,8,0,23,11.768468648195267,0.12791813748038333
386,386,386,386,386,386,386,386,386,1-4855,14,1-4855,11,22,1,0,11,2.8023110926151276,0.12737777693705124
311,311,311,311,311,311,311,311,311,1-8938,7,1-8938,4,30,3,0,5,3.819232314825058,0.12730774382750193
292,292,292,292,292,292,292,292,292,1-9740,7,1-9740,4,34,4,0,2,4.327692925930023,0.1272850860567654
89,89,89,89,89,89,89,89,89,1-9831,8,1-9831,5,132,7,0,59,16.666941314935684,0.12626470693133093
389,389,389,389,389,389,389,389,389,1-7842,2,1-7842,20,21,1,0,10,2.638464629650116,0.1256411728404817
2,2,2,2,2,2,2,2,2,1-6240,14,1-6240,11,698,56,0,193,87.62236735224724,0.1255334775820161
510,510,510,510,510,510,510,510,510,1-10444,1,1-10444,19,8,1,0,0,1.0,0.125
19,19,19,19,19,19,19,19,19,1-7863,16,1-7863,14,351,16,0,170,43.85389870405197,0.12493988234772642
164,164,164,164,164,164,164,164,164,72-0103,4,72-0103,1,71,0,0,54,8.847709000110626,0.12461561971986798
18,18,18,18,18,18,18,18,18,MLG63,6,MLG63,3,380,34,0,81,47.27156350016594,0.12439885131622616
278,278,278,278,278,278,278,278,278,1-7845,2,1-7845,20,36,2,0,15,4.457696944475174,0.12382491512431039
129,129,129,129,129,129,129,129,129,1-4531,4,1-4531,1,94,8,0,22,11.604622185230255,0.12345342750244952
343,343,343,343,343,343,343,343,343,MLG67,2,MLG67,20,27,3,0,2,3.327692925930023,0.12324788614555642
539,539,539,539,539,539,539,539,539,1-21192,4,1-21192,1,4,0,0,3,0.4915393888950348,0.1228848472237587
72,72,72,72,72,72,72,72,72,1-9497,10,1-9497,7,150,12,0,39,18.390012055635452,0.12260008037090302
217,217,217,217,217,217,217,217,217,1-9770,12,1-9770,10,50,3,0,19,6.11308279633522,0.1222616559267044
65,65,65,65,65,65,65,65,65,1-4319,8,1-4319,5,163,15,0,30,19.915393888950348,0.12218033060705735
349,349,349,349,349,349,349,349,349,1-8186,14,1-8186,11,26,3,0,1,3.1638464629650116,0.12168640242173122
62,62,62,62,62,62,62,62,62,1-6878,20,1-6878,18,167,6,0,86,20.090795814990997,0.12030416655683232
52,52,52,52,52,52,52,52,52,1-7122,12,1-7122,10,197,13,0,65,23.650020092725754,0.12005086341485154
197,197,197,197,197,197,197,197,197,1-6006,4,1-6006,1,57,5,0,11,6.802311092615128,0.119338791098511
236,236,236,236,236,236,236,236,236,1-9794,12,1-9794,10,46,3,0,15,5.457696944475174,0.1186455857494603
79,79,79,79,79,79,79,79,79,1-0129,17,1-0129,15,142,14,0,17,16.785389870405197,0.11820697091834646
390,390,390,390,390,390,390,390,390,1-20003,11,1-20003,9,21,1,0,9,2.4746181666851044,0.1178389603183383
426,426,426,426,426,426,426,426,426,1-3639,8,1-3639,5,17,2,0,0,2.0,0.11764705882352941
238,238,238,238,238,238,238,238,238,1-4390,4,1-4390,1,45,2,0,20,5.276929259300232,0.11726509465111626
135,135,135,135,135,135,135,135,135,MLG07,4,MLG07,1,90,0,0,64,10.486173629760742,0.11651304033067492
392,392,392,392,392,392,392,392,392,MLG33,7,MLG33,4,20,2,0,2,2.327692925930023,0.11638464629650117
118,118,118,118,118,118,118,118,118,MLG15,7,MLG15,4,105,12,0,1,12.163846462965012,0.11584615679014297
140,140,140,140,140,140,140,140,140,1-8066,19,1-8066,17,86,9,0,5,9.819232314825058,0.11417711993982625
33,33,33,33,33,33,33,33,33,1-6296,20,1-6296,18,254,18,0,67,28.977713018655777,0.11408548432541644
74,74,74,74,74,74,74,74,74,1-8074,12,1-8074,10,145,9,0,46,16.536937296390533,0.11404784342338299
434,434,434,434,434,434,434,434,434,1-4149,4,1-4149,1,16,1,0,5,1.819232314825058,0.11370201967656612
435,435,435,435,435,435,435,435,435,1-4494,14,1-4494,12,16,1,0,5,1.819232314825058,0.11370201967656612
190,190,190,190,190,190,190,190,190,1-7819,4,1-7819,1,59,3,0,22,6.604622185230255,0.11194274890220772
408,408,408,408,408,408,408,408,408,1-9495,19,1-9495,17,18,2,0,0,2.0,0.1111111111111111
477,477,477,477,477,477,477,477,477,1-8222,18,1-8222,16,12,1,0,2,1.3276929259300232,0.11064107716083527
472,472,472,472,472,472,472,472,472,1-1935,2,1-1935,20,12,1,0,2,1.3276929259300232,0.11064107716083527
59,59,59,59,59,59,59,59,59,1-8573,8,1-8573,5,184,16,0,26,20.2600080370903,0.11010873933201251
97,97,97,97,97,97,97,97,97,1-1833,7,1-1833,4,124,12,0,10,13.638464629650116,0.10998761798104932
255,255,255,255,255,255,255,255,255,1-3564,6,1-3564,3,41,3,0,9,4.474618166685104,0.10913702845573425
290,290,290,290,290,290,290,290,290,1-3509,20,1-3509,18,35,2,0,11,3.8023110926151276,0.10863745978900365
160,160,160,160,160,160,160,160,160,1-5197,9,1-5197,6,72,6,0,11,7.802311092615128,0.10836543184187677
3,3,3,3,3,3,3,3,3,1-6181,20,1-6181,18,659,43,0,173,71.345438092947,0.10826318375257513
257,257,257,257,257,257,257,257,257,1-19286,8,1-19286,5,40,4,0,2,4.327692925930023,0.10819232314825059
275,275,275,275,275,275,275,275,275,1-4020,14,1-4020,11,37,3,0,6,3.9830787777900696,0.10765077777810998
294,294,294,294,294,294,294,294,294,1-3106,7,1-3106,4,34,3,0,4,3.6553858518600464,0.10751134858411901
177,177,177,177,177,177,177,177,177,1-9498,16,1-9498,14,64,5,0,11,6.802311092615128,0.10628611082211137
105,105,105,105,105,105,105,105,105,1-7042,5,1-7042,2,117,10,0,14,12.293850481510162,0.10507564514111249
136,136,136,136,136,136,136,136,136,1-1769,8,1-1769,5,89,8,0,8,9.310771703720093,0.10461541240134936
314,314,314,314,314,314,314,314,314,1-4088,4,1-4088,1,30,0,0,19,3.1130827963352203,0.10376942654450734
428,428,428,428,428,428,428,428,428,1-9606,10,1-9606,7,16,1,0,4,1.6553858518600464,0.1034616157412529
244,244,244,244,244,244,244,244,244,1-19448,12,1-19448,10,45,3,0,10,4.638464629650116,0.10307699177000258
180,180,180,180,180,180,180,180,180,1-10539,2,1-10539,20,63,5,0,9,6.474618166685104,0.10277171693150959
505,505,505,505,505,505,505,505,505,1-9855,2,1-9855,20,8,0,0,5,0.819232314825058,0.10240403935313225
344,344,344,344,344,344,344,344,344,1-2103,16,1-2103,14,26,2,0,4,2.6553858518600464,0.10213022507154025
172,172,172,172,172,172,172,172,172,1-6900,2,1-6900,20,67,6,0,5,6.819232314825058,0.1017795867884337
218,218,218,218,218,218,218,218,218,1-9610,12,1-9610,10,49,1,0,24,4.932315111160278,0.10065949206449548
206,206,206,206,206,206,206,206,206,1-8544,22,1-8544,8,54,0,0,33,5.406933277845383,0.10012839403417376
488,488,488,488,488,488,488,488,488,1-9576,2,1-9576,20,10,1,0,0,1.0,0.1
489,489,489,489,489,489,489,489,489,1-7521,19,1-7521,17,10,1,0,0,1.0,0.1
263,263,263,263,263,263,263,263,263,1-6061,13,1-6061,12,40,3,0,6,3.9830787777900696,0.09957696944475174
351,351,351,351,351,351,351,351,351,1-2324,14,1-2324,11,25,1,0,9,2.4746181666851044,0.09898472666740417
