Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-1580,21,12,1-1580,400,91,0,224,271.8316822052002,0.6795792055130004
353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,5,11,MLG50,319,95,0,127,197.52510553598404,0.6192009577930534
470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,19,7,1-1204,39,13,0,13,23.494695842266083,0.6024280985196432
251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,19,7,1-7268,70,6,0,43,40.713224709033966,0.5816174958433423
272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,13,15,1-1570,142,24,0,65,76.47347921133041,0.5385456282488057
270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,8,4,1-1390,98,37,0,19,52.33840161561966,0.5340653226083639
359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-4417,11,6,1-4417,151,59,0,24,78.3748230934143,0.5190385635325451
479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,19,7,1-9286,81,17,0,30,41.21852886676788,0.5088707267502208
302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,8,3,MLG51,248,32,0,113,123.22312539815903,0.49686744112160897
526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,7,10,1-5002,45,11,0,14,22.301980137825012,0.4955995586183336
166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,1,4,MLG40,51,17,0,10,25.072842955589294,0.4916243716782215
260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,13,15,1-0129,142,29,0,48,67.74964618682861,0.477110184414286
387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,19,7,1-10539,63,14,0,19,29.33840161561966,0.4656889145336454
364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,6,4,1-7682,141,37,0,35,65.25495034456253,0.4628010662734931
342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,17,8,MLG65,201,46,0,58,92.82248914241791,0.46180342856924333
131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,19,7,1-9283,235,16,0,114,108.03040969371796,0.4597038710370977
399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,6,3,MLG60,47,7,0,18,21.53111732006073,0.4581088791502283
149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,5,11,MLG58,71,20,0,15,32.10926443338394,0.45224316103357665
141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,7,10,MLG45,70,17,0,17,30.7238330245018,0.4389119003500257
386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,16,14,MLG68,642,50,0,286,280.8833085298538,0.4375129416352863
57,57,57,57,57,57,57,57,57,57,57,57,57,57,1-1224,9,5,1-1224,151,12,0,65,64.47347921133041,0.42697668351874446
294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,4,21,1-3509,35,3,0,14,14.301980137825012,0.4086280039378575
244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,8,3,MLG57,629,86,0,209,254.72241777181625,0.4049640982063851
190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,1,4,1-2382,139,35,0,26,55.989391684532166,0.40280137902541124
259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,20,13,1-3596,223,55,0,42,88.90594041347504,0.398681347145628
412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,9,13,1-6858,23,5,0,5,9.036421477794647,0.3928878903388977
153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,19,7,1-1350,195,12,0,80,76.58274364471436,0.39273201869084284
375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,17,8,MLG14,232,49,0,52,90.97878336906433,0.39214992831493245
520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,11,3,1-2034,16,3,0,4,6.229137182235718,0.38932107388973236
209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,9,5,1-9938,55,10,0,14,21.301980137825012,0.38730872977863656
339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,21,12,1-3523,543,101,0,135,209.98337990045547,0.38670972357358285
392,392,392,392,392,392,392,392,392,392,392,392,392,392,1-9609,7,6,1-9609,25,8,0,2,9.614568591117859,0.38458274364471434
483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,17,8,1-9491,80,17,0,17,30.7238330245018,0.3840479128062725
14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,7,10,1-6098,1327,319,0,229,503.86810368299484,0.37970467496834576
440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,5,11,MLG52,125,23,0,30,47.21852886676788,0.37774823093414306
429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,7,10,1-6693,98,16,0,26,36.989391684532166,0.37744277229114453
140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,5,5,1-2294,75,21,0,9,28.265558660030365,0.37687411546707156
206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,1,4,1-9752,22,5,0,4,8.229137182235718,0.37405169010162354
514,514,514,514,514,514,514,514,514,514,514,514,514,514,1-11206,8,3,1-11206,14,2,0,4,5.229137182235718,0.3735097987311227
350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,1,4,1-2282,219,42,0,49,81.55693048238754,0.37240607526204356
311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,5,11,1-20578,19,3,0,5,7.036421477794647,0.37033797251550776
146,146,146,146,146,146,146,146,146,146,146,146,146,146,1-7453,11,6,1-7453,13,4,0,1,4.807284295558929,0.3697910996583792
489,489,489,489,489,489,489,489,489,489,489,489,489,489,1-9578,20,13,1-9578,42,1,0,18,15.53111732006073,0.3697885076204936
290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,15,9,1-8341,197,41,0,39,72.48408752679825,0.36793953059288453
256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,15,2,1-9277,48,16,0,2,17.61456859111786,0.36697017898162204
295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,12,2,1-3639,17,3,0,4,6.229137182235718,0.36641983424915986
471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,8,16,1-9794,46,16,0,1,16.80728429555893,0.3653757455556289
303,303,303,303,303,303,303,303,303,303,303,303,303,303,1-8157,11,6,1-8157,75,20,0,9,27.265558660030365,0.3635407821337382
414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,19,7,1-8285,72,10,0,20,26.14568591117859,0.3631345265441471
24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,22,17,1-7140,397,6,0,171,144.04561454057693,0.3628353011097656
208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,9,5,1-10468,549,95,0,129,199.1396741271019,0.3627316468617521
324,324,324,324,324,324,324,324,324,324,324,324,324,324,1-6734,1,4,1-6734,44,11,0,6,15.843705773353577,0.3600842221216722
331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,6,16,MLG75,185,55,0,14,66.30198013782501,0.35838908182608115
91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,19,9,72-12171,19,6,0,1,6.807284295558929,0.35827812081889104
398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,11,6,1-0303,212,59,0,20,75.14568591117859,0.354460782599899
327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,4,21,P-16616,28,1,0,11,9.880127251148224,0.352861687541008
345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,17,8,1-1131,138,29,0,24,48.37482309341431,0.3505421963290892
459,459,459,459,459,459,459,459,459,459,459,459,459,459,1-2545,21,12,1-2545,145,36,0,18,50.53111732006073,0.3484904642762809
241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,8,2,1-19448,45,10,0,7,15.650990068912506,0.3477997793091668
400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,17,10,1-18709,33,9,0,3,11.421852886676788,0.3461167541417209
306,306,306,306,306,306,306,306,306,306,306,306,306,306,1-18377,4,21,1-18377,14,0,0,6,4.843705773353577,0.34597898381096975
358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-9831,9,5,1-9831,132,19,0,33,45.64038175344467,0.3457604678291263
427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,3,20,1-9379,58,20,0,0,20.0,0.3448275862068966
322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,4,21,1-0296,41,2,0,15,14.109264433383942,0.34412840081424245
314,314,314,314,314,314,314,314,314,314,314,314,314,314,1-3139,15,9,1-3139,93,15,0,21,31.95297020673752,0.3435803248036292
411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,1,4,MLG15,105,11,0,31,36.02581316232681,0.3431029824983506
274,274,274,274,274,274,274,274,274,274,274,274,274,274,1-0033,1,4,1-0033,10,1,0,3,3.4218528866767883,0.34218528866767883
39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,17,8,1-7467,64,13,0,11,21.880127251148224,0.341876988299191
363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,13,15,1-10785,279,9,0,107,95.37941962480545,0.3418617190853242
33,33,33,33,33,33,33,33,33,33,33,33,33,33,1-7991,10,19,1-7991,46,2,0,17,15.7238330245018,0.34182245705438696
201,201,201,201,201,201,201,201,201,201,201,201,201,201,1-9902,12,2,1-9902,30,7,0,4,10.229137182235718,0.3409712394078573
498,498,498,498,498,498,498,498,498,498,498,498,498,498,1-19915,11,6,1-19915,62,13,0,10,21.072842955589294,0.33988456379982734
258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,15,9,1-9516,76,15,0,13,25.494695842266083,0.33545652424034317
217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,6,16,1-9630,33,7,0,5,11.036421477794647,0.33443701447862567
64,64,64,64,64,64,64,64,64,64,64,64,64,64,1-9674,9,5,1-9674,144,19,0,36,48.06223464012146,0.3337655183341768
422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,22,17,1-6878,167,12,0,54,55.59335196018219,0.3328943231148634
462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,4,21,1-1183,45,2,0,16,14.916548728942871,0.3314788606431749
170,170,170,170,170,170,170,170,170,170,170,170,170,170,1-5043,13,15,1-5043,123,14,0,33,40.64038175344467,0.3304096077515827
500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,20,17,1-0292,99,2,0,38,32.67680323123932,0.33006871950746786
192,192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,10,19,1-9770,50,6,0,13,16.494695842266083,0.32989391684532166
150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-7005,15,9,1-7005,285,42,0,64,93.66619491577148,0.328653315493935
376,376,376,376,376,376,376,376,376,376,376,376,376,376,1-7874,15,9,1-7874,258,50,0,43,84.71322470903397,0.328345832205558
137,137,137,137,137,137,137,137,137,137,137,137,137,137,1-1972,5,11,1-1972,32,4,0,8,10.458274364471436,0.32682107388973236
239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-7042,15,9,1-7042,117,30,0,10,38.072842955589294,0.32540891415033585
284,284,284,284,284,284,284,284,284,284,284,284,284,284,1-4136,20,13,1-4136,5,0,0,2,1.6145685911178589,0.3229137182235718
287,287,287,287,287,287,287,287,287,287,287,287,287,287,1-9836,8,3,1-9836,5,0,0,2,1.6145685911178589,0.3229137182235718
510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,21,12,1-3206,45,4,0,13,14.494695842266083,0.32210435205035737
300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,16,19,1-4020,37,3,0,11,11.880127251148224,0.32108452030130336
452,452,452,452,452,452,452,452,452,452,452,452,452,452,1-8529,8,3,1-8529,56,1,0,21,17.95297020673752,0.3205887536917414
102,102,102,102,102,102,102,102,102,102,102,102,102,102,1-3564,13,15,1-3564,41,5,0,10,13.072842955589294,0.31884982818510477
248,248,248,248,248,248,248,248,248,248,248,248,248,248,1-2400,18,1,1-2400,49,14,0,2,15.614568591117859,0.31866466512485425
495,495,495,495,495,495,495,495,495,495,495,495,495,495,MLG08,11,6,MLG08,107,26,0,10,34.072842955589294,0.31843778463167566
458,458,458,458,458,458,458,458,458,458,458,458,458,458,1-7182,2,24,1-7182,22,7,0,0,7.0,0.3181818181818182
12,12,12,12,12,12,12,12,12,12,12,12,12,12,MLG84,16,14,MLG84,63,16,0,5,20.036421477794647,0.3180384361554706
356,356,356,356,356,356,356,356,356,356,356,356,356,356,1-9761,15,9,1-9761,35,3,0,10,11.072842955589294,0.31636694158826556
385,385,385,385,385,385,385,385,385,385,385,385,385,385,1-6974,10,19,1-6974,207,4,0,76,65.35360646247864,0.31571790561583885
224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,15,9,1-9227,801,130,0,152,252.70721292495728,0.31548965408858587
51,51,51,51,51,51,51,51,51,51,51,51,51,51,1-9925,9,5,1-9925,93,13,0,20,29.14568591117859,0.31339447216321065
189,189,189,189,189,189,189,189,189,189,189,189,189,189,1-9156,10,19,1-9156,268,16,0,84,83.81188082695007,0.31273089860802267
86,86,86,86,86,86,86,86,86,86,86,86,86,86,1-9345,8,3,1-9345,47,5,0,12,14.687411546707153,0.3124981180150458
424,424,424,424,424,424,424,424,424,424,424,424,424,424,1-4700,17,8,1-4700,31,4,0,7,9.650990068912506,0.3113222602875002
497,497,497,497,497,497,497,497,497,497,497,497,497,497,1-8493,3,2,1-8493,38,11,0,1,11.80728429555893,0.31071800777786657
349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,15,9,1-3052,166,32,0,24,51.37482309341431,0.30948688610490543
472,472,472,472,472,472,472,472,472,472,472,472,472,472,1-9518,11,6,1-9518,22,6,0,1,6.807284295558929,0.30942201343449677
62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-9818,21,12,1-9818,28,7,0,2,8.614568591117859,0.30766316396849497
296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-9404,9,5,1-9404,100,17,0,17,30.7238330245018,0.307238330245018
539,539,539,539,539,539,539,539,539,539,539,539,539,539,1-9436,1,4,1-9436,21,4,0,3,6.421852886676788,0.3058025184131804
338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,22,17,1-6296,254,20,0,71,77.31718498468399,0.30439836608143306
320,320,320,320,320,320,320,320,320,320,320,320,320,320,MLG13,4,21,MLG13,140,11,0,39,42.48408752679825,0.3034577680485589
246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,11,6,MLG56,511,95,0,74,154.73903787136078,0.3028161210789839
554,554,554,554,554,554,554,554,554,554,554,554,554,554,1-10444,15,9,1-10444,8,0,0,3,2.4218528866767883,0.30273161083459854
310,310,310,310,310,310,310,310,310,310,310,310,310,310,1-4855,19,7,1-4855,22,1,0,7,6.650990068912506,0.3023177304051139
330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,15,9,1-4531,94,9,0,24,28.374823093414307,0.3018598201427054
95,95,95,95,95,95,95,95,95,95,95,95,95,95,1-3312,11,6,1-3312,36,6,0,6,10.843705773353577,0.3012140492598216
11,11,11,11,11,11,11,11,11,11,11,11,11,11,1-9722,6,16,1-9722,22,5,0,2,6.614568591117859,0.3006622086871754
84,84,84,84,84,84,84,84,84,84,84,84,84,84,1-18714,14,23,1-18714,32,8,0,2,9.614568591117859,0.3004552684724331
135,135,135,135,135,135,135,135,135,135,135,135,135,135,1-9712,21,12,1-9712,10,3,0,0,3.0,0.3
354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-9417,9,5,1-9417,76,13,0,12,22.687411546707153,0.29851857298298884
337,337,337,337,337,337,337,337,337,337,337,337,337,337,1-18613,19,7,1-18613,25,1,0,8,7.4582743644714355,0.29833097457885743
232,232,232,232,232,232,232,232,232,232,232,232,232,232,1-18371,10,19,1-18371,120,9,0,33,35.64038175344467,0.2970031812787056
263,263,263,263,263,263,263,263,263,263,263,263,263,263,1-6927,9,5,1-6927,179,20,0,41,53.09865611791611,0.29664053697159837
426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,20,13,1-4355,49,0,0,18,14.53111732006073,0.2965534146951169
380,380,380,380,380,380,380,380,380,380,380,380,380,380,1-7004,18,1,1-7004,381,31,0,101,112.53571385145187,0.2953693276940994
157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,7,16,1-6061,40,11,0,1,11.80728429555893,0.2951821073889732
124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,19,7,1-8427,189,8,0,58,54.82248914241791,0.2900660801186133
