Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,1-7819,7,9,1-7819,59,24,0,3,25.17756548523903,0.42673839805489877
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1-8938,7,9,1-8938,30,10,0,7,12.747652798891068,0.4249217599630356
557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,1-9806,16,8,1-9806,8,3,0,1,3.3925218284130096,0.4240652285516262
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,17,19,1-6561,65,25,0,6,27.355130970478058,0.4208481687765855
521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,1-19549,10,3,1-19549,29,9,0,8,12.140174627304077,0.4186267112863475
313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,1-7521,1,10,1-7521,10,3,0,3,4.177565485239029,0.41775654852390287
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,1-8095,8,18,1-8095,46,16,0,8,19.140174627304077,0.4160907527674799
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,MLG39,1,10,MLG39,23,6,0,9,9.532696455717087,0.41446506329204724
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,MLG42,5,7,MLG42,14,5,0,2,5.785043656826019,0.41321740405900137
366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,1-5163,1,10,1-5163,16,5,0,4,6.570087313652039,0.4106304571032524
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,5,7,1-2423,79,24,0,21,32.2429583966732,0.4081387138819393
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,17,19,1-5355,53,16,0,14,21.495305597782135,0.4055718037317384
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,7,9,1-7744,37,13,0,5,14.962609142065048,0.4043948416774337
457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,1-8503,1,10,1-8503,16,2,0,11,6.317740112543106,0.39485875703394413
546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,1-7527,5,7,1-7527,1,0,0,1,0.39252182841300964,0.39252182841300964
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,5,7,MLG75,185,62,0,24,71.42052388191223,0.3860568858481742
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,12,4,1-5980,29,10,0,3,11.177565485239029,0.38543329259444925
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,17,19,1-9379,58,18,0,11,22.317740112543106,0.38478862263005353
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,1-9902,20,5,1-9902,30,5,0,16,11.280349254608154,0.3760116418202718
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,17,19,1-7467,64,22,0,5,23.962609142065048,0.3744157678447664
125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,1-8622,20,5,1-8622,54,19,0,3,20.17756548523903,0.37365862009701906
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,1,10,1-2382,139,22,0,74,51.046615302562714,0.3672418367090843
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,18,12,MLG69,576,130,0,203,209.68193116784096,0.3640311304997239
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1-8222,18,12,1-8222,12,2,0,6,4.355130970478058,0.3629275808731715
418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,1-6216,16,8,1-6216,45,1,0,39,16.308351308107376,0.3624078068468306
233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,MLG07,3,22,MLG07,90,0,0,83,32.5793117582798,0.36199235286977555
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,12,4,MLG29,164,50,0,23,59.02800205349922,0.3599268417896294
536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,1-9971,7,9,1-9971,15,5,0,1,5.39252182841301,0.35950145522753396
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,11,15,1-0292,99,24,0,29,35.38313302397728,0.3574053840805786
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,15,6,1-9516,76,13,0,36,27.130785822868347,0.3569840239851098
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,20,5,1-1131,138,39,0,26,49.20556753873825,0.3565620836140453
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,13,11,MLG58,71,20,0,13,25.102783769369125,0.35356033477984683
269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,1-7839,9,17,1-7839,24,1,0,19,8.457914739847183,0.3524131141602993
518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,1-1850,1,10,1-1850,30,9,0,4,10.570087313652039,0.3523362437884013
537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,14,13,1-4494,16,4,0,4,5.570087313652039,0.3481304571032524
563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,1-21192,2,20,1-21192,4,1,0,1,1.3925218284130096,0.3481304571032524
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,1-9925,7,9,1-9925,93,27,0,13,32.102783769369125,0.3451912233265497
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,7,9,1-0303,212,59,0,34,72.34574216604233,0.34125350078321853
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,13,11,MLG62,525,100,0,200,178.50436568260193,0.34000831558590844
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,1,10,1-2282,219,46,0,72,74.2615716457367,0.3390939344554187
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,1,10,1-9452,16,3,0,6,5.355130970478058,0.3346956856548786
559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,1-5914,18,12,1-5914,3,1,0,0,1.0,0.3333333333333333
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,1-9237,16,8,1-9237,38,2,0,27,12.59808936715126,0.3315286675566121
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,1,10,1-7682,141,29,0,45,46.663482278585434,0.330946682826847
461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,1-9651,19,14,1-9651,38,9,0,9,12.532696455717087,0.3298078014662391
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,18,12,MLG56,511,133,0,86,166.75687724351883,0.32633439773682743
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,20,5,1-20578,19,5,0,3,6.177565485239029,0.3251350255388963
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,17,19,MLG78,80,23,0,7,25.747652798891068,0.32184565998613834
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,7,9,1-7024,498,67,0,236,159.63515150547028,0.3205525130631933
431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,1-7614,10,3,1-7614,72,22,0,2,22.78504365682602,0.31645893967813915
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,12,4,1-5002,45,13,0,3,14.177565485239029,0.3150570107830895
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,20,5,1-2103,26,7,0,3,8.177565485239029,0.31452174943227035
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,10,3,1-0296,41,7,0,15,12.887827426195145,0.3143372542974425
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,10,3,1-11350,100,22,0,24,31.42052388191223,0.3142052388191223
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,10,3,1-18558,307,64,0,81,95.79426810145378,0.31203344658454
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,1-20467,17,19,1-20467,13,4,0,0,4.0,0.3076923076923077
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,12,4,1-0053,142,38,0,13,43.102783769369125,0.3035407307702051
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,14,13,1-8285,72,15,0,17,21.672871083021164,0.30101209837529397
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,20,5,MLG52,125,16,0,55,37.58870056271553,0.30070960450172424
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,19,14,1-4682,16,4,0,2,4.785043656826019,0.2990652285516262
333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,1-11329,13,11,1-11329,14,3,0,3,4.177565485239029,0.29839753465993063
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,1-4649,15,6,1-4649,244,52,0,53,72.80365690588951,0.2983756430569242
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,15,6,1-4531,94,17,0,28,27.99061119556427,0.2977724595272795
278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,1-10762,13,11,1-10762,6,1,0,2,1.7850436568260193,0.29750727613766986
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,1-7066,5,7,1-7066,23,6,0,2,6.785043656826019,0.2950018981228704
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,19,14,MLG57,629,168,0,44,185.27096045017242,0.29454842678882737
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1-8093,2,20,1-8093,4,0,0,3,1.177565485239029,0.29439137130975723
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,16,8,1-1570,142,27,0,37,41.52330765128136,0.2924176595160659
218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,1-9416,13,11,1-9416,13,3,0,2,3.7850436568260193,0.29115720437123227
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,1-7752,1,10,1-7752,29,8,0,1,8.39252182841301,0.2893973044280348
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-8826,19,14,1-8826,123,32,0,9,35.53269645571709,0.28888371102209015
187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,1-7321,5,7,1-7321,7,2,0,0,2.0,0.2857142857142857
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-7042,5,7,1-7042,117,20,0,34,33.34574216604233,0.2850063432995071
396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,1-9963,16,8,1-9963,116,22,0,28,32.99061119556427,0.2844018206514161
347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,1-8188,19,14,1-8188,140,17,0,58,39.76626604795456,0.2840447574853897
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1-18603,16,8,1-18603,19,5,0,1,5.39252182841301,0.2838169383375268
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,1-8820,5,7,1-8820,83,20,0,9,23.532696455717087,0.28352646332189263
465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,1-5913,1,10,1-5913,14,2,0,5,3.962609142065048,0.28304351014750345
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,12,4,1-0027,29,7,0,3,8.177565485239029,0.2819850167323803
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,19,14,MLG55,92,22,0,10,25.925218284130096,0.2817958509144576
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,10,3,1-3523,543,66,0,221,152.74732407927513,0.2813026226137664
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,12,4,1-6693,98,24,0,9,27.532696455717087,0.28094588220119476
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,19,14,MLG49,185,42,0,25,51.81304571032524,0.2800705173531094
228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,1-17835,18,12,1-17835,17,2,0,7,4.7476527988910675,0.27927369405241576
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-8042,14,13,1-8042,52,9,0,14,14.495305597782135,0.2787558768804257
254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,1-8379,1,10,1-8379,5,1,0,1,1.3925218284130096,0.27850436568260195
284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,1-4136,1,10,1-4136,5,1,0,1,1.3925218284130096,0.27850436568260195
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,1,10,MLG38,77,8,0,34,21.345742166042328,0.27721743072782246
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,16,8,1-9270,128,26,0,24,35.42052388191223,0.2767228428274393
69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,1-18498,1,10,1-18498,13,2,0,4,3.5700873136520386,0.27462210105015683
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,1,10,1-4052,13,2,0,4,3.5700873136520386,0.27462210105015683
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,1-9110,1,10,1-9110,29,6,0,5,7.962609142065048,0.2745727290367258
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,13,11,1-9770,50,7,0,17,13.672871083021164,0.2734574216604233
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,10,3,1-4760,40,7,0,10,10.925218284130096,0.2731304571032524
428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,1-2701,8,18,1-2701,61,15,0,4,16.57008731365204,0.27164077563364
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,17,19,MLG41,66,14,0,10,17.925218284130096,0.27159421642621356
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,14,13,1-9283,235,20,0,111,63.56992295384407,0.27051031044188967
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,16,8,1-0129,142,27,0,29,38.38313302397728,0.27030375368998083
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,14,13,1-1350,195,31,0,55,52.58870056271553,0.2696856439113617
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,14,13,1-4020,37,6,0,10,9.925218284130096,0.26824914281432694
273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,1-3589,5,7,1-3589,27,4,0,8,7.140174627304077,0.2644509121223732
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,15,6,1-8341,197,25,0,69,52.084006160497665,0.2643858180735922
433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,1-5654,1,10,1-5654,15,2,0,5,3.962609142065048,0.26417394280433654
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,1-5413,1,10,1-5413,39,4,0,16,10.280349254608154,0.26359869883610654
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,13,11,MLG15,105,24,0,9,27.532696455717087,0.2622161567211151
242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,1-20791,14,13,1-20791,13,3,0,1,3.3925218284130096,0.2609632175702315
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-7005,9,17,1-7005,285,24,0,128,74.24279403686523,0.2605010317082991
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,1,10,1-3596,223,40,0,46,58.056004106998444,0.2603408255919213
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,2,20,1-0278,79,17,0,9,20.532696455717087,0.2599075500723682
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,12,4,1-6098,1327,270,0,183,341.83149459958076,0.257597207686195
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,13,11,1-5775,244,37,0,65,62.51391884684563,0.25620458543789193
337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,1-18613,13,11,1-18613,25,6,0,1,6.39252182841301,0.2557008731365204
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,18,12,1-3587,46,9,0,7,11.747652798891068,0.2553837564976319
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,1-5043,16,8,1-5043,123,20,0,29,31.38313302397728,0.25514742295916487
472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,1-9518,13,11,1-9518,22,4,0,4,5.570087313652039,0.2531857869841836
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,1-2573,5,7,1-2573,37,7,0,6,9.355130970478058,0.252841377580488
285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,1-18615,1,10,1-18615,22,2,0,9,5.532696455717087,0.25148620253259485
415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,1-1957,8,18,1-1957,47,9,0,7,11.747652798891068,0.24995005955087377
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,15,6,1-9227,801,73,0,324,200.17707240581512,0.24990895431437593
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,1-8705,5,7,1-8705,48,10,0,5,11.962609142065048,0.24922102379302183
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,1-0405,20,5,1-0405,64,1,0,38,15.915829479694366,0.24868483562022448
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,1-1769,20,5,1-1769,89,17,0,13,22.102783769369125,0.2483458850490913
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,19,14,1-1183,45,6,0,13,11.102783769369125,0.2467285282082028
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,1-5515,10,3,1-5515,29,4,0,8,7.140174627304077,0.2462129181828992
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1-7536,2,20,1-7536,17,3,0,3,4.177565485239029,0.2457391461905311
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,1-19547,9,17,1-19547,66,12,0,10,15.925218284130096,0.2412911861231833
