Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,1-7722,15,8,1-7722,60,2,0,46,20.92407464981079,0.3487345774968465
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,18,14,1-4355,49,17,0,0,17.0,0.3469387755102041
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1-8767,6,17,1-8767,48,1,0,38,16.632931232452393,0.3465194006760915
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,1-5413,14,10,1-5413,39,11,0,6,13.468357563018799,0.34534250161586666
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,1-9667,7,6,1-9667,14,4,0,2,4.8227858543396,0.34448470388139996
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,19,9,1-7682,141,18,0,74,48.443076610565186,0.3435679192238666
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,13,3,MLG62,525,24,0,378,179.50652647018433,0.3419171932765416
517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,1-18028,18,14,1-18028,309,43,0,152,105.53172492980957,0.34152661789582384
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,7,6,1-5981,28,5,0,11,9.525322198867798,0.34019007853099276
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,9,18,1-5002,45,14,0,3,15.2341787815094,0.33853730625576445
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,13,3,1-3596,223,60,0,37,75.22153830528259,0.3373163152703255
438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,MLG10,10,5,MLG10,60,4,0,39,20.044324159622192,0.33407206932703654
278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,1-10762,15,8,1-10762,6,2,0,0,2.0,0.3333333333333333
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,6,17,1-3516,156,21,0,75,51.854469537734985,0.33240044575471145
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,19,9,1-6532,27,4,0,12,8.936715126037598,0.3309894491125036
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,20,2,1-0129,142,33,0,33,46.575966596603394,0.32799976476481263
273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,1-3589,5,7,1-3589,27,8,0,2,8.8227858543396,0.32676984645702223
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,13,10,1-4760,40,11,0,5,13.056964635848999,0.326424115896225
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,7,6,1-2103,26,6,0,6,8.468357563018799,0.32570606011610764
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1-8938,15,8,1-8938,30,6,0,9,9.702536344528198,0.3234178781509399
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,13,3,MLG69,576,121,0,157,185.58868956565857,0.32220258605149055
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,9,18,1-6061,40,12,0,2,12.8227858543396,0.32056964635849
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,15,12,1-0278,79,17,0,20,25.227858543395996,0.31933998156197463
522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,1-5282,17,12,1-5282,17,5,0,1,5.4113929271698,0.3183172310099882
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,18,14,1-7268,70,21,0,3,22.2341787815094,0.3176311254501343
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,13,3,1-9452,16,3,0,5,5.056964635848999,0.31606028974056244
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-8826,6,17,1-8826,123,25,0,33,38.575966596603394,0.31362574468783244
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,1-20167,9,18,1-20167,56,15,0,6,17.4683575630188,0.31193495648247854
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,20,2,1-3141,136,30,0,30,42.341787815093994,0.31133667511098523
458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,1-7182,10,5,1-7182,22,6,0,2,6.8227858543396,0.31012662974270905
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,16,4,1-10468,549,115,0,132,169.30386638641357,0.30838591327215586
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,1-7070,19,9,1-7070,129,20,0,48,39.74686050415039,0.3081151977065922
269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,1-7839,12,13,1-7839,24,2,0,13,7.3481080532073975,0.30617116888364154
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,1-8328,6,17,1-8328,114,27,0,19,34.816465616226196,0.3054075931247912
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,MLG84,7,6,MLG84,63,15,0,10,19.113929271697998,0.30339570272536504
396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,1-9963,20,2,1-9963,116,24,0,27,35.107609033584595,0.3026518020136603
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,7,6,1-8285,72,16,0,14,21.759500980377197,0.3022152913941277
238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,1-9855,3,11,1-9855,8,2,0,1,2.4113929271698,0.301424115896225
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,15,8,1-1131,138,30,0,28,41.519001960754395,0.3008623330489449
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,1-17733,16,4,1-17733,74,14,0,20,22.227858543395996,0.3003764668026486
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,10,5,1-8928,39,8,0,9,11.702536344528198,0.300065034475082
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,1-5877,14,10,1-5877,79,3,0,50,23.56964635848999,0.29834995390493657
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,18,14,1-8427,189,55,0,3,56.2341787815094,0.2975353374683037
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,14,10,1-3523,543,142,0,45,160.512681722641,0.29560346541922833
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,12,13,1-3083,78,7,0,39,23.044324159622192,0.29544005332848966
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,1-6611,6,17,1-6611,89,15,0,27,26.107609033584595,0.2933439217256696
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,15,8,MLG38,77,16,0,16,22.582286834716797,0.2932764523989194
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,2,15,1-0292,99,5,0,58,28.86078977584839,0.29152312904897365
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,5,7,1-4531,94,17,0,25,27.284823179244995,0.2902640763749468
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,20,2,P-16616,28,6,0,5,8.056964635848999,0.2877487369946071
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,9,18,1-0053,142,37,0,9,40.7025363445282,0.28663757989104366
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,7,6,1-3106,34,6,0,9,9.702536344528198,0.28536871601553526
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,19,9,1-8627,25,3,0,10,7.113929271697998,0.28455717086791993
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,2,15,1-3509,35,5,0,12,9.936715126037598,0.2839061464582171
444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,1-3217,8,20,1-3217,5,1,0,1,1.4113929271697998,0.28227858543395995
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-7005,5,7,1-7005,285,66,0,35,80.398752450943,0.2821008857927824
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,15,8,1-10539,63,12,0,14,17.759500980377197,0.2818968409583682
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,19,9,1-6647,62,0,0,42,17.278502941131592,0.27868553130857404
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,1-8023,20,2,1-8023,16,4,0,1,4.4113929271698,0.2757120579481125
494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,1-3265,14,10,1-3265,19,4,0,3,5.234178781509399,0.2754830937636526
504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,16,4,1-5425,17,3,0,4,4.645571708679199,0.2732689240399529
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,6,17,1-17907,119,18,0,35,32.39875245094299,0.27225842395750416
401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,1-7204,18,14,1-7204,26,7,0,0,7.0,0.2692307692307692
312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,1-3108,3,11,1-3108,18,4,0,2,4.8227858543396,0.2679325474633111
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,MLG35,13,3,MLG35,49,9,0,10,13.113929271697998,0.26763120962648973
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,9,18,1-18709,33,8,0,2,8.8227858543396,0.2673571471012
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,2,15,1-9752,22,3,0,7,5.879750490188599,0.2672613859176636
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,12,13,MLG57,629,38,0,314,167.17737913131714,0.265782796711156
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-9496,4,1,1-9496,39,5,0,13,10.348108053207397,0.2653361039283948
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,1-18994,14,10,1-18994,28,7,0,1,7.4113929271698,0.26469260454177856
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,2,15,1-7140,397,70,0,84,104.55700588226318,0.2633677730031818
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,1-9740,10,5,1-9740,34,6,0,7,8.879750490188599,0.26116913206437053
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,6,17,1-7807,239,47,0,37,62.22153830528259,0.26034116445724936
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,5,7,1-4640,87,14,0,21,22.639251470565796,0.26022128127087124
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,2,15,1-6296,254,34,0,76,65.26586246490479,0.256952214428759
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-7042,6,17,1-7042,117,20,0,24,29.873430252075195,0.25532846369295037
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,8,20,1-5803,15,3,0,2,3.8227858543395996,0.2548523902893066
413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,1-8314,3,10,1-8314,36,3,0,15,9.170893907546997,0.25474705298741657
447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,1-7152,6,17,1-7152,109,17,0,26,27.696216106414795,0.25409372574692474
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,19,9,MLG33,20,3,0,5,5.056964635848999,0.25284823179245
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,2,15,1-6181,659,80,0,210,166.39251470565796,0.25249243506169644
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,19,9,1-11350,100,9,0,39,25.044324159622192,0.25044324159622194
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1-8093,7,6,1-8093,4,1,0,0,1.0,0.25
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,1-5531,5,12,1-5531,8,2,0,0,2.0,0.25
405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,1-3104,5,7,1-3104,16,4,0,0,4.0,0.25
519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,1-4926,3,20,1-4926,4,1,0,0,1.0,0.25
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,2,15,1-2423,79,2,0,43,19.68989586830139,0.24923918820634672
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,1-5515,12,13,1-5515,29,1,0,15,7.170893907546997,0.24727220370851713
287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,1-9836,7,6,1-9836,5,0,0,3,1.2341787815093994,0.24683575630187987
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,12,13,1-19448,45,2,0,22,11.050644397735596,0.24556987550523546
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-1258,3,11,1-1258,435,56,0,123,106.60133004188538,0.2450605288319204
536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,1-9971,3,11,1-9971,15,2,0,4,3.645571708679199,0.2430381139119466
355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,1-9498,20,2,1-9498,64,11,0,11,15.525322198867798,0.24258315935730934
505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-4747,20,2,1-4747,25,4,0,5,6.056964635848999,0.24227858543395997
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,2,15,MLG30,208,22,0,68,49.97471904754639,0.240263072343973
298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,1-7019,2,15,1-7019,107,15,0,26,25.696216106414795,0.24015155239639996
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,1-8705,18,14,1-8705,48,11,0,1,11.4113929271698,0.23773735264937082
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,3,11,1-7744,37,3,0,14,8.759500980377197,0.23674326973992424
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,4,1,1-9794,46,10,0,2,10.8227858543396,0.23527795335520868
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,1-3564,18,2,1-3564,41,8,0,4,9.6455717086792,0.2352578465531512
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,3,11,1-7024,498,84,0,80,116.91143417358398,0.23476191601121282
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,14,10,1-9286,81,7,0,29,18.930394887924194,0.23370857886326166
383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,1-8551,6,17,1-8551,38,6,0,7,8.879750490188599,0.23367764447864733
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,17,12,MLG49,185,23,0,49,43.15825343132019,0.23328785638551455
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,1,21,1-1183,45,1,0,23,10.462037324905396,0.232489718331231
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-3068,6,17,1-3068,180,27,0,36,41.81014537811279,0.23227858543395996
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,9,18,1-5980,29,5,0,4,6.645571708679199,0.22915764512686893
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,1-5508,6,17,1-5508,38,5,0,9,8.702536344528198,0.22901411432968943
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,9,21,1-9997,16,2,0,4,3.645571708679199,0.22784823179244995
185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,1-8906,13,3,1-8906,15,3,0,1,3.4113929271698,0.22742619514465331
216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,1-9887,2,15,1-9887,36,2,0,15,8.170893907546997,0.2269692752096388
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,10,5,1-7122,197,29,0,38,44.63293123245239,0.22656310270280403
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,1-7752,7,6,1-7752,29,2,0,11,6.525322198867798,0.22501111030578613
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,6,17,1-3587,46,5,0,13,10.348108053207397,0.22495887072189993
180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,1-0037,20,2,1-0037,35,7,0,2,7.8227858543396,0.2235081672668457
439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,MLG72,4,1,MLG72,9,2,0,0,2.0,0.2222222222222222
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-8042,12,13,1-8042,52,9,0,6,11.468357563018799,0.2205453377503615
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,7,6,MLG56,511,78,0,84,112.55700588226318,0.22026811327253068
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,8,20,1-9491,80,11,0,16,17.582286834716797,0.21977858543395995
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7770,13,3,1-7770,11,2,0,1,2.4113929271698,0.21921753883361816
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,1-8988,2,15,1-8988,29,1,0,13,6.3481080532073975,0.2189002776968068
84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,1-18714,7,6,1-18714,32,7,0,0,7.0,0.21875
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,12,13,1-1989,46,3,0,17,9.993679761886597,0.21725390786709992
507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,1-6909,14,10,1-6909,36,0,0,19,7.816465616226196,0.21712404489517212
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,20,13,1-4682,16,1,0,6,3.468357563018799,0.21677234768867493
402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,1-5744,2,15,1-5744,18,1,0,7,3.8797504901885986,0.2155416938993666
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,12,13,1-6240,698,54,0,233,149.85455203056335,0.21469133528734005
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,12,13,1-4020,37,3,0,12,7.936715126037598,0.21450581421723236
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,16,4,1-9938,55,6,0,14,11.759500980377197,0.21380910873413086
248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,1-2400,6,17,1-2400,49,8,0,6,10.468357563018799,0.21363995026568977
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,18,14,MLG68,642,126,0,27,137.1076090335846,0.21356325394639344
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1-7991,18,11,1-7991,46,2,0,19,9.816465616226196,0.21340142643969992
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,1-2573,5,7,1-2573,37,5,0,7,7.879750490188599,0.21296622946455673
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,1-3139,5,7,1-3139,93,14,0,14,19.759500980377197,0.21246775247717417
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,8,20,1-9379,58,9,0,8,12.291143417358398,0.21191626581652412
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,1-9902,2,15,1-9902,30,1,0,13,6.3481080532073975,0.21160360177357992
368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-5197,16,4,1-5197,72,11,0,10,15.113929271697998,0.20991568432913887
524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,1-9338,16,4,1-9338,29,4,0,5,6.056964635848999,0.20886084951203446
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,1-10451,3,11,1-10451,46,5,0,11,9.525322198867798,0.20707222171451733
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,2,15,MLG02,320,20,0,112,66.07600784301758,0.20648752450942992
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,9,18,MLG29,164,28,0,14,33.7595009803772,0.20585061573400731
561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,1-9455,17,12,1-9455,2,0,0,1,0.4113929271697998,0.2056964635848999
550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,1-19568,7,6,1-19568,2,0,0,1,0.4113929271697998,0.2056964635848999
313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,1-7521,2,15,1-7521,10,0,0,5,2.056964635848999,0.2056964635848999
563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,1-21192,1,21,1-21192,4,0,0,2,0.8227858543395996,0.2056964635848999
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-4417,2,15,1-4417,151,3,0,68,30.974719047546387,0.20513058971885023
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,1-5043,17,12,1-5043,123,17,0,20,25.227858543395996,0.20510454100321948
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,5,7,1-9516,76,9,0,16,15.582286834716797,0.20503008993048416
529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,1-6217,14,10,1-6217,44,9,0,0,9.0,0.20454545454545456
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,16,4,1-3639,17,1,0,6,3.468357563018799,0.20402103311875286
542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,1-1191,6,17,1-1191,53,5,0,14,10.759500980377197,0.20300945245994712
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,5,7,1-9227,801,114,0,117,162.13297247886658,0.2024131990997086
465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,1-5913,18,14,1-5913,14,2,0,2,2.8227858543395996,0.2016275610242571
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,P-0009,15,8,P-0009,7,1,0,1,1.4113929271697998,0.2016275610242571
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1-7995,7,6,1-7995,14,2,0,2,2.8227858543395996,0.2016275610242571
476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,1-19205,2,15,1-19205,12,2,0,1,2.4113929271698,0.2009494105974833
449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,1-1935,13,3,1-1935,12,2,0,1,2.4113929271698,0.2009494105974833
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,19,9,MLG14,232,23,0,57,46.44939684867859,0.20021291745120082
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,1-9345,12,13,1-9345,47,2,0,18,9.405072689056396,0.2001079295543914
275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,1-3216,14,10,1-3216,5,1,0,0,1.0,0.2
535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,1-5990,4,1,1-5990,5,1,0,0,1.0,0.2
229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,1-4361,13,3,1-4361,10,2,0,0,2.0,0.2
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1-8566,1,21,1-8566,5,1,0,0,1.0,0.2
135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,1-9712,8,20,1-9712,10,2,0,0,2.0,0.2
