Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,11,18,1-3447,110,70,0,3,70.17978915199637,0.6379980831999671
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,1-18371,10,6,1-18371,120,49,0,26,50.55817265063524,0.42131810542196035
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,14,4,1-0296,41,15,0,10,15.599297173321247,0.3804706627639329
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,14,4,MLG59,71,24,0,14,24.839016042649746,0.34984529637534856
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,2,12,MLG31,33,11,0,4,11.239718869328499,0.340597541494803
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,4,10,MLG32,52,17,0,11,17.659226890653372,0.3396005171279495
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,14,4,1-20578,19,6,0,6,6.359578303992748,0.33471464757856567
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,10,6,1-5002,45,14,0,10,14.599297173321247,0.32442882607380547
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,1,2,1-7807,239,73,0,16,73.958875477314,0.3094513618297657
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,11,18,MLG38,77,23,0,5,23.299648586660624,0.3025928387878003
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,2,12,MLG44,59,17,0,6,17.35957830399275,0.2942301407456398
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,16,14,1-8427,189,54,0,8,54.479437738657,0.2882509933262275
442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,MLG11,3,13,MLG11,87,25,0,1,25.059929717332125,0.28804516916473705
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,16,14,1-9286,81,22,0,6,22.35957830399275,0.2760441765925031
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,13,17,1-9491,80,20,0,34,22.03761038929224,0.275470129866153
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,16,14,MLG15,105,27,0,32,28.91775095462799,0.275407151948838
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,1-5172,21,7,1-5172,120,32,0,13,32.77908632531762,0.2731590527109802
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,15,16,1-9379,58,15,0,11,15.659226890653372,0.2699866705285064
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,MLG35,1,2,MLG35,49,13,0,2,13.11985943466425,0.26775223336049486
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1-4499,2,12,1-4499,12,3,0,0,3.0,0.25
563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,1-21192,8,1,1-21192,4,1,0,0,1.0,0.25
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,1-8678,4,10,1-8678,17,4,0,4,4.239718869328499,0.24939522760755875
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,2,5,1-4052,13,3,0,4,3.239718869328499,0.2492091437944999
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,10,6,1-1131,138,33,0,19,34.13866462931037,0.24738162774862588
337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,1-18613,4,10,1-18613,25,6,0,3,6.179789151996374,0.24719156607985496
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,17,16,1-0278,79,18,0,24,19.438313215970993,0.2460545976705189
552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,MLG46,17,16,MLG46,17,4,0,3,4.179789151996374,0.24586995011743376
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,17,19,1-3516,156,33,0,88,38.273815125226974,0.24534496875145498
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,15,11,1-4355,49,10,0,33,11.977680671960115,0.24444246269306358
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,5,3,1-7744,37,8,0,13,8.779086325317621,0.23727260338696274
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,2,12,MLG41,66,15,0,11,15.659226890653372,0.23726101349474807
312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,1-3108,5,3,1-3108,18,4,0,4,4.239718869328499,0.23553993718491661
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,1-8328,6,11,1-8328,114,26,0,9,26.539367455989122,0.23280146891218528
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,4,10,1-0129,142,32,0,15,32.89894575998187,0.23168271661959064
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,5,3,1-7268,70,14,0,37,16.217399541288614,0.23167713630412307
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,6,11,1-3206,45,10,0,7,10.419508021324873,0.2315446226961083
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,15,8,P-16616,28,6,0,7,6.419508021324873,0.22926814361874545
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,11,18,1-2282,219,49,0,18,50.078734911978245,0.2286700224291244
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,21,7,1-1570,142,27,0,81,31.8543071039021,0.22432610636550776
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,5,3,1-3083,78,17,0,8,17.479437738656998,0.22409535562380767
279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,MLG43,2,12,MLG43,14,3,0,2,3.1198594346642494,0.22284710247601783
514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,1-11206,17,16,1-11206,14,3,0,2,3.1198594346642494,0.22284710247601783
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,1-18735,19,15,1-18735,27,6,0,0,6.0,0.2222222222222222
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-9818,6,11,1-9818,28,6,0,3,6.179789151996374,0.22070675542844193
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,1-5413,2,12,1-5413,39,8,0,10,8.599297173321247,0.2204947993159294
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,13,17,1-0303,212,42,0,79,46.73444766923785,0.22044550787376346
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,1-17733,1,2,1-17733,74,16,0,5,16.299648586660624,0.22026552144135977
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,19,15,1-4319,163,34,0,31,35.857821237295866,0.21998663335764335
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,15,8,MLG75,185,39,0,27,40.61810236796737,0.2195573100971209
455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,1-17790,5,3,1-17790,5,1,0,1,1.0599297173321247,0.21198594346642494
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,3,1,1-6061,40,8,0,8,8.479437738656998,0.21198594346642494
541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,1-5424,10,6,1-5424,5,1,0,1,1.0599297173321247,0.21198594346642494
535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,1-5990,17,16,1-5990,5,1,0,1,1.0599297173321247,0.21198594346642494
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,8,1,1-5980,29,6,0,2,6.119859434664249,0.21102963567807756
425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,1-6006,2,12,1-6006,57,12,0,0,12.0,0.21052631578947367
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,1-7993,7,5,1-7993,24,5,0,0,5.0,0.20833333333333334
504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,19,9,1-5425,17,3,0,9,3.5393674559891224,0.20819808564641895
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1-9805,2,12,1-9805,26,5,0,5,5.2996485866606236,0.20383263794848552
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,1-7721,4,10,1-7721,20,4,0,1,4.059929717332125,0.20299648586660624
493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,1-1836,17,16,1-1836,20,4,0,1,4.059929717332125,0.20299648586660624
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,1-4929,17,16,1-4929,10,2,0,0,2.0,0.2
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,1-20047,12,9,1-20047,20,4,0,0,4.0,0.2
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,2,12,MLG60,47,9,0,6,9.359578303992748,0.19913996391473932
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,3,13,1-4020,37,7,0,6,7.359578303992748,0.19890752172953374
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,21,7,1-9270,128,24,0,23,25.37838349863887,0.19826862108311616
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,3,13,1-5775,244,42,0,97,47.8131825812161,0.19595566631645941
310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,1-4855,3,13,1-4855,22,4,0,5,4.2996485866606236,0.19543857212093743
520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,4,10,1-2034,16,3,0,2,3.1198594346642494,0.1949912146665156
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,3,13,1-0003,17,3,0,5,3.2996485866606236,0.19409697568591902
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,2,12,1-18709,33,6,0,6,6.359578303992748,0.19271449406038632
445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,1-6538,16,14,1-6538,44,8,0,8,8.479437738656998,0.19271449406038632
366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,1-5163,15,8,1-5163,16,3,0,1,3.0599297173321247,0.1912456073332578
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,1-0358,1,11,1-0358,22,4,0,3,4.179789151996374,0.18999041599983518
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,1-10038,16,14,1-10038,76,14,0,6,14.359578303992748,0.18894181978937827
248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,1-2400,1,2,1-2400,49,9,0,4,9.239718869328499,0.1885656912107857
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,17,18,1-9452,16,3,0,0,3.0,0.1875
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1-9115,17,16,1-9115,16,3,0,0,3.0,0.1875
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,17,16,1-1204,39,7,0,5,7.2996485866606236,0.18717047658104163
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,17,16,72-12171,19,3,0,9,3.5393674559891224,0.18628249768363803
218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,1-9416,3,13,1-9416,13,2,0,7,2.419508021324873,0.18611600164037484
333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,1-11329,12,9,1-11329,14,2,0,10,2.599297173321247,0.1856640838086605
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,1-9850,1,2,1-9850,27,5,0,0,5.0,0.18518518518518517
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,2,12,1-7682,141,25,0,17,26.01880519464612,0.18453053329536256
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,MLG39,7,5,MLG39,23,4,0,4,4.239718869328499,0.18433560301428256
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,11,18,1-1390,98,18,0,1,18.059929717332125,0.18428499711563393
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,4,3,1-1770,35,6,0,7,6.419508021324873,0.18341451489499638
356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,1-9761,18,19,1-9761,35,6,0,7,6.419508021324873,0.18341451489499638
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,15,8,1-5891,96,17,0,8,17.479437738656998,0.18207747644434372
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,15,8,1-9794,46,8,0,6,8.359578303992748,0.18172996313027714
