Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,7,8,1-1608,307,119,0,190,129.39308674633503,0.42147585259392517
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,15,2,MLG60,47,18,0,4,18.218801826238632,0.3876340814093326
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,15,2,1-7866,318,122,0,9,122.49230410903692,0.3851959248711853
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-8267,6,13,1-8267,133,48,0,24,49.31281095743179,0.37077301471753227
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,18,10,1-9283,235,84,0,16,84.87520730495453,0.3611710949147001
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,12,9,MLG51,248,85,0,45,87.46152054518461,0.3526674215531638
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,14,4,MLG59,71,23,0,14,23.765806391835213,0.3347296674906368
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,18,6,1-4355,49,14,0,30,15.641013696789742,0.3192043611589743
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,15,2,MLG45,70,21,0,9,21.492304109036922,0.3070329158433846
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,18,10,1-7268,70,21,0,4,21.218801826238632,0.3031257403748376
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,19,3,MLG31,33,9,0,14,9.765806391835213,0.29593352702530945
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,9,14,1-5002,45,13,0,2,13.109400913119316,0.29132002029154036
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,6,6,1-7530,25,7,0,5,7.27350228279829,0.2909400913119316
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,18,10,1-8427,189,54,0,15,54.82050684839487,0.29005559179044904
544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,1-5799,11,23,1-5799,7,2,0,0,2.0,0.2857142857142857
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,20,20,1-5355,53,15,0,2,15.109400913119316,0.28508303609659086
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,20,20,1-6561,65,18,0,2,18.109400913119316,0.27860616789414333
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,20,20,1-9270,128,34,0,10,34.54700456559658,0.2698984731687233
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,9,14,1-0053,142,37,0,12,37.6564054787159,0.2651859540754641
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,20,6,1-4682,16,4,0,4,4.218801826238632,0.2636751141399145
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,10,7,MLG50,319,80,0,40,82.18801826238632,0.25764269047770005
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,9,14,1-18709,33,8,0,8,8.437603652477264,0.2556849591659777
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,9,8,1-6061,40,10,0,3,10.164101369678974,0.2541025342419744
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,6,13,1-1204,39,9,0,14,9.765806391835213,0.2504052920983388
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,20,20,1-3141,136,33,0,6,33.32820273935795,0.24506031425998492
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1-8067,16,17,1-8067,322,76,0,27,77.47691232711077,0.24061152896618251
