,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,1-9394,7,8,1-9394,117,7,0,86,67.89983630180359,0.5803404812119964
1,1-1131,17,12,1-1131,138,69,0,12,77.49765157699585,0.5615771853405497
2,1-1989,8,7,1-1989,46,24,0,1,24.70813763141632,0.53713342676992
3,1-9277,13,13,1-9277,48,17,0,12,25.49765157699585,0.5312010745207468
4,MLG31,9,15,MLG31,33,7,0,14,16.91392683982849,0.5125432375705603
5,1-18371,7,8,1-18371,120,35,0,37,61.20109236240387,0.5100091030200322
6,MLG55,2,5,MLG55,92,20,0,38,46.90922999382019,0.5098829347154369
7,1-1390,7,8,1-1390,98,34,0,22,49.57902789115906,0.5059084478689699
8,1-0303,19,10,1-0303,212,45,0,86,105.8998363018036,0.4995275297254886
9,MLG52,20,20,MLG52,125,53,0,13,62.20578920841217,0.4976463136672974
10,MLG45,9,15,MLG45,70,17,0,25,34.70344078540802,0.4957634397915431
11,1-1462,13,13,1-1462,192,29,0,86,89.89983630180359,0.4682283140718937
12,MLG59,8,7,MLG59,71,13,0,28,32.82785367965698,0.4623641363331969
13,1-7140,4,14,1-7140,397,107,0,108,183.47886419296265,0.4621633858764802
14,1-3584,1,4,1-3584,26,12,0,0,12.0,0.4615384615384615
15,1-9379,8,7,1-9379,58,14,0,18,26.74647736549377,0.4611461614740306
16,1-5775,5,11,1-5775,244,37,0,106,112.06258893013,0.4592729054513524
17,1-9768,5,11,1-9768,241,23,0,122,109.39279103279114,0.4539119959866852
18,MLG69,5,11,MLG69,576,88,0,241,258.6611691713333,0.4490645298113425
19,1-1942,3,15,1-1942,34,11,0,6,15.248825788497925,0.4484948761322919
20,1-7019,3,9,1-7019,107,6,0,58,47.071982622146606,0.439925071235015
21,P-16616,17,12,P-16616,28,10,0,3,12.124412894248962,0.4330147462231772
22,1-2282,2,5,1-2282,219,53,0,58,94.0719826221466,0.4295524320645963
23,1-20578,15,4,1-20578,19,6,0,3,8.124412894248962,0.4276006786446822
24,1-10444,1,6,1-10444,8,2,0,2,3.4162752628326416,0.4270344078540802
25,1-1204,9,8,1-1204,39,6,0,15,16.622064471244812,0.4262067813139695
26,MLG65,5,11,MLG65,201,35,0,69,83.86149656772614,0.4172213759588365
27,1-2382,7,8,1-2382,139,36,0,31,57.952266573905945,0.416922781107237
28,1-7024,19,10,1-7024,498,63,0,201,205.33566391468048,0.4123206102704427
29,1-6692,7,8,1-6692,71,10,0,27,29.11971604824066,0.4101368457498685
30,1-8627,3,9,1-8627,25,6,0,6,10.248825788497925,0.4099530315399169
31,1-6858,14,23,1-6858,23,3,0,9,9.373238682746887,0.407532116641169
32,1-9770,7,8,1-9770,50,14,0,9,20.373238682746887,0.4074647736549377
33,1-2335,8,7,1-2335,145,42,0,24,58.9953031539917,0.4068641596827014
34,1-8622,19,10,1-8622,54,17,0,7,21.95696341991425,0.4066104337021156
35,1-8421,8,7,1-8421,109,36,0,11,43.78951394557953,0.4017386600511883
36,1-6718,2,5,1-6718,20,3,0,7,7.956963419914246,0.3978481709957123
37,1-9156,15,4,1-9156,268,61,0,64,106.32080841064452,0.3967194343680766
38,1-9447,13,13,1-9447,7,2,0,1,2.708137631416321,0.3868768044880458
39,MLG57,2,5,MLG57,629,111,0,186,242.71359944343567,0.3858721771755734
40,1-2400,18,17,1-2400,49,16,0,4,18.832550525665283,0.3843377658299037
41,1-8285,3,9,1-8285,72,19,0,12,27.49765157699585,0.3819118274582757
42,1-9630,9,15,1-9630,33,9,0,5,12.540688157081604,0.3800208532448971
43,1-0003,18,17,1-0003,17,5,0,2,6.416275262832642,0.3774279566372142
44,1-8398,7,8,1-8398,54,4,0,23,20.28716552257538,0.3756882504180626
45,1-8910,2,5,1-8910,137,38,0,19,51.454614996910095,0.3755811313643072
46,72-11994,16,24,72-11994,8,3,0,0,3.0,0.375
47,1-9892,5,11,1-9892,22,4,0,6,8.248825788497925,0.3749466267499057
48,1-2423,4,14,1-2423,79,21,0,12,29.49765157699585,0.3733879946455171
49,1-4052,9,15,1-4052,13,2,0,4,4.832550525665283,0.3717346558204064
50,1-5555,20,20,1-5555,10,3,0,1,3.708137631416321,0.370813763141632
51,1-8172,2,5,1-8172,40,14,0,1,14.70813763141632,0.367703440785408
52,MLG29,1,6,MLG29,164,17,0,61,60.19639551639557,0.3670511921731437
53,1-10696,15,4,1-10696,24,1,0,11,8.789513945579529,0.3662297477324803
54,1-7070,3,9,1-7070,129,9,0,54,47.23943209648132,0.3661971480347389
55,1-11206,2,5,1-11206,14,3,0,3,5.124412894248962,0.3660294924463544
56,1-8544,1,6,1-8544,54,2,0,25,19.70344078540802,0.3648785330631114
57,1-5002,1,6,1-5002,45,15,0,2,16.41627526283264,0.3648061169518364
58,1-9997,2,5,1-9997,16,3,0,4,5.832550525665283,0.3645344078540802
59,1-20641,1,6,1-20641,16,3,0,4,5.832550525665283,0.3645344078540802
60,1-9761,6,3,1-9761,35,0,0,18,12.746477365493774,0.3641850675855364
61,1-7530,6,3,1-7530,25,2,0,10,9.081376314163208,0.3632550525665283
62,1-0292,9,15,1-0292,99,14,0,31,35.952266573905945,0.3631542078172318
63,1-7004,6,3,1-7004,381,8,0,184,138.29732418060303,0.3629851028362284
64,MLG54,17,12,MLG54,595,67,0,209,215.00076496601105,0.3613458234722875
65,1-3639,2,5,1-3639,17,4,0,3,6.124412894248962,0.3602595820146448
66,MLG60,9,15,MLG60,47,7,0,14,16.91392683982849,0.3598707838261381
67,1-11330,18,17,1-11330,14,5,0,0,5.0,0.3571428571428571
68,1-4494,3,9,1-4494,16,5,0,1,5.708137631416321,0.35675860196352
69,1-6878,10,18,1-6878,167,27,0,46,59.57433104515076,0.3567325212284476
70,1-8124,18,17,1-8124,18,5,0,2,6.416275262832642,0.3564597368240356
71,1-9995,10,18,1-9995,24,0,0,12,8.49765157699585,0.3540688157081604
72,1-6028,1,6,1-6028,2,0,0,1,0.7081376314163208,0.3540688157081604
73,1-9455,6,3,1-9455,2,0,0,1,0.7081376314163208,0.3540688157081604
74,1-6532,4,14,1-6532,27,6,0,5,9.540688157081604,0.353358820632652
75,1-9610,2,5,1-9610,49,13,0,6,17.248825788497925,0.3520168528264882
76,1-3068,6,3,1-3068,180,18,0,64,63.32080841064453,0.3517822689480251
77,1-8095,2,5,1-8095,46,14,0,3,16.124412894248962,0.3505307150923687
78,1-5413,9,7,1-5413,39,8,0,8,13.665101051330566,0.3503872064443735
79,1-4020,3,9,1-4020,37,8,0,7,12.956963419914246,0.3501882005382228
80,1-8590,5,11,1-8590,24,2,0,9,8.373238682746887,0.3488849451144536
81,1-6543,9,15,1-6543,12,2,0,3,4.124412894248962,0.3437010745207469
82,1-8222,1,6,1-8222,12,2,0,3,4.124412894248962,0.3437010745207469
83,1-9752,2,5,1-9752,22,4,0,5,7.540688157081604,0.3427585525946183
84,1-4051,1,6,1-4051,5,1,0,1,1.7081376314163208,0.3416275262832641
85,1-5654,3,9,1-5654,15,3,0,3,5.124412894248962,0.3416275262832641
86,1-9712,4,14,1-9712,10,2,0,2,3.4162752628326416,0.3416275262832641
87,1-7866,11,16,1-7866,318,21,0,123,108.10092866420746,0.3399400272459354
88,1-4098,2,5,1-4098,16,4,0,2,5.416275262832642,0.3385172039270401
89,MLG33,11,16,MLG33,20,6,0,1,6.708137631416321,0.335406881570816
90,1-3052,13,13,1-3052,166,23,0,46,55.57433104515076,0.3347851267780166
91,1-7182,15,4,1-7182,22,3,0,6,7.248825788497925,0.3294920812953602
92,1-4760,17,12,1-4760,40,11,0,3,13.124412894248962,0.328110322356224
