,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,1-6980,6,8,1-6980,128,6,0,115,65.14481401443481,0.508943859487772
1,1-8910,9,6,1-8910,137,2,0,116,61.65911674499512,0.4500665455839059
2,MLG52,11,7,MLG52,125,40,0,30,55.42908191680908,0.4434326553344727
3,1-0296,1,16,1-0296,41,16,0,4,18.05721092224121,0.440419778591249
4,1-1580,20,10,1-1580,400,48,0,249,176.06137990951538,0.4401534497737884
5,1-1942,13,12,1-1942,34,7,0,15,14.71454095840454,0.4327806164236629
6,1-8084,7,16,1-8084,82,34,0,2,35.028605461120605,0.4271781153795195
7,MLG49,1,4,MLG49,185,54,0,41,75.08641195297241,0.4058724970430941
8,1-6561,18,14,1-6561,65,21,0,10,26.143027305603027,0.4022004200862004
9,1-10232,18,14,1-10232,5,2,0,0,2.0,0.4
10,1-17790,1,4,1-17790,5,2,0,0,2.0,0.4
11,1-5424,18,14,1-5424,5,2,0,0,2.0,0.4
12,1-2423,21,17,1-2423,79,24,0,14,31.20023822784424,0.3949397244030916
13,1-20167,13,12,1-20167,56,18,0,8,22.114421844482425,0.3949003900800432
14,1-9752,23,13,1-9752,22,5,0,7,8.60011911392212,0.3909145051782781
15,1-1258,18,14,1-1258,435,66,0,197,167.31763792037964,0.3846382480928267
16,1-6693,7,16,1-6693,98,33,0,9,37.628724575042725,0.3839665772963543
17,1-0292,21,17,1-0292,99,20,0,35,38.0005955696106,0.3838443996930363
18,1-18709,5,8,1-18709,33,8,0,9,12.628724575042725,0.3826886234861432
19,1-5531,23,13,1-5531,8,1,0,4,3.057210922241211,0.3821513652801513
20,1-8023,6,5,1-8023,16,2,0,8,6.114421844482422,0.3821513652801513
21,1-9379,12,2,1-9379,58,20,0,4,22.05721092224121,0.3802967400386415
22,1-9861,15,22,1-9861,8,2,0,2,3.028605461120605,0.3785756826400757
23,1-1592,7,16,1-1592,32,10,0,4,12.057210922241213,0.3767878413200378
24,1-9806,6,5,1-9806,8,3,0,0,3.0,0.375
25,MLG59,7,16,MLG59,71,14,0,24,26.343265533447266,0.3710319089217925
26,MLG67,12,2,MLG67,27,10,0,0,10.0,0.3703703703703703
27,MLG50,23,13,MLG50,319,56,0,117,116.17341947555542,0.3641799983559731
28,1-5799,6,5,1-5799,7,1,0,3,2.542908191680908,0.3632725988115583
29,1-3523,20,10,1-3523,543,142,0,107,197.0303921699524,0.3628552341988073
30,1-5413,23,16,1-5413,39,9,0,10,14.143027305603027,0.362641725784693
31,1-7995,14,23,1-7995,14,4,0,2,5.0286054611206055,0.3591861043657575
32,1-9286,19,11,1-9286,81,9,0,39,29.057806491851807,0.3587383517512568
33,1-7536,12,2,1-7536,17,6,0,0,6.0,0.3529411764705882
34,1-8421,18,14,1-8421,109,23,0,30,38.42908191680908,0.3525603845578814
35,MLG08,11,7,MLG08,107,2,0,69,37.48688840866089,0.350344751482812
36,1-4052,6,5,1-4052,13,3,0,3,4.542908191680908,0.3494544762831468
37,1-4682,13,12,1-4682,16,4,0,3,5.542908191680908,0.3464317619800567
38,1-5163,7,16,1-5163,16,4,0,3,5.542908191680908,0.3464317619800567
39,1-9333,3,19,1-9333,102,10,0,49,35.200833797454834,0.3451062137005375
40,1-3551,7,16,1-3551,6,1,0,2,2.028605461120605,0.3381009101867676
41,1-3447,13,12,1-3447,110,13,0,47,37.17222833633423,0.3379293485121293
42,MLG53,23,13,MLG53,91,23,0,15,30.71454095840454,0.3375224281143356
43,1-9436,5,15,1-9436,21,5,0,4,7.057210922241211,0.3360576629638672
44,1-9946,6,5,1-9946,12,3,0,2,4.0286054611206055,0.3357171217600505
45,1-9270,18,14,1-9270,128,32,0,21,42.80035734176636,0.3343777917325496
46,1-5914,13,12,1-5914,3,1,0,0,1.0,0.3333333333333333
47,1-0027,5,8,1-0027,29,5,0,9,9.628724575042725,0.3320249853463008
48,1-1350,19,11,1-1350,195,34,0,59,64.34386110305786,0.3299685184772198
49,MLG33,5,15,MLG33,20,4,0,5,6.571513652801514,0.3285756826400757
50,1-7204,4,20,1-7204,26,8,0,1,8.514302730560303,0.327473181944627
51,MLG43,7,16,MLG43,14,2,0,5,4.571513652801514,0.3265366894858224
52,1-6098,5,15,1-6098,1327,198,0,456,432.5220451354981,0.3259397476529752
53,1-1608,19,11,1-1608,307,51,0,95,99.85875940322876,0.3252728319323412
54,MLG60,11,7,MLG60,47,6,0,18,15.25744915008545,0.3246265776613925
55,1-3596,9,6,1-3596,223,58,0,27,71.88617372512817,0.322359523431068
56,72-12171,8,9,72-12171,19,3,0,6,6.085816383361816,0.3203061254400956
57,1-20641,2,21,1-20641,16,2,0,6,5.085816383361816,0.3178635239601135
58,1-7991,22,8,1-7991,46,13,0,3,14.542908191680908,0.3161501780800197
59,1-17657,5,15,1-17657,8,2,0,1,2.5143027305603027,0.3142878413200378
60,MLG68,22,8,MLG68,642,69,0,257,201.1758017539978,0.3133579466573175
61,1-6538,1,4,1-6538,44,6,0,15,13.71454095840454,0.3116941126910122
62,1-8397,5,15,1-8397,51,2,0,27,15.886173725128174,0.3114936024534936
63,1-0055,19,11,1-0055,18,3,0,5,5.571513652801514,0.3095285362667507
64,1-3108,2,21,1-3108,18,5,0,1,5.514302730560303,0.3063501516977946
65,1-7521,6,5,1-7521,10,1,0,4,3.057210922241211,0.3057210922241211
66,1-6858,15,22,1-6858,23,6,0,2,7.0286054611206055,0.3055915417878524
67,1-8174,17,3,1-8174,45,6,0,15,13.71454095840454,0.3047675768534342
68,1-5981,1,4,1-5981,28,8,0,1,8.514302730560303,0.3040822403771536
69,1-8379,1,4,1-8379,5,1,0,1,1.5143027305603027,0.3028605461120605
70,1-4760,7,16,1-4760,40,8,0,8,12.114421844482422,0.3028605461120605
71,1-8181,7,16,1-8181,30,8,0,2,9.028605461120604,0.3009535153706869
72,1-8314,3,19,1-8314,36,0,0,21,10.800357341766356,0.3000099261601766
73,1-9995,16,24,1-9995,24,1,0,12,7.171632766723633,0.298818031946818
74,1-6734,3,19,1-6734,44,8,0,10,13.143027305603027,0.2987051660364324
75,1-0303,1,4,1-0303,212,45,0,35,63.0005955696106,0.2971726206113707
76,1-3087,11,7,1-3087,26,0,0,15,7.714540958404541,0.29671311378479
77,MLG14,15,22,MLG14,232,42,0,51,68.22943925857544,0.2940924105973079
78,1-1191,10,1,1-1191,53,14,0,3,15.542908191680908,0.2932624187109605
79,MLG09,6,5,MLG09,125,2,0,67,36.45828294754028,0.2916662635803222
80,MLG48,9,6,MLG48,159,40,0,11,45.65733003616333,0.2871530190953668
81,1-9610,12,2,1-9610,49,13,0,2,14.028605461120604,0.2862980706351144
82,1-6035,5,15,1-6035,23,4,0,5,6.571513652801514,0.2857179849044136
83,1-18487,18,14,1-18487,23,5,0,3,6.542908191680908,0.2844742692035177
84,1-18935,4,20,1-18935,30,8,0,1,8.514302730560303,0.2838100910186767
85,1-1850,12,2,1-1850,30,8,0,1,8.514302730560303,0.2838100910186767
86,MLG38,7,16,MLG38,77,11,0,21,21.80035734176636,0.2831215239190436
87,1-6927,17,3,1-6927,179,31,0,38,50.543503761291504,0.2823659428005112
88,1-3089,20,10,1-3089,16,4,0,1,4.514302730560303,0.2821439206600189
89,1-7682,2,21,1-7682,141,15,0,48,39.68653106689453,0.2814647593396775
90,1-9768,22,8,1-9768,241,51,0,32,67.45768737792969,0.2799074165059323
91,1-3052,8,9,1-3052,166,36,0,20,46.286054611206055,0.2788316542843738
92,1-6531,11,7,1-6531,27,7,0,1,7.514302730560303,0.2783075085392705
93,1-6914,20,13,1-6914,73,10,0,20,20.28605461120605,0.2778911590576172
94,1-18615,1,22,1-18615,22,5,0,2,6.0286054611206055,0.2740275209600275
95,1-7441,14,23,1-7441,111,18,0,24,30.343265533447266,0.2733627525535789
96,1-17733,17,3,1-17733,74,12,0,16,20.228843688964844,0.2733627525535789
97,1-7839,1,4,1-7839,24,5,0,3,6.542908191680908,0.2726211746533711
98,MLG56,23,13,MLG56,511,108,0,59,138.34386110305786,0.2707316264247708
99,1-7453,1,4,1-7453,13,3,0,1,3.5143027305603027,0.2703309792738694
100,1-8285,19,11,1-8285,72,9,0,20,19.28605461120605,0.267861869600084
101,1-1250,20,10,1-1250,34,7,0,4,9.057210922241213,0.2663885565365062
102,1-2701,15,22,1-2701,61,9,0,14,16.20023822784424,0.265577675866299
103,1-8172,12,2,1-8172,40,10,0,1,10.514302730560305,0.2628575682640076
104,1-7842,16,24,1-7842,21,5,0,1,5.514302730560303,0.2625858443123953
105,1-10468,17,3,1-10468,549,57,0,169,143.91716146469116,0.2621441921032625
106,1-7066,8,9,1-7066,23,5,0,2,6.0286054611206055,0.2621132809182872
107,1-9110,15,22,1-9110,29,4,0,7,7.600119113922119,0.2620730728938661
108,1-8705,12,2,1-8705,48,12,0,1,12.514302730560305,0.2607146402200063
109,MLG12,20,10,MLG12,146,38,0,0,38.0,0.2602739726027397
110,1-7866,11,7,1-7866,318,20,0,122,82.74493312835693,0.2602041922275375
111,1-9516,8,9,1-9516,76,13,0,13,19.685935497283936,0.2590254670695254
112,1-4700,10,1,1-4700,31,7,0,2,8.028605461120605,0.2589872729393743
113,1-4926,11,7,1-4926,4,0,0,2,1.0286054611206057,0.2571513652801513
114,1-3139,8,9,1-3139,93,14,0,19,23.771751880645752,0.2556102352757607
115,1-3106,15,22,1-3106,34,4,0,9,8.628724575042725,0.2537860169130213
116,P-16454,15,22,P-16454,8,1,0,2,2.028605461120605,0.2535756826400757
117,MLG51,23,13,MLG51,248,36,0,52,62.74374198913574,0.2529989596336118
118,MLG75,12,2,MLG75,185,39,0,15,46.71454095840454,0.2525110322075921
119,1-0358,4,20,1-0358,22,4,0,3,5.542908191680908,0.2519503723491322
120,1-9997,2,21,1-9997,16,3,0,2,4.0286054611206055,0.2517878413200378
121,1-8222,3,19,1-8222,12,3,0,0,3.0,0.25
122,1-4531,8,9,1-4531,94,16,0,14,23.20023822784424,0.2468110449770663
123,1-9491,15,22,1-9491,80,11,0,17,19.743146419525143,0.2467893302440643
124,1-18558,14,23,1-18558,307,68,0,15,75.71454095840454,0.2466271692456174
125,1-5002,1,4,1-5002,45,8,0,6,11.085816383361816,0.2463514751858181
126,1-9283,19,11,1-9283,235,10,0,93,57.83015394210816,0.2460857614557793
127,1-10451,17,3,1-10451,46,0,0,22,11.31466007232666,0.2459708711375361
128,MLG40,14,23,MLG40,51,11,0,3,12.542908191680908,0.2459393763074688
129,MLG31,7,16,MLG31,33,4,0,8,8.114421844482422,0.2458915710449218
130,1-8627,3,19,1-8627,25,1,0,10,6.143027305603027,0.245721092224121
131,1-9850,10,1,1-9850,27,3,0,7,6.600119113922119,0.2444488560711896
132,1-8067,17,3,1-8067,322,41,0,73,78.5440993309021,0.2439257743195717
133,1-2382,13,12,1-2382,139,25,0,17,33.74314641952515,0.2427564490613319
134,MLG63,11,7,MLG63,380,44,0,93,91.83015394210815,0.241658299847653
135,MLG39,6,5,MLG39,23,4,0,3,5.542908191680908,0.2409960083339525
136,1-2545,20,10,1-2545,145,21,0,27,34.886173725128174,0.2405943015526081
137,1-2297,7,16,1-2297,25,6,0,0,6.0,0.24
138,MLG54,13,12,MLG54,595,31,0,217,142.6036925315857,0.2396700714816566
139,1-7845,9,6,1-7845,36,6,0,5,8.571513652801514,0.2380976014667087
140,1-9227,8,9,1-9227,801,94,0,188,190.6889133453369,0.238063562228885
141,1-7005,8,9,1-7005,285,26,0,81,67.65852117538452,0.2373983199136299
142,1-20467,11,7,1-20467,13,0,0,6,3.0858163833618164,0.237370491027832
143,1-1131,2,21,1-1131,138,25,0,15,32.71454095840454,0.2370618910029314
144,1-5654,7,16,1-5654,15,2,0,3,3.542908191680908,0.2361938794453938
145,1-19166,9,6,1-19166,45,7,0,7,10.60011911392212,0.2355582025316026
146,1-5282,4,20,1-5282,17,4,0,0,4.0,0.2352941176470588
147,MLG57,6,5,MLG57,629,114,0,66,147.94398021697998,0.2352050559888394
148,1-9963,18,14,1-9963,116,18,0,18,27.25744915008545,0.2349780099145297
149,1-7122,22,8,1-7122,197,38,0,16,46.22884368896485,0.2346641811622581
150,1-6743,22,8,1-6743,58,10,0,7,13.60011911392212,0.234484812309002
151,1-8906,12,2,1-8906,15,3,0,1,3.5143027305603027,0.2342868487040202
152,1-6900,23,13,1-6900,67,9,0,13,15.685935497283936,0.2341184402579691
153,1-1317,17,3,1-1317,414,52,0,87,96.74433755874634,0.2336819747795805
154,P-16616,9,6,P-16616,28,5,0,3,6.542908191680908,0.2336752925600324
155,1-4640,10,1,1-4640,87,9,0,22,20.31466007232666,0.2335018399118006
156,1-8341,8,9,1-8341,197,24,0,42,45.60071468353272,0.2314757090534655
157,1-4855,6,5,1-4855,22,2,0,6,5.085816383361816,0.2311734719709916
158,1-1204,14,23,1-1204,39,9,0,0,9.0,0.2307692307692307
159,1-7964,13,12,1-7964,202,30,0,32,46.45768737792969,0.2299885513758895
160,1-1005,5,15,1-1005,125,10,0,36,28.5148983001709,0.2281191864013672
161,1-7752,18,14,1-7752,29,3,0,7,6.600119113922119,0.2275903142731765
162,1-8551,3,19,1-8551,38,4,0,9,8.628724575042725,0.2270716993432296
163,1-9185,4,20,1-9185,31,7,0,0,7.0,0.2258064516129032
164,1-8988,22,8,1-8988,29,6,0,1,6.514302730560303,0.2246311286400104
165,1-3141,18,14,1-3141,136,13,0,34,30.486292839050293,0.2241639179341933
166,1-19229,20,10,1-19229,38,8,0,1,8.514302730560303,0.2240605981726395
167,1-17645,5,15,1-17645,9,2,0,0,2.0,0.2222222222222222
168,1-2282,6,5,1-2282,219,23,0,49,48.200833797454834,0.2200951314952275
169,1-8820,17,3,1-8820,83,10,0,16,18.228843688964844,0.2196246227586125
170,1-9938,12,2,1-9938,55,12,0,0,12.0,0.2181818181818181
171,1-6296,21,17,1-6296,254,28,0,53,55.258044719696045,0.2175513571641576
172,1-7481,8,9,1-7481,33,2,0,10,7.143027305603027,0.2164553728970614
173,1-9588,11,7,1-9588,14,2,0,2,3.028605461120605,0.2163289615086146
174,P-0009,11,7,P-0009,7,1,0,1,1.5143027305603027,0.2163289615086146
175,1-0037,17,3,1-0037,35,5,0,5,7.571513652801514,0.2163289615086146
176,1-3584,3,19,1-3584,26,2,0,7,5.600119113922119,0.2153891966893122
177,1-0129,18,14,1-0129,142,12,0,36,30.5148983001709,0.2148936500012035
178,1-2596,5,15,1-2596,35,7,0,1,7.514302730560303,0.2146943637302943
179,1-5043,18,14,1-5043,123,13,0,26,26.37187099456787,0.2144054552403892
180,1-9055,10,1,1-9055,12,0,0,5,2.5715136528015137,0.2142928044001261
181,1-9805,1,4,1-9805,26,3,0,5,5.571513652801514,0.214288986646212
182,1-9497,11,7,1-9497,150,10,0,43,32.11501741409302,0.2141001160939534
183,1-7024,12,2,1-7024,498,104,0,5,106.57151365280151,0.2139990233991998
184,1-6061,15,22,1-6061,40,7,0,3,8.542908191680908,0.2135727047920227
185,MLG65,13,12,MLG65,201,30,0,25,42.85756826400757,0.213221732656754
186,1-19549,23,13,1-19549,29,0,0,12,6.171632766723633,0.21281492299047
187,1-2294,17,3,1-2294,75,3,0,25,15.857568264007568,0.2114342435201009
188,MLG45,7,16,MLG45,70,8,0,13,14.685935497283936,0.2097990785326276
189,1-3564,1,4,1-3564,41,5,0,7,8.60011911392212,0.2097590027785882
190,1-3587,10,1,1-3587,46,5,0,9,9.628724575042725,0.2093200994574505
191,1-9338,17,3,1-9338,29,4,0,4,6.057210922241211,0.2088693421462486
192,1-17835,21,17,1-17835,17,2,0,3,3.542908191680908,0.208406364216524
193,1-0003,15,22,1-0003,17,2,0,3,3.542908191680908,0.208406364216524
194,1-7874,8,9,1-7874,258,12,0,81,53.65852117538452,0.2079787642456764
195,1-10785,18,14,1-10785,279,44,0,27,57.886173725128174,0.2074773251796708
196,1-2714,20,10,1-2714,61,10,0,5,12.571513652801514,0.2060903877508444
197,1-8566,9,6,1-8566,5,0,0,2,1.0286054611206057,0.2057210922241211
198,1-6594,15,22,1-6594,70,1,0,26,14.371870994567873,0.205312442779541
199,MLG15,6,5,MLG15,105,6,0,30,21.42908191680908,0.2040864944458008
200,MLG44,14,23,MLG44,59,11,0,2,12.028605461120604,0.2038746688325526
201,1-9498,14,23,1-9498,64,13,0,0,13.0,0.203125
202,1-3509,20,17,1-3509,35,4,0,6,7.085816383361816,0.2024518966674804
203,1-5549,15,22,1-5549,35,4,0,6,7.085816383361816,0.2024518966674804
204,1-9404,2,21,1-9404,100,12,0,16,20.228843688964844,0.2022884368896484
205,1-9277,8,9,1-9277,48,5,0,9,9.628724575042725,0.2005984286467234
206,1-0053,3,19,1-0053,142,12,0,32,28.457687377929688,0.2004062491403499
207,1-4361,1,4,1-4361,10,2,0,0,2.0,0.2
208,1-3516,8,9,1-3516,156,8,0,45,31.143622875213623,0.1996386081744463
209,1-18234,1,4,1-18234,43,7,0,3,8.542908191680908,0.198672283527463
210,1-9674,17,3,1-9674,144,14,0,28,28.40047645568848,0.1972255309422811
211,MLG13,3,19,MLG13,140,8,0,38,27.543503761291504,0.1967393125806536
212,1-3534,10,1,1-3534,279,26,0,56,54.80095291137695,0.1964191860622829
213,1-6181,21,17,1-6181,659,47,0,157,127.74552869796752,0.1938475397541237
214,1-6611,8,9,1-6611,89,9,0,16,17.228843688964844,0.1935825133591555
215,1-9345,20,10,1-9345,47,8,0,2,9.028605461120604,0.1920979885344809
216,MLG58,15,22,MLG58,71,11,0,5,13.571513652801514,0.1911480796169227
217,1-4149,5,15,1-4149,16,1,0,4,3.057210922241211,0.1910756826400756
218,1-5214,10,1,1-5214,40,3,0,9,7.628724575042725,0.1907181143760681
219,1-8125,1,4,1-8125,21,4,0,0,4.0,0.1904761904761904
220,1-8590,1,4,1-8590,24,3,0,3,4.542908191680908,0.1892878413200378
221,1-7058,11,14,1-7058,80,11,0,8,15.114421844482422,0.1889302730560302
222,1-9831,17,3,1-9831,132,12,0,25,24.85756826400757,0.1883149110909664
223,1-8493,17,14,1-8493,38,2,0,10,7.143027305603027,0.187974402779027
224,1-6532,19,11,1-6532,27,3,0,4,5.057210922241211,0.1873041082311559
225,1-7019,21,2,1-7019,107,19,0,2,20.028605461120605,0.1871832286086037
226,1-9504,6,5,1-9504,30,2,0,7,5.600119113922119,0.1866706371307373
227,1-8100,5,15,1-8100,19,2,0,3,3.542908191680908,0.186468852193732
228,MLG02,21,17,MLG02,320,19,0,79,59.62991571426392,0.1863434866070747
229,MLG62,7,16,MLG62,525,52,0,88,97.25864028930664,0.1852545529320126
230,1-6692,16,24,1-6692,71,8,0,10,13.143027305603027,0.1851130606422961
231,1-8578,11,20,1-8578,11,1,0,2,2.028605461120605,0.1844186782836914
232,1-5197,17,3,1-5197,72,4,0,18,13.25744915008545,0.1841312381956312
233,MLG84,7,16,MLG84,63,9,0,5,11.571513652801514,0.1836748198857383
234,1-7530,3,19,1-7530,25,2,0,5,4.571513652801514,0.1828605461120605
235,1-8188,1,16,1-8188,140,23,0,5,25.57151365280152,0.1826536689485822
236,1-9722,1,4,1-9722,22,4,0,0,4.0,0.1818181818181818
237,1-18613,8,9,1-18613,25,3,0,3,4.542908191680908,0.1817163276672363
238,MLG42,10,1,MLG42,14,1,0,3,2.542908191680908,0.1816362994057791
239,1-1833,1,4,1-1833,124,5,0,34,22.486292839050293,0.1813410712826636
240,1-4747,18,14,1-4747,25,4,0,1,4.514302730560303,0.1805721092224121
241,MLG46,13,12,MLG46,17,1,0,4,3.057210922241211,0.1798359366024241
242,1-3068,8,9,1-3068,180,23,0,18,32.25744915008545,0.179208050833808
243,1-19915,18,14,1-19915,62,9,0,4,11.057210922241213,0.1783421116490517
244,1-3639,16,24,1-3639,17,2,0,2,3.028605461120605,0.1781532624188591
245,1-8678,13,12,1-8678,17,2,0,2,3.028605461120605,0.1781532624188591
246,1-7863,18,14,1-7863,351,47,0,30,62.42908191680908,0.1778606322416213
247,1-9740,6,5,1-9740,34,5,0,2,6.0286054611206055,0.1773119253270766
