,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
0,MLG40,3,MLG40,3,51,11,1,12,1013.801238298416,19.87845565291012
1,MLG45,13,MLG45,5,70,16,1,10,1018.33436524868,14.54763378926686
2,1-3523,3,1-3523,3,543,63,1,159,1100.1164074540138,2.025997067134464
3,1-10468,13,1-10468,5,549,28,1,122,1056.4792560338974,1.9243702295699403
4,1-9379,5,1-9379,9,58,29,0,9,31.100928723812103,0.5362229090312431
5,1-2423,19,1-2423,12,79,34,0,3,34.700309574604034,0.4392444249949878
6,1-1350,10,1-1350,11,195,74,0,26,80.0693496465683,0.410612049469581
7,1-8267,6,1-8267,8,133,51,0,12,53.80123829841614,0.4045205887098957
8,1-5413,18,1-5413,16,39,13,0,11,15.567801773548126,0.3991744044499519
9,MLG39,4,MLG39,20,23,7,0,7,8.63405567407608,0.3753937249598296
10,MLG60,2,MLG60,2,47,16,0,6,17.40061914920807,0.3702259393448525
11,1-9770,9,1-9770,10,50,17,0,6,18.40061914920807,0.3680123829841614
12,1-0027,7,1-0027,7,29,9,0,5,10.167182624340056,0.3505925042875882
13,1-3206,2,1-3206,13,45,15,0,3,15.700309574604034,0.3488957683245341
14,1-11350,2,1-11350,2,100,28,0,29,34.76965922117233,0.3476965922117233
15,1-18028,11,1-18028,13,309,68,0,165,106.5170266032219,0.3447152964505562
16,MLG75,5,MLG75,9,185,55,0,37,63.637151420116425,0.3439846022708996
17,MLG44,14,MLG44,19,59,14,0,26,20.0693496465683,0.3401584685859034
18,1-1131,8,1-1131,12,138,35,0,50,46.671826243400574,0.3382016394449317
19,P-16616,19,P-16616,17,28,7,0,10,9.334365248680117,0.3333701874528612
20,1-4649,11,1-4649,13,244,60,0,88,80.54241418838501,0.3300918614278074
21,1-3447,15,1-3447,4,110,28,0,35,36.1702783703804,0.3288207124580036
22,1-1258,16,1-1258,15,435,110,0,141,142.91455000638962,0.3285391954169876
23,MLG55,4,MLG55,20,92,23,0,30,30.003095746040344,0.3261206059352211
24,1-7866,3,1-7866,3,318,78,0,105,102.5108351111412,0.3223611167017019
25,MLG32,14,MLG32,19,52,13,0,16,16.734984397888184,0.3218266230363112
26,1-5775,4,1-5775,20,244,68,0,39,77.10402446985245,0.3160001002862805
27,1-18558,19,1-18558,17,307,79,0,66,94.40681064128876,0.3075140411768363
28,1-8074,9,1-8074,10,145,31,0,53,43.37213581800461,0.2991181780552042
29,1-6647,18,1-6647,9,62,11,0,32,18.469968795776367,0.297902722512522
30,MLG48,12,MLG48,6,159,41,0,27,47.30278617143631,0.2975017998203541
31,1-18371,9,1-18371,10,120,30,0,24,35.602476596832275,0.2966873049736023
32,MLG51,18,MLG51,16,248,60,0,56,73.07244539260864,0.2946469572282607
33,1-3516,6,1-3516,8,156,38,0,33,45.70340532064438,0.2929705469272075
34,1-5002,7,1-5002,7,45,11,0,9,13.100928723812103,0.2911317494180467
35,1-7682,10,1-7682,11,141,40,0,4,40.933746099472046,0.2903102560246244
36,1-9156,9,1-9156,10,268,54,0,101,77.57708901166916,0.2894667500435416
