Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,215,215,MLG40,3,MLG40,3,51,11,1,8,1018.3293313980103,19.967241792117846
168,168,168,168,168,168,168,168,168,168,168,168,MLG45,6,MLG45,5,70,14,1,10,1023.1616642475128,14.616595203535898
9,9,9,9,9,9,9,9,9,9,9,9,1-3523,3,1-3523,3,543,95,1,137,1220.5148001909256,2.247725230554191
8,8,8,8,8,8,8,8,8,8,8,8,1-10468,6,1-10468,5,549,35,1,135,1158.682467341423,2.1105327273978562
85,85,85,85,85,85,85,85,85,85,85,85,1-1131,12,1-1131,12,138,66,0,28,91.65265989303589,0.6641497093698253
267,267,267,267,267,267,267,267,267,267,267,267,1-5413,16,1-5413,16,39,11,0,14,23.826329946517944,0.6109315370902036
191,191,191,191,191,191,191,191,191,191,191,191,MLG44,5,MLG44,19,59,14,0,21,33.23949491977692,0.5633812698267274
67,67,67,67,67,67,67,67,67,67,67,67,1-3516,20,1-3516,8,156,0,0,95,87.03581035137177,0.557921861226742
211,211,211,211,211,211,211,211,211,211,211,211,1-8042,9,1-8042,19,52,7,0,24,28.98799419403076,0.5574614268082839
22,22,22,22,22,22,22,22,22,22,22,22,MLG50,15,MLG50,15,319,43,0,144,174.92796516418457,0.5483635271604532
57,57,57,57,57,57,57,57,57,57,57,57,MLG75,9,MLG75,9,185,42,0,61,97.88615190982819,0.52911433464772
239,239,239,239,239,239,239,239,239,239,239,239,1-5002,8,1-5002,7,45,10,0,15,23.742496371269226,0.5276110304726495
71,71,71,71,71,71,71,71,71,71,71,71,1-4417,18,1-4417,18,151,21,0,63,78.71848475933075,0.5213144686048394
114,114,114,114,114,114,114,114,114,114,114,114,1-7152,20,1-7152,8,109,0,0,62,56.80231833457947,0.5211221865557749
62,62,62,62,62,62,62,62,62,62,62,62,1-6878,18,1-6878,18,167,9,0,85,86.87414610385895,0.5202044676877782
206,206,206,206,206,206,206,206,206,206,206,206,1-8544,8,1-8544,8,54,5,0,25,27.904160618782043,0.5167437151626304
195,195,195,195,195,195,195,195,195,195,195,195,1-9379,9,1-9379,9,58,12,0,19,29.407162070274353,0.5070200356943854
124,124,124,124,124,124,124,124,124,124,124,124,1-0292,18,1-0292,18,99,4,0,48,47.97598838806152,0.4846059433137528
213,213,213,213,213,213,213,213,213,213,213,213,1-6227,5,1-6227,19,52,24,0,1,24.91616642475128,0.47915704662983233
101,101,101,101,101,101,101,101,101,101,101,101,1-18371,10,1-18371,10,120,38,0,20,56.323328495025635,0.4693610707918803
218,218,218,218,218,218,218,218,218,218,218,218,1-9610,10,1-9610,10,49,10,0,14,22.826329946517944,0.4658434682962846
