Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
335,335,335,335,335,335,335,335,335,335,335,335,1-8910,6,5,1-8910,137,145,0,6,149.24374318122864,1.0893703881841506
437,437,437,437,437,437,437,437,437,437,437,437,1-6980,7,4,1-6980,128,110,0,36,135.46245908737183,1.0583004616200924
210,210,210,210,210,210,210,210,210,210,210,210,1-7842,18,14,1-7842,21,21,0,0,21.0,1.0
269,269,269,269,269,269,269,269,269,269,269,269,1-7839,12,13,1-7839,24,17,0,4,19.829162120819092,0.8262150883674622
460,460,460,460,460,460,460,460,460,460,460,460,1-7993,2,17,1-7993,24,12,0,11,19.780195832252502,0.8241748263438543
40,40,40,40,40,40,40,40,40,40,40,40,1-7722,14,7,1-7722,60,47,0,2,48.414581060409546,0.8069096843401591
490,490,490,490,490,490,490,490,490,490,490,490,1-3551,18,14,1-3551,6,4,0,1,4.707290530204773,0.7845484217007955
245,245,245,245,245,245,245,245,245,245,245,245,1-6647,10,3,1-6647,62,29,0,26,47.3895537853241,0.7643476416987758
507,507,507,507,507,507,507,507,507,507,507,507,1-6909,15,9,1-6909,36,26,0,2,27.414581060409546,0.7615161405669318
506,506,506,506,506,506,506,506,506,506,506,506,1-6227,6,5,1-6227,52,34,0,7,38.95103371143341,0.7490583406044886
166,166,166,166,166,166,166,166,166,166,166,166,MLG40,12,13,MLG40,51,24,0,18,36.73122954368591,0.7202201871310964
412,412,412,412,412,412,412,412,412,412,412,412,1-6858,17,1,1-6858,23,8,0,12,16.487486362457275,0.7168472331503163
295,295,295,295,295,295,295,295,295,295,295,295,1-3639,18,14,1-3639,17,9,0,4,11.829162120819092,0.6958330659305348
401,401,401,401,401,401,401,401,401,401,401,401,1-7204,2,17,1-7204,26,11,0,10,18.07290530204773,0.6951117423864511
41,41,41,41,41,41,41,41,41,41,41,41,1-7509,16,19,1-7509,40,10,0,24,26.97497272491455,0.6743743181228637
500,500,500,500,500,500,500,500,500,500,500,500,1-0292,14,7,1-0292,99,43,0,33,66.34058749675751,0.6701069444116919
495,495,495,495,495,495,495,495,495,495,495,495,MLG08,16,19,MLG08,107,9,0,88,71.24156665802002,0.665809034187103
537,537,537,537,537,537,537,537,537,537,537,537,1-4494,12,13,1-4494,16,6,0,6,10.243743181228638,0.6402339488267899
346,346,346,346,346,346,346,346,346,346,346,346,MLG32,12,13,MLG32,52,24,0,13,33.19477689266205,0.6383610940896548
345,345,345,345,345,345,345,345,345,345,345,345,1-1131,19,12,1-1131,138,65,0,29,85.51142537593842,0.6196480099705682
479,479,479,479,479,479,479,479,479,479,479,479,1-9286,12,13,1-9286,81,21,0,41,49.99891173839569,0.6172705152888357
421,421,421,421,421,421,421,421,421,421,421,421,1-8398,2,17,1-8398,54,2,0,44,33.12078332901001,0.6133478394261113
404,404,404,404,404,404,404,404,404,404,404,404,1-4682,16,19,1-4682,16,4,0,8,9.658324241638184,0.6036452651023865
56,56,56,56,56,56,56,56,56,56,56,56,1-5877,3,8,1-5877,79,46,0,2,47.414581060409546,0.600184570384931
179,179,179,179,179,179,179,179,179,179,179,179,1-4052,15,9,1-4052,13,7,0,1,7.707290530204773,0.5928685023234441
463,463,463,463,463,463,463,463,463,463,463,463,1-1989,12,13,1-1989,46,12,0,21,26.853101134300232,0.5837630681369615
364,364,364,364,364,364,364,364,364,364,364,364,1-7682,15,9,1-7682,141,70,0,17,82.02393901348114,0.5817300639253982
239,239,239,239,239,239,239,239,239,239,239,239,1-7042,3,8,1-7042,117,36,0,44,67.12078332901001,0.5736819087949574
476,476,476,476,476,476,476,476,476,476,476,476,1-19205,15,9,1-19205,12,4,0,4,6.829162120819092,0.569096843401591
551,551,551,551,551,551,551,551,551,551,551,551,1-9838,14,7,1-9838,3,1,0,1,1.707290530204773,0.569096843401591
94,94,94,94,94,94,94,94,94,94,94,94,1-3083,13,10,1-3083,78,3,0,58,44.02285075187683,0.5643955224599594
388,388,388,388,388,388,388,388,388,388,388,388,MLG49,10,3,MLG49,185,28,0,108,104.38737726211548,0.5642560933087323
464,464,464,464,464,464,464,464,464,464,464,464,1-10060,17,1,1-10060,36,4,0,23,20.267682194709778,0.5629911720752716
526,526,526,526,526,526,526,526,526,526,526,526,1-5002,8,6,1-5002,45,14,0,16,25.316648483276367,0.5625921885172526
49,49,49,49,49,49,49,49,49,49,49,49,1-2178,9,11,1-2178,12,6,0,1,6.707290530204773,0.5589408775170644
301,301,301,301,301,301,301,301,301,301,301,301,1-1177,16,19,1-1177,17,8,0,2,9.414581060409546,0.5537988859064439
400,400,400,400,400,400,400,400,400,400,400,400,1-18709,8,6,1-18709,33,9,0,13,18.19477689266205,0.5513568755352136
176,176,176,176,176,176,176,176,176,176,176,176,1-8042,6,5,1-8042,52,23,0,8,28.658324241638184,0.5511216200315036
452,452,452,452,452,452,452,452,452,452,452,452,1-8529,2,17,1-8529,56,3,0,39,30.584330677986145,0.5461487621068954
417,417,417,417,417,417,417,417,417,417,417,417,1-10451,1,18,1-10451,46,25,0,0,25.0,0.5434782608695652
197,197,197,197,197,197,197,197,197,197,197,197,1-8646,8,6,1-8646,20,3,0,11,10.780195832252502,0.5390097916126251
465,465,465,465,465,465,465,465,465,465,465,465,1-5913,14,7,1-5913,14,4,0,5,7.536452651023865,0.5383180465017047
272,272,272,272,272,272,272,272,272,272,272,272,1-1570,6,5,1-1570,142,21,0,77,75.46137082576752,0.5314181044068135
510,510,510,510,510,510,510,510,510,510,510,510,1-3206,13,10,1-3206,45,9,0,21,23.853101134300232,0.5300689140955607
266,266,266,266,266,266,266,266,266,266,266,266,1-2103,13,10,1-2103,26,8,0,8,13.658324241638184,0.5253201631399301
371,371,371,371,371,371,371,371,371,371,371,371,1-1580,15,9,1-1580,400,30,0,251,207.529923081398,0.518824807703495
548,548,548,548,548,548,548,548,548,548,548,548,1-3087,10,3,1-3087,26,7,0,9,13.365614771842957,0.5140621066093445
499,499,499,499,499,499,499,499,499,499,499,499,1-8627,12,13,1-8627,25,5,0,11,12.780195832252502,0.5112078332901001
281,281,281,281,281,281,281,281,281,281,281,281,1-9995,7,4,1-9995,24,8,0,6,12.243743181228638,0.5101559658845266
410,410,410,410,410,410,410,410,410,410,410,410,MLG12,7,4,MLG12,146,61,0,18,73.73122954368591,0.5050084215320952
519,519,519,519,519,519,519,519,519,519,519,519,1-4926,1,18,1-4926,4,2,0,0,2.0,0.5
159,159,159,159,159,159,159,159,159,159,159,159,1-10696,1,18,1-10696,24,12,0,0,12.0,0.5
545,545,545,545,545,545,545,545,545,545,545,545,1-19567,11,23,1-19567,2,1,0,0,1.0,0.5
561,561,561,561,561,561,561,561,561,561,561,561,1-9455,1,18,1-9455,2,1,0,0,1.0,0.5
508,508,508,508,508,508,508,508,508,508,508,508,1-8532,1,18,1-8532,4,2,0,0,2.0,0.5
530,530,530,530,530,530,530,530,530,530,530,530,1-4847,15,9,1-4847,2,1,0,0,1.0,0.5
221,221,221,221,221,221,221,221,221,221,221,221,1-8023,14,7,1-8023,16,8,0,0,8.0,0.5
122,122,122,122,122,122,122,122,122,122,122,122,MLG42,10,3,MLG42,14,2,0,7,6.951033711433411,0.4965024079595293
392,392,392,392,392,392,392,392,392,392,392,392,1-9609,8,6,1-9609,25,6,0,9,12.365614771842957,0.49462459087371824
141,141,141,141,141,141,141,141,141,141,141,141,MLG45,8,6,MLG45,70,24,0,15,34.609357953071594,0.4944193993295942
540,540,540,540,540,540,540,540,540,540,540,540,1-5413,10,3,1-5413,39,5,0,20,19.14581060409546,0.4909182206178323
149,149,149,149,149,149,149,149,149,149,149,149,MLG58,14,7,MLG58,71,24,0,15,34.609357953071594,0.4874557458179098
171,171,171,171,171,171,171,171,171,171,171,171,1-8100,8,6,1-8100,19,5,0,6,9.243743181228638,0.48651279901203354
157,157,157,157,157,157,157,157,157,157,157,157,1-6061,8,6,1-6061,40,7,0,17,19.02393901348114,0.4755984753370285
306,306,306,306,306,306,306,306,306,306,306,306,1-18377,14,7,1-18377,14,1,0,8,6.658324241638184,0.4755945886884417
3,3,3,3,3,3,3,3,3,3,3,3,1-8222,5,15,1-8222,12,0,0,8,5.658324241638184,0.4715270201365153
311,311,311,311,311,311,311,311,311,311,311,311,1-20578,11,23,1-20578,19,4,0,7,8.95103371143341,0.47110703744386373
247,247,247,247,247,247,247,247,247,247,247,247,1-20467,12,13,1-20467,13,4,0,3,6.121871590614319,0.47091319927802455
156,156,156,156,156,156,156,156,156,156,156,156,1-8634,18,14,1-8634,10,4,0,1,4.707290530204773,0.4707290530204773
83,83,83,83,83,83,83,83,83,83,83,83,1-18423,1,18,1-18423,47,22,0,0,22.0,0.46808510638297873
279,279,279,279,279,279,279,279,279,279,279,279,MLG43,2,17,MLG43,14,3,0,5,6.536452651023865,0.4668894750731332
206,206,206,206,206,206,206,206,206,206,206,206,1-9752,3,8,1-9752,22,6,0,6,10.243743181228638,0.46562469005584717
389,389,389,389,389,389,389,389,389,389,389,389,1-0278,13,10,1-0278,79,24,0,18,36.73122954368591,0.464952272704885
292,292,292,292,292,292,292,292,292,292,292,292,1-9997,6,5,1-9997,16,6,0,2,7.414581060409546,0.4634113162755966
77,77,77,77,77,77,77,77,77,77,77,77,1-2153,13,10,1-2153,13,6,0,0,6.0,0.46153846153846156
294,294,294,294,294,294,294,294,294,294,294,294,1-3509,10,3,1-3509,35,2,0,20,16.14581060409546,0.4613088744027274
424,424,424,424,424,424,424,424,424,424,424,424,1-4700,8,6,1-4700,31,10,0,6,14.243743181228638,0.45947558649124637
36,36,36,36,36,36,36,36,36,36,36,36,1-2714,3,8,1-2714,61,22,0,8,27.658324241638184,0.4534151515022653
491,491,491,491,491,491,491,491,491,491,491,491,MLG09,2,17,MLG09,125,0,0,80,56.583242416381836,0.4526659393310547
497,497,497,497,497,497,497,497,497,497,497,497,1-8493,9,11,1-8493,38,15,0,3,17.12187159061432,0.450575568174061
339,339,339,339,339,339,339,339,339,339,339,339,1-3523,13,10,1-3523,543,79,0,231,242.38411247730255,0.4463795809895075
268,268,268,268,268,268,268,268,268,268,268,268,MLG44,12,13,MLG44,59,19,0,10,26.07290530204773,0.4419136491872497
219,219,219,219,219,219,219,219,219,219,219,219,1-5653,2,17,1-5653,11,2,0,4,4.829162120819092,0.43901473825628107
309,309,309,309,309,309,309,309,309,309,309,309,1-3516,19,12,1-3516,156,55,0,19,68.43852007389069,0.43870846201211977
169,169,169,169,169,169,169,169,169,169,169,169,1-9606,8,6,1-9606,16,2,0,7,6.951033711433411,0.43443960696458817
450,450,450,450,450,450,450,450,450,450,450,450,1-2297,15,9,1-2297,25,8,0,4,10.829162120819092,0.43316648483276365
511,511,511,511,511,511,511,511,511,511,511,511,1-9697,6,5,1-9697,20,3,0,8,8.658324241638184,0.43291621208190917
204,204,204,204,204,204,204,204,204,204,204,204,1-9733,15,9,1-9733,4,1,0,1,1.707290530204773,0.42682263255119324
113,113,113,113,113,113,113,113,113,113,113,113,1-4499,3,8,1-4499,12,3,0,3,5.121871590614319,0.42682263255119324
97,97,97,97,97,97,97,97,97,97,97,97,1-9237,1,18,1-9237,38,16,0,0,16.0,0.42105263157894735
377,377,377,377,377,377,377,377,377,377,377,377,1-7213,8,6,1-7213,23,4,0,8,9.658324241638184,0.4199271409407906
560,560,560,560,560,560,560,560,560,560,560,560,1-0027,14,7,1-0027,29,5,0,10,12.07290530204773,0.4163070793809562
320,320,320,320,320,320,320,320,320,320,320,320,MLG13,3,8,MLG13,140,13,0,64,58.26659393310547,0.41618995666503905
334,334,334,334,334,334,334,334,334,334,334,334,1-20641,2,17,1-20641,16,1,0,8,6.658324241638184,0.4161452651023865
256,256,256,256,256,256,256,256,256,256,256,256,1-9277,3,8,1-9277,48,3,0,24,19.97497272491455,0.4161452651023865
261,261,261,261,261,261,261,261,261,261,261,261,1-1942,3,8,1-1942,34,7,0,10,14.07290530204773,0.41390897947199207
312,312,312,312,312,312,312,312,312,312,312,312,1-3108,12,13,1-3108,18,6,0,2,7.414581060409546,0.4119211700227525
196,196,196,196,196,196,196,196,196,196,196,196,1-9646,16,19,1-9646,105,2,0,58,43.02285075187683,0.4097414357321603
331,331,331,331,331,331,331,331,331,331,331,331,MLG75,14,7,MLG75,185,51,0,35,75.75516855716705,0.4094873976063084
193,193,193,193,193,193,193,193,193,193,193,193,1-9553,20,2,1-9553,23,8,0,2,9.414581060409546,0.4093296113221542
536,536,536,536,536,536,536,536,536,536,536,536,1-9971,8,6,1-9971,15,4,0,3,6.121871590614319,0.40812477270762126
360,360,360,360,360,360,360,360,360,360,360,360,1-6611,19,12,1-6611,89,27,0,13,36.19477689266205,0.40668288643440503
289,289,289,289,289,289,289,289,289,289,289,289,1-1592,7,4,1-1592,32,8,0,7,12.95103371143341,0.4047198034822941
544,544,544,544,544,544,544,544,544,544,544,544,1-5799,2,17,1-5799,7,0,0,4,2.829162120819092,0.4041660172598703
91,91,91,91,91,91,91,91,91,91,91,91,72-12171,12,13,72-12171,19,2,0,8,7.658324241638184,0.40306969692832545
260,260,260,260,260,260,260,260,260,260,260,260,1-0129,6,5,1-0129,142,35,0,31,56.92600643634796,0.4008873692700561
386,386,386,386,386,386,386,386,386,386,386,386,MLG68,14,7,MLG68,642,72,0,259,255.1882473230362,0.39748948181158283
384,384,384,384,384,384,384,384,384,384,384,384,1-9270,6,5,1-9270,128,28,0,32,50.633296966552734,0.39557263255119324
151,151,151,151,151,151,151,151,151,151,151,151,1-9870,8,6,1-9870,27,5,0,8,10.658324241638184,0.3947527496903031
415,415,415,415,415,415,415,415,415,415,415,415,1-1957,15,9,1-1957,47,15,0,5,18.536452651023865,0.39439260959625244
449,449,449,449,449,449,449,449,449,449,449,449,1-1935,18,14,1-1935,12,4,0,1,4.707290530204773,0.39227421085039776
387,387,387,387,387,387,387,387,387,387,387,387,1-10539,12,13,1-10539,63,7,0,25,24.682263255119324,0.3917819564304655
14,14,14,14,14,14,14,14,14,14,14,14,1-6098,8,6,1-6098,1327,214,0,431,518.8422185182571,0.39098886097833996
190,190,190,190,190,190,190,190,190,190,190,190,1-2382,7,4,1-2382,139,33,0,30,54.21871590614319,0.39006270436074236
187,187,187,187,187,187,187,187,187,187,187,187,1-7321,10,3,1-7321,7,2,0,1,2.707290530204773,0.38675579002925325
512,512,512,512,512,512,512,512,512,512,512,512,1-3033,12,13,1-3033,7,2,0,1,2.707290530204773,0.38675579002925325
305,305,305,305,305,305,305,305,305,305,305,305,1-7866,13,10,1-7866,318,30,0,131,122.65505945682526,0.38570773414095993
315,315,315,315,315,315,315,315,315,315,315,315,1-1769,16,19,1-1769,89,8,0,37,34.1697496175766,0.3839297709840067
471,471,471,471,471,471,471,471,471,471,471,471,1-9794,7,4,1-9794,46,7,0,15,17.609357953071594,0.38281212941459986
102,102,102,102,102,102,102,102,102,102,102,102,1-3564,18,14,1-3564,41,12,0,5,15.536452651023865,0.37893786953716746
436,436,436,436,436,436,436,436,436,436,436,436,1-5161,10,3,1-5161,12,1,0,5,4.536452651023865,0.3780377209186554
144,144,144,144,144,144,144,144,144,144,144,144,1-7744,13,10,1-7744,37,9,0,7,13.95103371143341,0.377054965173876
528,528,528,528,528,528,528,528,528,528,528,528,1-6718,12,13,1-6718,20,4,0,5,7.536452651023865,0.37682263255119325
