,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,MLG14,18,2,MLG14,232,57,1,19,1061.0716398209331,4.573584654400575
1,MLG56,10,13,MLG56,511,100,1,90,1119.2867149412632,2.190384960746112
2,MLG54,10,13,MLG54,595,60,1,51,1070.9291384667158,1.799880904986077
3,MLG68,18,2,MLG68,642,96,1,32,1102.8574986457825,1.7178465710993496
4,1-5043,1,9,1-5043,123,53,0,20,57.28593665361405,0.465739322387106
5,MLG52,16,8,MLG52,125,50,0,27,55.78601448237896,0.4462881158590316
6,1-3141,1,9,1-3141,136,54,0,14,57.00015565752983,0.419118791599484
7,MLG32,3,11,MLG32,52,18,0,12,20.571561992168427,0.3956069613878543
8,1-2282,20,16,1-2282,219,79,0,35,86.50038914382458,0.3949789458622126
9,1-9333,9,15,1-9333,102,22,0,83,39.78663711249828,0.3900650697303753
10,1-9491,6,18,1-9491,80,28,0,10,30.142968326807026,0.3767871040850877
11,1-7866,11,5,1-7866,318,95,0,112,119.00124526023863,0.3742177523906875
12,1-7467,1,9,1-7467,64,23,0,4,23.85718733072281,0.3727685520425439
13,1-5355,21,6,1-5355,53,15,0,22,19.71453031897545,0.3719722701693481
14,MLG41,3,11,MLG41,66,22,0,8,23.714374661445618,0.3593087069916003
15,MLG64,12,4,MLG64,245,80,0,33,87.07179547846317,0.355395083585564
16,MLG78,3,11,MLG78,80,27,0,6,28.285780996084213,0.3535722624510526
17,MLG55,6,18,MLG55,92,31,0,5,32.07148416340351,0.3486030887326468
18,1-2382,3,11,1-2382,139,45,0,15,48.21445249021053,0.3468665646777736
19,1-7441,1,4,1-7441,111,35,0,16,38.42874932289124,0.346204948854876
20,1-10785,21,6,1-10785,279,85,0,41,93.7861701399088,0.3361511474548702
21,1-2545,11,5,1-2545,145,35,0,51,45.92913846671581,0.3167526790807987
22,1-4760,18,2,1-4760,40,12,0,2,12.428593665361404,0.3107148416340351
23,1-1131,1,9,1-1131,138,39,0,18,42.85734298825264,0.3105604564366133
24,1-0027,3,8,1-0027,29,7,0,9,8.92867149412632,0.3078852239353903
25,MLG44,12,4,MLG44,59,16,0,9,17.92867149412632,0.3038757880360393
26,MLG13,12,4,MLG13,140,36,0,30,42.428904980421066,0.3030636070030076
27,MLG58,1,9,MLG58,71,20,0,6,21.285780996084213,0.2997997323392142
28,1-6538,10,13,1-6538,44,12,0,5,13.071484163403513,0.297079185531898
29,1-5981,11,5,1-5981,28,8,0,1,8.214296832680702,0.2933677440243108
30,1-18487,13,7,1-18487,23,6,0,3,6.642890498042107,0.2888213260018307
31,1-7845,18,15,1-7845,36,8,0,11,10.357265159487724,0.2877018099857701
32,1-9237,21,6,1-9237,38,9,0,9,10.92867149412632,0.2875966182664821
33,1-5990,1,9,1-5990,5,1,0,2,1.4285936653614044,0.2857187330722809
34,1-9946,21,6,1-9946,12,3,0,2,3.4285936653614044,0.285716138780117
35,1-7070,13,7,1-7070,129,33,0,18,36.85734298825264,0.2857158371182375
36,1-18377,1,9,1-18377,14,4,0,0,4.0,0.2857142857142857
37,1-3033,6,18,1-3033,7,2,0,0,2.0,0.2857142857142857
38,1-5913,9,15,1-5913,14,2,0,9,3.92867149412632,0.2806193924375942
39,1-6878,15,12,1-6878,167,31,0,74,46.85796561837196,0.2805866204692931
40,MLG51,14,14,MLG51,248,54,0,72,69.42937195301056,0.2799571449718168
41,1-8074,9,15,1-8074,145,32,0,40,40.57187330722809,0.2798060228084695
42,1-6909,10,13,1-6909,36,9,0,5,10.071484163403513,0.2797634489834308
43,1-8124,18,2,1-8124,18,5,0,0,5.0,0.2777777777777778
44,1-11329,17,3,1-11329,14,3,0,4,3.857187330722809,0.2755133807659149
45,1-11206,1,9,1-11206,14,3,0,4,3.857187330722809,0.2755133807659149
46,1-4842,17,3,1-4842,6,1,0,3,1.6428904980421066,0.2738150830070178
47,1-1608,20,16,1-1608,307,72,0,54,83.57202896475792,0.2722215927190812
48,MLG72,15,12,MLG72,9,2,0,2,2.4285936653614044,0.2698437405957116
49,1-4355,11,5,1-4355,49,11,0,10,13.142968326807022,0.2682238434042249
50,1-5161,11,5,1-5161,12,3,0,1,3.214296832680702,0.2678580693900585
51,MLG67,6,18,MLG67,27,7,0,1,7.214296832680702,0.2671961789881741
52,1-0296,11,5,1-0296,41,9,0,9,10.92867149412632,0.2665529632713737
53,1-18709,18,8,1-18709,33,7,0,8,8.714374661445618,0.264071959437746
54,1-3206,11,5,1-3206,45,5,0,32,11.85749864578247,0.2634999699062771
55,1-1942,7,1,1-1942,34,5,0,18,8.85734298825264,0.2605100878897835
56,1-8678,13,7,1-8678,17,4,0,2,4.428593665361404,0.2605055097271414
57,1-3523,11,5,1-3523,543,103,0,176,140.7162425518036,0.2591459347178703
58,1-8590,18,2,1-8590,24,6,0,1,6.214296832680702,0.2589290346950292
59,1-19547,10,13,1-19547,66,13,0,19,17.071639820933342,0.2586612094080809
60,MLG30,15,12,MLG30,208,39,0,68,53.57218462228775,0.2575585799148449
61,1-8450,13,7,1-8450,52,11,0,11,13.357265159487724,0.2568704838363024
62,1-6216,10,13,1-6216,45,11,0,2,11.428593665361404,0.2539687481191423
63,1-7204,17,3,1-7204,26,1,0,26,6.5717176496982574,0.2527583711422406
64,MLG38,3,11,MLG38,77,16,0,16,19.428749322891235,0.2523214197778082
65,MLG31,12,4,MLG31,33,7,0,6,8.285780996084213,0.2510842726086125
66,1-4020,14,14,1-4020,37,8,0,6,9.285780996084211,0.250967053948222
67,1-7182,19,10,1-7182,22,4,0,7,5.500077828764916,0.2500035376711325
68,1-8532,13,7,1-8532,4,1,0,0,1.0,0.25
69,1-20012,6,18,1-20012,12,3,0,0,3.0,0.25
70,1-21192,7,1,1-21192,4,1,0,0,1.0,0.25
71,1-4499,7,1,1-4499,12,3,0,0,3.0,0.25
72,MLG49,6,18,MLG49,185,42,0,19,46.07163982093334,0.249035890923964
73,1-7722,9,15,1-7722,60,5,0,46,14.857654303312302,0.2476275717218717
74,1-11330,20,16,1-11330,14,3,0,2,3.4285936653614044,0.2448995475258146
75,1-8566,13,7,1-8566,5,1,0,1,1.2142968326807022,0.2428593665361404
76,1-10762,17,3,1-10762,6,1,0,2,1.4285936653614044,0.2380989442269007
77,1-18409,3,11,1-18409,22,5,0,1,5.214296832680702,0.2370134923945773
78,1-17733,19,10,1-17733,74,11,0,30,17.428904980421066,0.235525742978663
79,1-8042,11,16,1-8042,52,12,0,1,12.214296832680702,0.2348903237053981
80,1-9465,18,2,1-9465,18,4,0,1,4.214296832680702,0.2341276018155945
81,1-0205,20,16,1-0205,34,6,0,9,7.92867149412632,0.23319622041548
82,1-3509,15,12,1-3509,35,6,0,10,8.142968326807022,0.232656237908772
83,1-3535,9,15,1-3535,315,56,0,80,73.14374661445618,0.2322023702046227
84,1-5002,20,8,1-5002,45,7,0,16,10.428749322891235,0.2317499849531385
85,1-6240,14,14,1-6240,698,122,0,180,160.5734298825264,0.2300478938145077
86,1-7058,20,16,1-7058,80,14,0,20,18.285936653614044,0.2285742081701755
87,1-7268,17,3,1-7268,70,8,0,37,15.928982809185982,0.2275568972740854
88,1-18371,9,15,1-18371,120,20,0,34,27.286092311143875,0.2273841025928656
89,1-9607,10,13,1-9607,19,3,0,6,4.285780996084213,0.2255674208465375
90,1-1570,21,6,1-1570,142,25,0,31,31.64320181310177,0.2228394493880406
91,1-0053,16,8,1-0053,142,23,0,40,31.57187330722809,0.2223371359663949
92,1-5172,21,6,1-5172,120,23,0,17,26.643046155571938,0.2220253846297661
93,1-19286,18,2,1-19286,40,8,0,4,8.857187330722809,0.2214296832680702
94,1-9938,13,10,1-9938,55,4,0,38,12.143279641866684,0.2207869025793942
95,1-9416,14,14,1-9416,13,2,0,4,2.857187330722809,0.2197836408248314
96,1-4634,3,11,1-4634,48,10,0,2,10.428593665361404,0.2172623680283626
97,1-19229,6,18,1-19229,38,8,0,1,8.214296832680702,0.2161657061231763
98,1-8066,9,15,1-8066,86,13,0,26,18.571717649698257,0.2159502052290495
99,1-5891,18,2,1-5891,96,20,0,3,20.642890498042107,0.2150301093546053
100,1-10951,8,17,1-10951,1,0,0,1,0.2142968326807022,0.2142968326807022
101,1-9549,8,17,1-9549,18,3,0,4,3.857187330722809,0.214288185040156
102,1-9504,3,11,1-9504,30,6,0,2,6.428593665361404,0.2142864555120468
103,1-18558,11,5,1-18558,307,54,0,53,65.35773213207722,0.212891635609372
104,1-6718,18,2,1-6718,20,4,0,1,4.214296832680702,0.2107148416340351
105,1-18603,16,8,1-18603,19,4,0,0,4.0,0.2105263157894736
106,1-9887,15,12,1-9887,36,5,0,12,7.571561992168426,0.2103211664491229
107,1-1850,6,18,1-1850,30,5,0,6,6.285780996084213,0.2095260332028071
108,1-2423,15,12,1-2423,79,6,0,49,16.50054480135441,0.2088676557133469
109,1-0003,14,14,1-0003,17,2,0,7,3.5000778287649155,0.2058869311038185
110,1-18028,21,6,1-18028,309,57,0,30,63.428904980421066,0.2052715371534662
111,1-9516,8,17,1-9516,76,10,0,26,15.571717649698256,0.204891021706556
