Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,1-1592,5,9,1-1592,32,3,0,8,3.454216867685318,0.10794427711516619
226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,1-4634,7,5,1-4634,48,5,0,3,5.170331325381994,0.10771523594545822
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-5355,18,20,1-5355,53,5,0,11,5.624548193067312,0.1061235508125908
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-1957,16,18,1-1957,47,4,0,16,4.908433735370636,0.1044347603270348
262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,1-8172,18,20,1-8172,40,4,0,3,4.170331325381994,0.10425828313454985
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,1-9963,19,21,1-9963,116,10,0,35,11.987198796123266,0.10333792065623505
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-3564,2,4,1-3564,41,4,0,4,4.227108433842659,0.10310020570347948
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,MLG35,13,15,MLG35,49,5,0,0,5.0,0.10204081632653061
211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,1-8042,1,3,1-8042,52,3,0,40,5.27108433842659,0.10136700650820366
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1-7140,9,7,1-7140,397,38,0,32,39.81686747074127,0.10029437650060774
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1-3139,14,16,1-3139,93,8,0,23,9.30587349459529,0.10006315585586333
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,1-6718,2,4,1-6718,20,2,0,0,2.0,0.1
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-4052,19,5,1-4052,13,1,0,5,1.2838855423033237,0.0987604263310249
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1-7070,18,20,1-7070,129,12,0,12,12.681325301527977,0.0983048472986665
431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,1-8503,10,8,1-8503,16,1,0,10,1.5677710846066475,0.09798569278791547
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,1-3141,19,21,1-3141,136,11,0,40,13.27108433842659,0.09758150248843081
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1-6098,6,12,1-6098,1327,109,0,360,129.4397590458393,0.09754314924328508
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1-3523,17,19,1-3523,543,48,0,83,52.712500002235174,0.09707642726010161
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,1-4649,13,15,1-4649,244,23,0,11,23.624548193067312,0.09682191882404637
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-7441,1,3,1-7441,111,9,0,30,10.703313253819942,0.09642624552990939
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,1-4855,16,18,1-4855,22,2,0,2,2.1135542169213295,0.09607064622369679
482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,1-9457,13,15,1-9457,11,1,0,1,1.0567771084606647,0.09607064622369679
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-9609,9,7,1-9609,25,2,0,7,2.3974397592246532,0.09589759036898612
450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,1-11206,4,5,1-11206,14,1,0,6,1.3406626507639885,0.09576161791171346
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-7897,20,22,1-7897,95,9,0,1,9.056777108460665,0.0953344958785333
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-19915,3,21,1-19915,62,5,0,16,5.908433735370636,0.09529731831242962
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,1-8427,3,10,1-8427,189,16,0,34,17.9304216876626,0.09486995601937884
242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,1-3206,8,6,1-3206,45,4,0,4,4.227108433842659,0.09393574297428131
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,1-6538,2,4,1-6538,44,4,0,2,4.1135542169213295,0.09348986856639385
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,1-6787,6,12,1-6787,56,5,0,4,5.227108433842659,0.09334122203290462
475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,1-4499,10,8,1-4499,12,1,0,2,1.1135542169213295,0.09279618474344413
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-6878,10,8,1-6878,167,12,0,59,15.34984939917922,0.09191526586334862
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,1-7770,18,20,1-7770,11,1,0,0,1.0,0.09090909090909091
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,1-8576,20,22,1-8576,55,5,0,0,5.0,0.09090909090909091
377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,1-9892,20,22,1-9892,22,2,0,0,2.0,0.09090909090909091
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1-1580,17,19,1-1580,400,34,0,41,36.327861446887255,0.09081965361721814
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1-9227,14,16,1-9227,801,64,0,154,72.74367470294237,0.09081607328706913
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-7839,17,19,1-7839,24,2,0,3,2.1703313253819942,0.09043047189091642
367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,1-9995,9,7,1-9995,24,2,0,3,2.1703313253819942,0.09043047189091642
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,MLG02,9,7,MLG02,320,27,0,32,28.816867470741272,0.09005271084606647
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,MLG13,14,16,MLG13,140,11,0,27,12.532981928437948,0.08952129948884249
269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,1-8551,14,16,1-8551,38,3,0,7,3.3974397592246532,0.08940630945328035
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-1005,6,12,1-1005,125,10,0,20,11.135542169213295,0.08908433735370636
293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,1-1250,2,4,1-1250,34,3,0,0,3.0,0.08823529411764706
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,1-19448,4,9,1-19448,45,3,0,17,3.9652108438313007,0.08811579652958446
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,MLG42,16,18,MLG42,14,1,0,4,1.227108433842659,0.08765060241733279
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,1-3052,14,16,1-3052,166,13,0,27,14.532981928437948,0.0875480839062527
212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,MLG32,21,23,MLG32,52,4,0,7,4.397439759224653,0.08456614921585871
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,1-8341,14,16,1-8341,197,14,0,46,16.61174698919058,0.08432358877761716
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,1-6974,7,5,1-6974,207,15,0,43,17.441415663808584,0.08425804668506562
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,1-5775,12,14,1-5775,244,16,0,78,20.42861445993185,0.08372382975381906
458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,1-9667,16,18,1-9667,14,1,0,3,1.1703313253819942,0.08359509467014245
449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,MLG43,21,23,MLG43,14,1,0,3,1.1703313253819942,0.08359509467014245
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-6561,18,20,1-6561,65,4,0,25,5.419427711516619,0.08337581094640951
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1-6240,16,18,1-6240,698,52,0,101,57.73448795452714,0.08271416612396439
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-17758,15,17,1-17758,40,3,0,4,3.227108433842659,0.08067771084606648
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,1-6647,20,22,1-6647,62,5,0,0,5.0,0.08064516129032258
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1-7004,5,11,1-7004,381,30,0,9,30.510993976145983,0.08008134901875585
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,MLG14,12,14,MLG14,232,14,0,79,18.485391568392515,0.07967841193272636
213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,1-6227,17,19,1-6227,52,4,0,2,4.1135542169213295,0.07910681186387172
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-1942,14,16,1-1942,34,2,0,12,2.681325301527977,0.0788625088684699
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-0027,21,23,1-0027,29,2,0,5,2.2838855423033237,0.07875467387252841
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,MLG78,21,23,MLG78,80,6,0,5,6.283885542303324,0.07854856927879154
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,1-9497,6,12,1-9497,150,11,0,12,11.681325301527977,0.07787550201018652
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-18709,6,12,1-18709,33,2,0,10,2.5677710846066475,0.07781124498808023
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,1-1462,14,16,1-1462,192,12,0,49,14.782078314572573,0.07698999122173215
348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,1-3087,18,20,1-3087,26,2,0,0,2.0,0.07692307692307693
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,1-2103,21,23,1-2103,26,2,0,0,2.0,0.07692307692307693
158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,1-9808,9,7,1-9808,74,5,0,12,5.681325301527977,0.07677466623686455
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1-7024,1,3,1-7024,498,24,0,243,37.796837355941534,0.07589726376695087
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9277,21,23,1-9277,48,3,0,11,3.6245481930673122,0.07551142068890233
115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,1-8421,19,21,1-8421,109,7,0,20,8.135542169213295,0.07463800155241555
318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,1-9902,9,7,1-9902,30,2,0,4,2.227108433842659,0.0742369477947553
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-8544,18,20,1-8544,54,4,0,0,4.0,0.07407407407407407
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,1-2294,8,9,1-2294,75,4,0,27,5.532981928437948,0.07377309237917264
323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,1-13247,19,21,1-13247,29,1,0,20,2.135542169213295,0.07363938514528603
288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,1-9761,7,5,1-9761,35,2,0,10,2.5677710846066475,0.0733648881316185
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-9452,21,23,1-9452,16,1,0,3,1.1703313253819942,0.07314570783637464
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,1-0303,1,3,1-0303,212,12,0,61,15.46340361610055,0.07294058309481391
147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,1-2423,9,7,1-2423,79,5,0,13,5.738102409988642,0.07263420772137522
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,1-8074,20,22,1-8074,145,10,0,9,10.510993976145983,0.07248961362859298
420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,1-8678,1,3,1-8678,17,1,0,4,1.227108433842659,0.07218284904956818
148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,1-0278,18,20,1-0278,79,5,0,12,5.681325301527977,0.07191551014592376
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,1-8418,3,10,1-8418,46,3,0,5,3.2838855423033237,0.07138881613702877
278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,1-7845,2,4,1-7845,36,2,0,10,2.5677710846066475,0.07132697457240687
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,1-9614,8,6,1-9614,30,2,0,2,2.1135542169213295,0.07045180723071098
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,1-7122,20,22,1-7122,197,13,0,15,13.851656626909971,0.07031297780157346
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,1-5981,3,9,1-5981,28,1,0,17,1.9652108438313007,0.0701861015654036
222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,1-8705,18,20,1-8705,48,3,0,6,3.3406626507639885,0.0695971385575831
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-19549,2,4,1-19549,29,2,0,0,2.0,0.06896551724137931
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-0205,14,16,1-0205,34,2,0,6,2.3406626507639885,0.06884301914011731
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,MLG46,19,21,MLG46,17,1,0,3,1.1703313253819942,0.06884301914011731
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,MLG06,3,10,MLG06,18,1,0,4,1.227108433842659,0.0681726907690366
371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-6035,19,21,1-6035,23,1,0,10,1.5677710846066475,0.06816396020028902
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,MLG10,8,6,MLG10,60,4,0,1,4.056777108460665,0.06761295180767775
433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,1-20641,5,11,1-20641,16,1,0,1,1.0567771084606647,0.06604856927879155
432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1-3089,20,22,1-3089,16,1,0,1,1.0567771084606647,0.06604856927879155
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,1-4494,21,23,1-4494,16,1,0,1,1.0567771084606647,0.06604856927879155
298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,1-7481,15,17,1-7481,33,2,0,3,2.1703313253819942,0.06576761592066649
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-9516,14,16,1-9516,76,4,0,16,4.908433735370636,0.06458465441277153
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-8646,6,12,1-8646,20,1,0,5,1.2838855423033237,0.06419427711516619
175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,1-19547,20,22,1-19547,66,4,0,4,4.227108433842659,0.06404709748246452
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-0358,16,18,1-0358,22,1,0,7,1.3974397592246532,0.06351998905566605
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7058,2,4,1-7058,80,5,0,1,5.056777108460665,0.06320971385575831
438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,1-5163,21,23,1-5163,16,1,0,0,1.0,0.0625
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,MLG08,3,10,MLG08,107,6,0,12,6.681325301527977,0.06244229253764465
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-7467,12,14,1-7467,64,3,0,17,3.9652108438313007,0.061956419434864074
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,1-18615,16,18,1-18615,22,1,0,6,1.3406626507639885,0.06093921139836311
373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,1-8488,21,23,1-8488,23,1,0,7,1.3974397592246532,0.06075825040107188
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1-6296,9,7,1-6296,254,13,0,40,15.27108433842659,0.06012237928514406
421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,1-5282,21,23,1-5282,17,1,0,0,1.0,0.058823529411764705
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1-1258,1,3,1-1258,435,17,0,148,25.403012052178383,0.05839772885558249
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-9518,7,14,1-9518,22,1,0,5,1.2838855423033237,0.05835843374106017
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1-8267,21,23,1-8267,133,7,0,13,7.738102409988642,0.05818122112773415
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,MLG48,19,21,MLG48,159,8,0,22,9.249096386134624,0.05817041752285927
184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,1-2701,17,19,1-2701,61,3,0,9,3.5109939761459827,0.057557278297475124
276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,1-2573,14,16,1-2573,37,2,0,2,2.1135542169213295,0.05712308694381971
265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,1-1204,21,23,1-1204,39,2,0,4,2.227108433842659,0.05710534445750408
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-8066,9,7,1-8066,86,4,0,15,4.851656626909971,0.05641461194081362
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,1-2324,16,18,1-2324,25,1,0,7,1.3974397592246532,0.05589759036898613
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,MLG68,4,9,MLG68,642,30,0,103,35.84804217144847,0.055838071918144036
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,1-7019,1,3,1-7019,107,3,0,48,5.725301206111908,0.05350748790758793
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,1-7213,7,5,1-7213,23,1,0,4,1.227108433842659,0.05335254060185474
401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,1-8100,5,11,1-8100,19,1,0,0,1.0,0.05263157894736842
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,1-10038,2,4,1-10038,76,4,0,0,4.0,0.05263157894736842
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-3083,17,19,1-3083,78,3,0,18,4.0219879522919655,0.05156394810630725
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,1-9500,1,3,1-9500,33,1,0,12,1.681325301527977,0.05094925156145385
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-9768,7,5,1-9768,241,6,0,109,12.188704822212458,0.05057553868137949
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-7842,5,11,1-7842,21,1,0,1,1.0567771084606647,0.05032271945050785
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,MLG38,21,23,MLG38,77,3,0,15,3.8516566269099712,0.050021514635194435
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-20047,5,11,1-20047,20,1,0,0,1.0,0.05
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9839,2,4,1-9839,20,1,0,0,1.0,0.05
112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,1-3447,13,15,1-3447,110,5,0,7,5.397439759224653,0.04906763417476957
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,MLG15,4,9,MLG15,105,4,0,20,5.135542169213295,0.048909925421079
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1-10785,1,3,1-10785,279,9,0,81,13.598945785313845,0.04874174116599944
369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,MLG39,21,23,MLG39,23,1,0,2,1.1135542169213295,0.048415400735709976
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-4417,9,7,1-4417,151,6,0,21,7.19231927767396,0.047631253494529534
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,1-7744,1,3,1-7744,37,1,0,13,1.7381024099886417,0.04697574081050383
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,1-19166,21,23,1-19166,45,2,0,2,2.1135542169213295,0.046967871487140656
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,1-9345,17,19,1-9345,47,2,0,3,2.1703313253819942,0.04617726224217009
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,MLG53,1,3,MLG53,91,3,0,20,4.135542169213295,0.04544551834300324
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,1-7993,1,3,1-7993,24,1,0,1,1.0567771084606647,0.044032379519194365
289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,1-5549,12,14,1-5549,35,1,0,9,1.5109939761459827,0.04317125646131379
229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,1-18423,13,15,1-18423,47,2,0,0,2.0,0.0425531914893617
