Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
212,212,212,212,212,MLG32,10,MLG32,8,52,17,1,11,1023.7681813240051,19.687849640846252
34,34,34,34,34,MLG51,10,MLG51,8,248,7,2,52,2038.995038986206,8.221754189460508
30,30,30,30,30,1-10785,6,1-10785,17,279,25,2,73,2069.916112422943,7.419054166390477
18,18,18,18,18,MLG63,6,MLG63,17,380,76,2,62,2114.147931098938,5.563547187102468
58,58,58,58,58,MLG49,22,MLG49,21,185,19,1,10,1025.152892112732,5.541366984393146
54,54,54,54,54,1-1350,22,1-1350,21,195,15,1,45,1042.6880145072937,5.3471180231143265
45,45,45,45,45,1-3596,17,1-3596,15,223,32,1,74,1077.5314016342163,4.831979379525634
43,43,43,43,43,MLG14,17,MLG14,15,232,35,1,67,1076.224377155304,4.638898177393552
41,41,41,41,41,1-9283,10,1-9283,8,235,19,1,24,1033.7669410705566,4.399008259874709
31,31,31,31,31,1-9156,2,1-9156,12,268,94,1,19,1105.6904950141907,4.125710802291756
12,12,12,12,12,1-7024,2,1-7024,12,498,120,1,39,1143.9962792396545,2.297181283613764
28,28,28,28,28,1-7005,13,1-7005,4,285,48,0,173,154.44503355026245,0.5419123984219735
138,138,138,138,138,1-4640,17,1-4640,15,87,40,0,11,46.76818132400513,0.5375653025747715
84,84,84,84,84,1-2382,14,1-2382,6,139,34,0,61,71.5326418876648,0.5146233229328403
174,174,174,174,174,MLG41,14,MLG41,2,66,26,0,10,32.152892112731934,0.4871650320110899
161,161,161,161,161,1-8285,14,1-8285,2,72,30,0,8,34.92231369018555,0.4850321345859104
147,147,147,147,147,1-2423,15,1-2423,1,79,16,0,36,38.15041160583496,0.48291660260550584
46,46,46,46,46,1-2282,14,1-2282,2,219,87,0,26,102.99751949310303,0.47030830818768504
257,257,257,257,257,1-19286,5,1-19286,18,40,10,0,13,17.998759746551514,0.44996899366378784
165,165,165,165,165,MLG59,2,MLG59,12,71,22,0,15,31.2293381690979,0.43984983336757605
224,224,224,224,224,1-9277,14,1-9277,4,48,19,0,3,20.84586763381958,0.4342889090379079
300,300,300,300,300,1-18709,5,1-18709,18,33,6,0,12,13.38347053527832,0.40555971319025214
129,129,129,129,129,1-4531,13,1-4531,4,94,17,0,33,37.30454397201538,0.3968568507661211
47,47,47,47,47,1-0303,22,1-0303,21,212,25,0,96,84.06776428222656,0.39654605793503095
151,151,151,151,151,MLG38,14,MLG38,2,77,18,0,20,30.305784225463867,0.3935816133177126
103,103,103,103,103,1-3362,4,1-3362,20,117,28,0,29,45.84338712692261,0.39182382159762913
195,195,195,195,195,1-9379,17,1-9379,15,58,15,0,11,21.768181324005127,0.3753134711035367
62,62,62,62,62,1-6878,15,1-6878,1,167,11,0,81,60.83842611312866,0.3643019527732255
124,124,124,124,124,1-0292,15,1-0292,1,99,18,0,29,35.84338712692261,0.3620544154234607
318,318,318,318,318,1-9902,15,1-9902,1,30,1,0,16,10.844627380371094,0.36148757934570314
349,349,349,349,349,1-8186,6,1-8186,17,26,2,0,12,9.38347053527832,0.36090271289532
35,35,35,35,35,1-7496,4,1-7496,20,246,50,0,62,88.14793109893799,0.35832492316641457
11,11,11,11,11,MLG56,12,MLG56,5,511,114,0,112,182.91239166259766,0.357949885836786
394,394,394,394,394,1-9697,6,1-9697,17,20,1,0,10,7.152892112731934,0.35764460563659667
97,97,97,97,97,1-1833,11,1-1833,14,124,17,0,44,44.07272529602051,0.35542520400016536
337,337,337,337,337,1-6532,21,1-6532,22,27,4,0,9,9.53760290145874,0.3532445519058793
455,455,455,455,455,1-18377,20,1-18377,23,14,0,0,8,4.922313690185547,0.35159383501325336
367,367,367,367,367,1-9995,15,1-9995,1,24,1,0,12,8.38347053527832,0.34931127230326336
295,295,295,295,295,1-1942,20,1-1942,23,34,2,0,16,11.844627380371094,0.3483713935403263
489,489,489,489,489,1-7521,15,1-7521,1,10,1,0,4,3.4611568450927734,0.3461156845092773
108,108,108,108,108,1-8328,4,1-8328,20,114,27,0,20,39.30578422546387,0.34478758092512163
27,27,27,27,27,1-1608,12,1-1608,5,307,73,0,53,105.61032819747925,0.3440075837051441
130,130,130,130,130,1-3139,13,1-3139,4,93,11,0,34,31.919833183288574,0.34322401272353303
412,412,412,412,412,1-0055,22,1-0055,21,18,0,0,10,6.152892112731934,0.3418273395962185
448,448,448,448,448,MLG42,10,MLG42,8,14,1,0,6,4.69173526763916,0.33512394768851145
64,64,64,64,64,MLG29,5,MLG29,18,164,15,0,64,54.378509521484375,0.33157627757002667
258,258,258,258,258,1-17758,9,1-17758,9,40,7,0,10,13.152892112731934,0.32882230281829833
13,13,13,13,13,1-1258,6,1-1258,17,435,23,0,195,142.9813961982727,0.3286928648236154
506,506,506,506,506,1-17657,6,1-17657,17,8,2,0,1,2.6152892112731934,0.32691115140914917
132,132,132,132,132,MLG55,11,MLG55,14,92,14,0,26,29.997519493103027,0.3260599944902503
