Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,3,13,1-1989,46,45,0,33,72.81166112422943,1.5828621983528137
564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,1-9034,14,5,1-9034,3,3,0,2,4.6855552196502686,1.5618517398834229
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,16,14,1-1183,45,41,0,27,63.754995465278625,1.4167776770061917
425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,1-6006,21,11,1-6006,57,5,0,74,67.36554312705994,1.1818516338080691
546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,1-7527,12,2,1-7527,1,1,0,0,1.0,1.0
561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,1-9455,13,9,1-9455,2,1,0,1,1.8427776098251343,0.9213888049125671
372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,1-6916,15,8,1-6916,43,1,0,45,38.92499244213104,0.9052323823751405
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,2,16,1-6980,128,10,0,125,115.34720122814178,0.9011500095948577
280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,1-7608,7,7,1-7608,4,1,0,3,3.528332829475403,0.8820832073688507
467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,1-13247,17,4,1-13247,29,4,0,25,25.069440245628357,0.8644634567458054
418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,1-6216,22,18,1-6216,45,5,0,40,38.71110439300537,0.8602467642890083
335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,1-8910,22,18,1-8910,137,22,0,111,115.5483146905899,0.8434183554057657
374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,1-6919,10,10,1-6919,43,0,0,43,36.239437222480774,0.8427776098251343
530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,1-4847,3,13,1-4847,2,0,0,2,1.6855552196502686,0.8427776098251343
541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,1-5424,7,7,1-5424,5,4,0,0,4.0,0.8
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,1-10451,6,17,1-10451,46,25,0,13,35.956108927726746,0.7816545419071032
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,1-9995,3,13,1-9995,24,12,0,8,18.742220878601074,0.7809258699417114
279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,MLG43,3,13,MLG43,14,5,0,7,10.89944326877594,0.7785316620554242
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,6,17,MLG59,71,14,0,46,52.76777005195618,0.7432080289007912
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,17,4,1-7122,197,9,0,163,146.3727504014969,0.7430088852867862
277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,1-4051,11,15,1-4051,5,2,0,2,3.6855552196502686,0.7371110439300537
424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,1-4700,10,10,1-4700,31,22,0,1,22.842777609825134,0.736863793865327
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,11,15,1-9997,16,8,0,4,11.371110439300537,0.7106944024562836
341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,1-0031,7,7,1-0031,13,9,0,0,9.0,0.6923076923076923
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,19,1,1-6858,23,10,0,7,15.89944326877594,0.691280142120693
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,2,16,1-2382,139,32,0,74,94.36554312705994,0.6788887994752514
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1-8093,3,13,1-8093,4,1,0,2,2.6855552196502686,0.6713888049125671
519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,1-4926,2,16,1-4926,4,1,0,2,2.6855552196502686,0.6713888049125671
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,17,4,1-7268,70,8,0,45,45.92499244213104,0.656071320601872
476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,1-19205,15,8,1-19205,12,7,0,1,7.842777609825134,0.6535648008187612
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,6,17,1-4682,16,5,0,6,10.056665658950806,0.6285416036844254
269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,1-7839,18,19,1-7839,24,10,0,6,15.056665658950806,0.6273610691229502
496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,1-3176,3,13,1-3176,3,1,0,1,1.8427776098251343,0.6142592032750448
559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,1-5914,20,6,1-5914,3,1,0,1,1.8427776098251343,0.6142592032750448
551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,1-9838,1,21,1-9838,3,1,0,1,1.8427776098251343,0.6142592032750448
