,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,MLG65,15,16,MLG65,201,94,0,20,101.270587682724,0.5038337695657911
1,1-6974,1,17,1-6974,207,74,0,80,103.082350730896,0.497982370680657
2,1-5172,2,5,1-5172,120,45,0,27,54.8152933716774,0.4567941114306449
3,1-18371,12,6,1-18371,120,39,0,32,50.6329402923584,0.4219411691029867
4,1-9379,15,16,1-9379,58,22,0,6,24.1811763048172,0.4169168328416758
5,1-8188,2,5,1-8188,140,35,0,62,57.5388218164444,0.4109915844031742
6,1-8328,4,8,1-8328,114,41,0,16,46.8164701461792,0.4106707907559579
7,1-9794,7,12,1-9794,46,17,0,5,18.817646920681,0.4090792808843695
8,1-9283,12,6,1-9283,235,57,0,106,95.5341147184372,0.4065281477380306
9,1-5002,22,13,1-5002,45,10,0,19,16.9070582985878,0.3757124066352844
10,1-9286,19,3,1-9286,81,18,0,33,29.9964696764946,0.3703267861295629
11,1-6061,22,13,1-6061,40,7,0,20,14.270587682724,0.3567646920680999
12,1-1204,1,17,1-1204,39,8,0,16,13.8164701461792,0.3542684652866461
13,1-6538,3,14,1-6538,44,13,0,5,14.817646920681,0.33676470274275
14,1-3551,16,21,1-3551,6,2,0,0,2.0,0.3333333333333333
15,1-7005,2,5,1-7005,285,77,0,48,94.4494104385376,0.3314014401352196
16,1-1580,20,4,1-1580,400,51,0,219,130.6129351258278,0.3265323378145695
17,1-18615,2,5,1-18615,22,5,0,6,7.1811763048172,0.3264171047644181
18,1-7722,3,14,1-7722,60,2,0,48,19.4494104385376,0.3241568406422933
19,1-8023,19,3,1-8023,16,3,0,6,5.1811763048172,0.323823519051075
20,MLG44,22,13,MLG44,59,7,0,33,18.9964696764946,0.3219740623134677
21,1-9770,1,17,1-9770,50,7,0,25,16.088234603405,0.3217646920681
22,1-6216,8,18,1-6216,45,14,0,1,14.3635293841362,0.3191895418696933
23,1-9549,14,20,1-9549,18,5,0,2,5.7270587682724,0.3181699315706889
24,1-9115,4,8,1-9115,16,4,0,3,5.0905881524086,0.3181617595255375
25,1-6692,11,10,1-6692,71,16,0,18,22.5435289144516,0.3175144917528394
26,1-9630,3,18,1-9630,33,9,0,4,10.4541175365448,0.3167914405013575
27,1-9870,19,3,1-9870,27,6,0,7,8.5447056889534,0.3164705810723481
28,1-5891,3,14,1-5891,96,27,0,9,30.2717644572258,0.3153308797627687
29,1-9971,16,21,1-9971,15,4,0,2,4.7270587682724,0.31513725121816
30,1-3535,7,12,1-3535,315,84,0,40,98.541175365448,0.3128291281442794
31,1-5036,8,18,1-5036,14,4,0,1,4.3635293841362,0.3116806702954428
32,MLG42,21,9,MLG42,14,4,0,1,4.3635293841362,0.3116806702954428
33,MLG14,15,16,MLG14,232,65,0,20,72.270587682724,0.3115111538048448
34,1-3584,14,18,1-3584,26,7,0,3,8.0905881524086,0.3111764674003308
35,1-7441,6,7,1-7441,111,13,0,59,34.4482336640358,0.3103444474237459
36,1-9491,8,18,1-9491,80,20,0,13,24.7258819937706,0.3090735249221324
37,1-8084,6,7,1-8084,82,16,0,25,25.088234603405,0.3059540805293292
38,1-7770,12,6,1-7770,11,3,0,1,3.3635293841362,0.3057753985578363
39,1-5913,22,13,1-5913,14,1,0,9,4.2717644572258,0.3051260326589857
40,MLG59,3,14,MLG59,71,18,0,10,21.635293841362,0.3047224484698873
41,MLG11,11,10,MLG11,87,5,0,59,26.4482336640358,0.3040026857935149
42,1-4088,12,6,1-4088,30,0,0,25,9.088234603405,0.3029411534468333
43,1-9417,10,15,1-9417,76,15,0,22,22.9976464509964,0.302600611197321
44,1-3447,4,8,1-3447,110,27,0,17,33.1799995303154,0.3016363593665036
45,1-4682,19,3,1-4682,16,3,0,5,4.817646920681,0.3011029325425625
46,1-4929,4,8,1-4929,10,3,0,0,3.0,0.3
47,1-2545,2,5,1-2545,145,9,0,94,43.1717621088028,0.2977362904055365
48,1-6734,2,8,1-6734,44,8,0,14,13.0894113779068,0.2974866222251545
49,1-9333,8,18,1-9333,102,23,0,20,30.270587682724,0.2967704674776862
50,1-18563,4,8,1-18563,8,2,0,1,2.3635293841362,0.295441173017025
51,1-3104,16,21,1-3104,16,4,0,2,4.7270587682724,0.295441173017025
52,1-0001,6,7,1-0001,17,5,0,0,5.0,0.2941176470588235
53,1-4020,21,9,1-4020,37,9,0,5,10.817646920681,0.292368835694081
54,1-9938,10,7,1-9938,55,12,0,11,15.9988232254982,0.2908876950090581
55,1-11350,20,4,1-11350,100,20,0,25,29.088234603405,0.29088234603405
56,1-9394,15,16,1-9394,117,30,0,11,33.9988232254982,0.2905882326965658
57,1-8544,16,21,1-8544,54,4,0,32,15.632940292358398,0.2894988943029333
58,1-8095,12,6,1-8095,46,11,0,6,13.1811763048172,0.2865473109742869
59,1-4760,4,8,1-4760,40,10,0,4,11.4541175365448,0.28635293841362
60,MLG69,19,3,MLG69,576,54,0,302,163.7858740091324,0.2843504757102992
61,1-2034,14,20,1-2034,16,2,0,7,4.5447056889534,0.2840441055595875
62,1-6693,22,13,1-6693,98,18,0,27,27.8152933716774,0.2838295242007898
63,1-0292,9,19,1-0292,99,24,0,11,27.9988232254982,0.2828163962171535
64,1-3108,7,12,1-3108,18,4,0,3,5.0905881524086,0.2828104529115889
65,MLG32,14,20,MLG32,52,11,0,10,14.635293841362,0.2814479584877307
66,1-7004,17,11,1-7004,381,63,0,121,106.9870554804802,0.2808059198962734
67,MLG58,11,10,MLG58,71,14,0,16,19.8164701461792,0.2791052133264676
68,MLG75,23,2,MLG75,185,43,0,23,51.3611758351326,0.2776279774872032
69,MLG68,12,6,MLG68,642,72,0,292,178.1505801677704,0.2774931155261221
70,1-8551,6,7,1-8551,38,8,0,7,10.5447056889534,0.2774922549724579
71,MLG13,14,20,MLG13,140,33,0,16,38.8164701461792,0.2772605010441371
72,1-9518,11,10,1-9518,22,5,0,3,6.0905881524086,0.2768449160185727
73,1-7042,2,5,1-7042,117,8,0,66,31.9929393529892,0.2734439260939247
74,1-0358,23,2,1-0358,22,6,0,0,6.0,0.2727272727272727
75,1-5424,19,3,1-5424,5,1,0,1,1.3635293841362,0.27270587682724
76,MLG39,22,8,MLG39,23,4,0,6,6.1811763048172,0.2687467958616173
77,1-9887,20,4,1-9887,36,6,0,10,9.635293841362,0.2676470511489444
78,1-9739,4,8,1-9739,31,1,0,20,8.270587682723999,0.2667931510556128
79,MLG63,7,12,MLG63,380,81,0,54,100.6305867433548,0.2648173335351442
