Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
141,141,141,141,141,141,141,141,141,141,141,MLG45,20,9,MLG45,70,24,1,15,1024.6120036542416,14.637314337917736
4,4,4,4,4,4,4,4,4,4,4,1-6240,20,9,1-6240,698,77,1,143,1082.834434837103,1.5513387318583136
140,140,140,140,140,140,140,140,140,140,140,1-2294,4,6,1-2294,75,37,0,12,37.48960292339325,0.49986137231190997
463,463,463,463,463,463,463,463,463,463,463,1-1989,19,21,1-1989,46,21,0,3,21.122400730848312,0.45918262458365894
399,399,399,399,399,399,399,399,399,399,399,MLG60,15,6,MLG60,47,20,0,7,20.28560170531273,0.43160854692154743
131,131,131,131,131,131,131,131,131,131,131,1-9283,18,8,1-9283,235,95,0,72,97.9376175403595,0.41675581932067873
166,166,166,166,166,166,166,166,166,166,166,MLG40,14,11,MLG40,51,18,0,19,18.77520462870598,0.368141267229529
272,272,272,272,272,272,272,272,272,272,272,1-1570,12,7,1-1570,142,50,0,31,51.26480755209923,0.36101977149365655
416,416,416,416,416,416,416,416,416,416,416,1-18203,4,19,1-18203,29,10,0,0,10.0,0.3448275862068966
332,332,332,332,332,332,332,332,332,332,332,MLG78,20,9,MLG78,80,27,0,8,27.326401948928833,0.3415800243616104
483,483,483,483,483,483,483,483,483,483,483,1-9491,20,9,1-9491,80,25,0,30,26.224007308483124,0.32780009135603905
179,179,179,179,179,179,179,179,179,179,179,1-4052,7,19,1-4052,13,4,0,1,4.040800243616104,0.31083078797046954
346,346,346,346,346,346,346,346,346,346,346,MLG32,14,11,MLG32,52,15,0,23,15.938405603170395,0.3065078000609691
268,268,268,268,268,268,268,268,268,268,268,MLG44,14,11,MLG44,59,17,0,9,17.367202192544937,0.2943593591956769
143,143,143,143,143,143,143,143,143,143,143,1-8928,16,19,1-8928,39,11,0,7,11.285601705312729,0.2893744027003264
544,544,544,544,544,544,544,544,544,544,544,1-5799,8,22,1-5799,7,2,0,0,2.0,0.2857142857142857
305,305,305,305,305,305,305,305,305,305,305,1-7866,2,10,1-7866,318,85,0,114,89.65122777223587,0.2819220999126914
153,153,153,153,153,153,153,153,153,153,153,1-1350,20,9,1-1350,195,52,0,43,53.75441047549248,0.27566364346406397
217,217,217,217,217,217,217,217,217,217,217,1-9630,7,15,1-9630,33,9,0,2,9.081600487232208,0.27520001476461237
300,300,300,300,300,300,300,300,300,300,300,1-4020,17,4,1-4020,37,10,0,3,10.122400730848312,0.27357839813103546
426,426,426,426,426,426,426,426,426,426,426,1-4355,18,6,1-4355,49,13,0,5,13.20400121808052,0.2694694126138882
536,536,536,536,536,536,536,536,536,536,536,1-9971,18,6,1-9971,15,4,0,1,4.040800243616104,0.26938668290774026
253,253,253,253,253,253,253,253,253,253,253,1-4649,18,8,1-4649,244,63,0,48,64.958411693573,0.2662229987441516
345,345,345,345,345,345,345,345,345,345,345,1-1131,3,14,1-1131,138,35,0,34,36.38720828294754,0.2636754223401996
443,443,443,443,443,443,443,443,443,443,443,1-3447,8,22,1-3447,110,29,0,0,29.0,0.2636363636363636
562,562,562,562,562,562,562,562,562,562,562,1-0003,20,9,1-0003,17,4,0,10,4.408002436161041,0.2592942609506495
331,331,331,331,331,331,331,331,331,331,331,MLG75,15,6,MLG75,185,46,0,42,47.71361023187637,0.2579114066587912
124,124,124,124,124,124,124,124,124,124,124,1-8427,20,9,1-8427,189,45,0,90,48.67202192544937,0.2575239255314782
123,123,123,123,123,123,123,123,123,123,123,MLG55,1,5,MLG55,92,22,0,41,23.67280998826027,0.2573131520463073
270,270,270,270,270,270,270,270,270,270,270,1-1390,8,22,1-1390,98,25,0,0,25.0,0.25510204081632654
263,263,263,263,263,263,263,263,263,263,263,1-6927,14,11,1-6927,179,44,0,39,45.59120950102806,0.2546994944191512
128,128,128,128,128,128,128,128,128,128,128,1-19286,13,12,1-19286,40,10,0,4,10.163200974464417,0.2540800243616104
404,404,404,404,404,404,404,404,404,404,404,1-4682,16,2,1-4682,16,4,0,0,4.0,0.25
500,500,500,500,500,500,500,500,500,500,500,1-0292,17,4,1-0292,99,24,0,6,24.244801461696625,0.24489698446158206
161,161,161,161,161,161,161,161,161,161,161,MLG41,14,11,MLG41,66,15,0,23,15.938405603170395,0.24149099398743024
427,427,427,427,427,427,427,427,427,427,427,1-9379,8,22,1-9379,58,14,0,0,14.0,0.2413793103448276
327,327,327,327,327,327,327,327,327,327,327,P-16616,8,11,P-16616,28,6,0,12,6.4896029233932495,0.23177153297833034
384,384,384,384,384,384,384,384,384,384,384,1-9270,12,7,1-9270,128,28,0,35,29.428008526563644,0.22990631661377847
302,302,302,302,302,302,302,302,302,302,302,MLG51,13,12,MLG51,248,53,0,90,56.67202192544937,0.2285162174413281
27,27,27,27,27,27,27,27,27,27,27,1-18409,2,10,1-18409,22,5,0,0,5.0,0.22727272727272727
157,157,157,157,157,157,157,157,157,157,157,1-6061,4,19,1-6061,40,9,0,2,9.081600487232208,0.22704001218080522
558,558,558,558,558,558,558,558,558,558,558,1-0055,20,4,1-0055,18,4,0,2,4.081600487232208,0.22675558262401158
322,322,322,322,322,322,322,322,322,322,322,1-0296,18,8,1-0296,41,8,0,31,9.264807552099228,0.2259709159048592
398,398,398,398,398,398,398,398,398,398,398,1-0303,16,2,1-0303,212,46,0,42,47.71361023187637,0.22506419920696402
394,394,394,394,394,394,394,394,394,394,394,1-2423,3,14,1-2423,79,17,0,19,17.77520462870598,0.22500259023678454
251,251,251,251,251,251,251,251,251,251,251,1-7268,6,3,1-7268,70,15,0,18,15.734404385089874,0.2247772055012839
210,210,210,210,210,210,210,210,210,210,210,1-7842,13,12,1-7842,21,4,0,17,4.69360414147377,0.22350495911779858
396,396,396,396,396,396,396,396,396,396,396,1-9963,12,7,1-9963,116,25,0,21,25.856805115938187,0.22290349237877746
67,67,67,67,67,67,67,67,67,67,67,1-7481,18,8,1-7481,33,7,0,6,7.244801461696625,0.21953943823323105
498,498,498,498,498,498,498,498,498,498,498,1-19915,14,11,1-19915,62,13,0,13,13.530403167009354,0.21823230914531216
122,122,122,122,122,122,122,122,122,122,122,MLG42,20,21,MLG42,14,3,0,1,3.040800243616104,0.2172000174011503
311,311,311,311,311,311,311,311,311,311,311,1-20578,2,10,1-20578,19,4,0,3,4.122400730848312,0.21696845951833224
207,207,207,207,207,207,207,207,207,207,207,1-7058,12,7,1-7058,80,16,0,32,17.305607795715332,0.21632009744644165
191,191,191,191,191,191,191,191,191,191,191,1-8328,2,10,1-8328,114,24,0,12,24.48960292339325,0.21482107827537938
62,62,62,62,62,62,62,62,62,62,62,1-9818,3,14,1-9818,28,6,0,0,6.0,0.21428571428571427
489,489,489,489,489,489,489,489,489,489,489,1-9578,2,10,1-9578,42,9,0,0,9.0,0.21428571428571427
279,279,279,279,279,279,279,279,279,279,279,MLG43,1,22,MLG43,14,3,0,0,3.0,0.21428571428571427
97,97,97,97,97,97,97,97,97,97,97,1-9237,7,15,1-9237,38,8,0,1,8.040800243616104,0.21160000641095011
202,202,202,202,202,202,202,202,202,202,202,1-8988,4,19,1-8988,29,6,0,3,6.122400730848312,0.2111172665809763
324,324,324,324,324,324,324,324,324,324,324,1-6734,12,7,1-6734,44,9,0,7,9.285601705312729,0.2110364023934711
363,363,363,363,363,363,363,363,363,363,363,1-10785,12,7,1-10785,279,56,0,68,58.77441656589508,0.2106609912756096
499,499,499,499,499,499,499,499,499,499,499,1-8627,20,9,1-8627,25,5,0,6,5.244801461696625,0.209792058467865
340,340,340,340,340,340,340,340,340,340,340,1-3362,9,13,1-3362,117,24,0,13,24.530403167009354,0.2096615655299945
510,510,510,510,510,510,510,510,510,510,510,1-3206,2,10,1-3206,45,9,0,10,9.408002436161041,0.2090667208035787
485,485,485,485,485,485,485,485,485,485,485,1-5980,8,22,1-5980,29,6,0,0,6.0,0.20689655172413793
72,72,72,72,72,72,72,72,72,72,72,1-9614,18,8,1-9614,30,6,0,4,6.1632009744644165,0.2054400324821472
479,479,479,479,479,479,479,479,479,479,479,1-9286,4,19,1-9286,81,16,0,14,16.571203410625458,0.20458275815586985
259,259,259,259,259,259,259,259,259,259,259,1-3596,18,8,1-3596,223,43,0,61,45.48881486058235,0.20398571686359798
160,160,160,160,160,160,160,160,160,160,160,1-19813,15,6,1-19813,20,4,0,1,4.040800243616104,0.2020400121808052
535,535,535,535,535,535,535,535,535,535,535,1-5990,7,15,1-5990,5,1,0,0,1.0,0.2
543,543,543,543,543,543,543,543,543,543,543,1-5803,2,10,1-5803,15,3,0,0,3.0,0.2
221,221,221,221,221,221,221,221,221,221,221,1-8023,9,13,1-8023,16,3,0,4,3.1632009744644165,0.19770006090402603
473,473,473,473,473,473,473,473,473,473,473,1-9452,3,14,1-9452,16,3,0,4,3.1632009744644165,0.19770006090402603
149,149,149,149,149,149,149,149,149,149,149,MLG58,13,12,MLG58,71,13,0,24,13.979205846786499,0.19689022319417604
446,446,446,446,446,446,446,446,446,446,446,1-3534,9,13,1-3534,279,53,0,41,54.67280998826027,0.1959598924310404
353,353,353,353,353,353,353,353,353,353,353,MLG50,7,15,MLG50,319,61,0,33,62.346408039331436,0.19544328538975372
540,540,540,540,540,540,540,540,540,540,540,1-5413,3,14,1-5413,39,7,0,15,7.612003654241562,0.19517958087798876
405,405,405,405,405,405,405,405,405,405,405,1-3104,18,8,1-3104,16,3,0,3,3.1224007308483124,0.19515004567801952
273,273,273,273,273,273,273,273,273,273,273,1-3589,5,18,1-3589,27,5,0,5,5.204001218080521,0.1927407858548341
205,205,205,205,205,205,205,205,205,205,205,1-8018,16,2,1-8018,58,11,0,4,11.163200974464417,0.19246898231835202
93,93,93,93,93,93,93,93,93,93,93,1-20003,14,11,1-20003,21,4,0,1,4.040800243616104,0.19241905921981448
388,388,388,388,388,388,388,388,388,388,388,MLG49,13,12,MLG49,185,34,0,30,35.224007308483124,0.19040003950531417
501,501,501,501,501,501,501,501,501,501,501,1-18487,17,7,1-18487,23,4,0,9,4.367202192544937,0.18987835619760596
203,203,203,203,203,203,203,203,203,203,203,1-1250,18,8,1-1250,34,6,0,11,6.448802679777145,0.18967066705226898
206,206,206,206,206,206,206,206,206,206,206,1-9752,1,5,1-9752,22,4,0,4,4.1632009744644165,0.18923640793020075
246,246,246,246,246,246,246,246,246,246,246,MLG56,4,19,MLG56,511,92,0,95,95.87602314352989,0.18762431143547925
458,458,458,458,458,458,458,458,458,458,458,1-7182,20,9,1-7182,22,4,0,3,4.122400730848312,0.18738185140219601
525,525,525,525,525,525,525,525,525,525,525,1-3175,1,5,1-3175,6,1,0,3,1.1224007308483124,0.18706678847471872
504,504,504,504,504,504,504,504,504,504,504,1-5425,14,11,1-5425,17,3,0,4,3.1632009744644165,0.1860706455567304
367,367,367,367,367,367,367,367,367,367,367,1-8544,7,15,1-8544,54,10,0,0,10.0,0.18518518518518517
24,24,24,24,24,24,24,24,24,24,24,1-7140,16,2,1-7140,397,73,0,8,73.32640194892883,0.18470126435498446
552,552,552,552,552,552,552,552,552,552,552,MLG46,7,11,MLG46,17,3,0,3,3.1224007308483124,0.1836706312263713
241,241,241,241,241,241,241,241,241,241,241,1-19448,16,2,1-19448,45,8,0,5,8.20400121808052,0.18231113817956712
375,375,375,375,375,375,375,375,375,375,375,MLG14,3,14,MLG14,232,40,0,50,42.040012180805206,0.18120694905519485
459,459,459,459,459,459,459,459,459,459,459,1-2545,15,6,1-2545,145,25,0,26,26.060806334018707,0.17972969885530143
344,344,344,344,344,344,344,344,344,344,344,1-6035,11,1,1-6035,23,4,0,3,4.122400730848312,0.17923481438470923
