Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,1-3535,13,5,1-3535,315,46,0,86,79.68823754787445,0.2529785318980141
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,14,12,1-9283,235,53,0,16,59.267579078674316,0.25220246416457154
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,23,21,1-0292,99,21,0,10,24.917236924171448,0.25168926186031765
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,13,18,1-6647,62,10,0,14,15.484131693840027,0.24974405957806495
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,16,15,1-1608,307,54,0,55,75.54480308294296,0.24607427714313668
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,1-5043,5,6,1-5043,123,11,0,48,29.80273723602295,0.24229867671563374
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,17,14,MLG54,595,41,0,263,144.02333110570908,0.24205601866505727
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,1-19229,14,19,1-19229,38,6,0,8,9.133789539337158,0.24036288261413574
465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,1-5913,13,3,1-5913,14,1,0,6,3.3503421545028687,0.23931015389306204
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,20,10,MLG56,511,67,0,140,121.84131693840027,0.2384370194489242
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,11,13,MLG29,164,18,0,53,38.76135569810867,0.2363497298665163
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,9,20,1-9379,58,12,0,4,13.566894769668579,0.23391197878738929
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,5,6,1-3141,136,18,0,35,31.710329234600067,0.2331641855485299
552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,MLG46,22,23,MLG46,17,2,0,5,3.958618462085724,0.23285990953445435
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,5,6,1-1570,142,1,0,81,32.72961908578873,0.23049027525203328
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-1258,18,7,1-1258,435,53,0,118,99.22339570522308,0.22809976024189216
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,5,6,1-2103,26,2,0,10,5.917236924171448,0.2275860355450557
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,11,13,1-6098,1327,157,0,370,301.93776619434357,0.22753411167621973
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-9404,7,8,1-9404,100,10,0,32,22.535158157348633,0.22535158157348634
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,14,4,1-5980,29,3,0,9,6.525513231754303,0.2250176976467001
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,14,5,1-4682,16,2,0,4,3.566894769668579,0.2229309231042862
537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,6,14,1-4494,16,2,0,4,3.566894769668579,0.2229309231042862
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,1-1769,22,2,1-1769,89,19,0,2,19.78344738483429,0.22228592567229538
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,20,10,MLG50,319,45,0,66,70.85376369953156,0.22211211191075722
263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,1-6927,7,8,1-6927,179,20,0,50,39.58618462085724,0.2211518693902639
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1-8067,7,8,1-8067,322,34,0,93,70.43030339479446,0.21872765029439276
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,6,17,1-9491,80,13,0,11,17.308960616588593,0.21636200770735742
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,11,18,1-18709,33,4,0,8,7.133789539337158,0.2161754405859745
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,20,10,MLG52,125,16,0,28,26.968263387680054,0.21574610710144043
218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,1-9416,16,1,1-9416,13,2,0,2,2.7834473848342896,0.21411133729494536
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,1-1224,3,11,1-1224,151,20,0,31,32.14343446493149,0.21287042692007607
453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,1-8397,5,15,1-8397,51,3,0,20,10.834473848342896,0.21244066369299794
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,10,19,MLG51,248,37,0,39,52.277224004268646,0.21079525808172841
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,15,16,1-18558,307,41,0,60,64.50342154502869,0.21010886496752015
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,9,20,MLG78,80,14,0,7,16.742065846920013,0.20927582308650017
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,11,13,1-6693,98,15,0,14,20.484131693840027,0.20902175197795947
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,3,11,1-7807,239,28,0,56,49.93652677536011,0.2089394425747285
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,1-8646,2,17,1-8646,20,3,0,3,4.175171077251434,0.20875855386257172
468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,1-6228,4,17,1-6228,48,10,0,0,10.0,0.20833333333333334
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1-9892,10,19,1-9892,22,3,0,4,4.566894769668579,0.20758612589402634
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,22,19,1-7530,25,4,0,3,5.175171077251434,0.20700684309005737
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,1-7845,6,3,1-7845,36,3,0,11,7.3089606165885925,0.20302668379412758
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,1-19547,3,4,1-19547,66,7,0,16,13.267579078674316,0.20102392543445935
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,1-8018,14,12,1-8018,58,10,0,4,11.566894769668579,0.19942922016669964
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,13,15,1-7268,70,10,0,10,13.917236924171448,0.1988176703453064
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,12,9,MLG57,629,83,0,107,124.91443508863449,0.19859210665919633
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,5,6,1-9270,128,7,0,47,25.411013543605804,0.19852354330942035
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,14,18,1-9452,16,2,0,3,3.1751710772514343,0.19844819232821465
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,16,15,1-1770,35,3,0,10,6.917236924171448,0.19763534069061278
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-8267,3,11,1-8267,133,7,0,49,26.194460928440094,0.19695083404842176
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,1,18,MLG14,232,26,0,49,45.194460928440094,0.19480371089844867
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,16,15,1-6240,698,62,0,188,135.64405417442322,0.19433245583728254
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,23,21,MLG30,208,29,0,29,40.3599870800972,0.19403839942354423
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,7,8,1-4319,163,14,0,45,31.627566158771515,0.19403414821332218
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,6,17,MLG02,320,35,0,68,61.637211084365845,0.19261628463864328
456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,1-8186,14,12,1-8186,26,5,0,0,5.0,0.19230769230769232
340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,1-3362,3,11,1-3362,117,15,0,19,22.44275015592575,0.1918183774010748
446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,1-3534,3,11,1-3534,279,42,0,29,53.3599870800972,0.191254433978843
517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,1-18028,2,3,1-18028,309,12,0,119,58.61511939764023,0.1896929430344344
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,1-4649,17,14,1-4649,244,36,0,26,46.184816002845764,0.18928203279854822
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-9394,9,20,1-9394,117,19,0,8,22.133789539337158,0.18917768837040305
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1-9674,7,8,1-9674,144,10,0,44,27.23584246635437,0.1891377949052387
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,16,20,72-12171,19,2,0,4,3.566894769668579,0.18773130366676732
495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,MLG08,20,10,MLG08,107,9,0,28,19.968263387680054,0.18661928399700986
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,23,21,1-3509,35,3,0,9,6.525513231754303,0.1864432351929801
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,1-7496,3,11,1-7496,246,34,0,30,45.75171077251434,0.18598256411591196
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,10,15,1-10539,63,8,0,9,11.525513231754303,0.18294465447229052
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,15,16,1-3523,543,64,0,90,99.25513231754303,0.18279029892733523
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,5,6,1-8421,109,6,0,35,19.710329234600067,0.18082870857431255
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,14,6,1-7744,37,0,0,17,6.659302771091461,0.1799811559754449
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,10,2,1-0027,29,4,0,3,5.175171077251434,0.17845417507763567
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,1-5413,1,23,1-5413,39,5,0,5,6.958618462085724,0.17842611441245446
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,3,11,1-17907,119,13,0,21,21.22619754076004,0.17837140790554656
511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,1-9697,19,6,1-9697,20,2,0,4,3.566894769668579,0.17834473848342897
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,5,6,1-0129,142,9,0,41,25.060671389102936,0.17648360133171082
459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,1-2545,15,16,1-2545,145,9,0,42,25.45239508152008,0.1755337591828971
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,19,23,1-6692,71,3,0,24,12.401368618011475,0.17466716363396442
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1-1833,12,4,1-1833,124,4,0,45,21.627566158771515,0.1744158561191251
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,9,20,MLG15,105,14,0,11,18.308960616588593,0.17437105349131993
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,1-2335,19,23,1-2335,145,10,0,39,25.277224004268646,0.17432568278805963
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,MLG39,10,24,MLG39,23,4,0,0,4.0,0.17391304347826086
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,1-7004,10,19,1-7004,381,44,0,56,65.93652677536011,0.17306175006656196
279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,MLG43,9,15,MLG43,14,2,0,1,2.3917236924171448,0.17083740660122462
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,MLG42,19,12,MLG42,14,2,0,1,2.3917236924171448,0.17083740660122462
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,21,4,MLG48,159,18,0,23,27.00964492559433,0.16987198066411527
547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,MLG67,23,21,MLG67,27,3,0,4,4.566894769668579,0.1691442507284659
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,23,21,1-6878,167,7,0,54,28.153079390525818,0.16858131371572346
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,1,18,1-4640,87,8,0,17,14.659302771091461,0.16849773300105128
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,21,6,1-9630,33,2,0,9,5.525513231754303,0.16743979490164554
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,10,10,1-7058,80,11,0,6,13.350342154502869,0.16687927693128585
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,1-6611,1,18,1-6611,89,5,0,25,14.79309231042862,0.1662145203418946
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,6,17,1-0008,230,27,0,28,37.968263387680054,0.16507940603339155
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,18,8,1-9938,55,2,0,18,9.051026463508606,0.1645641175183383
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,22,2,1-9333,102,16,0,2,16.78344738483429,0.16454360181210087
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,17,14,1-18487,23,3,0,2,3.7834473848342896,0.16449771238409955
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,9,20,1-4760,40,5,0,4,6.566894769668579,0.16417236924171447
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,2,3,1-5775,244,21,0,48,39.80273723602295,0.1631259722787826
328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,1-9497,11,13,1-9497,150,9,0,39,24.277224004268646,0.16184816002845764
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,10,19,1-8427,189,11,0,50,30.58618462085724,0.16183166466062032
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,11,13,1-1005,125,11,0,23,20.00964492559433,0.16007715940475464
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,11,13,1-0053,142,10,0,32,22.535158157348633,0.15869829688273684
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,11,13,1-5002,45,4,0,8,7.133789539337158,0.15852865642971462
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,9,20,MLG38,77,11,0,3,12.175171077251434,0.15811910489936928
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,1,18,1-5355,53,6,0,6,8.350342154502869,0.1575536255566579
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,1-5515,3,5,1-5515,29,3,0,4,4.566894769668579,0.1574791299885717
