Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,1-5163,21,4,1-5163,16,2,0,3,3.3061147332191467,0.20663217082619667
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,19,22,1-9491,80,13,0,8,16.482972621917725,0.20603715777397155
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,19,22,MLG60,47,7,0,6,9.612229466438293,0.20451552056251687
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,1-8988,5,8,1-8988,29,2,0,9,5.91834419965744,0.20408083447094622
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,1-7341,5,8,1-7341,110,15,0,17,22.401316821575165,0.2036483347415924
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,17,6,1-6240,698,86,0,128,141.7275619506836,0.203048083023902
495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,MLG08,22,9,MLG08,107,3,0,43,21.72097784280777,0.2029997929234371
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-9404,18,11,1-9404,100,11,0,21,20.142803132534027,0.20142803132534026
312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,1-3108,6,15,1-3108,18,1,0,6,3.6122294664382935,0.20067941480212742
276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,1-9495,10,7,1-9495,18,1,0,6,3.6122294664382935,0.20067941480212742
520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,4,18,1-2034,16,1,0,5,3.176857888698578,0.19855361804366112
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,12,5,1-18558,307,50,0,25,60.88428944349289,0.19832016105372277
358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-9831,18,11,1-9831,132,17,0,21,26.142803132534027,0.19805153888283353
469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,1-8578,4,18,1-8578,11,0,0,5,2.176857888698578,0.19789617169987073
219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,1-5653,2,20,1-5653,11,0,0,5,2.176857888698578,0.19789617169987073
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-4417,5,8,1-4417,151,10,0,45,29.5917209982872,0.1959716622403126
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,MLG42,9,17,MLG42,14,1,0,4,2.7414863109588623,0.19582045078277588
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,8,1,1-4640,87,10,0,16,16.96594524383545,0.19501086487167182
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,1-10451,12,5,1-10451,46,2,0,16,8.96594524383545,0.1949118531268576
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,1-5214,21,4,1-5214,40,3,0,11,7.789087355136871,0.19472718387842178
329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,1-1317,18,11,1-1317,414,43,0,84,79.57121253013611,0.19220099644960412
371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-1580,13,3,1-1580,400,20,0,130,76.59830510616302,0.19149576276540756
420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,1-8172,2,20,1-8172,40,1,0,15,7.530573666095734,0.18826434165239334
528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,1-6718,7,10,1-6718,20,2,0,4,3.7414863109588623,0.18707431554794313
125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,1-8622,21,4,1-8622,54,4,0,14,10.095202088356018,0.18694818682140774
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,1-4649,15,14,1-4649,244,36,0,22,45.57817471027374,0.18679579799292517
452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,1-8529,14,21,1-8529,56,0,0,24,10.448917865753174,0.18658781903130667
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,1-2573,11,13,1-2573,37,2,0,11,6.789087355136871,0.18348884743613167
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,17,6,MLG52,125,12,0,25,22.88428944349289,0.18307431554794312
475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,1-18234,19,22,1-18234,43,7,0,2,7.870743155479431,0.18304053849952165
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1-5626,6,15,1-5626,125,15,0,18,22.83668839931488,0.18269350719451904
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,10,7,1-4760,40,6,0,3,7.306114733219147,0.18265286833047867
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,12,5,MLG69,576,76,0,67,105.16989570856094,0.1825866244940294
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,22,9,1-1131,138,12,0,30,25.061147332191467,0.18160251689993817
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,17,6,1-5891,96,13,0,10,17.353715777397156,0.18076787268122038
413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,1-8314,18,11,1-8314,36,3,0,8,6.482972621917725,0.1800825728310479
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,1-8023,8,1,1-8023,16,2,0,2,2.870743155479431,0.17942144721746445
334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,1-20641,4,18,1-20641,16,2,0,2,2.870743155479431,0.17942144721746445
405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,1-3104,21,4,1-3104,16,2,0,2,2.870743155479431,0.17942144721746445
213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,1-18563,7,10,1-18563,8,1,0,1,1.4353715777397156,0.17942144721746445
554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,1-10444,6,15,1-10444,8,1,0,1,1.4353715777397156,0.17942144721746445
238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,1-9855,2,20,1-9855,8,1,0,1,1.4353715777397156,0.17942144721746445
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1-4634,4,18,1-4634,48,6,0,6,8.612229466438293,0.17942144721746445
537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,1,23,1-4494,16,2,0,2,2.870743155479431,0.17942144721746445
347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,1-8188,16,17,1-8188,140,19,0,14,25.095202088356018,0.17925144348825728
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,1-9650,13,9,1-9650,25,4,0,1,4.435371577739716,0.17741486310958862
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,1-20467,7,10,1-20467,13,1,0,3,2.3061147332191467,0.17739344101685744
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,14,21,1-6647,62,4,0,16,10.96594524383545,0.1768700845779911
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,1-1015,8,1,1-1015,155,3,0,56,27.380808353424072,0.17665037647370369
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,1-0358,3,23,1-0358,22,3,0,2,3.870743155479431,0.1759428707036105
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,21,4,1-9286,81,12,0,5,14.176857888698578,0.1750229368975133
431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,1-7614,13,3,1-7614,72,3,0,22,12.578174710273743,0.1746968709760242
455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,1-17790,10,11,1-17790,5,0,0,2,0.8707431554794312,0.17414863109588624
287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,1-9836,6,15,1-9836,5,0,0,2,0.8707431554794312,0.17414863109588624
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,4,18,1-6693,98,7,0,23,17.01354628801346,0.1736076151838108
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-9768,7,10,1-9768,241,34,0,18,41.83668839931488,0.17359621742454306
529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,1-6217,18,11,1-6217,44,5,0,6,7.6122294664382935,0.17300521514632486
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,22,9,1-7140,397,48,0,47,68.46246415376663,0.1724495318734676
464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,1-10060,10,21,1-10060,36,4,0,5,6.176857888698578,0.1715793857971827
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,2,20,1-9452,16,1,0,4,2.7414863109588623,0.1713428944349289
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,5,8,MLG30,208,19,0,38,35.54411995410919,0.17088519208706343
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1-9805,6,15,1-9805,26,4,0,1,4.435371577739716,0.1705912145284506
401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,1-7204,21,4,1-7204,26,4,0,1,4.435371577739716,0.1705912145284506
513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,1-8094,10,7,1-8094,58,9,0,2,9.870743155479431,0.17018522681861087
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1-9722,2,20,1-9722,22,2,0,4,3.7414863109588623,0.17006755958903919
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,1-1207,9,16,1-1207,66,6,0,12,11.224458932876587,0.17006755958903919
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,2,20,1-9630,33,3,0,6,5.6122294664382935,0.17006755958903919
438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,MLG10,16,17,MLG10,60,8,0,5,10.176857888698578,0.1696142981449763
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,19,22,1-0303,212,30,0,13,35.6598305106163,0.16820674769158633
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-3068,8,1,1-3068,180,21,0,21,30.142803132534027,0.16746001740296682
289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,1-1592,2,20,1-1592,32,1,0,10,5.353715777397156,0.16730361804366112
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,1-8659,12,5,1-8659,91,10,0,12,15.224458932876587,0.16730174651512733
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1-8418,13,3,1-8418,46,2,0,13,7.6598305106163025,0.16651805457861527
468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,1-6228,11,3,1-6228,48,1,0,16,7.965945243835449,0.16595719257990518
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,1-1972,15,14,1-1972,32,4,0,3,5.306114733219147,0.16581608541309834
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,1-0205,22,9,1-0205,34,3,0,6,5.6122294664382935,0.16506557254230275
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,1-9870,17,6,1-9870,27,4,0,1,4.435371577739716,0.16427302139776725
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,1-10071,4,18,1-10071,30,1,0,9,4.91834419965744,0.163944806655248
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,4,18,1-5980,29,3,0,4,4.741486310958862,0.1634995279640987
142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,P-16454,2,20,P-16454,8,0,0,3,1.3061147332191467,0.16326434165239334
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-8042,17,6,1-8042,52,5,0,8,8.482972621917725,0.16313408888303316
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,13,3,1-7866,318,28,0,54,51.51006519794464,0.16198133710045484
392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,1-9609,4,18,1-9609,25,1,0,7,4.047601044178009,0.16190404176712037
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9808,5,8,1-9808,74,5,0,16,11.96594524383545,0.1617019627545331
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,1-8820,2,20,1-8820,83,6,0,17,13.401316821575165,0.16146164845271282
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,MLG17,2,20,MLG17,153,2,0,52,24.63932204246521,0.16104132053898831
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,3,23,1-9379,58,8,0,3,9.306114733219147,0.16045025402101978
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,1-5172,6,15,1-5172,120,7,0,28,19.190404176712036,0.15992003480593364
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,17,6,1-9283,235,24,0,31,37.49651890993118,0.15955965493587737
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,4,18,1-6098,1327,119,0,213,211.73414605855942,0.15955851247819097
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,19,22,1-10539,63,7,0,7,10.047601044178009,0.1594857308599684
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,4,18,MLG33,20,1,0,5,3.176857888698578,0.15884289443492888
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7770,9,16,1-7770,11,0,0,4,1.7414863109588623,0.15831693735989658
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,21,4,MLG63,380,41,0,44,60.156349420547485,0.15830618268565128
425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,1-6006,1,2,1-6006,57,9,0,0,9.0,0.15789473684210525
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,1-9156,14,21,1-9156,268,34,0,19,42.272059977054596,0.15773156707856192
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,1-7842,2,20,1-7842,21,2,0,3,3.3061147332191467,0.15743403491519747
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,12,5,MLG62,525,18,0,148,82.4349935054779,0.15701903524852934
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-9946,6,15,1-9946,12,1,0,2,1.8707431554794312,0.15589526295661926
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,1-1827,14,21,1-1827,24,2,0,4,3.7414863109588623,0.15589526295661926
428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,1-2701,17,6,1-2701,61,9,0,1,9.435371577739716,0.15467822258589697
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,2,20,MLG75,185,15,0,31,28.496518909931183,0.15403523735097938
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,2,20,1-5803,15,1,0,3,2.3061147332191467,0.15374098221460977
524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,1-9338,18,11,1-9338,29,4,0,1,4.435371577739716,0.15294384750826606
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,MLG06,2,20,MLG06,18,1,0,4,2.7414863109588623,0.15230479505327013
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,5,8,MLG02,320,19,0,68,48.60526728630066,0.15189146026968955
376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,1-7874,6,15,1-7874,258,28,0,24,38.448917865753174,0.14902681343315183
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,7,10,1-8928,39,4,0,4,5.741486310958862,0.1472175977168939
233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,MLG07,11,13,MLG07,90,4,0,21,13.142803132534027,0.14603114591704475
178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,1-7525,2,20,1-7525,6,0,0,2,0.8707431554794312,0.14512385924657187
490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,1-3551,4,18,1-3551,6,0,0,2,0.8707431554794312,0.14512385924657187
559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,1-5914,1,2,1-5914,3,0,0,1,0.4353715777397156,0.14512385924657187
496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,1-3176,12,5,1-3176,3,0,0,1,0.4353715777397156,0.14512385924657187
169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,1-9606,4,18,1-9606,16,1,0,3,2.3061147332191467,0.14413217082619667
451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,1-4098,5,8,1-4098,16,1,0,3,2.3061147332191467,0.14413217082619667
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,1,18,1-0027,29,2,0,5,4.176857888698578,0.14402958236891647
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,1-9553,9,16,1-9553,23,2,0,3,3.3061147332191467,0.14374411883561508
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,3,23,1-18487,23,2,0,3,3.3061147332191467,0.14374411883561508
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,1-0033,16,17,1-0033,10,1,0,1,1.4353715777397156,0.14353715777397155
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,14,21,1-7058,80,10,0,3,11.306114733219147,0.14132643416523932
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,4,18,MLG44,59,3,0,12,8.224458932876587,0.13939760903180656
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,8,1,1-0272,111,11,0,10,15.353715777397156,0.13832176376033473
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,1-9995,5,21,1-9995,24,2,0,3,3.3061147332191467,0.1377547805507978
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,5,8,1-6296,254,18,0,39,34.97949153184891,0.13771453358995633
482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,1-4390,2,20,1-4390,45,4,0,5,6.176857888698578,0.13726350863774617
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,1-18409,16,17,1-18409,22,3,0,0,3.0,0.13636363636363635
458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,1-7182,1,2,1-7182,22,3,0,0,3.0,0.13636363636363635
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,1-5508,12,5,1-5508,38,3,0,5,5.176857888698578,0.1362331023341731
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,8,1,1-1204,39,4,0,3,5.306114733219147,0.13605422392869607
180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,1-0037,6,15,1-0037,35,3,0,4,4.741486310958862,0.1354710374559675
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,1-8576,1,2,1-8576,55,7,0,1,7.435371577739716,0.1351885741407221
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,8,1,1-17907,119,6,0,23,16.01354628801346,0.13456761586565932
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,15,20,1-4052,13,0,0,4,1.7414863109588623,0.13396048545837402
265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,1-11330,3,23,1-11330,14,1,0,2,1.8707431554794312,0.13362451110567367
340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,1-3362,8,1,1-3362,117,6,0,22,15.578174710273743,0.13314679239550206
288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,1-8590,13,3,1-8590,24,1,0,5,3.176857888698578,0.13236907869577408
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,1-10038,9,16,1-10038,76,7,0,7,10.047601044178009,0.13220527689707906
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,1-7845,19,5,1-7845,36,3,0,4,4.741486310958862,0.13170795308219063
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,5,8,1-7744,37,4,0,2,4.870743155479431,0.1316417069048495
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,17,6,1-3083,78,4,0,14,10.095202088356018,0.12942566779943612
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,2,20,1-19286,40,3,0,5,5.176857888698578,0.12942144721746446
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,17,6,1-8427,189,14,0,24,24.448917865753174,0.12935935378705382
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,1-9110,5,8,1-9110,29,2,0,4,3.7414863109588623,0.12901676934340905
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,2,20,MLG58,71,3,0,14,9.095202088356018,0.12810143786416928
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1-5549,1,2,1-5549,35,4,0,1,4.435371577739716,0.12672490222113472
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,5,8,1-3106,34,3,0,3,4.306114733219147,0.12665043332997492
408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,MLG53,9,16,MLG53,91,4,0,17,11.401316821575165,0.12528919584148532
523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,1-9861,7,10,1-9861,8,1,0,0,1.0,0.125
186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,72-11994,6,15,72-11994,8,1,0,0,1.0,0.125
147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,1-17657,4,18,1-17657,8,1,0,0,1.0,0.125
424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,1-4700,8,1,1-4700,31,3,0,2,3.870743155479431,0.12486268243482036
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,8,1,1-3587,46,4,0,4,5.741486310958862,0.12481491980345352
536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,1-9971,12,5,1-9971,15,1,0,2,1.8707431554794312,0.12471621036529541
516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,1-5036,15,8,1-5036,14,0,0,4,1.7414863109588623,0.12439187935420445
446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,1-3534,8,1,1-3534,279,13,0,49,34.33320730924606,0.1230580907141436
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,19,22,MLG55,92,6,0,12,11.224458932876587,0.12200498840083247
445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,1-6538,12,5,1-6538,44,1,0,10,5.353715777397156,0.12167535857720808
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,8,1,1-7807,239,19,0,23,29.01354628801346,0.12139559116323623
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1-18603,2,20,1-18603,19,1,0,3,2.3061147332191467,0.12137445964311298
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,1-19547,11,13,1-19547,66,1,0,16,7.965945243835449,0.12069614005811287
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,2,20,MLG32,52,1,0,12,6.224458932876587,0.11970113332454975
477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,1-9055,13,3,1-9055,12,1,0,1,1.4353715777397156,0.1196142981449763
534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1-9457,2,20,1-9457,11,0,0,3,1.3061147332191467,0.11873770301992242
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,3,23,1-1005,125,3,0,27,14.75503259897232,0.11804026079177857
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1-7536,12,5,1-7536,17,2,0,0,2.0,0.11764705882352941
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,13,23,1-3639,17,2,0,0,2.0,0.11764705882352941
542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,1-1191,8,1,1-1191,53,4,0,5,6.176857888698578,0.1165444884660109
410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,MLG12,5,8,MLG12,146,13,0,9,16.91834419965744,0.1158790698606674
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,1-20047,7,10,1-20047,20,1,0,3,2.3061147332191467,0.11530573666095734
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,14,21,1-1183,45,3,0,5,5.176857888698578,0.11504128641552396
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,1-7496,8,1,1-7496,246,8,0,46,28.027092576026917,0.11393127063425576
515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,1-6531,7,10,1-6531,27,3,0,0,3.0,0.1111111111111111
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,3,23,1-6532,27,3,0,0,3.0,0.1111111111111111
341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,1-0031,12,5,1-0031,13,1,0,1,1.4353715777397156,0.11041319828767043
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,1-4088,4,18,1-4088,30,2,0,3,3.3061147332191467,0.11020382444063823
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-8181,7,10,1-8181,30,2,0,3,3.3061147332191467,0.11020382444063823
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,1-9733,3,23,1-9733,4,0,0,1,0.4353715777397156,0.1088428944349289
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1-4499,2,20,1-4499,12,0,0,3,1.3061147332191467,0.1088428944349289
