Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-9394,19,7,1-9394,117,44,0,68,111.16348147392273,0.9501152262728438
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,19,7,MLG15,105,28,0,57,84.29880064725876,0.8028457204500834
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,17,14,1-1390,98,45,0,32,76.60634422302246,0.7816973900308415
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,4,12,1-2294,75,46,0,11,56.86468082666397,0.7581957443555196
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,8,10,1-9283,235,25,0,154,177.1055315732956,0.7536405598863642
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,1,9,MLG55,92,29,0,39,67.52023202180862,0.7339155654544416
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,7,17,1-0296,41,20,0,10,29.87698256969452,0.7287068919437688
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,3,6,1-7807,239,101,0,74,174.08967101573944,0.7284086653378219
233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,MLG07,8,10,MLG07,90,63,0,2,64.9753965139389,0.7219488501548768
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,6,2,1-0008,230,154,0,2,155.9753965139389,0.6781538978866909
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,9,11,1-6980,128,49,0,35,83.56943899393082,0.6528862421400845
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,1-9610,4,12,1-9610,49,18,0,14,31.827775597572327,0.6495464407667821
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,1,9,MLG41,66,30,0,13,42.840077340602875,0.6490920809182253
443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,22,8,1-3447,110,17,0,54,70.3357058763504,0.6394155079668219
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,1,9,1-0303,212,49,0,86,133.94205009937286,0.6318021231102493
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,9,4,1-19286,40,8,0,17,24.790870368480682,0.6197717592120171
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,4,12,1-1183,45,4,0,24,27.704758167266846,0.6156612926059299
517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,1-18028,12,3,1-18028,309,186,0,4,189.9507930278778,0.6147274855271126
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,8,10,1-8427,189,12,0,105,115.70831698179245,0.6122133173639812
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,17,14,1-6858,23,1,0,13,13.840077340602875,0.6017424930696902
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,19,7,1-5002,45,15,0,12,26.852379083633423,0.5967195351918538
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,15,13,MLG44,59,7,0,28,34.65555119514465,0.5873822236465196
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,4,12,1-7024,498,70,0,222,289.2690130472183,0.5808614719823662
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,13,11,1-20578,19,7,0,4,10.950793027877808,0.5763575277830425
544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,1-5799,7,3,1-5799,7,2,0,2,3.975396513938904,0.5679137877055577
298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,1-7019,4,12,1-7019,107,8,0,53,60.34800761938095,0.5640000712091677
520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,3,13,1-2034,16,2,0,7,8.913887798786163,0.5571179874241352
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,4,12,1-7863,351,47,0,145,190.21624726057053,0.5419266303719958
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,1-5413,2,3,1-5413,39,13,0,8,20.901586055755615,0.5359381039937338
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,9,4,1-18558,307,23,0,142,163.25315248966217,0.5317692263506911
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,4,12,1-6647,62,13,0,20,32.75396513938904,0.5282897603127265
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,12,3,MLG45,70,21,0,16,36.80317211151123,0.5257596015930176
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,8,10,1-7268,70,7,0,30,36.63094770908356,0.5232992529869079
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,17,14,MLG62,525,31,0,246,273.97377121448517,0.521854802313305
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,19,7,1-11350,100,47,0,5,51.93849128484726,0.5193849128484725
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,2,6,1-7530,25,2,0,11,12.864680826663971,0.5145872330665588
320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,MLG13,17,14,MLG13,140,50,0,22,71.72936165332794,0.5123525832380568
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,14,11,1-9270,128,31,0,34,64.58174073696136,0.5045448495075107
