Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,MLG40,7,MLG40,3,51,11,1,13,1023.2506247758865,20.063737740703658
168,168,168,168,168,168,168,MLG45,5,MLG45,5,70,17,1,16,1032.0776920318604,14.743967029026576
9,9,9,9,9,9,9,1-3523,7,1-3523,3,543,95,1,147,1233.526295542717,2.271687468771118
8,8,8,8,8,8,8,1-10468,5,1-10468,5,549,62,1,151,1204.295718550682,2.1936169736806597
171,171,171,171,171,171,171,1-9645,13,1-9645,9,69,57,0,5,61.71177875995636,0.8943736052167588
211,211,211,211,211,211,211,1-8042,2,1-8042,19,52,13,0,23,34.674182295799255,0.6668111979961395
256,256,256,256,256,256,256,1-0296,7,1-0296,3,41,5,0,23,26.674182295799255,0.6505898120926648
85,85,85,85,85,85,85,1-1131,14,1-1131,12,138,27,0,65,88.25312387943268,0.6395153904306716
66,66,66,66,66,66,66,MLG48,4,MLG48,6,159,13,0,93,100.6390849351883,0.6329502197181653
239,239,239,239,239,239,239,1-5002,3,1-5002,7,45,7,0,22,27.731826543807983,0.6162628120846219
295,295,295,295,295,295,295,1-1942,9,1-1942,1,34,3,0,18,19.962403535842896,0.5871295157600852
28,28,28,28,28,28,28,1-7005,9,1-7005,1,285,3,0,171,164.1428335905075,0.5759397669842369
81,81,81,81,81,81,81,1-7682,15,1-7682,11,141,27,0,56,79.77192211151123,0.5657583128475974
22,22,22,22,22,22,22,MLG50,18,MLG50,15,319,43,0,144,178.69922828674316,0.5601856686104801
17,17,17,17,17,17,17,1-7004,11,1-7004,8,381,9,0,211,207.8370636701584,0.5455041041211506
12,12,12,12,12,12,12,1-7024,12,1-7024,9,498,99,0,183,271.45110261440277,0.5450825353702867
165,165,165,165,165,165,165,MLG59,5,MLG59,5,71,18,0,21,37.78947079181671,0.5322460674903762
101,101,101,101,101,101,101,1-18371,13,1-18371,10,120,10,0,56,62.77192211151123,0.5230993509292603
56,56,56,56,56,56,56,1-8427,15,1-8427,11,189,9,0,95,98.52379643917084,0.5212899282495812
203,203,203,203,203,203,203,1-9938,12,1-9938,6,55,26,0,2,27.884711503982544,0.5069947546178645
143,143,143,143,143,143,143,1-9286,15,1-9286,11,81,9,0,34,41.04009556770325,0.5066678465148549
112,112,112,112,112,112,112,1-3447,6,1-3447,4,110,36,0,20,54.84711503982544,0.4986101367256858
19,19,19,19,19,19,19,1-7863,17,1-7863,14,351,18,0,165,173.48869907855988,0.494269797944615
54,54,54,54,54,54,54,1-1350,15,1-1350,11,195,36,0,64,96.3107681274414,0.49390137501252
323,323,323,323,323,323,323,1-13247,11,1-13247,8,29,1,0,14,14.192980527877808,0.4894131216509589
23,23,23,23,23,23,23,1-7866,7,1-7866,3,318,28,0,134,154.27567076683044,0.4851436187636177
73,73,73,73,73,73,73,MLG12,14,MLG12,12,146,66,0,5,70.71177875995636,0.484327251780523
30,30,30,30,30,30,30,1-10785,17,1-10785,14,279,29,0,112,134.54384422302246,0.4822360007993637
41,41,41,41,41,41,41,1-9283,15,1-9283,11,235,19,0,99,112.29321944713593,0.477843487009089
146,146,146,146,146,146,146,MLG78,18,MLG78,15,80,17,0,22,37.73182654380798,0.4716478317975998
280,280,280,280,280,280,280,1-8314,19,1-8314,15,36,0,0,18,16.962403535842896,0.471177875995636
5,5,5,5,5,5,5,MLG57,19,MLG57,16,629,119,0,186,294.2781698703766,0.46785082650298343
358,358,358,358,358,358,358,1-8627,4,1-8627,11,25,6,0,6,11.654134511947632,0.4661653804779053
150,150,150,150,150,150,150,1-3083,7,1-3083,3,78,7,0,31,36.21302831172943,0.4642695937401209
89,89,89,89,89,89,89,1-9831,4,1-9831,5,132,45,0,17,61.02004778385162,0.4622730892716032
217,217,217,217,217,217,217,1-9770,13,1-9770,10,50,3,0,21,22.78947079181671,0.45578941583633426
242,242,242,242,242,242,242,1-3206,16,1-3206,13,45,11,0,10,20.42355751991272,0.45385683377583824
34,34,34,34,34,34,34,MLG51,19,MLG51,16,248,70,0,45,112.40600883960724,0.4532500356435776
31,31,31,31,31,31,31,1-9156,13,1-9156,10,268,30,0,96,120.46615219116211,0.44950056787747056
182,182,182,182,182,182,182,1-6647,8,1-6647,9,62,18,0,10,27.42355751991272,0.44231544386956
195,195,195,195,195,195,195,1-9379,12,1-9379,9,58,20,0,6,25.654134511947632,0.4423126639990971
109,109,109,109,109,109,109,1-7441,17,1-7441,14,111,10,0,41,48.63658583164215,0.4381674399247041
247,247,247,247,247,247,247,1-6734,4,1-6734,14,44,6,0,14,19.192980527877808,0.4362041029063138
70,70,70,70,70,70,70,1-1224,19,1-1224,16,151,12,0,57,65.7142778635025,0.43519389313577816
64,64,64,64,64,64,64,MLG29,3,MLG29,7,164,22,0,52,71.00249910354614,0.4329420677045496
103,103,103,103,103,103,103,1-3362,11,1-3362,8,117,7,0,46,50.34836459159851,0.43032790249229497
441,441,441,441,441,441,441,1-9997,3,1-9997,7,16,3,0,4,6.769423007965088,0.423088937997818
228,228,228,228,228,228,228,MLG60,8,MLG60,2,47,16,0,4,19.769423007965088,0.4206260214460657
435,435,435,435,435,435,435,1-4494,15,1-4494,12,16,1,0,6,6.654134511947632,0.415883406996727
