Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
123,123,123,MLG55,5,11,MLG55,92,11,1,24,1030.1537404060364,11.197323265283003
153,153,153,1-1350,12,12,1-1350,195,24,2,45,2059.913263261318,10.563657760314452
352,352,352,MLG63,15,15,MLG63,380,62,3,75,3121.8554387688637,8.215409049391747
345,345,345,1-1131,1,9,1-1131,138,29,1,16,1041.769160270691,7.549051886019499
381,381,381,1-2335,10,13,1-2335,145,16,1,33,1042.3363930583,7.188526848677931
283,283,283,1-3535,17,6,1-3535,315,75,2,82,2140.441946387291,6.795053798054892
382,382,382,1-18558,15,15,1-18558,307,43,2,48,2081.3074808120728,6.7795031948275986
331,331,331,MLG75,5,11,MLG75,185,39,1,23,1057.3556678891182,5.715436042643882
388,388,388,MLG49,19,17,MLG49,185,11,1,48,1049.3074808120728,5.671932328713907
106,106,106,MLG69,17,6,MLG69,576,97,3,119,3191.9706295132637,5.541615676238305
259,259,259,1-3596,2,7,1-3596,223,50,1,83,1116.2400189042091,5.00556062288883
375,375,375,MLG14,2,7,MLG14,232,59,1,70,1114.8650761842728,4.8054529145873826
92,92,92,1-7807,10,13,1-7807,239,44,1,44,1079.1151907444,4.515126321106276
302,302,302,MLG51,12,12,MLG51,248,35,1,70,1090.8650761842728,4.398649500743035
390,390,390,MLG64,1,9,MLG64,245,26,1,40,1057.9229006767273,4.318052655823377
446,446,446,1-3534,17,6,1-3534,279,94,1,70,1149.8650761842728,4.121380201377321
371,371,371,1-1580,15,15,1-1580,400,45,1,83,1111.2400189042091,2.778100047260523
236,236,236,1-7024,19,17,1-7024,498,45,1,131,1149.547499716282,2.308328312683297
246,246,246,MLG56,13,1,MLG56,511,46,1,0,1046.0,2.0469667318982387
244,244,244,MLG57,12,12,MLG57,629,87,1,165,1218.6819652915,1.9374912007813991
299,299,299,MLG54,13,1,MLG54,595,16,1,0,1016.0,1.707563025210084
245,245,245,1-6647,17,6,1-6647,62,43,0,2,44.596145033836365,0.7192926618360704
423,423,423,1-7122,18,10,1-7122,197,15,0,134,121.94171726703644,0.6189934886651596
510,510,510,1-3206,15,15,1-3206,45,5,0,28,27.346030473709106,0.6076895660824246
250,250,250,1-9333,9,16,1-9333,102,35,0,29,58.14410299062729,0.5700402253983068
