Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
546,546,546,546,546,546,546,546,546,546,546,546,546,546,1-7527,1,4,1-7527,1,1,0,1,1.8072842955589294,1.8072842955589294
432,432,432,432,432,432,432,432,432,432,432,432,432,432,1-6914,21,12,1-6914,73,6,0,94,81.88472378253937,1.1217085449662927
431,431,431,431,431,431,431,431,431,431,431,431,431,431,1-7614,16,14,1-7614,72,6,0,78,68.9681750535965,0.9578913201888403
511,511,511,511,511,511,511,511,511,511,511,511,511,511,1-9697,1,4,1-9697,20,7,0,15,19.10926443338394,0.9554632216691971
413,413,413,413,413,413,413,413,413,413,413,413,413,413,1-8314,13,15,1-8314,36,17,0,21,33.95297020673752,0.9431380612982644
57,57,57,57,57,57,57,57,57,57,57,57,57,57,1-1224,9,5,1-1224,151,87,0,63,137.85891062021255,0.9129729180146526
561,561,561,561,561,561,561,561,561,561,561,561,561,561,1-9455,20,13,1-9455,2,1,0,1,1.8072842955589294,0.9036421477794647
551,551,551,551,551,551,551,551,551,551,551,551,551,551,1-9838,11,6,1-9838,3,1,0,2,2.614568591117859,0.871522863705953
404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,8,3,1-4682,16,7,0,8,13.458274364471436,0.8411421477794647
127,127,127,127,127,127,127,127,127,127,127,127,127,127,1-9643,1,4,1-9643,8,1,0,7,6.650990068912506,0.8313737586140633
542,542,542,542,542,542,542,542,542,542,542,542,542,542,1-1191,17,8,1-1191,53,5,0,46,42.135077595710754,0.7950014640700143
468,468,468,468,468,468,468,468,468,468,468,468,468,468,1-6228,9,5,1-6228,48,38,0,0,38.0,0.7916666666666666
465,465,465,465,465,465,465,465,465,465,465,465,465,465,1-5913,12,2,1-5913,14,11,0,0,11.0,0.7857142857142857
467,467,467,467,467,467,467,467,467,467,467,467,467,467,1-13247,16,14,1-13247,29,21,0,2,22.61456859111786,0.7798127100385469
207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,13,15,1-7058,80,4,0,71,61.31718498468399,0.7664648123085499
140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,5,11,1-2294,75,17,0,50,57.36421477794647,0.7648561970392863
179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,5,11,1-4052,13,5,0,6,9.843705773353577,0.7572081364118136
176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-8042,1,4,1-8042,52,35,0,4,38.22913718223572,0.7351757150429946
130,130,130,130,130,130,130,130,130,130,130,130,130,130,1-1833,1,4,1-1833,124,84,0,8,90.45827436447144,0.7295022126167051
464,464,464,464,464,464,464,464,464,464,464,464,464,464,1-10060,1,4,1-10060,36,23,0,4,26.229137182235718,0.7285871439509921
412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,9,5,1-6858,23,7,0,12,16.687411546707153,0.7255396324655284
341,341,341,341,341,341,341,341,341,341,341,341,341,341,1-0031,5,11,1-0031,13,7,0,3,9.421852886676788,0.7247579143597529
477,477,477,477,477,477,477,477,477,477,477,477,477,477,1-9055,11,6,1-9055,12,7,0,2,8.614568591117859,0.7178807159264883
562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,19,7,1-0003,17,3,0,11,11.880127251148224,0.6988310147734249
504,504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,17,8,1-5425,17,7,0,6,11.843705773353577,0.6966885749031516
319,319,319,319,319,319,319,319,319,319,319,319,319,319,1-3584,7,10,1-3584,26,14,0,5,18.036421477794647,0.6937085183767172
371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-1580,21,12,1-1580,400,94,0,227,277.253535091877,0.6931338377296925
541,541,541,541,541,541,541,541,541,541,541,541,541,541,1-5424,8,3,1-5424,5,1,0,3,3.4218528866767883,0.6843705773353577
270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,8,3,1-1390,98,25,0,52,66.97878336906433,0.6834569731537177
68,68,68,68,68,68,68,68,68,68,68,68,68,68,1-7845,5,11,1-7845,36,13,0,14,24.301980137825012,0.6750550038284726
461,461,461,461,461,461,461,461,461,461,461,461,461,461,1-9651,17,8,1-9651,38,15,0,13,25.494695842266083,0.6709130484806863
3,3,3,3,3,3,3,3,3,3,3,3,3,3,1-8222,8,3,1-8222,12,4,0,5,8.036421477794647,0.6697017898162206
204,204,204,204,204,204,204,204,204,204,204,204,204,204,1-9733,7,10,1-9733,4,1,0,2,2.614568591117859,0.6536421477794647
280,280,280,280,280,280,280,280,280,280,280,280,280,280,1-7608,4,21,1-7608,4,1,0,2,2.614568591117859,0.6536421477794647
238,238,238,238,238,238,238,238,238,238,238,238,238,238,1-9855,1,4,1-9855,8,2,0,4,5.229137182235718,0.6536421477794647
353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,5,11,MLG50,319,98,0,134,206.17609560489655,0.646320048918171
442,442,442,442,442,442,442,442,442,442,442,442,442,442,MLG11,11,6,MLG11,87,23,0,40,55.29137182235718,0.6355330094523813
157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,7,10,1-6061,40,17,0,10,25.072842955589294,0.6268210738897324
71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,5,11,1-6532,27,12,0,6,16.843705773353577,0.623840954568651
0,0,0,0,0,0,0,0,0,0,0,0,0,0,72-0103,10,19,72-0103,71,1,0,53,43.78606766462326,0.6167051783749755
265,265,265,265,265,265,265,265,265,265,265,265,265,265,1-11330,1,4,1-11330,14,7,0,2,8.614568591117859,0.6153263279369899
183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-9496,5,11,1-9496,39,2,0,27,23.796675980091095,0.6101711789766947
288,288,288,288,288,288,288,288,288,288,288,288,288,288,1-8590,17,8,1-8590,24,8,0,8,14.458274364471436,0.6024280985196432
559,559,559,559,559,559,559,559,559,559,559,559,559,559,1-5914,17,8,1-5914,3,1,0,1,1.8072842955589294,0.6024280985196432
228,228,228,228,228,228,228,228,228,228,228,228,228,228,1-17835,7,10,1-17835,17,7,0,4,10.229137182235718,0.6017139518962187
553,553,553,553,553,553,553,553,553,553,553,553,553,553,1-5555,6,16,1-5555,10,6,0,0,6.0,0.6
543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,16,14,1-5803,15,9,0,0,9.0,0.6
251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,19,7,1-7268,70,6,0,44,41.520509004592896,0.5931501286370414
122,122,122,122,122,122,122,122,122,122,122,122,122,122,MLG42,19,7,MLG42,14,5,0,4,8.229137182235718,0.587795513016837
392,392,392,392,392,392,392,392,392,392,392,392,392,392,1-9609,7,10,1-9609,25,9,0,7,14.650990068912506,0.5860396027565002
526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,7,10,1-5002,45,12,0,17,25.7238330245018,0.5716407338778178
272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,13,15,1-1570,142,28,0,65,80.47347921133041,0.5667146423333128
220,220,220,220,220,220,220,220,220,220,220,220,220,220,MLG73,6,16,MLG73,10,4,0,2,5.614568591117859,0.5614568591117859
254,254,254,254,254,254,254,254,254,254,254,254,254,254,1-8379,20,13,1-8379,5,2,0,1,2.8072842955589294,0.5614568591117859
437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,20,13,1-6980,128,4,0,84,71.81188082695007,0.5610303189605474
256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,15,9,1-9277,48,17,0,12,26.687411546707153,0.555987740556399
527,527,527,527,527,527,527,527,527,527,527,527,527,527,1-5531,12,2,1-5531,8,2,0,3,4.421852886676788,0.5527316108345985
470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,19,7,1-1204,39,11,0,13,21.494695842266083,0.5511460472375919
359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-4417,11,6,1-4417,151,59,0,30,83.21852886676788,0.5511160852103834
479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,19,7,1-9286,81,20,0,30,44.21852886676788,0.5459077637872578
564,564,564,564,564,564,564,564,564,564,564,564,564,564,1-9034,14,23,1-9034,3,0,0,2,1.6145685911178589,0.5381895303726196
436,436,436,436,436,436,436,436,436,436,436,436,436,436,1-5161,6,16,1-5161,12,4,0,3,6.421852886676788,0.5351544072230657
522,522,522,522,522,522,522,522,522,522,522,522,522,522,1-5282,5,11,1-5282,17,5,0,5,9.036421477794647,0.5315542045761558
245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,17,8,1-6647,62,11,0,27,32.796675980091095,0.528978644840179
537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,16,14,1-4494,16,2,0,8,8.458274364471436,0.5286421477794647
142,142,142,142,142,142,142,142,142,142,142,142,142,142,P-16454,8,3,P-16454,8,1,0,4,4.229137182235718,0.5286421477794647
399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,6,16,MLG60,47,23,0,2,24.61456859111786,0.5237142253429332
535,535,535,535,535,535,535,535,535,535,535,535,535,535,1-5990,1,4,1-5990,5,1,0,2,2.614568591117859,0.5229137182235718
144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,21,12,1-7744,37,12,0,9,19.265558660030365,0.5206907745954152
512,512,512,512,512,512,512,512,512,512,512,512,512,512,1-3033,1,4,1-3033,7,2,0,2,3.614568591117859,0.5163669415882656
520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,11,6,1-2034,16,5,0,4,8.229137182235718,0.5143210738897324
166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,1,4,MLG40,51,18,0,10,26.072842955589294,0.5112322148154763
259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,20,13,1-3596,223,75,0,47,112.94236189126968,0.5064679905438102
500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,20,13,1-0292,99,15,0,43,49.713224709033966,0.5021537849397371
549,549,549,549,549,549,549,549,549,549,549,549,549,549,1-4842,1,4,1-4842,6,3,0,0,3.0,0.5
492,492,492,492,492,492,492,492,492,492,492,492,492,492,1-6028,11,6,1-6028,2,1,0,0,1.0,0.5
273,273,273,273,273,273,273,273,273,273,273,273,273,273,1-3589,15,9,1-3589,27,7,0,8,13.458274364471436,0.49845460609153464
302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,8,3,MLG51,248,33,0,109,120.99398821592331,0.4878789847416262
342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,17,8,MLG65,201,48,0,62,98.05162632465363,0.48781903644106284
471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,8,3,1-9794,46,3,0,24,22.374823093414307,0.48640919768291974
455,455,455,455,455,455,455,455,455,455,455,455,455,455,1-17790,10,19,1-17790,5,0,0,3,2.4218528866767883,0.48437057733535765
384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,13,15,1-9270,128,30,0,38,60.67680323123932,0.4740375252440572
260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,13,15,1-0129,142,28,0,48,66.74964618682861,0.47006793089315924
131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,19,7,1-9283,235,16,0,117,110.45226258039474,0.4700096280016798
289,289,289,289,289,289,289,289,289,289,289,289,289,289,1-1592,6,16,1-1592,32,15,0,0,15.0,0.46875
278,278,278,278,278,278,278,278,278,278,278,278,278,278,1-10762,1,4,1-10762,6,2,0,1,2.8072842955589294,0.4678807159264882
387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,19,7,1-10539,63,14,0,19,29.33840161561966,0.4656889145336454
141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,7,10,MLG45,70,17,0,19,32.33840161561966,0.4619771659374237
386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,16,14,MLG68,642,65,0,285,295.0760242342949,0.45961997544282696
485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,1,4,1-5980,29,6,0,9,13.265558660030365,0.4574330572424264
411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,1,4,MLG15,105,23,0,31,48.02581316232681,0.4573886967840649
91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,19,7,72-12171,19,3,0,7,8.650990068912506,0.4553152667848687
36,36,36,36,36,36,36,36,36,36,36,36,36,36,1-2714,6,16,1-2714,61,26,0,2,27.61456859111786,0.45269784575603045
476,476,476,476,476,476,476,476,476,476,476,476,476,476,1-19205,7,10,1-19205,12,3,0,3,5.421852886676788,0.45182107388973236
519,519,519,519,519,519,519,519,519,519,519,519,519,519,1-4926,5,11,1-4926,4,1,0,1,1.8072842955589294,0.45182107388973236
509,509,509,509,509,509,509,509,509,509,509,509,509,509,1-18935,15,9,1-18935,30,10,0,4,13.229137182235718,0.44097123940785726
149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,5,11,MLG58,71,18,0,16,30.91654872894287,0.43544434829497003
126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,3,20,1-8488,23,10,0,0,10.0,0.43478260869565216
14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,7,10,1-6098,1327,359,0,266,573.7376226186752,0.4323569122974192
403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,13,15,1-1770,35,3,0,15,15.109264433383942,0.4316932695252555
416,416,416,416,416,416,416,416,416,416,416,416,416,416,1-18203,13,15,1-18203,29,6,0,8,12.458274364471436,0.4295956677403943
153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,19,7,1-1350,195,14,0,86,83.42644941806793,0.4278279457336817
400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,17,8,1-18709,33,10,0,5,14.036421477794647,0.42534610538771656
290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,15,9,1-8341,197,46,0,46,83.13507759571075,0.4220054700289886
466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,16,14,1-5981,28,11,0,1,11.80728429555893,0.42168872484139036
206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,1,4,1-9752,22,6,0,4,9.229137182235718,0.419506235556169
295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,12,2,1-3639,17,3,0,5,7.036421477794647,0.4139071457526263
311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,5,11,1-20578,19,3,0,6,7.843705773353577,0.41282661965018824
379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,15,9,1-4640,87,14,0,27,35.796675980091095,0.4114560457481735
258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,15,9,1-9516,76,15,0,20,31.14568591117859,0.4098116567260341
505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-4747,11,6,1-4747,25,7,0,4,10.229137182235718,0.4091654872894287
489,489,489,489,489,489,489,489,489,489,489,489,489,489,1-9578,20,13,1-9578,42,1,0,20,17.14568591117859,0.40823061693282353
498,498,498,498,498,498,498,498,498,498,498,498,498,498,1-19915,11,6,1-19915,62,14,0,14,25.301980137825012,0.4080964538358873
241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,8,3,1-19448,45,7,0,14,18.301980137825012,0.4067106697294447
545,545,545,545,545,545,545,545,545,545,545,545,545,545,1-19567,8,3,1-19567,2,0,0,1,0.8072842955589294,0.4036421477794647
456,456,456,456,456,456,456,456,456,456,456,456,456,456,1-8186,5,11,1-8186,26,0,0,13,10.494695842266083,0.4036421477794647
