,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,MLG15,12,21,MLG15,105,56,0,10,59.14557492733002,0.5632911897840954
1,1-3447,6,8,1-3447,110,59,0,7,61.20190244913101,0.5563809313557365
2,MLG65,6,8,MLG65,201,100,0,9,102.83101743459702,0.5115971016646618
3,1-4355,16,18,1-4355,49,24,0,0,24.0,0.4897959183673469
4,1-4649,6,8,1-4649,244,111,0,17,116.34747737646104,0.4768339236740206
5,MLG12,15,22,MLG12,146,57,0,36,68.32406973838806,0.4679730803999182
6,1-7122,4,7,1-7122,197,77,0,43,90.52597218751907,0.4595227014594877
7,1-3083,5,1,1-3083,78,32,0,11,35.46013242006302,0.4546170823085002
8,MLG52,20,6,MLG52,125,51,0,18,56.66203486919403,0.4532962789535522
9,MLG10,20,6,MLG10,60,19,0,24,26.54937982559204,0.4424896637598673
10,1-7866,20,6,1-7866,318,128,0,18,133.66203486919403,0.4203208643685346
11,MLG40,14,4,MLG40,51,16,0,17,21.34747737646103,0.4185779877737456
12,1-7140,16,3,1-7140,397,141,0,75,164.59181195497513,0.4145889469898617
13,P-16616,16,3,P-16616,28,9,0,8,11.516459941864014,0.4113021407808576
14,1-8573,13,18,1-8573,184,72,0,0,72.0,0.391304347826087
15,1-3535,4,7,1-3535,315,77,0,139,120.72349148988724,0.3832491793329753
16,1-18028,7,17,1-18028,309,53,0,202,116.54061353206636,0.3771540891005383
17,1-9491,1,13,1-9491,80,18,0,38,29.953184723854065,0.3744148090481758
18,1-11350,10,12,1-11350,100,37,0,1,37.314557492733,0.37314557492733
19,1-0129,18,2,1-0129,142,49,0,11,52.46013242006302,0.3694375522539649
20,72-12171,4,18,72-12171,19,7,0,0,7.0,0.3684210526315789
21,1-5981,14,1,1-5981,28,10,0,1,10.314557492733002,0.3683770533118929
22,MLG60,14,4,MLG60,47,11,0,20,17.291149854660034,0.3678968054182986
23,1-9394,4,7,1-9394,117,22,0,65,42.44623702764511,0.3627883506636334
24,1-10785,18,2,1-10785,279,97,0,12,100.77468991279602,0.3611996054222079
25,1-9892,4,7,1-9892,22,6,0,6,7.88734495639801,0.3585156798362732
26,1-8188,20,6,1-8188,140,49,0,3,49.943672478199005,0.3567405177014214
27,1-5980,8,14,1-5980,29,9,0,4,10.258229970932009,0.3537320679631726
28,1-3639,18,2,1-3639,17,5,0,3,5.943672478199005,0.3496277928352356
29,1-5515,13,18,1-5515,29,10,0,0,10.0,0.3448275862068966
30,1-8023,1,13,1-8023,16,3,0,8,5.516459941864014,0.3447787463665008
31,MLG29,11,19,MLG29,164,40,0,52,56.35698962211609,0.343640180622659
32,1-1770,13,18,1-1770,35,12,0,0,12.0,0.3428571428571428
33,1-5775,4,7,1-5775,244,66,0,53,82.67154711484909,0.3388178160444635
34,1-3206,10,12,1-3206,45,15,0,0,15.0,0.3333333333333333
35,MLG72,10,12,MLG72,9,3,0,0,3.0,0.3333333333333333
36,1-5654,13,18,1-5654,15,5,0,0,5.0,0.3333333333333333
37,MLG45,1,13,MLG45,70,17,0,20,23.29114985466004,0.332730712209429
38,1-9452,10,12,1-9452,16,5,0,1,5.314557492733002,0.3321598432958126
39,1-4494,20,4,1-4494,16,5,0,1,5.314557492733002,0.3321598432958126
40,1-20641,11,19,1-20641,16,4,0,4,5.258229970932007,0.3286393731832504
41,1-9733,14,4,1-9733,4,1,0,1,1.3145574927330017,0.3286393731832504
42,MLG59,8,14,MLG59,71,22,0,4,23.258229970932007,0.3275807038159438
43,1-6532,10,12,1-6532,27,6,0,9,8.831017434597015,0.3270747197998894
44,1-7530,7,17,1-7530,25,5,0,10,8.145574927330017,0.3258229970932007
45,1-5163,14,4,1-5163,16,3,0,7,5.201902449131012,0.3251189030706882
46,1-6974,13,18,1-6974,207,67,0,0,67.0,0.323671497584541
47,1-7845,4,7,1-7845,36,4,0,24,11.54937982559204,0.3208161062664456
48,MLG31,10,12,MLG31,33,9,0,5,10.572787463665009,0.3203874988989396
