,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,MLG56,18,9,MLG56,511,78,1,191,1241.7849166989326,2.430107469078146
1,MLG54,18,9,MLG54,595,33,1,308,1297.1138970851898,2.180023356445697
2,1-7024,7,11,1-7024,498,90,0,333,375.5517134070397,0.7541199064398386
3,MLG29,19,10,MLG29,164,47,0,60,98.45075917243958,0.6003095071490218
4,1-1258,7,11,1-1258,435,39,0,252,255.09318852424624,0.5864211230442442
5,1-7268,10,5,1-7268,70,22,0,21,40.00776571035385,0.5715395101479122
6,1-1183,8,15,1-1183,45,0,0,29,24.867866933345795,0.5526192651854621
7,1-10539,10,5,1-10539,63,15,0,22,33.865278363227844,0.5375441010036166
8,1-9283,10,5,1-9283,235,14,0,125,121.18908160924911,0.515698219613826
9,MLG50,17,8,MLG50,319,47,0,136,163.62172079086304,0.5129207548302916
10,1-19286,19,10,1-19286,40,16,0,4,19.43005061149597,0.4857512652873993
11,1-8172,7,9,1-8172,40,14,0,6,19.14507591724396,0.4786268979310989
12,1-3523,6,7,1-3523,543,156,0,120,258.90151834487915,0.4767983763257443
13,1-9227,9,13,1-9227,801,81,0,346,377.6993778944016,0.471534803863173
14,P-16616,20,17,P-16616,28,8,0,6,13.145075917243958,0.469466997044427
15,1-10785,7,11,1-10785,279,44,0,100,129.7512652873993,0.4650582985211444
16,1-9286,10,5,1-9286,81,11,0,31,37.58289223909378,0.4639863239394294
17,1-3139,9,13,1-3139,93,11,0,37,42.72796815633774,0.4594405178100832
18,1-3596,20,6,1-3596,223,45,0,67,102.45334774255753,0.4594320526572086
19,1-9055,18,9,1-9055,12,2,0,4,5.430050611495972,0.4525042176246643
20,MLG51,17,8,MLG51,248,62,0,58,111.7357338666916,0.4505473139785951
21,1-1350,10,5,1-1350,195,46,0,48,87.16060733795166,0.4469774735279572
22,1-4531,9,13,1-4531,94,6,0,42,42.0155314207077,0.4469737385181671
23,1-6181,13,3,1-6181,659,59,0,270,290.5284162759781,0.4408625436661276
24,1-8627,10,20,1-8627,25,5,0,7,11.00258857011795,0.440103542804718
25,1-18709,19,19,1-18709,33,5,0,11,14.432639181613922,0.4373527024731491
26,1-7122,14,12,1-7122,197,44,0,49,86.01811999082565,0.436640202999115
27,1-2382,18,9,1-2382,139,39,0,24,59.58030366897583,0.4286352781940707
28,MLG58,14,12,MLG58,71,27,0,4,30.43005061149597,0.428592262133746
29,1-7866,6,7,1-7866,318,17,0,139,136.19425874948502,0.4282838325455503
30,1-8427,10,5,1-8427,189,13,0,78,79.88598692417145,0.4226771794929706
31,1-0303,7,11,1-0303,212,50,0,46,89.44558203220367,0.4219131227934135
32,1-5799,4,18,1-5799,7,2,0,1,2.857512652873993,0.4082160932677133
33,1-4417,13,3,1-4417,151,8,0,62,61.16578447818756,0.4050714203853481
34,MLG52,18,9,MLG52,125,6,0,52,50.59065794944763,0.404725263595581
35,1-8285,10,5,1-8285,72,11,0,21,29.00776571035385,0.4028856348660257
36,1-5163,20,6,1-5163,16,3,0,4,6.430050611495972,0.4018781632184982
37,1-9902,18,9,1-9902,30,5,0,8,11.860101222991943,0.3953367074330647
38,1-17733,17,8,1-17733,74,12,0,20,29.15025305747986,0.3939223386145927
39,1-7140,13,3,1-7140,397,6,0,175,156.06471425294876,0.3931101114683848
40,MLG02,13,3,MLG02,320,21,0,121,124.75903099775314,0.3898719718679785
41,1-0003,10,20,1-0003,17,4,0,3,6.572537958621979,0.3866198799189399
42,1-11350,15,4,1-11350,100,35,0,4,38.43005061149597,0.3843005061149597
43,1-9808,13,3,1-9808,74,5,0,27,28.15284162759781,0.3804438057783487
44,1-9379,2,19,1-9379,58,9,0,15,21.86268979310989,0.376942927467412
45,1-4855,10,5,1-4855,22,4,0,5,8.287563264369965,0.3767074211077256
46,1-0358,7,11,1-0358,22,4,0,5,8.287563264369965,0.3767074211077256
47,1-18371,8,12,1-18371,120,28,0,20,45.15025305747986,0.3762521088123322
48,1-7819,7,12,1-7819,59,17,0,6,22.14507591724396,0.3753402697837958
49,1-1204,8,15,1-1204,39,0,0,17,14.57771509885788,0.3737875666373815
50,1-9805,2,19,1-9805,26,8,0,2,9.715025305747986,0.3736548194518456
51,MLG67,13,3,MLG67,27,4,0,7,10.00258857011795,0.3704662433377019
52,1-6296,13,3,1-6296,254,16,0,90,93.17613875865936,0.3668351919632258
53,MLG14,15,4,MLG14,232,59,0,30,84.72537958621979,0.3651956016647404
54,MLG32,2,19,MLG32,52,12,0,8,18.860101222991943,0.3626942542883066
55,MLG41,16,22,MLG41,66,5,0,22,23.865278363227844,0.3615951267155734
56,MLG57,17,8,MLG57,629,76,0,175,226.0647142529488,0.3594033612924464
57,1-7863,7,11,1-7863,351,59,0,77,125.02847427129744,0.3562064794054058
58,1-9338,15,4,1-9338,29,6,0,5,10.287563264369965,0.3547435608403436
59,1-9609,18,9,1-9609,25,2,0,8,8.860101222991943,0.3544040489196777
60,1-8084,19,10,1-8084,82,10,0,22,28.865278363227844,0.3520155897954615
61,1-9496,8,15,1-9496,39,0,0,16,13.720202445983888,0.3518000627175355
62,1-9630,7,17,1-9630,33,3,0,10,11.57512652873993,0.350761409961816
63,1-9731,4,18,1-9731,11,3,0,1,3.857512652873993,0.3506829684430902
64,1-8493,12,6,1-8493,38,9,0,5,13.287563264369965,0.3496727174834201
65,1-3104,16,22,1-3104,16,3,0,3,5.572537958621979,0.3482836224138737
66,1-9452,2,19,1-9452,16,3,0,3,5.572537958621979,0.3482836224138737
67,1-4020,8,15,1-4020,37,0,0,15,12.862689793109894,0.3476402646786458
68,1-6734,7,11,1-6734,44,5,0,12,15.290151834487917,0.3475034507838162
69,1-5981,20,6,1-5981,28,8,0,2,9.715025305747986,0.3469651894909994
70,1-3447,9,13,1-3447,110,9,0,34,38.15543019771576,0.3468675472519614
71,1-7509,15,4,1-7509,40,13,0,1,13.857512652873991,0.3464378163218498
72,1-3217,16,22,1-3217,5,0,0,2,1.7150253057479858,0.3430050611495971
73,1-9836,2,19,1-9836,5,0,0,2,1.7150253057479858,0.3430050611495971
74,1-5555,8,15,1-5555,10,0,0,4,3.430050611495972,0.3430050611495971
75,1-5424,3,20,1-5424,5,0,0,2,1.7150253057479858,0.3430050611495971
76,1-18487,5,17,1-18487,23,1,0,8,7.860101222991943,0.3417435314344323
77,1-3206,6,7,1-3206,45,11,0,5,15.287563264369965,0.3397236280971103
78,1-8705,7,11,1-8705,48,6,0,12,16.290151834487915,0.3393781632184982
79,1-4682,17,8,1-4682,16,2,0,4,5.430050611495972,0.3393781632184982
80,1-9861,5,17,1-9861,8,1,0,2,2.715025305747986,0.3393781632184982
81,1-5980,19,10,1-5980,29,2,0,9,9.717613875865936,0.3350901336505495
82,1-5914,3,20,1-5914,3,1,0,0,1.0,0.3333333333333333
83,1-10071,10,5,1-10071,30,10,0,0,10.0,0.3333333333333333
84,1-9838,14,12,1-9838,3,1,0,0,1.0,0.3333333333333333
85,MLG53,17,8,MLG53,91,14,0,19,30.292740404605865,0.332887257193471
86,MLG59,4,18,MLG59,71,15,0,10,23.57512652873993,0.3320440356160553
87,1-0027,4,18,1-0027,29,7,0,3,9.57253795862198,0.330087515814551
88,1-4355,14,12,1-4355,49,10,0,7,16.00258857011795,0.3265834402064888
89,1-9270,5,17,1-9270,128,10,0,37,41.72796815633774,0.3259997512213886
90,1-3535,8,15,1-3535,315,0,0,119,102.04400569200516,0.323949224419064
91,1-6532,7,11,1-6532,27,7,0,2,8.715025305747986,0.3227787150277031
92,MLG40,2,19,MLG40,51,7,0,11,16.432639181613922,0.3222086114041945
93,1-9946,1,21,1-9946,12,3,0,1,3.857512652873993,0.3214593877394994
94,MLG69,20,6,MLG69,576,98,0,101,184.60877794027328,0.3205013505907522
95,1-1131,3,20,1-1131,138,25,0,22,43.86527836322784,0.3178643359654192
96,1-9516,9,13,1-9516,76,7,0,20,24.15025305747986,0.3177664875984192
97,1-6692,8,15,1-6692,71,0,0,26,22.295328974723816,0.3140187179538565
98,1-6098,19,10,1-6098,1327,207,0,244,416.2330873012543,0.313664722909762
99,1-6538,8,15,1-6538,44,0,0,16,13.720202445983888,0.3118227828632701
100,1-3265,15,4,1-3265,19,5,0,1,5.857512652873993,0.308290139624947
101,1-4760,6,4,1-4760,40,8,0,5,12.287563264369965,0.3071890816092491
102,MLG42,10,6,MLG42,14,0,0,5,4.287563264369965,0.3062545188835689
103,1-7682,10,5,1-7682,141,1,0,49,43.01811999082565,0.3050930495803238
104,1-9137,9,13,1-9137,111,27,0,8,33.86010122299194,0.3050459569638913
105,1-18558,20,6,1-18558,307,55,0,45,93.58806937932968,0.3048471315287612
106,1-9646,14,12,1-9646,105,32,0,0,32.0,0.3047619047619048
107,1-3587,3,20,1-3587,46,8,0,7,14.00258857011795,0.3044040993503902
108,1-1462,9,13,1-1462,192,6,0,61,58.30827182531357,0.3036889157568415
109,1-1608,10,5,1-1608,307,54,0,45,92.58806937932968,0.3015898025385332
110,1-6647,15,4,1-6647,62,16,0,3,18.57253795862198,0.2995570638487416
111,MLG12,7,11,MLG12,146,18,0,30,43.72537958621979,0.299488901275478
112,1-5891,14,12,1-5891,96,21,0,9,28.717613875865936,0.2991418112069368
113,MLG63,6,7,MLG63,380,63,0,59,113.59324651956558,0.2989295961041199
114,1-6240,10,5,1-6240,698,72,0,159,208.34451180696487,0.2984878392649926
115,1-5161,1,21,1-5161,12,1,0,3,3.5725379586219788,0.2977114965518315
116,1-6693,19,10,1-6693,98,6,0,27,29.15284162759781,0.2974779757918144
117,1-9498,20,6,1-9498,64,13,0,7,19.00258857011795,0.296915446408093
118,1-9971,10,6,1-9971,15,1,0,4,4.430050611495972,0.2953367074330648
119,1-4149,6,7,1-4149,16,3,0,2,4.715025305747986,0.2946890816092491
120,MLG31,15,4,MLG31,33,8,0,2,9.715025305747986,0.2943947062347875
121,1-9156,8,15,1-9156,268,0,0,92,78.89116406440735,0.294370015165699
122,1-3106,19,10,1-3106,34,4,0,7,10.00258857011795,0.2941937814740574
123,1-0055,10,5,1-0055,18,1,0,5,5.287563264369965,0.2937535146872203
124,1-9752,18,9,1-9752,22,3,0,4,6.430050611495972,0.2922750277952714
125,1-3584,6,17,1-3584,26,5,0,3,7.572537958621979,0.2912514599469992
126,MLG30,13,3,MLG30,208,3,0,67,60.453347742557526,0.2906410949161419
127,MLG75,2,19,MLG75,185,20,0,39,53.44299346208573,0.2888810457410039
128,1-1827,11,24,1-1827,24,0,0,8,6.860101222991943,0.2858375509579976
129,1-3175,13,3,1-3175,6,0,0,2,1.7150253057479858,0.2858375509579976
130,1-8314,3,7,1-8314,36,6,0,5,10.287563264369965,0.285765646232499
131,1-7845,14,12,1-7845,36,6,0,5,10.287563264369965,0.285765646232499
132,1-20003,1,21,1-20003,21,6,0,0,6.0,0.2857142857142857
133,P-0009,6,7,P-0009,7,2,0,0,2.0,0.2857142857142857
134,1-2282,16,22,1-2282,219,17,0,53,62.448170602321625,0.2851514639375416
135,1-8018,7,11,1-8018,58,7,0,11,16.432639181613922,0.28332136520024
136,1-3509,3,20,1-3509,35,3,0,8,9.860101222991943,0.2817171777997698
137,1-3141,5,17,1-3141,136,10,0,33,38.297917544841766,0.2816023348885424
138,1-1957,4,18,1-1957,47,8,0,6,13.145075917243958,0.2796824663243395
139,MLG64,16,22,MLG64,245,10,0,68,68.31086039543152,0.2788198383487
140,1-9997,6,17,1-9997,16,1,0,4,4.430050611495972,0.2768781632184982
141,1-4494,16,19,1-4494,16,1,0,4,4.430050611495972,0.2768781632184982
142,1-18994,16,22,1-18994,28,0,0,9,7.717613875865936,0.275629066995212
143,1-9491,3,20,1-9491,80,10,0,14,22.0051771402359,0.2750647142529487
144,1-2714,6,7,1-2714,61,9,0,9,16.717613875865936,0.2740592438666547
145,1-9500,5,7,1-9500,33,3,0,7,9.00258857011795,0.2728057142459985
146,1-0033,6,7,1-0033,10,1,0,2,2.715025305747986,0.2715025305747985
147,1-9394,8,15,1-9394,117,0,0,37,31.72796815633773,0.2711792150114336
148,1-9110,9,13,1-9110,29,1,0,8,7.860101222991943,0.2710379732066187
149,MLG65,16,22,MLG65,201,32,0,26,54.295328974723816,0.2701260147996209
150,1-8622,13,3,1-8622,54,0,0,17,14.57771509885788,0.2699576870158867
151,1-19448,3,20,1-19448,45,7,0,6,12.145075917243958,0.2698905759387546
152,1-8341,9,13,1-8341,197,12,0,48,53.16060733795166,0.2698507986698054
153,1-9995,1,21,1-9995,24,3,0,4,6.430050611495972,0.2679187754789988
154,1-9938,12,1,1-9938,55,0,0,17,14.57771509885788,0.2650493654337796
155,1-18028,14,12,1-18028,309,63,0,22,81.86527836322784,0.2649361759327762
156,1-20047,7,11,1-20047,20,1,0,5,5.287563264369965,0.2643781632184982
157,1-4649,9,13,1-4649,244,7,0,67,64.45334774255753,0.2641530645186783
158,1-7991,7,11,1-7991,46,1,0,13,12.147664487361908,0.2640796627687371
159,1-10060,14,1,1-10060,36,0,0,11,9.432639181613922,0.2620177550448311
160,1-0296,4,18,1-0296,41,9,0,2,10.715025305747986,0.2613420806279996
161,1-0037,5,17,1-0037,35,4,0,6,9.145075917243958,0.2612878833498273
162,1-1250,2,19,1-1250,34,2,0,8,8.860101222991943,0.2605912124409395
163,1-9518,18,9,1-9518,22,4,0,2,5.715025305747986,0.2597738775339993
164,1-6878,13,3,1-6878,167,3,0,47,43.30309468507767,0.2592999681741177
165,MLG78,20,6,MLG78,80,13,0,9,20.717613875865936,0.2589701734483242
166,1-8328,18,20,1-8328,114,14,0,18,29.43522775173188,0.2582037522081743
167,1-0053,19,10,1-0053,142,16,0,24,36.58030366897583,0.2576077723167312
168,1-11329,14,18,1-11329,14,1,0,3,3.5725379586219788,0.2551812827587127
