Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
123,123,123,MLG55,5,13,MLG55,92,30,1,18,1047.210838317871,11.382726503455121
153,153,153,1-1350,12,1,1-1350,195,28,2,0,2028.0,10.4
352,352,352,MLG63,15,9,MLG63,380,66,3,67,3130.0625648498535,8.237006749604877
345,345,345,1-1131,1,19,1-1131,138,28,1,18,1045.210838317871,7.573991582013559
381,381,381,1-2335,10,11,1-2335,145,30,1,33,1061.5532035827637,7.321056576432853
382,382,382,1-18558,15,9,1-18558,307,46,2,44,2088.0709381103516,6.801534000359451
283,283,283,1-3535,17,7,1-3535,315,18,2,129,2141.344341278076,6.797918543739924
331,331,331,MLG75,5,13,MLG75,185,48,1,31,1077.6408882141113,5.825085882238439
388,388,388,MLG49,19,16,MLG49,185,16,1,25,1039.9039421081543,5.621102389773807
106,106,106,MLG69,17,7,MLG69,576,65,3,180,3237.108383178711,5.619979831907484
259,259,259,1-3596,2,6,1-3596,223,51,1,20,1070.1231536865234,4.798758536710867
375,375,375,MLG14,2,6,MLG14,232,59,1,25,1082.9039421081543,4.667689405638596
92,92,92,1-7807,10,11,1-7807,239,55,1,43,1096.1147804260254,4.586254311405964
390,390,390,MLG64,1,19,MLG64,245,62,1,57,1116.5009880065918,4.557146889822824
446,446,446,1-3534,17,7,1-3534,279,46,1,127,1167.4320259094238,4.184344178886824
302,302,302,MLG51,12,1,MLG51,248,29,1,0,1029.0,4.149193548387097
371,371,371,1-1580,15,9,1-1580,400,47,1,74,1117.7556686401367,2.7943891716003417
236,236,236,1-7024,19,16,1-7024,498,43,1,75,1114.711826324463,2.2383771612941024
246,246,246,MLG56,13,2,MLG56,511,37,1,0,1037.0,2.0293542074363993
299,299,299,MLG54,13,2,MLG54,595,17,1,0,1017.0,1.7092436974789915
244,244,244,MLG57,12,1,MLG57,629,38,1,0,1038.0,1.6502384737678855
411,411,411,MLG15,9,8,MLG15,105,16,0,75,87.71182632446289,0.8353507268996466
270,270,270,1-1390,3,10,1-1390,98,28,0,55,80.58867263793945,0.8223333942646883
342,342,342,MLG65,6,18,MLG65,201,19,0,150,162.42365264892578,0.8080778738752527
276,276,276,1-9495,6,18,1-9495,18,12,0,1,12.956157684326172,0.7197865380181206
309,309,309,1-3516,6,18,1-3516,156,6,0,107,108.30887222290039,0.6942876424544897
421,421,421,1-8398,5,13,1-8398,54,20,0,18,37.210838317871094,0.6890895984790943
131,131,131,1-9283,18,22,1-9283,235,91,0,73,160.79951095581055,0.6842532381098321
457,457,457,1-8503,20,14,1-8503,16,9,0,2,10.912315368652344,0.6820197105407715
199,199,199,MLG39,3,10,MLG39,23,7,0,9,15.605419158935547,0.6784964851711107
361,361,361,1-0008,11,20,1-0008,230,4,0,157,154.11675643920898,0.6700728540835174
533,533,533,1-7530,17,7,1-7530,25,6,0,11,16.51773452758789,0.6607093811035156
