Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
191,191,191,191,191,191,191,191,191,191,191,191,191,MLG44,21,1,MLG44,59,10,1,2,1010.778030872345,17.13183103173466
168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,7,16,MLG45,70,11,1,26,1021.1144013404846,14.587348590578351
84,84,84,84,84,84,84,84,84,84,84,84,84,1-2382,21,1,1-2382,139,5,1,6,1007.3340926170349,7.247007860554208
6,6,6,6,6,6,6,6,6,6,6,6,6,MLG54,7,16,MLG54,595,25,1,93,1061.1784355640411,1.7834931690151952
143,143,143,143,143,143,143,143,143,143,143,143,143,1-9286,16,3,1-9286,81,31,0,8,34.11212348937988,0.4211373270293813
180,180,180,180,180,180,180,180,180,180,180,180,180,1-10539,15,11,1-10539,63,18,0,19,25.39129328727722,0.40303640138535274
281,281,281,281,281,281,281,281,281,281,281,281,281,1-3312,11,4,1-3312,36,10,0,11,14.279169797897339,0.3966436054971483
145,145,145,145,145,145,145,145,145,145,145,145,145,1-9491,18,20,1-9491,80,21,0,26,31.11440134048462,0.38893001675605776
215,215,215,215,215,215,215,215,215,215,215,215,215,MLG40,15,11,MLG40,51,18,0,4,19.55606174468994,0.3834521910723518
75,75,75,75,75,75,75,75,75,75,75,75,75,1-2545,4,8,1-2545,145,29,0,68,55.453049659729004,0.3824348252395104
92,92,92,92,92,92,92,92,92,92,92,92,92,1-6980,13,6,1-6980,128,33,0,40,48.560617446899414,0.3793798238039017
49,49,49,49,49,49,49,49,49,49,49,49,49,1-6974,7,16,1-6974,207,56,0,57,78.17387986183167,0.37765159353541866
385,385,385,385,385,385,385,385,385,385,385,385,385,1-18615,16,11,1-18615,22,7,0,3,8.167046308517456,0.37122937765988434
448,448,448,448,448,448,448,448,448,448,448,448,448,MLG42,16,3,MLG42,14,3,0,5,4.945077180862427,0.3532197986330305
29,29,29,29,29,29,29,29,29,29,29,29,29,1-3534,10,19,1-3534,279,65,0,80,96.12123489379883,0.3445205551749062
156,156,156,156,156,156,156,156,156,156,156,156,156,1-2294,8,4,1-2294,75,11,0,37,25.393571138381958,0.33858094851175946
169,169,169,169,169,169,169,169,169,169,169,169,169,1-7268,16,3,1-7268,70,17,0,17,23.61326241493225,0.3373323202133179
118,118,118,118,118,118,118,118,118,118,118,118,118,MLG15,4,8,MLG15,105,5,0,77,34.95418858528137,0.3328970341455369
155,155,155,155,155,155,155,155,155,155,155,155,155,1-8157,1,8,1-8157,75,24,0,2,24.77803087234497,0.3303737449645996
412,412,412,412,412,412,412,412,412,412,412,412,412,1-0055,16,14,1-0055,18,4,0,5,5.945077180862427,0.3302820656034682
57,57,57,57,57,57,57,57,57,57,57,57,57,MLG75,4,8,MLG75,185,40,0,53,60.617818117141724,0.32766388171427957
386,386,386,386,386,386,386,386,386,386,386,386,386,1-4855,16,11,1-4855,22,7,0,0,7.0,0.3181818181818182
161,161,161,161,161,161,161,161,161,161,161,161,161,1-8285,16,3,1-8285,72,19,0,10,22.890154361724854,0.3179188105795119
166,166,166,166,166,166,166,166,166,166,166,166,166,MLG58,12,5,MLG58,71,18,0,11,22.27916979789734,0.313791123914047
108,108,108,108,108,108,108,108,108,108,108,108,108,1-8328,17,2,1-8328,114,30,0,14,35.446216106414795,0.31093172023170873
228,228,228,228,228,228,228,228,228,228,228,228,228,MLG60,4,8,MLG60,47,6,0,22,14.558339595794678,0.3097519062935038
184,184,184,184,184,184,184,184,184,184,184,184,184,1-2701,17,5,1-2701,61,15,0,9,18.501138925552368,0.30329735943528474
354,354,354,354,354,354,354,354,354,354,354,354,354,1-7530,2,9,1-7530,25,6,0,4,7.556061744689941,0.30224246978759767
31,31,31,31,31,31,31,31,31,31,31,31,31,1-9156,15,11,1-9156,268,74,0,16,80.22424697875977,0.299344205144626
239,239,239,239,239,239,239,239,239,239,239,239,239,1-5002,6,15,1-5002,45,13,0,1,13.389015436172485,0.29753367635938854
