Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
212,212,212,212,212,212,212,MLG32,5,MLG32,8,52,17,1,18,1029.2045905273408,19.792395971679632
34,34,34,34,34,34,34,MLG51,5,MLG51,8,248,6,2,75,2056.8524605305865,8.293759921494301
30,30,30,30,30,30,30,1-10785,10,1-10785,17,279,31,2,23,2046.5947545627132,7.335465070117252
58,58,58,58,58,58,58,MLG49,19,MLG49,21,185,19,1,25,1035.9508201768622,5.599734163118174
18,18,18,18,18,18,18,MLG63,10,MLG63,17,380,57,2,39,2083.443279475905,5.482745472305013
54,54,54,54,54,54,54,1-1350,19,1-1350,21,195,20,1,48,1052.5455747395754,5.3976696140491045
41,41,41,41,41,41,41,1-9283,5,1-9283,8,235,18,1,100,1085.8032807074487,4.620439492372122
45,45,45,45,45,45,45,1-3596,24,1-3596,15,223,7,1,28,1025.9849185980856,4.6008292313815495
43,43,43,43,43,43,43,MLG14,24,MLG14,15,232,6,1,29,1025.6629514051601,4.420960997436035
31,31,31,31,31,31,31,1-9156,8,1-9156,12,268,44,1,33,1066.375082633458,3.9790115023636496
12,12,12,12,12,12,12,1-7024,8,1-7024,12,498,91,1,43,1120.155410704203,2.2493080536228973
15,15,15,15,15,15,15,1-1580,15,1-1580,7,400,38,0,249,206.83016896154732,0.5170754224038683
144,144,144,144,144,144,144,1-7058,16,1-7058,2,80,3,0,56,40.969837196171284,0.512122964952141
165,165,165,165,165,165,165,MLG59,8,MLG59,12,71,22,0,17,33.52655772026628,0.4722050383136096
84,84,84,84,84,84,84,1-2382,12,1-2382,6,139,46,0,24,62.27278736978769,0.4480056645308467
277,277,277,277,277,277,277,1-10060,12,1-10060,7,36,12,0,6,16.068196842446923,0.4463388011790812
101,101,101,101,101,101,101,1-18371,17,1-18371,16,120,27,0,39,53.443279475905,0.44536066229920834
49,49,49,49,49,49,49,1-6974,8,1-6974,12,207,9,0,121,91.04196965601295,0.43981627853146354
46,46,46,46,46,46,46,1-2282,12,1-2282,2,219,71,0,36,95.40918105468154,0.435658360980281
151,151,151,151,151,151,151,MLG38,12,MLG38,2,77,15,0,27,33.306885791011155,0.4325569583248202
23,23,23,23,23,23,23,1-7866,15,1-7866,7,318,22,0,160,130.48524913191795,0.41033097211294955
161,161,161,161,161,161,161,1-8285,12,1-8285,2,72,22,0,10,28.780328070744872,0.39972677876034546
11,11,11,11,11,11,11,MLG56,14,MLG56,5,511,138,0,97,203.76918228622526,0.39876552306502006
55,55,55,55,55,55,55,1-1462,4,1-1462,9,192,59,0,25,75.95082017686218,0.3955771884211572
174,174,174,174,174,174,174,MLG41,12,MLG41,2,66,20,0,9,26.102295263670385,0.39548932217682403
163,163,163,163,163,163,163,1-6692,9,1-6692,16,71,7,0,31,28.019017019309103,0.39463404252548034
5,5,5,5,5,5,5,MLG57,6,MLG57,14,629,91,0,221,240.84525036346167,0.38290182887672763
28,28,28,28,28,28,28,1-7005,13,1-7005,4,285,48,0,87,106.98885421548039,0.3753994884753698
82,82,82,82,82,82,82,1-8188,18,1-8188,20,140,7,0,66,51.750165266916156,0.3696440376208297
4,4,4,4,4,4,4,MLG68,17,MLG68,19,642,46,0,278,234.49312036670744,0.36525408156808015
176,176,176,176,176,176,176,1-6561,7,1-6561,13,65,12,0,17,23.526557720266283,0.3619470418502505
66,66,66,66,66,66,66,MLG48,7,MLG48,13,159,49,0,12,57.13639368489385,0.3593483879553072
91,91,91,91,91,91,91,1-9270,7,1-9270,13,128,35,0,16,45.848524913191795,0.3581916008843109
180,180,180,180,180,180,180,1-10539,19,1-10539,21,63,6,0,24,22.272787369787693,0.35353630745694753
203,203,203,203,203,203,203,1-9938,3,1-9938,10,55,1,0,27,19.306885791011155,0.35103428710929374
9,9,9,9,9,9,9,1-3523,15,1-3523,7,543,82,0,160,190.48524913191795,0.3508015637788544
104,104,104,104,104,104,104,1-9394,9,1-9394,16,117,3,0,56,40.969837196171284,0.35016954868522465
208,208,208,208,208,208,208,1-5355,20,1-5355,22,53,9,0,14,18.49245929904282,0.34891432639703435
539,539,539,539,539,539,539,1-21192,8,1-21192,12,4,0,0,2,1.3560656141489744,0.3390164035372436
268,268,268,268,268,268,268,1-8493,7,1-8493,13,38,2,0,16,12.848524913191795,0.338119076662942
179,179,179,179,179,179,179,1-7467,22,1-7467,11,64,4,0,26,21.628852983936667,0.33795082787401043
393,393,393,393,393,393,393,1-6718,9,1-6718,16,20,2,0,7,6.7462296495214105,0.3373114824760705
425,425,425,425,425,425,425,1-0003,20,1-0003,22,17,3,0,4,5.712131228297949,0.336007719311644
490,490,490,490,490,490,490,1-8634,16,1-8634,3,10,2,0,2,3.3560656141489744,0.3356065614148974
228,228,228,228,228,228,228,MLG60,21,MLG60,23,47,11,0,7,15.74622964952141,0.3350261627557747
439,439,439,439,439,439,439,1-4682,24,1-4682,15,16,4,0,2,5.356065614148974,0.3347541008843109
79,79,79,79,79,79,79,1-0129,7,1-0129,13,142,37,0,15,47.17049210611731,0.3321865641275867
60,60,60,60,60,60,60,1-3068,14,1-3068,5,180,44,0,23,59.594754562713206,0.33108196979285115
224,224,224,224,224,224,224,1-9277,13,1-9277,4,48,3,0,19,15.882623334415257,0.33088798613365117
217,217,217,217,217,217,217,1-9770,6,1-9770,14,50,11,0,8,16.424262456595898,0.32848524913191796
299,299,299,299,299,299,299,MLG31,12,MLG31,2,33,6,0,7,10.74622964952141,0.32564332271277
127,127,127,127,127,127,127,1-5891,17,1-5891,19,96,4,0,40,31.12131228297949,0.3241803362810363
157,157,157,157,157,157,157,1-17733,3,1-17733,10,74,5,0,28,23.984918598085642,0.32412052159575194
150,150,150,150,150,150,150,1-3083,15,1-3083,7,78,6,0,28,24.984918598085642,0.32031946920622617
85,85,85,85,85,85,85,1-1131,23,1-1131,6,138,34,0,15,44.17049210611731,0.32007602975447325
412,412,412,412,412,412,412,1-0055,19,1-0055,21,18,1,0,7,5.7462296495214105,0.31923498052896726
406,406,406,406,406,406,406,1-3265,7,1-3265,13,19,4,0,3,6.034098421223462,0.3175841274328138
431,431,431,431,431,431,431,1-8503,13,1-8503,4,16,1,0,6,5.068196842446923,0.3167623026529327
236,236,236,236,236,236,236,1-9794,9,1-9794,16,46,1,0,20,14.560656141489744,0.316536003075864
126,126,126,126,126,126,126,1-6693,11,1-6693,18,98,10,0,31,31.019017019309103,0.31652058182968473
140,140,140,140,140,140,140,1-8066,5,1-8066,8,86,17,0,15,27.170492106117308,0.3159359547222943
106,106,106,106,106,106,106,1-9963,7,1-9963,13,116,19,0,26,36.62885298393667,0.31576597399945405
130,130,130,130,130,130,130,1-3139,13,1-3139,4,93,11,0,27,29.306885791011155,0.315127804204421
10,10,10,10,10,10,10,MLG62,12,MLG62,2,525,42,0,178,162.68983965925872,0.3098854088747785
121,121,121,121,121,121,121,1-9333,17,1-9333,16,102,26,0,8,31.424262456595898,0.3080810044764304
61,61,61,61,61,61,61,1-6927,3,1-6927,10,179,11,0,65,55.07213245984167,0.30766554446838923
296,296,296,296,296,296,296,1-0205,5,1-0205,8,34,3,0,11,10.45836087781936,0.3075988493476282
384,384,384,384,384,384,384,1-0358,22,1-0358,11,22,4,0,4,6.712131228297949,0.30509687401354313
24,24,24,24,24,24,24,1-3535,9,1-3535,16,315,33,0,93,96.05705105792731,0.3049430192315153
143,143,143,143,143,143,143,1-9286,14,1-9286,5,81,24,0,1,24.678032807074487,0.30466707169227764
70,70,70,70,70,70,70,1-1224,3,1-1224,10,151,12,0,50,45.90164035372436,0.3039843732034726
129,129,129,129,129,129,129,1-4531,13,1-4531,4,94,17,0,17,28.526557720266283,0.30347401830070514
260,260,260,260,260,260,260,1-4760,15,1-4760,7,40,4,0,12,12.136393684893847,0.3034098421223462
112,112,112,112,112,112,112,1-3447,13,1-3447,4,110,8,0,37,33.08721386175603,0.30079285328869115
0,0,0,0,0,0,0,1-6098,11,1-6098,18,1327,157,0,352,395.6675480902195,0.2981669540996379
111,111,111,111,111,111,111,1-0272,18,1-0272,20,111,31,0,3,33.03409842122346,0.29760449028129243
1,1,1,1,1,1,1,1-9227,13,1-9227,4,801,84,0,227,237.9134472059086,0.2970205333407099
215,215,215,215,215,215,215,MLG40,21,MLG40,23,51,7,0,12,15.136393684893847,0.29679203303713425
80,80,80,80,80,80,80,1-0053,11,1-0053,18,142,15,0,40,42.12131228297949,0.29662895973929215
440,440,440,440,440,440,440,1-2034,9,1-2034,16,16,2,0,4,4.712131228297949,0.2945082017686218
441,441,441,441,441,441,441,1-9997,11,1-9997,18,16,2,0,4,4.712131228297949,0.2945082017686218
53,53,53,53,53,53,53,1-8341,13,1-8341,4,197,23,0,51,57.57967316079885,0.2922826048771515
76,76,76,76,76,76,76,1-2335,9,1-2335,16,145,7,0,52,42.257705967873335,0.2914324549508506
232,232,232,232,232,232,232,1-8095,14,1-8095,5,46,10,0,5,13.390164035372436,0.2910905225080964
514,514,514,514,514,514,514,P-0009,9,P-0009,16,7,0,0,3,2.0340984212234616,0.2905854887462088
512,512,512,512,512,512,512,1-5799,7,1-5799,13,7,0,0,3,2.0340984212234616,0.2905854887462088
