Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,215,215,215,215,MLG40,7,MLG40,3,51,11,1,13,1015.6347204446793,19.914406283229006
168,168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,9,MLG45,5,70,18,1,16,1023.7042713165283,14.624346733093262
9,9,9,9,9,9,9,9,9,9,9,9,9,9,1-3523,7,1-3523,3,543,92,1,150,1145.477543592453,2.1095350710726573
8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-10468,9,1-10468,5,549,58,1,153,1112.547094464302,2.026497439825687
189,189,189,189,189,189,189,189,189,189,189,189,189,189,MLG10,10,MLG10,20,60,12,0,37,25.19112741947174,0.41985212365786234
211,211,211,211,211,211,211,211,211,211,211,211,211,211,1-8042,12,1-8042,19,52,12,0,27,21.62595784664154,0.41588380474310654
112,112,112,112,112,112,112,112,112,112,112,112,112,112,1-3447,8,1-3447,4,110,38,0,21,45.48685610294342,0.413516873663122
93,93,93,93,93,93,93,93,93,93,93,93,93,93,MLG52,17,MLG52,12,125,32,0,55,51.6084326505661,0.41286746120452883
195,195,195,195,195,195,195,195,195,195,195,195,195,195,1-9379,19,1-9379,9,58,21,0,7,23.49561870098114,0.40509687415484724
22,22,22,22,22,22,22,22,22,22,22,22,22,22,MLG50,15,MLG50,15,319,114,0,41,128.61719524860382,0.40318869983888345
203,203,203,203,203,203,203,203,203,203,203,203,203,203,1-9938,10,1-9938,6,55,18,0,11,21.92168653011322,0.3985761187293313
165,165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,9,MLG59,5,71,20,0,22,27.84337306022644,0.39216018394685126
62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-6878,22,1-6878,18,167,53,0,33,64.76505959033966,0.38781472808586626
403,403,403,403,403,403,403,403,403,403,403,403,403,403,72-12171,14,72-12171,17,19,5,0,6,7.13910174369812,0.37574219703674316
228,228,228,228,228,228,228,228,228,228,228,228,228,228,MLG60,6,MLG60,2,47,16,0,4,17.42606782913208,0.3707674006198315
332,332,332,332,332,332,332,332,332,332,332,332,332,332,P-16616,10,P-16616,17,28,9,0,3,10.06955087184906,0.35962681685175213
67,67,67,67,67,67,67,67,67,67,67,67,67,67,1-3516,20,1-3516,8,156,17,0,100,52.651695728302,0.33751087005321795
124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-0292,22,1-0292,18,99,25,0,22,32.84337306022644,0.3317512430325903
239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-5002,11,1-5002,7,45,7,0,22,14.84337306022644,0.3298527346716987
308,308,308,308,308,308,308,308,308,308,308,308,308,308,1-4700,23,1-4700,8,31,10,0,0,10.0,0.3225806451612903
