Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,15,15,MLG58,71,38,0,2,38.09836418181658,0.5365966786171349
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,8,9,1-2294,75,38,0,20,38.98364181816578,0.519781890908877
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,19,8,1-6980,128,62,0,32,63.57382690906525,0.49667052272707224
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,15,15,MLG75,185,84,0,9,84.4426388181746,0.4564466963144573
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,6,2,1-0303,212,92,0,2,92.09836418181658,0.43442624614064423
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,18,10,1-1390,98,42,0,7,42.34427463635802,0.43208443506487776
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,11,11,MLG52,125,53,0,18,53.8852776363492,0.4310822210907936
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,7,13,MLG40,51,19,0,10,19.49182090908289,0.38219256684476255
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,1-6974,6,2,1-6974,207,78,0,2,78.09836418181658,0.3772867834870366
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,11,11,1-3206,45,16,0,8,16.39345672726631,0.3642990383836958
