Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,17,12,1-8627,25,11,0,3,12.011548906564713,0.4804619562625885
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,18,2,1-6858,23,10,0,1,10.337182968854904,0.44944273777630017
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,9,2,1-5775,244,93,0,9,96.03464671969414,0.3935846177036645
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,2,21,MLG45,70,26,0,3,27.011548906564713,0.3858792700937816
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,21,16,1-6692,71,15,0,30,25.115489065647125,0.35373928261474824
415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,1-1957,20,6,1-1957,47,14,0,7,16.36028078198433,0.34809108046775167
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,1-9156,14,21,1-9156,268,85,0,20,91.74365937709808,0.34232708722797794
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,20,6,1-1608,307,79,0,70,102.60280781984329,0.33421110039036905
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,9,21,1-9333,102,30,0,10,33.37182968854904,0.32717480086812784
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,20,22,1-1350,195,51,0,35,62.801403909921646,0.32205848158934175
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,2,13,MLG32,52,14,0,8,16.697463750839233,0.3211050721315237
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,15,8,1-5002,45,13,0,4,14.348731875419617,0.3188607083426582
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,2,4,MLG58,71,21,0,4,22.348731875419617,0.31477087148478333
504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,10,9,1-5425,17,4,0,4,5.348731875419617,0.31463128678938923
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,19,4,1-4682,16,4,0,3,5.0115489065647125,0.31322180666029453
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,2,4,MLG75,185,49,0,25,57.429574221372604,0.3104301309263384
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,1-5413,2,21,1-5413,39,11,0,3,12.011548906564713,0.3079884335016593
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,4,18,MLG29,164,37,0,40,50.48731875419617,0.3078495045987571
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,13,17,1-7866,318,58,0,105,93.40421172976494,0.29372393625712245
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,22,15,MLG14,232,56,0,34,67.46422094106674,0.2907940557804601
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,MLG39,2,11,MLG39,23,6,0,2,6.674365937709808,0.2901898233786873
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,5,14,MLG59,71,11,0,28,20.441123127937317,0.28790314264700445
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,12,3,1-18558,307,41,0,140,88.20561563968658,0.2873147089240605
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,19,22,1-0303,212,33,0,82,60.64900344610214,0.2860802049344441
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,11,7,1-4531,94,24,0,6,26.023097813129425,0.27684146609712157
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,1,12,1-0003,17,3,0,5,4.685914844274521,0.2756420496632071
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,11,7,1-1942,34,7,0,7,9.36028078198433,0.27530237594071555
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,8,20,1-0272,111,23,0,22,30.418025314807892,0.2740362640973684
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,18,5,1-10468,549,89,0,181,150.03011736273766,0.27327890230006857
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-8267,8,20,1-8267,133,16,0,60,36.23097813129425,0.27241336940822747
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,20,6,MLG56,511,133,0,17,138.73211047053337,0.2714914099227659
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,17,12,1-7682,141,35,0,8,37.69746375083923,0.2673578989421222
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,21,16,MLG40,51,8,0,16,13.394927501678467,0.2626456372878131
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,7,10,1-7024,498,57,0,218,130.5058872103691,0.26206001447865285
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,1-1224,18,5,1-1224,151,32,0,22,39.41802531480789,0.2610465252636284
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,13,17,1-11350,100,23,0,9,26.034646719694138,0.2603464671969414
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,4,18,1-6693,98,15,0,31,25.45267203450203,0.25972114320920436
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,15,4,1-4052,13,3,0,1,3.337182968854904,0.256706382219608
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,19,22,MLG60,47,10,0,6,12.023097813129425,0.2558105917687112
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-9768,7,10,1-9768,241,24,0,111,61.42730954289436,0.25488510183773594
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,1-10451,12,14,1-10451,46,11,0,2,11.674365937709808,0.2537905638632567
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,1-3535,21,16,1-3535,315,56,0,71,79.9399907886982,0.25377774853554985
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,15,8,MLG50,319,58,0,67,80.59125891327858,0.25263717527673535
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,10,13,1-5355,53,9,0,13,13.383378595113754,0.2525165772662972
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,4,18,MLG44,59,9,0,17,14.732110470533371,0.24969678763615882
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,1,9,MLG41,66,9,0,22,16.418025314807892,0.2487579593152711
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,1-3584,4,18,1-3584,26,1,0,16,6.394927501678467,0.24595875006455642
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-9394,22,15,1-9394,117,24,0,14,28.72056156396866,0.2454748851621253
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,19,22,1-9491,80,11,0,25,19.429574221372604,0.24286967776715757
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,21,16,1-9286,81,7,0,37,19.475769847631454,0.24044160305717846
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,16,12,1-5981,28,2,0,14,6.7205615639686584,0.2400200558560235
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,1-9650,13,17,1-9650,25,6,0,0,6.0,0.24
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1-8418,13,17,1-8418,46,8,0,9,11.034646719694138,0.2398836243411769
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-9417,18,5,1-9417,76,9,0,27,18.103940159082413,0.2382097389352949
497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,1-8493,20,6,1-8493,38,7,0,6,9.023097813129425,0.23744994245077433
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-8826,11,7,1-8826,123,17,0,36,29.13858687877655,0.2368990803152565
511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,1-9697,6,1,1-9697,20,2,0,8,4.697463750839233,0.23487318754196168
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,1,9,MLG65,201,18,0,86,46.99773532152176,0.2338195787140386
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,1-0033,16,11,1-0033,10,2,0,1,2.337182968854904,0.23371829688549042
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,1-8646,4,18,1-8646,20,4,0,2,4.674365937709808,0.23371829688549042
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,22,15,1-8421,109,21,0,13,25.383378595113754,0.232875032982695
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,9,2,1-9794,46,10,0,2,10.674365937709808,0.2320514334284741
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,1-8023,8,20,1-8023,16,1,0,8,3.6974637508392334,0.2310914844274521
341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,1-0031,12,3,1-0031,13,3,0,0,3.0,0.23076923076923078
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,1,9,1-0027,29,5,0,5,6.685914844274521,0.23054878773360415
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,2,4,1-9452,16,2,0,5,3.685914844274521,0.23036967776715755
482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,1-4390,2,4,1-4390,45,8,0,7,10.36028078198433,0.23022846182187398
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-7005,11,7,1-7005,285,43,0,67,65.59125891327858,0.23014476811676696
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,11,7,1-3052,166,24,0,42,38.161684691905975,0.2298896668187107
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,7,10,1-1390,98,12,0,31,22.45267203450203,0.2291088983112452
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,14,6,1-9752,22,3,0,6,5.023097813129425,0.22832262786951932
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,1-2335,14,21,1-2335,145,25,0,24,33.0923912525177,0.22822338794839794
392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,1-9609,4,18,1-9609,25,3,0,8,5.697463750839233,0.22789855003356935
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,1-18994,2,4,1-18994,28,6,0,1,6.337182968854904,0.22632796317338943
475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,1-18234,19,22,1-18234,43,8,0,5,9.68591484427452,0.22525383358777956
536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,1-9971,12,3,1-9971,15,0,0,10,3.3718296885490417,0.22478864590326944
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-9496,18,5,1-9496,39,1,0,23,8.755208283662796,0.22449252009391785
474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,1-8400,1,9,1-8400,33,3,0,13,7.383378595113754,0.22373874530647742
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,10,13,1-6181,659,109,0,113,147.10167548060417,0.22321953790683485
