Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,MLG40,22,MLG40,3,51,8,1,5,1009.8663975596428,19.80130191293417
168,168,168,168,168,168,168,MLG45,7,MLG45,5,70,17,1,16,1022.9724721908569,14.613892459869385
32,32,32,32,32,32,32,1-7874,22,1-7874,19,258,15,1,58,1036.6502116918564,4.018024076325025
8,8,8,8,8,8,8,1-10468,7,1-10468,5,549,55,1,153,1112.1117653250694,2.025704490573897
85,85,85,85,85,85,85,1-1131,12,1-1131,12,138,66,0,22,74.21214926242828,0.5377691975538281
22,22,22,22,22,22,22,MLG50,15,MLG50,15,319,123,0,62,146.14332973957062,0.4581295603121336
203,203,203,203,203,203,203,1-9938,6,1-9938,6,55,18,0,10,21.732795119285583,0.39514172944155607
228,228,228,228,228,228,228,MLG60,10,MLG60,2,47,15,0,9,18.359515607357025,0.3906279916458942
112,112,112,112,112,112,112,1-3447,8,1-3447,4,110,34,0,23,42.58542877435684,0.3871402615850622
165,165,165,165,165,165,165,MLG59,7,MLG59,5,71,18,0,21,25.838869750499725,0.36392774296478486
34,34,34,34,34,34,34,MLG51,17,MLG51,16,248,59,0,77,87.742522418499,0.35380049362297983
394,394,394,394,394,394,394,1-9697,21,1-9697,20,20,5,0,5,6.866397559642792,0.3433198779821396
239,239,239,239,239,239,239,1-5002,5,1-5002,7,45,6,0,25,15.331987798213959,0.3407108399603102
439,439,439,439,439,439,439,1-4682,10,1-4682,16,16,4,0,3,5.119838535785675,0.3199899084866047
166,166,166,166,166,166,166,MLG58,12,MLG58,12,71,14,0,22,22.212149262428284,0.3128471727102575
332,332,332,332,332,332,332,P-16616,22,P-16616,17,28,8,0,2,8.746559023857117,0.31237710799489704
245,245,245,245,245,245,245,1-1183,7,1-1183,10,45,10,0,10,13.732795119285583,0.30517322487301296
195,195,195,195,195,195,195,1-9379,18,1-9379,9,58,15,0,5,16.86639755964279,0.29079995792487573
441,441,441,441,441,441,441,1-9997,5,1-9997,7,16,2,0,7,4.6129565834999084,0.2883097864687443
123,123,123,123,123,123,123,1-11350,10,1-11350,2,100,22,0,18,28.71903121471405,0.2871903121471405
45,45,45,45,45,45,45,1-3596,8,1-3596,4,223,45,0,46,62.170857548713684,0.27879308317808826
127,127,127,127,127,127,127,1-5891,16,1-5891,17,96,20,0,18,26.71903121471405,0.278323241819938
267,267,267,267,267,267,267,1-5413,17,1-5413,16,39,6,0,13,10.852633655071259,0.27827265782233995
354,354,354,354,354,354,354,1-7530,19,1-7530,13,25,2,0,13,6.8526336550712585,0.2741053462028503
308,308,308,308,308,308,308,1-4700,19,1-4700,8,31,7,0,4,8.493118047714233,0.2739715499262656
221,221,221,221,221,221,221,1-4355,9,1-4355,3,49,7,0,17,13.345751702785492,0.27236227964868354
4,4,4,4,4,4,4,MLG68,16,MLG68,17,642,131,0,114,173.55386435985565,0.2703331220558499
77,77,77,77,77,77,77,1-9674,6,1-9674,6,144,35,0,9,38.359515607357025,0.2663855250510905
84,84,84,84,84,84,84,1-2382,8,1-2382,4,139,25,0,32,36.94494438171387,0.2657909667749199
78,78,78,78,78,78,78,1-1570,14,1-1570,14,142,25,0,34,37.691503405570984,0.26543312257444357
423,423,423,423,423,423,423,MLG46,18,MLG46,14,17,3,0,4,4.493118047714233,0.264301061630249
337,337,337,337,337,337,337,1-6532,18,1-6532,9,27,6,0,3,7.119838535785675,0.2636977235476176
80,80,80,80,80,80,80,1-0053,5,1-0053,7,142,24,0,36,37.4380624294281,0.26364832696780355
27,27,27,27,27,27,27,1-1608,11,1-1608,11,307,60,0,55,80.53037315607071,0.2623139190751489
23,23,23,23,23,23,23,1-7866,9,1-7866,3,318,26,0,151,82.36520630121231,0.2590100827082148
91,91,91,91,91,91,91,1-9270,14,1-9270,14,128,23,0,27,33.078546822071075,0.2584261470474303
327,327,327,327,327,327,327,1-8988,10,1-8988,2,29,7,0,1,7.373279511928558,0.2542510176527089
7,7,7,7,7,7,7,MLG69,13,MLG69,13,576,98,0,127,145.4064980149269,0.2524418368314703
111,111,111,111,111,111,111,1-0272,19,1-0272,8,111,5,0,61,27.77005022764206,0.25018063268146
512,512,512,512,512,512,512,1-5799,8,1-5799,14,7,1,0,2,1.7465590238571167,0.2495084319795881
145,145,145,145,145,145,145,1-9491,21,1-9491,20,80,11,0,24,19.9587082862854,0.2494838535785675
57,57,57,57,57,57,57,MLG75,18,MLG75,9,185,41,0,13,45.85263365507126,0.247852073811196
450,450,450,450,450,450,450,1-11206,10,1-11206,14,14,3,0,1,3.3732795119285583,0.2409485365663256
66,66,66,66,66,66,66,MLG48,6,MLG48,6,159,12,0,70,38.129565834999084,0.23980859015722694
5,5,5,5,5,5,5,MLG57,17,MLG57,16,629,61,0,239,150.21380335092545,0.2388136778234109
299,299,299,299,299,299,299,MLG31,22,MLG31,19,33,6,0,5,7.866397559642792,0.23837568362553915
146,146,146,146,146,146,146,MLG78,15,MLG78,15,80,8,0,29,18.825105845928192,0.2353138230741024
26,26,26,26,26,26,26,1-18558,16,1-18558,17,307,39,0,86,71.10203802585602,0.23160272972591536
125,125,125,125,125,125,125,1-1390,17,1-1390,16,98,11,0,31,22.57166486978531,0.23032311091617663
12,12,12,12,12,12,12,1-7024,18,1-7024,9,498,95,0,52,114.41053462028503,0.22974002935800208
518,518,518,518,518,518,518,1-4842,18,1-4842,9,6,1,0,1,1.3732795119285583,0.22887991865475973
154,154,154,154,154,154,154,1-9417,6,1-9417,6,76,15,0,6,17.23967707157135,0.2268378562048862
9,9,9,9,9,9,9,1-3523,9,1-3523,3,543,89,0,91,122.96843558549881,0.22646120733977682
345,345,345,345,345,345,345,1-3584,10,1-3584,17,26,4,0,5,5.866397559642792,0.2256306753708766
329,329,329,329,329,329,329,1-5980,8,1-5980,4,29,5,0,4,6.493118047714233,0.22390062233497357
121,121,121,121,121,121,121,1-9333,21,1-9333,20,102,12,0,29,22.825105845928192,0.22377554750909992
454,454,454,454,454,454,454,1-5913,8,1-5913,4,14,2,0,3,3.119838535785675,0.2228456096989768
134,134,134,134,134,134,134,1-8659,19,1-8659,8,91,15,0,14,20.225913166999817,0.22226278205494304
61,61,61,61,61,61,61,1-6927,22,1-6927,19,179,23,0,44,39.42429852485657,0.2202474777924948
89,89,89,89,89,89,89,1-9831,7,1-9831,5,132,7,0,59,29.023491203784943,0.21987493336200714
189,189,189,189,189,189,189,MLG10,21,MLG10,20,60,12,0,3,13.119838535785675,0.21866397559642792
404,404,404,404,404,404,404,1-20578,9,1-20578,5,19,3,0,3,4.119838535785675,0.21683360714661448
300,300,300,300,300,300,300,1-18709,5,1-18709,3,33,3,0,11,7.106074631214142,0.21533559488527704
213,213,213,213,213,213,213,1-6227,22,1-6227,19,52,10,0,3,11.119838535785675,0.21384304876510912
247,247,247,247,247,247,247,1-6734,14,1-6734,14,44,6,0,9,9.359515607357025,0.21271626380356876
318,318,318,318,318,318,318,1-9902,22,1-9902,17,30,6,0,1,6.373279511928558,0.21244265039761862
233,233,233,233,233,233,233,1-3587,13,1-3587,13,46,6,0,10,9.732795119285583,0.21158250259316486
122,122,122,122,122,122,122,1-9404,6,1-9404,6,100,17,0,11,21.106074631214142,0.21106074631214142
