Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,MLG40,24,MLG40,3,51,0,1,8,1000.797314658761,19.62347675801492
168,168,168,168,168,168,168,MLG45,9,MLG45,5,70,18,1,21,1020.0929509792477,14.572756442560681
32,32,32,32,32,32,32,1-7874,24,1-7874,19,258,0,1,58,1005.7805312760174,3.8983741522326256
8,8,8,8,8,8,8,1-10468,9,1-10468,5,549,46,1,147,1060.6506568547338,1.9319684095714642
85,85,85,85,85,85,85,1-1131,12,1-1131,12,138,66,0,18,67.7939579822123,0.49126056508849497
195,195,195,195,195,195,195,1-9379,2,1-9379,9,58,21,0,0,21.0,0.3620689655172414
112,112,112,112,112,112,112,1-3447,8,1-3447,4,110,36,0,19,37.89362231455743,0.34448747558688575
34,34,34,34,34,34,34,MLG51,16,MLG51,16,248,66,0,51,71.08288094960153,0.2866245199580707
228,228,228,228,228,228,228,MLG60,6,MLG60,2,47,13,0,3,13.298992997035384,0.2829572978092635
123,123,123,123,123,123,123,1-11350,6,1-11350,2,100,27,0,10,27.99664332345128,0.2799664332345128
26,26,26,26,26,26,26,1-18558,17,1-18558,17,307,82,0,24,84.39194397628307,0.2748923256556452
267,267,267,267,267,267,267,1-5413,16,1-5413,16,39,9,0,14,10.395300652831793,0.26654617058543056
165,165,165,165,165,165,165,MLG59,9,MLG59,5,71,15,0,38,18.787244629114866,0.26460907928330796
203,203,203,203,203,203,203,1-9938,10,1-9938,6,55,13,0,9,13.896978991106153,0.25267234529283916
77,77,77,77,77,77,77,1-9674,10,1-9674,6,144,34,0,12,35.19597198814154,0.24441647213987178
57,57,57,57,57,57,57,MLG75,2,MLG75,9,185,45,0,0,45.0,0.24324324324324326
