Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,21,4,MLG50,319,66,1,50,1078.8390714526176,3.3819406628608704
4,4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,21,4,1-6240,698,115,2,118,2145.3002086281776,3.073496000899968
105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-1258,21,4,1-1258,435,164,1,112,1192.7595200538635,2.741975908169801
488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,7,9,1-11350,100,53,0,25,59.41953572630882,0.5941953572630883
399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,13,7,MLG60,47,23,0,14,26.59494000673294,0.5658497873772966
270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,12,2,1-1390,98,51,0,9,53.311032861471176,0.5439901312395018
380,380,380,380,380,380,380,380,380,380,380,380,380,380,1-7004,19,3,1-7004,381,172,0,95,196.39423575997353,0.5154704350655473
440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,12,2,MLG52,125,50,0,32,58.21700572967529,0.46573604583740236
327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,5,14,P-16616,28,9,0,11,11.824595719575882,0.42230698998485294
466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,12,4,1-5981,28,11,0,2,11.513562858104706,0.4111986735037395
479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,21,4,1-9286,81,28,0,15,31.851721435785294,0.39323112883685546
190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,12,2,1-2382,139,49,0,16,53.10850286483765,0.3820755601786881
260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,21,4,1-0129,142,37,0,64,53.434011459350586,0.37629585534753934
140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,20,17,1-2294,75,26,0,7,27.79747000336647,0.3706329333782196
166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,7,9,MLG40,51,16,0,11,18.824595719575882,0.36910971999168396
149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,1,5,MLG58,71,21,0,18,25.622065722942352,0.3608741651118641
205,205,205,205,205,205,205,205,205,205,205,205,205,205,1-8018,12,2,1-8018,58,20,0,3,20.77034428715706,0.3581093842613286
364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,13,7,1-7682,141,47,0,11,49.82459571957588,0.3533659270891907
199,199,199,199,199,199,199,199,199,199,199,199,199,199,MLG39,20,17,MLG39,23,5,0,11,7.824595719575882,0.3401998138946036
485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,18,8,1-5980,29,9,0,3,9.770344287157059,0.336908423695071
526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,18,8,1-5002,45,11,0,16,15.108502864837646,0.3357445081075033
411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,12,2,MLG15,105,33,0,8,35.05425143241882,0.33385001364208405
