Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
MLG59,2,8,MLG59,71,15,1,11,1018.0669420659542,14.33897101501344
MLG38,7,15,MLG38,77,7,1,24,1013.6915099620819,13.164824804702363
1-18028,7,15,1-18028,309,5,1,51,1019.2194586694241,3.298444850062861
MLG56,2,8,MLG56,511,56,1,48,1069.3830199241638,2.092726066387796
1-0008,10,10,1-0008,230,123,0,1,123.27881291508675,0.5359948387612468
1-8573,22,11,1-8573,184,90,0,8,92.23050332069397,0.5012527354385542
1-3587,14,12,1-3587,46,17,0,13,20.6245678961277,0.44836017165495
1-6611,3,9,1-6611,89,28,0,35,37.75845202803612,0.4242522699779339
1-4531,20,3,1-4531,94,29,0,36,39.037264943122864,0.41529005258641344
1-5002,3,9,1-5002,45,16,0,9,18.509316235780716,0.4113181385729048
1-9379,19,21,1-9379,58,19,0,10,21.788129150867462,0.37565739915288726
1-1989,21,14,1-1989,46,12,0,17,16.739819556474686,0.363909120792928
1-7682,7,15,1-7682,141,44,0,12,47.345754981040955,0.3357854963194394
MLG45,21,14,MLG45,70,20,0,11,23.06694206595421,0.32952774379934585
1-17907,3,9,1-17907,119,29,0,32,37.92201328277588,0.3186723805275284
MLG65,8,16,MLG65,201,39,0,84,62.42028486728668,0.3105486809317745
MLG58,10,18,MLG58,71,19,0,9,21.509316235780716,0.3029481159969115
1-8627,14,12,1-8627,25,5,0,9,7.509316235780716,0.30037264943122866
1-1580,13,13,1-1580,400,38,0,288,118.29811954498291,0.29574529886245726
MLG60,14,12,MLG60,47,8,0,20,13.576258301734924,0.28885655961138135
MLG51,5,4,MLG51,248,62,0,34,71.47963911294937,0.2882243512618926
1-3083,5,4,1-3083,78,16,0,19,21.297445386648178,0.2730441716236946
1-9491,21,14,1-9491,80,17,0,17,21.739819556474686,0.2717477444559336
1-1204,13,13,1-1204,39,9,0,5,10.394064575433731,0.2665144762931726
1-18558,15,11,1-18558,307,72,0,33,81.20082619786263,0.26449780520476424
1-1350,21,14,1-1350,195,40,0,40,51.15251660346985,0.262320597966512
1-1942,20,2,1-1942,34,8,0,3,8.836438745260239,0.25989525721353646
1-9277,20,2,1-9277,48,8,0,15,12.182193726301193,0.2537957026312749
1-3139,20,2,1-3139,93,19,0,14,22.903380811214447,0.24627291194854245
1-7122,21,14,1-7122,197,24,0,85,47.69909778237343,0.242127399910525
