Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,215,215,215,MLG40,5,MLG40,3,51,11,1,13,1015.2910698652267,19.907668036573074
168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,7,MLG45,5,70,17,1,16,1022.2813167572021,14.604018810817173
9,9,9,9,9,9,9,9,9,9,9,9,9,1-3523,5,1-3523,3,543,91,1,150,1140.5123445987701,2.100391058192947
8,8,8,8,8,8,8,8,8,8,8,8,8,1-10468,7,1-10468,5,549,56,1,157,1107.822920680046,2.017892387395348
112,112,112,112,112,112,112,112,112,112,112,112,112,1-3447,6,1-3447,4,110,38,0,21,44.93172824382782,0.4084702567620711
203,203,203,203,203,203,203,203,203,203,203,203,203,1-9938,8,1-9938,6,55,18,0,10,21.300822973251343,0.3872876904227517
165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,7,MLG59,5,71,19,0,21,25.93172824382782,0.36523560906799746
36,36,36,36,36,36,36,36,36,36,36,36,36,MLG64,19,MLG64,19,245,66,0,62,86.46510243415833,0.35291878544554417
267,267,267,267,267,267,267,267,267,267,267,267,267,1-5413,17,1-5413,16,39,10,0,11,13.630905270576477,0.349510391553243
125,125,125,125,125,125,125,125,125,125,125,125,125,1-1390,6,1-1390,16,98,23,0,33,33.89271581172943,0.34584403889519827
171,171,171,171,171,171,171,171,171,171,171,171,171,1-9645,10,1-9645,9,69,5,0,57,23.814690947532654,0.345140448514966
85,85,85,85,85,85,85,85,85,85,85,85,85,1-1131,12,1-1131,12,138,27,0,62,47.465102434158325,0.34395001763882843
228,228,228,228,228,228,228,228,228,228,228,228,228,MLG60,4,MLG60,2,47,14,0,4,15.320329189300537,0.32596445083618164
123,123,123,123,123,123,123,123,123,123,123,123,123,1-11350,4,1-11350,2,100,28,0,13,32.291069865226746,0.32291069865226746
34,34,34,34,34,34,34,34,34,34,34,34,34,MLG51,17,MLG51,16,248,70,0,30,79.90246891975403,0.32218737467642755
81,81,81,81,81,81,81,81,81,81,81,81,81,1-7682,13,1-7682,11,141,27,0,55,45.154526352882385,0.3202448677509389
242,242,242,242,242,242,242,242,242,242,242,242,242,1-3206,14,1-3206,13,45,11,0,10,14.300822973251343,0.3177960660722521
256,256,256,256,256,256,256,256,256,256,256,256,256,1-0296,5,1-0296,3,41,5,0,23,12.591892838478088,0.30711933752385584
61,61,61,61,61,61,61,61,61,61,61,61,61,1-6927,19,1-6927,19,179,49,0,17,54.61139905452728,0.3050916148297614
239,239,239,239,239,239,239,239,239,239,239,239,239,1-5002,9,1-5002,7,45,9,0,14,13.62115216255188,0.30269227027893064
146,146,146,146,146,146,146,146,146,146,146,146,146,MLG78,16,MLG78,15,80,17,0,21,23.93172824382782,0.29914660304784774
212,212,212,212,212,212,212,212,212,212,212,212,212,MLG32,19,MLG32,19,52,14,0,4,15.320329189300537,0.2946217151788565
195,195,195,195,195,195,195,195,195,195,195,195,195,1-9379,10,1-9379,9,58,13,0,12,16.96098756790161,0.29243082013623467
93,93,93,93,93,93,93,93,93,93,93,93,93,MLG52,12,MLG52,12,125,30,0,18,35.94148135185242,0.28753185081481936
174,174,174,174,174,174,174,174,174,174,174,174,174,MLG41,19,MLG41,19,66,17,0,5,18.65041148662567,0.2825819922216011
57,57,57,57,57,57,57,57,57,57,57,57,57,MLG75,10,MLG75,9,185,42,0,29,51.572386622428894,0.27876965741853454
54,54,54,54,54,54,54,54,54,54,54,54,54,1-1350,13,1-1350,11,195,33,0,64,54.125267028808594,0.27756547194260817
233,233,233,233,233,233,233,233,233,233,233,233,233,1-3587,14,1-3587,13,46,11,0,5,12.650411486625671,0.2750089453614276
12,12,12,12,12,12,12,12,12,12,12,12,12,1-7024,10,1-7024,9,498,63,0,224,136.93843460083008,0.2749767763068877
22,22,22,22,22,22,22,22,22,22,22,22,22,MLG50,16,MLG50,15,319,37,0,144,84.53185081481934,0.26499012794614213
77,77,77,77,77,77,77,77,77,77,77,77,77,1-9674,8,1-9674,6,144,34,0,12,37.96098756790161,0.26361796922153896
182,182,182,182,182,182,182,182,182,182,182,182,182,1-6647,5,1-6647,9,62,10,0,19,16.27156364917755,0.2624445749867347
91,91,91,91,91,91,91,91,91,91,91,91,91,1-9270,15,1-9270,14,128,23,0,32,33.5626335144043,0.26220807433128357
13,13,13,13,13,13,13,13,13,13,13,13,13,1-1258,16,1-1258,15,435,91,0,69,113.77567851543427,0.26155328394352706
43,43,43,43,43,43,43,43,43,43,43,43,43,MLG14,4,MLG14,2,232,56,0,14,60.62115216255188,0.2612980696661719
154,154,154,154,154,154,154,154,154,154,154,154,154,1-9417,8,1-9417,6,76,15,0,13,19.291069865226746,0.25382986664772034
45,45,45,45,45,45,45,45,45,45,45,45,45,1-3596,6,1-3596,4,223,42,0,44,56.52362108230591,0.2534691528354525
297,297,297,297,297,297,297,297,297,297,297,297,297,1-9630,10,1-9630,14,33,8,0,1,8.330082297325134,0.25242673628257983
358,358,358,358,358,358,358,358,358,358,358,358,358,1-8627,13,1-8627,11,25,3,0,10,6.300822973251343,0.2520329189300537
84,84,84,84,84,84,84,84,84,84,84,84,84,1-2382,6,1-2382,4,139,25,0,30,34.90246891975403,0.2510968987032664
143,143,143,143,143,143,143,143,143,143,143,143,143,1-9286,13,1-9286,11,81,9,0,34,20.222798109054565,0.24966417418585884
439,439,439,439,439,439,439,439,439,439,439,439,439,1-4682,17,1-4682,16,16,3,0,3,3.990246891975403,0.24939043074846268
441,441,441,441,441,441,441,441,441,441,441,441,441,1-9997,9,1-9997,7,16,2,0,6,3.9804937839508057,0.24878086149692535
124,124,124,124,124,124,124,124,124,124,124,124,124,1-0292,20,1-0292,18,99,15,0,29,24.572386622428894,0.24820592547907974
66,66,66,66,66,66,66,66,66,66,66,66,66,MLG48,8,MLG48,6,159,13,0,80,39.40658378601074,0.24784014959755185
337,337,337,337,337,337,337,337,337,337,337,337,337,1-6532,10,1-6532,9,27,4,0,8,6.640658378601074,0.2459503103185583
5,5,5,5,5,5,5,5,5,5,5,5,5,MLG57,17,MLG57,16,629,114,0,121,153.93995797634125,0.24473761204505762
147,147,147,147,147,147,147,147,147,147,147,147,147,1-2423,12,1-2423,12,79,17,0,6,18.980493783950806,0.24025941498671907
64,64,64,64,64,64,64,64,64,64,64,64,64,MLG29,9,MLG29,7,164,27,0,37,39.21304500102997,0.23910393293310955
191,191,191,191,191,191,191,191,191,191,191,191,191,MLG44,19,MLG44,19,59,13,0,3,13.990246891975403,0.2371228286775492
80,80,80,80,80,80,80,80,80,80,80,80,80,1-0053,9,1-0053,7,142,25,0,26,33.58213973045349,0.236493941763757
30,30,30,30,30,30,30,30,30,30,30,30,30,1-10785,15,1-10785,14,279,28,0,114,65.62938189506531,0.23523075948052083
78,78,78,78,78,78,78,78,78,78,78,78,78,1-1570,15,1-1570,14,142,26,0,22,33.261810541152954,0.2342381024024856
295,295,295,295,295,295,295,295,295,295,295,295,295,1-1942,3,1-1942,1,34,3,0,15,7.951234459877014,0.2338598370552063
7,7,7,7,7,7,7,7,7,7,7,7,7,MLG69,14,MLG69,13,576,87,0,140,133.2115216255188,0.23127000282208124
94,94,94,94,94,94,94,94,94,94,94,94,94,1-1005,9,1-1005,7,125,16,0,39,28.873209595680237,0.2309856767654419
122,122,122,122,122,122,122,122,122,122,122,122,122,1-9404,8,1-9404,6,100,17,0,18,22.941481351852417,0.22941481351852416
429,429,429,429,429,429,429,429,429,429,429,429,429,1-9452,8,1-9452,19,16,3,0,2,3.6601645946502686,0.22876028716564178
404,404,404,404,404,404,404,404,404,404,404,404,404,1-20578,7,1-20578,5,19,4,0,1,4.330082297325134,0.22789906828027023
38,38,38,38,38,38,38,38,38,38,38,38,38,1-4649,14,1-4649,13,244,36,0,58,55.14477324485779,0.2260031690363024
350,350,350,350,350,350,350,350,350,350,350,350,350,1-9609,20,1-9609,12,25,3,0,8,5.640658378601074,0.22562633514404296
23,23,23,23,23,23,23,23,23,23,23,23,23,1-7866,5,1-7866,3,318,27,0,134,71.231027841568,0.22399694289801256
221,221,221,221,221,221,221,221,221,221,221,221,221,1-4355,5,1-4355,3,49,8,0,9,10.970740675926208,0.2238926668556369
11,11,11,11,11,11,11,11,11,11,11,11,11,MLG56,14,MLG56,13,511,91,0,69,113.77567851543427,0.2226529912239418
243,243,243,243,243,243,243,243,243,243,243,243,243,1-19166,14,1-19166,13,45,9,0,3,9.990246891975403,0.22200548648834229
20,20,20,20,20,20,20,20,20,20,20,20,20,1-8067,8,1-8067,6,322,50,0,65,71.45534932613373,0.2219110227519681
150,150,150,150,150,150,150,150,150,150,150,150,150,1-3083,5,1-3083,3,78,7,0,31,17.232551217079163,0.2209301438087072
41,41,41,41,41,41,41,41,41,41,41,41,41,1-9283,13,1-9283,11,235,19,0,99,51.67814743518829,0.21990701036250337
199,199,199,199,199,199,199,199,199,199,199,199,199,1-20167,9,1-20167,4,56,7,0,16,12.281316757202148,0.21930922780718123
27,27,27,27,27,27,27,27,27,27,27,27,27,1-1608,13,1-1608,11,307,49,0,55,67.15452635288239,0.21874438551427486
161,161,161,161,161,161,161,161,161,161,161,161,161,1-8285,13,1-8285,11,72,10,0,17,15.611399054527283,0.2168249868684345
166,166,166,166,166,166,166,166,166,166,166,166,166,MLG58,12,MLG58,12,71,12,0,10,15.300822973251343,0.215504548919033
423,423,423,423,423,423,423,423,423,423,423,423,423,MLG46,15,MLG46,14,17,3,0,2,3.6601645946502686,0.2153037996853099
101,101,101,101,101,101,101,101,101,101,101,101,101,1-18371,11,1-18371,10,120,9,0,51,25.834197163581848,0.21528497636318206
296,296,296,296,296,296,296,296,296,296,296,296,296,1-0205,3,1-0205,1,34,2,0,16,7.281316757202148,0.2141563752118279
454,454,454,454,454,454,454,454,454,454,454,454,454,1-5913,6,1-5913,4,14,2,0,3,2.990246891975403,0.21358906371252878
56,56,56,56,56,56,56,56,56,56,56,56,56,1-8427,13,1-8427,11,189,9,0,95,40.357818245887756,0.213533429872422
4,4,4,4,4,4,4,4,4,4,4,4,4,MLG68,18,MLG68,17,642,92,0,135,136.56111013889313,0.21271200956213882
109,109,109,109,109,109,109,109,109,109,109,109,109,1-7441,15,1-7441,14,111,10,0,41,23.533374190330505,0.2120123800930676
106,106,106,106,106,106,106,106,106,106,106,106,106,1-9963,15,1-9963,14,116,16,0,26,24.58213973045349,0.2119149976763232
247,247,247,247,247,247,247,247,247,247,247,247,247,1-6734,8,1-6734,14,44,6,0,10,9.300822973251343,0.21138234030116687
73,73,73,73,73,73,73,73,73,73,73,73,73,MLG12,12,MLG12,12,146,12,0,57,30.814690947532654,0.21105952703789488
386,386,386,386,386,386,386,386,386,386,386,386,386,1-4855,13,1-4855,11,22,1,0,11,4.630905270576477,0.21049569411711258
31,31,31,31,31,31,31,31,31,31,31,31,31,1-9156,11,1-9156,10,268,21,0,107,56.31880581378937,0.2101447978126469
55,55,55,55,55,55,55,55,55,55,55,55,55,1-1462,3,1-1462,1,192,19,0,64,40.125267028808594,0.20898576577504477
89,89,89,89,89,89,89,89,89,89,89,89,89,1-9831,7,1-9831,5,132,8,0,59,27.474855542182922,0.2081428450165373
222,222,222,222,222,222,222,222,222,222,222,222,222,1-8705,20,1-8705,18,48,7,0,9,9.970740675926208,0.20772376408179602
503,503,503,503,503,503,503,503,503,503,503,503,503,1-5531,3,1-5531,1,8,1,0,2,1.6601645946502686,0.20752057433128357
19,19,19,19,19,19,19,19,19,19,19,19,19,1-7863,15,1-7863,14,351,17,0,169,72.78390824794769,0.20736156195996494
505,505,505,505,505,505,505,505,505,505,505,505,505,1-9855,1,1-9855,20,8,0,0,5,1.6504114866256714,0.20630143582820892
176,176,176,176,176,176,176,176,176,176,176,176,176,1-6561,15,1-6561,14,65,10,0,10,13.300822973251343,0.20462804574232835
299,299,299,299,299,299,299,299,299,299,299,299,299,MLG31,19,MLG31,19,33,6,0,2,6.6601645946502686,0.20182316953485663
