Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
145,145,145,145,145,1-9491,5,1-9491,10,80,10,1,22,1022.7789204120636,12.784736505150795
93,93,93,93,93,MLG52,5,MLG52,10,125,15,1,23,1028.3597804307938,8.22687824344635
332,332,332,332,332,P-16616,13,P-16616,16,28,7,0,10,12.808600187301636,0.45745000668934416
17,17,17,17,17,1-7004,16,1-7004,19,381,51,0,193,163.10598361492157,0.4280996945273532
15,15,15,15,15,1-1580,15,1-1580,18,400,47,0,211,169.5614639520645,0.42390365988016127
212,212,212,212,212,MLG32,11,MLG32,13,52,16,0,10,21.808600187301636,0.4193961574481084
36,36,36,36,36,MLG64,11,MLG64,13,245,93,0,13,100.55118024349213,0.41041298058568215
104,104,104,104,104,1-9394,14,1-9394,17,117,14,0,58,47.68988108634949,0.4076058212508503
267,267,267,267,267,1-5413,5,1-5413,10,39,6,0,16,15.293760299682617,0.392147699991862
278,278,278,278,278,1-7845,6,1-7845,3,36,9,0,8,13.646880149841309,0.37908000416225857
47,47,47,47,47,1-0303,12,1-0303,15,212,16,0,109,79.31374204158783,0.3741214247244709
166,166,166,166,166,MLG58,11,MLG58,13,71,19,0,13,26.551180243492126,0.37396028511960744
215,215,215,215,215,MLG40,13,MLG40,16,51,15,0,7,19.066020131111145,0.3738435319825715
265,265,265,265,265,1-1204,16,1-1204,20,39,7,0,13,14.551180243492126,0.37310718573056734
179,179,179,179,179,1-7467,11,1-7467,13,64,14,0,16,23.293760299682617,0.3639650046825409
299,299,299,299,299,MLG31,21,MLG31,6,33,12,0,0,12.0,0.36363636363636365
300,300,300,300,300,1-18709,10,1-18709,10,33,9,0,5,11.904300093650818,0.3607363664742672
84,84,84,84,84,1-2382,5,1-2382,10,139,22,0,45,48.13870084285736,0.346321588797535
462,462,462,462,462,1-4052,5,1-4052,20,13,2,0,4,4.323440074920654,0.3325723134554349
228,228,228,228,228,MLG60,17,MLG60,5,47,13,0,4,15.323440074920654,0.3260306398919288
7,7,7,7,7,MLG69,16,MLG69,19,576,43,0,248,187.05328464508057,0.3247452858421538
111,111,111,111,111,1-0272,5,1-0272,10,111,18,0,31,36.00666058063507,0.3243843295552709
55,55,55,55,55,1-1462,18,1-1462,14,192,9,0,91,61.858261704444885,0.32217844637731713
168,168,168,168,168,MLG45,4,MLG45,9,70,19,0,6,22.48516011238098,0.321216573034014
165,165,165,165,165,MLG59,4,MLG59,9,71,18,0,8,22.64688014984131,0.3189701429555114
203,203,203,203,203,1-9938,3,1-9938,8,55,3,0,25,17.52150046825409,0.31857273578643797
57,57,57,57,57,MLG75,17,MLG75,5,185,43,0,27,58.68322050571442,0.317206597328186
195,195,195,195,195,1-9379,4,1-9379,9,58,16,0,4,18.323440074920654,0.31592138060208025
28,28,28,28,28,1-7005,18,1-7005,14,285,13,0,132,89.67352247238159,0.31464393849958455
403,403,403,403,403,72-12171,8,72-12171,14,19,3,0,5,5.904300093650818,0.3107526365079378
81,81,81,81,81,1-7682,17,1-7682,5,141,33,0,17,42.87462031841278,0.30407532140718285
