Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,MLG40,6,MLG40,3,51,11,1,13,1022.8479864001274,20.055842870590734
168,168,168,168,168,168,168,168,168,168,MLG45,8,MLG45,5,70,18,1,16,1032.5821371078491,14.751173387254987
9,9,9,9,9,9,9,9,9,9,1-3523,6,1-3523,3,543,95,1,150,1231.7075353860855,2.268338002552644
8,8,8,8,8,8,8,8,8,8,1-10468,8,1-10468,5,549,59,1,152,1197.5303025245667,2.181293811520158
67,67,67,67,67,67,67,67,67,67,1-3516,20,1-3516,8,156,21,0,100,112.138356924057,0.7188356213080578
189,189,189,189,189,189,189,189,189,189,MLG10,6,MLG10,20,60,27,0,17,42.49352067708969,0.7082253446181616
211,211,211,211,211,211,211,211,211,211,1-8042,11,1-8042,19,52,12,0,27,36.60735636949539,0.703987622490296
52,52,52,52,52,52,52,52,52,52,1-7122,18,1-7122,10,197,7,0,130,125.47986400127411,0.6369536243719498
256,256,256,256,256,256,256,256,256,256,1-0296,6,1-0296,3,41,5,0,23,25.96182209253311,0.6332151729886125
66,66,66,66,66,66,66,66,66,66,MLG48,9,MLG48,6,159,13,0,93,97.75867193937302,0.6148344147130378
239,239,239,239,239,239,239,239,239,239,1-5002,10,1-5002,7,45,7,0,22,27.05043852329254,0.6011208560731676
277,277,277,277,277,277,277,277,277,277,1-10060,12,1-10060,20,36,14,0,8,21.29106855392456,0.591418570942349
403,403,403,403,403,403,403,403,403,403,72-12171,13,72-12171,17,19,5,0,6,10.46830141544342,0.5509632323917589
132,132,132,132,132,132,132,132,132,132,MLG55,12,MLG55,20,92,16,0,38,50.63257563114166,0.550354082947192
12,12,12,12,12,12,12,12,12,12,1-7024,19,1-7024,9,498,95,0,182,260.87180960178375,0.5238389751039835
145,145,145,145,145,145,145,145,145,145,1-9491,12,1-9491,20,80,15,0,29,41.43012350797653,0.5178765438497066
165,165,165,165,165,165,165,165,165,165,MLG59,8,MLG59,5,71,17,0,21,36.13905495405197,0.509000774000732
203,203,203,203,203,203,203,203,203,203,1-9938,19,1-9938,6,55,26,0,2,27.82276713848114,0.5058684934269299
22,22,22,22,22,22,22,22,22,22,MLG50,14,MLG50,15,319,125,0,34,155.98704135417938,0.488987590451973
112,112,112,112,112,112,112,112,112,112,1-3447,7,1-3447,4,110,36,0,19,53.31628781557083,0.48469352559609846
23,23,23,23,23,23,23,23,23,23,1-7866,6,1-7866,3,318,28,0,134,150.1253982782364,0.4720924474158377
195,195,195,195,195,195,195,195,195,195,1-9379,19,1-9379,9,58,21,0,6,26.46830141544342,0.4563500244041969
545,545,545,545,545,545,545,545,545,545,1-4926,22,1-4926,19,4,0,0,2,1.8227671384811401,0.45569178462028503
5,5,5,5,5,5,5,5,5,5,MLG57,16,MLG57,16,629,67,0,239,284.82067304849625,0.45281506049045506
114,114,114,114,114,114,114,114,114,114,1-7152,20,1-7152,8,109,1,0,53,49.303329169750214,0.45232412082339646
24,24,24,24,24,24,24,24,24,24,1-3535,18,1-3535,10,315,44,0,108,142.42942547798157,0.45215690627930655
150,150,150,150,150,150,150,150,150,150,1-3083,6,1-3083,3,78,7,0,31,35.25289064645767,0.45196013649304706
89,89,89,89,89,89,89,89,89,89,1-9831,9,1-9831,5,132,43,0,18,59.40490424633026,0.45003715338128986
345,345,345,345,345,345,345,345,345,345,1-3584,13,1-3584,17,26,8,0,4,11.64553427696228,0.4479051644985492
394,394,394,394,394,394,394,394,394,394,1-9697,12,1-9697,20,20,8,0,1,8.91138356924057,0.4455691784620285
137,137,137,137,137,137,137,137,137,137,1-6611,20,1-6611,8,89,5,0,38,39.63257563114166,0.4453098385521535
