Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,3,18,1-1183,45,32,0,2,32.484162390232086,0.7218702753384908
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,1,11,1-0296,41,16,0,5,17.210405975580215,0.4197659994043955
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,3,18,1-9333,102,41,0,1,41.24208119511604,0.4043341293638828
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,4,7,MLG32,52,16,0,19,20.59954270720482,0.39614505206163114
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,4,7,1-5355,53,18,0,8,19.936649560928345,0.37616319926279895
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,11,19,MLG60,47,13,0,18,17.357461512088776,0.3693076917465697
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,7,11,1-6693,98,33,0,13,36.14705553650856,0.3688475054745771
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,3,18,1-0053,142,46,0,25,52.05202987790108,0.3665635906894442
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,22,16,1-7122,197,44,0,115,71.83933743834496,0.3646666875042891
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,1,13,1-5002,45,13,0,13,16.14705553650856,0.3588234563668569
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-7042,8,17,1-7042,117,37,0,17,41.11538031697273,0.35141350698267293
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-8181,7,11,1-8181,30,8,0,10,10.420811951160431,0.3473603983720144
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,9,15,MLG48,159,45,0,42,55.16741019487381,0.34696484399291705
402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,1-5744,13,2,1-5744,18,6,0,1,6.242081195116043,0.34678228861755794
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,1,13,1-0303,212,63,0,43,73.40949138998985,0.3462711858018389
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,3,18,MLG29,164,44,0,51,56.3461409509182,0.3435740301885256
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,1-1827,3,18,1-1827,24,8,0,1,8.242081195116043,0.3434200497965018
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,13,2,MLG65,201,62,0,29,69.02035465836525,0.3433848490465933
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,1-3089,20,8,1-3089,16,5,0,2,5.484162390232086,0.3427601493895054
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,5,21,1-18709,33,9,0,9,11.178730756044388,0.33874941684982995
450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,1-2297,7,11,1-2297,25,6,0,10,8.420811951160431,0.33683247804641725
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,11,19,1-7866,318,79,0,114,106.59725624322891,0.3352114976202167
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,1-8018,4,7,1-8018,58,17,0,10,19.42081195116043,0.334841585364835
278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,1-10762,14,22,1-10762,6,2,0,0,2.0,0.3333333333333333
551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,1-9838,6,14,1-9838,3,1,0,0,1.0,0.3333333333333333
559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,1-5914,13,2,1-5914,3,1,0,0,1.0,0.3333333333333333
439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,MLG72,16,20,MLG72,9,3,0,0,3.0,0.3333333333333333
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,13,2,1-5803,15,5,0,0,5.0,0.3333333333333333
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1-8222,3,18,1-8222,12,2,0,8,3.9366495609283447,0.32805413007736206
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,3,18,1-7530,25,6,0,9,8.178730756044388,0.3271492302417755
409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,1-9645,3,18,1-9645,69,20,0,10,22.42081195116043,0.3249393036400062
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,7,11,1-5980,29,7,0,10,9.420811951160431,0.32485558452277347
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,9,15,P-16616,28,4,0,21,9.083705097436905,0.32441803919417517
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,14,22,1-7441,111,33,0,12,35.90497434139252,0.3234682373098425
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,9,15,1-3596,223,57,0,62,72.00903409719467,0.32291046680356356
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,1-20167,13,2,1-20167,56,18,0,0,18.0,0.32142857142857145
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,8,17,1-1462,192,36,0,104,61.17644429206848,0.31862731402119
459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,1-2545,20,8,1-2545,145,39,0,27,45.53619226813316,0.3140427052974701
563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,1-21192,3,18,1-21192,4,1,0,1,1.242081195116043,0.3105202987790108
366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,1-5163,7,11,1-5163,16,4,0,4,4.968324780464172,0.3105202987790108
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,1-9733,1,13,1-9733,4,1,0,1,1.242081195116043,0.3105202987790108
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-9946,6,14,1-9946,12,3,0,3,3.7262435853481293,0.3105202987790108
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,2,4,1-9997,16,3,0,8,4.936649560928345,0.30854059755802155
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,14,22,MLG40,51,14,0,7,15.694568365812302,0.3077366346237706
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,15,21,1-3106,34,7,0,14,10.389136731624603,0.30556284504778247
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,1-9345,20,8,1-9345,47,13,0,5,14.210405975580215,0.3023490633102173
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,18,9,1-9270,128,35,0,15,38.631217926740646,0.3018063900526613
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,1-8705,12,5,1-8705,48,13,0,6,14.452487170696259,0.3010934827228387
509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,1-18935,4,7,1-18935,30,8,0,4,8.968324780464172,0.29894415934880575
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,1-2573,20,8,1-2573,37,9,0,8,10.936649560928345,0.29558512326833364
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,8,17,1-9516,76,20,0,10,22.42081195116043,0.2950106835679004
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,21,12,1-0292,99,19,0,42,29.16741019487381,0.2946203049987253
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,4,7,MLG64,245,52,0,82,71.85065799951553,0.29326799183475727
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,6,14,MLG57,629,114,0,291,184.44562777876854,0.2932362921761026
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,5,16,1-0027,29,8,0,2,8.484162390232086,0.29255732380110644
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,15,21,MLG14,232,55,0,48,66.61989736557007,0.28715473002400893
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,1-1224,3,18,1-1224,151,39,0,15,42.631217926740646,0.2823259465347063
445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,1-6538,1,13,1-6538,44,9,0,14,12.389136731624603,0.2815712893551046
279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,MLG43,7,11,MLG43,14,2,0,8,3.9366495609283447,0.28118925435202463
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,P-0009,11,19,P-0009,7,1,0,4,1.9683247804641724,0.28118925435202463
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,13,2,1-4682,16,4,0,2,4.484162390232086,0.2802601493895054
147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,1-17657,5,10,1-17657,8,2,0,1,2.242081195116043,0.2802601493895054
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,21,12,MLG30,208,52,0,26,58.29411107301712,0.2802601493895054
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,1-9870,3,18,1-9870,27,7,0,2,7.484162390232086,0.2771911996382254
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,6,1,1-6980,128,31,0,17,35.11538031697273,0.2743389087263495
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,16,20,1-5775,244,61,0,24,66.80994868278503,0.2738112650933813
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,8,17,72-12171,19,3,0,9,5.178730756044388,0.27256477663391515
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-9768,22,16,1-9768,241,59,0,27,65.53619226813316,0.2719344077515899
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,1-10696,12,5,1-10696,24,6,0,2,6.484162390232086,0.27017343292633694
413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,1-8314,3,18,1-8314,36,9,0,3,9.72624358534813,0.27017343292633694
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,1,13,MLG49,185,39,0,45,49.89365378022194,0.2696954258390375
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,12,5,1-9379,58,12,0,15,15.631217926740646,0.26950375735759735
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,1-3584,3,18,1-3584,26,7,0,0,7.0,0.2692307692307692
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,1-9655,20,8,1-9655,27,7,0,1,7.242081195116043,0.26822522944874233
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,8,17,1-8488,23,3,0,13,6.14705553650856,0.26726328419602435
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,16,20,1-6692,71,14,0,20,18.841623902320862,0.26537498453973046
513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,1-8094,2,4,1-8094,58,11,0,18,15.357461512088776,0.2647838191739444
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,7,11,MLG59,71,11,0,32,18.74659824371338,0.2640365949818786
522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,1-5282,4,7,1-5282,17,4,0,2,4.484162390232086,0.26377425824894624
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,4,7,MLG41,66,14,0,14,17.389136731624603,0.2634717686609788
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,MLG35,4,7,MLG35,49,10,0,12,12.904974341392517,0.26336682329372485
