Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,17,6,1-9379,58,38,0,7,43.762674033641815,0.7545288626489968
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,1,12,1-7122,197,111,0,26,132.40421783924103,0.672102628625589
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,2,8,1-19286,40,20,0,5,24.116195738315582,0.6029048934578896
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,10,9,1-5002,45,5,0,22,23.111261248588562,0.5135835833019681
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,2,8,MLG29,164,31,0,62,82.04082715511322,0.5002489460677635
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,9,6,1-2423,79,10,0,34,37.99013102054596,0.4808877344372906
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,11,13,MLG32,52,14,0,13,24.702108919620514,0.47504055614654833
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,23,7,1-0129,142,17,0,61,67.2175880074501,0.4733632958271134
320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,MLG13,7,5,MLG13,140,24,0,50,65.16195738315582,0.46544255273682733
293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,1-8066,9,13,1-8066,86,35,0,6,39.9394348859787,0.46441203355789185
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,4,10,1-1608,307,55,0,106,142.26334965229034,0.46339853306934964
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,12,16,MLG58,71,22,0,13,32.702108919620514,0.4605930833749368
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,23,7,1-9270,128,37,0,26,58.40421783924103,0.45628295186907053
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,17,6,MLG75,185,62,0,26,83.40421783924103,0.4508336099418434
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,7,5,1-9227,801,85,0,335,360.785114467144,0.45041837012127844
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,11,13,MLG40,51,7,0,19,22.641543805599213,0.4439518393254748
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,23,7,1-6561,65,17,0,14,28.52534806728363,0.43885150872744044
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,22,3,1-7866,318,26,0,136,137.96052408218384,0.43383812604460326
285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,1-18615,13,2,1-18615,22,7,0,3,9.46971744298935,0.43044170195406134
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,1-3139,7,5,1-3139,93,12,0,34,39.99013102054596,0.43000140882307486
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,18,16,1-0303,212,62,0,35,90.81337016820908,0.4283649536236277
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,22,3,1-18558,307,41,0,104,126.61687135696411,0.4124328057230101
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,20,17,1-1005,125,19,0,38,50.283087611198425,0.4022647008895874
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,1,20,1-9491,80,17,0,18,31.818304657936096,0.3977288082242012
498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,1-19915,23,21,1-19915,62,9,0,19,24.641543805599213,0.3974442549290196
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,9,15,MLG30,208,60,0,27,82.22745698690414,0.39532431243703914
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,12,4,1-4760,40,10,0,7,15.762674033641815,0.39406685084104537
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,23,7,1-3141,136,22,0,38,53.283087611198425,0.39178740890587077
452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,1-8529,17,6,1-8529,56,16,0,7,21.762674033641815,0.38861917917217526
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,23,7,1-1570,142,36,0,23,54.93450039625168,0.38686267884684283
396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,1-9963,23,7,1-9963,116,19,0,31,44.52041357755661,0.3837966687720397
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-1258,23,7,1-1258,435,27,0,170,166.9506551027298,0.38379460943156274
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,23,7,1-8421,109,22,0,24,41.757739543914795,0.38309852792582383
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,4,10,1-4682,16,2,0,5,6.116195738315582,0.3822622336447239
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,1-7752,12,9,1-7752,29,6,0,6,10.939434885978699,0.37722189261995515
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,10,12,MLG50,319,14,0,129,120.19785004854202,0.37679576817724775
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,22,3,1-3523,543,35,0,206,204.587264418602,0.37677212600110865
184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,1-8074,12,9,1-8074,145,48,0,8,54.58591318130493,0.37645457366417195
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,2,22,1-0027,29,10,0,1,10.823239147663116,0.37321514302286607
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,1-5043,23,7,1-5043,123,22,0,29,45.87393528223038,0.3729588234327673
505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-4747,18,16,1-4747,25,6,0,4,9.292956590652466,0.3717182636260986
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,23,7,1-7441,111,18,0,28,41.05069613456726,0.36982609130240773
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,11,13,1-9286,81,6,0,29,29.873935282230377,0.36881401583000467
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,23,7,1-10785,279,36,0,81,102.68237096071243,0.3680371719021951
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,1-8576,17,6,1-8576,55,12,0,10,20.232391476631165,0.36786166321147573
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,4,10,1-1350,195,13,0,71,71.44997948408127,0.36641015120041676
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,17,16,1-19448,45,14,0,3,16.46971744298935,0.3659937209553189
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,7,5,1-9516,76,8,0,24,27.757739543914795,0.36523341505151047
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9808,14,21,1-9808,74,13,0,17,26.99506551027298,0.36479818257125646
538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,1-9576,9,15,1-9576,10,2,0,2,3.646478295326233,0.3646478295326233
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1-9805,15,14,1-9805,26,7,0,3,9.46971744298935,0.36421990165343654
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,16,14,1-7682,141,36,0,18,50.818304657936096,0.3604135082123127
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,1-5515,4,10,1-5515,29,3,0,9,10.409152328968048,0.35893628720579474
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,20,17,MLG44,59,12,0,11,21.05563062429428,0.3568750953270217
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,9,15,MLG02,320,54,0,73,114.0964577794075,0.3565514305606484
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,22,14,1-7058,80,26,0,3,28.46971744298935,0.35587146803736686
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,16,19,1-2282,219,48,0,36,77.63660931587219,0.3545050653692794
504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,8,22,1-5425,17,6,0,0,6.0,0.35294117647058826
537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,1,13,1-4494,16,4,0,2,5.646478295326233,0.35290489345788956
186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,72-11994,3,11,72-11994,8,2,0,1,2.8232391476631165,0.35290489345788956
