,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,MLG38,14,23,MLG38,77,15,1,0,1015.0,13.181818181818182
1,MLG55,14,23,MLG55,92,16,1,0,1016.0,11.043478260869565
2,1-7441,6,17,1-7441,111,9,0,75,57.39187860488892,0.5170439513953956
3,1-1942,3,3,1-1942,34,12,0,6,15.871350288391112,0.4668044202467974
4,1-10539,19,15,1-10539,63,3,0,40,28.809001922607425,0.4572857448032924
5,MLG59,1,8,MLG59,71,25,0,11,32.09747552871704,0.4520771201227752
6,MLG52,10,4,MLG52,125,26,0,46,55.680352210998535,0.4454428176879882
7,1-9283,19,15,1-9283,235,22,0,127,103.94358110427856,0.4423131110820364
8,1-7682,1,8,1-7682,141,32,0,45,61.03512716293335,0.4328732422903074
9,1-1131,10,4,1-1131,138,35,0,33,56.29242658615112,0.4079161346822545
10,MLG75,20,2,MLG75,185,69,0,10,75.45225048065186,0.4078500025981181
11,MLG58,22,9,MLG58,71,14,0,23,28.840176105499268,0.4061996634577361
12,1-9379,20,2,1-9379,58,18,0,8,23.161800384521484,0.3993413859400256
13,MLG31,12,6,MLG31,33,8,0,8,13.161800384521484,0.3988424358945904
14,1-6035,6,17,1-6035,23,2,0,11,9.09747552871704,0.3955424142920453
15,1-6692,11,10,1-6692,71,15,0,20,27.90450096130371,0.3930211403000522
16,1-1258,6,17,1-1258,435,54,0,180,170.1405086517334,0.3911276060959388
17,1-11350,8,7,1-11350,100,19,0,31,39.00197649002075,0.3900197649002075
18,1-6974,10,4,1-6974,207,65,0,24,80.48540115356445,0.3888183630606978
19,MLG51,17,14,MLG51,248,57,0,60,95.71350288391112,0.3859415438867384
20,1-6561,1,8,1-6561,65,12,0,20,24.90450096130371,0.3831461686354417
21,MLG45,21,5,MLG45,70,10,0,26,26.775851249694824,0.382512160709926
22,MLG40,11,6,MLG40,51,10,0,14,19.0331506729126,0.3731990328022078
23,1-9997,3,22,1-9997,16,4,0,3,5.935675144195557,0.3709796965122223
24,1-9491,5,20,1-9491,80,25,0,7,29.5165753364563,0.3689571917057037
25,P-16616,10,4,P-16616,28,9,0,2,10.290450096130373,0.367516074861799
26,1-0278,10,4,1-0278,79,9,0,31,29.001976490020752,0.3671136264559589
27,1-17657,19,15,1-17657,8,1,0,3,2.9356751441955566,0.3669593930244446
28,1-7268,19,15,1-7268,70,2,0,36,25.22810173034668,0.3604014532906668
29,1-8042,8,7,1-8042,52,9,0,15,18.678375720977783,0.3591995330957266
30,1-5161,4,11,1-5161,12,3,0,2,4.290450096130371,0.3575375080108642
31,1-4052,5,20,1-4052,13,4,0,1,4.6452250480651855,0.3573250036973219
32,1-0053,1,8,1-0053,142,33,0,27,50.42107629776001,0.3550780020969015
33,MLG67,15,13,MLG67,27,7,0,4,9.580900192260742,0.3548481552689164
34,1-8285,19,15,1-8285,72,8,0,27,25.42107629776001,0.3530705041355557
35,1-10785,6,17,1-10785,279,23,0,116,97.84610557556152,0.350702887367604
36,1-19547,4,11,1-19547,66,14,0,14,23.0331506729126,0.3489871314077666
37,1-8023,4,11,1-8023,16,3,0,4,5.580900192260742,0.3488062620162964
38,1-9963,6,17,1-9963,116,8,0,50,40.26125240325928,0.3470797620970627
39,1-7866,8,7,1-7866,318,40,0,109,110.32953023910522,0.346948208299073
40,MLG50,22,9,MLG50,319,61,0,76,110.0371036529541,0.3449438985986022
41,1-2324,10,4,1-2324,25,6,0,4,8.580900192260742,0.3432360076904296
42,1-18709,4,11,1-18709,33,6,0,8,11.161800384521484,0.3382363752885298
43,1-7752,8,7,1-7752,29,4,0,9,9.80702543258667,0.3381732907788506
44,1-9496,1,8,1-9496,39,6,0,11,13.09747552871704,0.3358327058645395
45,1-3176,1,8,1-3176,3,1,0,0,1.0,0.3333333333333333
46,1-9034,4,11,1-9034,3,1,0,0,1.0,0.3333333333333333
47,1-7004,13,19,1-7004,381,21,0,164,126.81690788269044,0.332852776594988
48,1-9667,5,20,1-9667,14,4,0,1,4.6452250480651855,0.3318017891475132
49,1-3312,4,4,1-3312,36,10,0,3,11.935675144195557,0.3315465317832099
50,1-2400,20,2,1-2400,49,13,0,5,16.226125240325928,0.3311454130678761
51,1-5172,6,17,1-5172,120,1,0,60,39.71350288391113,0.3309458573659261
52,1-3108,2,24,1-3108,18,4,0,3,5.935675144195557,0.3297597302330864
53,MLG41,11,6,MLG41,66,14,0,12,21.742700576782227,0.3294348572239731
54,1-7521,4,11,1-7521,10,2,0,2,3.290450096130371,0.3290450096130371
55,1-10060,1,8,1-10060,36,6,0,9,11.80702543258667,0.327972928682963
56,1-8100,21,5,1-8100,19,3,0,5,6.226125240325928,0.3276908021224172
57,1-7005,18,3,1-7005,285,32,0,95,93.29637956619264,0.3273557177761145
58,1-4649,18,3,1-4649,244,25,0,85,79.84412908554077,0.3272300372358228
59,1-8084,11,6,1-8084,82,1,0,40,26.809001922607425,0.3269390478366759
60,1-1317,9,12,1-1317,414,61,0,115,135.20088052749634,0.3265721751871892
61,1-9286,19,15,1-9286,81,7,0,30,26.356751441955566,0.3253919931105625
62,1-1570,6,17,1-1570,142,21,0,39,46.16377687454224,0.3250970202432552
63,1-17758,20,2,1-17758,40,13,0,0,13.0,0.325
64,1-9645,20,13,1-9645,69,3,0,30,22.356751441955566,0.3240108904631241
65,1-8222,2,24,1-8222,12,0,0,6,3.871350288391113,0.3226125240325928
66,1-9455,5,20,1-9455,2,0,0,1,0.6452250480651855,0.3226125240325928
67,1-21192,3,22,1-21192,4,0,0,2,1.290450096130371,0.3226125240325928
68,MLG14,22,9,MLG14,232,49,0,40,74.80900192260742,0.3224525944939975
69,1-1183,2,14,1-1183,45,4,0,16,14.323600769042969,0.3183022393120659
70,1-2545,20,2,1-2545,145,30,0,25,46.13062620162964,0.3181422496664113
71,1-8627,1,8,1-8627,25,6,0,3,7.935675144195557,0.3174270057678223
72,1-3584,20,7,1-3584,26,5,0,5,8.226125240325928,0.316389432320228
73,1-9518,5,20,1-9518,22,5,0,3,6.935675144195557,0.315257961099798
74,1-9156,16,10,1-9156,268,47,0,58,84.42305278778076,0.3150113909991819
75,1-9609,22,1,1-9609,25,4,0,6,7.871350288391113,0.3148540115356445
76,1-3447,18,3,1-3447,110,12,0,35,34.582876682281494,0.3143897880207408
77,MLG49,17,14,MLG49,185,16,0,65,57.93962812423706,0.31318717904993
78,1-3104,14,23,1-3104,16,5,0,0,5.0,0.3125
79,1-9345,19,15,1-9345,47,5,0,15,14.678375720977783,0.3123058664037826
80,1-7042,13,19,1-7042,117,6,0,47,36.32557725906372,0.3104750193082369
81,1-9417,9,12,1-9417,76,8,0,24,23.485401153564453,0.3090184362311112
82,1-20578,15,13,1-20578,19,2,0,6,5.871350288391113,0.3090184362311112
83,1-2034,11,6,1-2034,16,3,0,3,4.935675144195557,0.3084796965122223
84,1-5043,6,17,1-5043,123,3,0,54,37.84215259552002,0.3076597771993497
85,MLG60,11,6,MLG60,47,8,0,10,14.452250480651855,0.307494691077699
86,1-9333,16,10,1-9333,102,10,0,33,31.292426586151123,0.306788495942658
87,1-5036,1,5,1-5036,14,3,0,2,4.290450096130371,0.3064607211521694
88,1-0303,15,13,1-0303,212,44,0,31,64.00197649002075,0.3018961155189658
89,1-1836,17,14,1-1836,20,6,0,0,6.0,0.3
90,1-6693,21,5,1-6693,98,10,0,30,29.356751441955566,0.29955868818322
91,1-9457,4,11,1-9457,11,2,0,2,3.290450096130371,0.2991318269209428
92,1-7496,13,19,1-7496,246,40,0,52,73.55170249938965,0.2989906605666246
93,1-6098,21,5,1-6098,1327,165,0,358,395.9905672073364,0.2984103746852573
94,1-2297,1,8,1-2297,25,1,0,10,7.452250480651855,0.2980900192260742
95,1-8493,1,4,1-8493,38,8,0,5,11.226125240325928,0.2954243484296296
96,1-9270,6,17,1-9270,128,10,0,43,37.74467706680298,0.2948802895843982
97,1-9227,18,3,1-9227,801,77,0,246,235.72536182403564,0.2942888412285089
98,1-8124,20,2,1-8124,18,4,0,2,5.290450096130371,0.293913894229465
99,1-0055,3,14,1-0055,18,4,0,2,5.290450096130371,0.293913894229465
100,1-9770,9,12,1-9770,50,14,0,1,14.645225048065186,0.2929045009613037
101,1-7058,2,3,1-7058,80,6,0,27,23.42107629776001,0.2927634537220001
102,1-18558,8,7,1-18558,307,35,0,85,89.84412908554077,0.2926518862721198
103,1-3516,13,19,1-3516,156,14,0,49,45.61602735519409,0.2924104317640646
104,1-7530,12,16,1-7530,25,6,0,2,7.290450096130371,0.2916180038452148
105,1-9902,3,22,1-9902,30,1,0,12,8.742700576782227,0.2914233525594075
106,1-0003,1,8,1-0003,17,3,0,3,4.935675144195557,0.2903338320115033
107,1-9553,4,11,1-9553,23,6,0,1,6.6452250480651855,0.2889228281767472
108,1-4098,3,22,1-4098,16,2,0,4,4.580900192260742,0.2863062620162964
109,P-0009,10,4,P-0009,7,2,0,0,2.0,0.2857142857142857
110,1-2335,16,10,1-2335,145,24,0,27,41.42107629776001,0.2856625951569655
111,1-6858,3,22,1-6858,23,2,0,7,6.516575336456299,0.2833293624546217
112,1-8910,3,22,1-8910,137,33,0,9,38.80702543258667,0.2832629593619465
113,1-4355,20,2,1-4355,49,8,0,9,13.80702543258667,0.2817760292364626
114,1-3141,6,17,1-3141,136,6,0,50,38.26125240325928,0.2813327382592594
115,MLG43,4,11,MLG43,14,2,0,3,3.9356751441955566,0.2811196531568254
116,1-5980,1,5,1-5980,29,1,0,11,8.097475528717041,0.279223294093691
117,1-1608,19,15,1-1608,307,54,0,49,85.61602735519409,0.2788795679322283
118,MLG08,22,9,MLG08,107,24,0,9,29.80702543258667,0.2785703311456698
119,MLG32,3,22,MLG32,52,8,0,10,14.452250480651855,0.2779278938586895
120,1-20467,2,24,1-20467,13,1,0,4,3.580900192260742,0.275453860943134
121,1-9794,12,16,1-9794,46,12,0,1,12.645225048065186,0.2748961966970693
122,1-5775,22,9,1-5775,244,14,0,82,66.90845394134521,0.2742149751694476
123,1-3551,1,8,1-3551,6,1,0,1,1.6452250480651855,0.2742041746775309
124,1-9946,1,8,1-9946,12,2,0,2,3.290450096130371,0.2742041746775309
125,1-9394,16,10,1-9394,117,14,0,28,32.066301345825195,0.2740709516737196
126,MLG44,11,6,MLG44,59,11,0,8,16.161800384521484,0.2739288200766353
127,1-8450,12,10,1-8450,52,11,0,5,14.226125240325928,0.2735793315447293
128,1-5282,10,4,1-5282,17,4,0,1,4.6452250480651855,0.2732485322391285
129,1-8578,1,8,1-8578,11,3,0,0,3.0,0.2727272727272727
130,1-19286,5,20,1-19286,40,7,0,6,10.871350288391112,0.2717837572097778
131,1-7863,6,17,1-7863,351,6,0,138,95.0410566329956,0.2707722411196456
132,1-9498,6,17,1-9498,64,7,0,16,17.32360076904297,0.2706812620162964
133,1-7140,15,13,1-7140,397,39,0,106,107.39385509490968,0.2705134889040546
134,1-5002,3,22,1-5002,45,5,0,11,12.09747552871704,0.2688327895270453
135,1-9610,16,10,1-9610,49,8,0,8,13.161800384521484,0.2686081711126833
136,1-4640,18,3,1-4640,87,13,0,16,23.32360076904297,0.2680873651614134
137,1-19229,5,20,1-19229,38,5,0,8,10.161800384521484,0.2674157995926706
138,1-6927,4,11,1-6927,179,31,0,26,47.77585124969482,0.2669041969256694
139,1-5413,3,22,1-5413,39,2,0,13,10.387925624847412,0.2663570673037798
140,1-9651,6,17,1-9651,38,3,0,11,10.09747552871704,0.2657230402293958
141,MLG56,12,16,MLG56,511,115,0,32,135.64720153808594,0.2654544061410683
142,1-5626,6,17,1-5626,125,4,0,45,33.03512716293335,0.2642810173034668
143,1-20641,3,22,1-20641,16,1,0,5,4.226125240325928,0.2641328275203705
144,1-7819,4,11,1-7819,59,13,0,4,15.580900192260742,0.2640830541061142
145,1-9938,4,11,1-9938,55,10,0,7,14.5165753364563,0.2639377333901145
