Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
145,145,145,145,145,145,145,145,145,145,145,145,145,145,1-9491,18,1-9491,10,80,16,1,13,1018.233766540885,12.727922081761061
93,93,93,93,93,93,93,93,93,93,93,93,93,93,MLG52,18,MLG52,10,125,11,1,9,1012.5464537590742,8.100371630072594
368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-6858,17,1-6858,21,23,15,0,10,16.7182819545269,0.7268818241098652
332,332,332,332,332,332,332,332,332,332,332,332,332,332,P-16616,12,P-16616,16,28,13,0,5,13.85914097726345,0.4949693206165518
212,212,212,212,212,212,212,212,212,212,212,212,212,212,MLG32,21,MLG32,13,52,18,0,10,19.7182819545269,0.3791977298947481
91,91,91,91,91,91,91,91,91,91,91,91,91,91,1-9270,21,1-9270,13,128,44,0,14,46.40559473633766,0.362543708877638
239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-5002,5,1-5002,11,45,12,0,20,15.436563909053802,0.34303475353452895
215,215,215,215,215,215,215,215,215,215,215,215,215,215,MLG40,12,MLG40,16,51,15,0,13,17.23376654088497,0.3379169909977445
392,392,392,392,392,392,392,392,392,392,392,392,392,392,MLG33,19,MLG33,20,20,6,0,2,6.34365639090538,0.317182819545269
195,195,195,195,195,195,195,195,195,195,195,195,195,195,1-9379,4,1-9379,9,58,18,0,2,18.34365639090538,0.3162699377742307
165,165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,4,MLG59,9,71,21,0,4,21.68731278181076,0.30545510960296846
85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-1131,6,1-1131,12,138,39,0,18,42.09290751814842,0.30502106897209
345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-3584,14,1-3584,21,26,6,0,10,7.718281954526901,0.2968569982510347
168,168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,4,MLG45,9,70,20,0,4,20.68731278181076,0.2955330397401537
228,228,228,228,228,228,228,228,228,228,228,228,228,228,MLG60,8,MLG60,5,47,12,0,9,13.546453759074211,0.2882224204058343
57,57,57,57,57,57,57,57,57,57,57,57,57,57,MLG75,8,MLG75,5,185,45,0,43,52.388612404465675,0.2831816886727874
435,435,435,435,435,435,435,435,435,435,435,435,435,435,1-4494,6,1-4494,12,16,4,0,3,4.51548458635807,0.2822177866473794
81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7682,8,1-7682,5,141,36,0,21,39.60839210450649,0.2809105823014645
400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-8646,12,1-8646,16,20,5,0,3,5.51548458635807,0.2757742293179035
174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG41,4,MLG41,9,66,17,0,5,17.85914097726345,0.2705930451100523
176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-6561,14,1-6561,21,65,15,0,13,17.23376654088497,0.2651348698597688
155,155,155,155,155,155,155,155,155,155,155,155,155,155,1-8157,4,1-8157,17,75,19,0,3,19.51548458635807,0.2602064611514409
217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9770,19,1-9770,20,50,11,0,11,12.890110149979591,0.25780220299959183
79,79,79,79,79,79,79,79,79,79,79,79,79,79,1-0129,14,1-0129,21,142,32,0,26,36.46753308176994,0.256813613251901
151,151,151,151,151,151,151,151,151,151,151,151,151,151,MLG38,4,MLG38,9,77,19,0,4,19.68731278181076,0.2556793867767631
425,425,425,425,425,425,425,425,425,425,425,425,425,425,1-0003,20,1-0003,6,17,4,0,1,4.17182819545269,0.2454016585560406
74,74,74,74,74,74,74,74,74,74,74,74,74,74,1-8074,4,1-8074,9,145,34,0,8,35.37462556362152,0.24396293492152774
6,6,6,6,6,6,6,6,6,6,6,6,6,6,MLG54,6,MLG54,12,595,71,0,431,145.05795224010944,0.24379487771446964
51,51,51,51,51,51,51,51,51,51,51,51,51,51,MLG65,4,MLG65,9,201,48,0,3,48.51548458635807,0.24137057008138343
299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG31,20,MLG31,6,33,6,0,10,7.718281954526901,0.23388733195536066
331,331,331,331,331,331,331,331,331,331,331,331,331,331,1-5981,10,1-5981,18,28,6,0,3,6.51548458635807,0.2326958780842168
17,17,17,17,17,17,17,17,17,17,17,17,17,17,1-7004,9,1-7004,19,381,53,0,206,88.39660826325417,0.23201209517914478
191,191,191,191,191,191,191,191,191,191,191,191,191,191,MLG44,21,MLG44,13,59,13,0,4,13.68731278181076,0.23198835223408068
216,216,216,216,216,216,216,216,216,216,216,216,216,216,1-8397,14,1-8397,21,51,1,0,63,11.825176313519478,0.23186620222587212
466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-9416,22,1-9416,7,13,3,0,0,3.0,0.23076923076923078
129,129,129,129,129,129,129,129,129,129,129,129,129,129,1-4531,7,1-4531,21,94,18,0,20,21.436563909053802,0.22804855222397663
521,521,521,521,521,521,521,521,521,521,521,521,521,521,1-3551,3,1-3551,8,6,1,0,2,1.3436563909053802,0.22394273181756338
265,265,265,265,265,265,265,265,265,265,265,265,265,265,1-1204,19,1-1204,20,39,8,0,4,8.68731278181076,0.2227516097900195
47,47,47,47,47,47,47,47,47,47,47,47,47,47,1-0303,13,1-0303,15,212,33,0,80,46.74625563621521,0.22050120583120383
333,333,333,333,333,333,333,333,333,333,333,333,333,333,1-9996,14,1-9996,21,28,6,0,1,6.17182819545269,0.2204224355518818
403,403,403,403,403,403,403,403,403,403,403,403,403,403,72-12171,15,72-12171,14,19,4,0,1,4.17182819545269,0.21956990502382578
300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-18709,18,1-18709,10,33,5,0,13,7.233766540884972,0.21920504669348398
322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-19549,14,1-19549,21,29,6,0,2,6.34365639090538,0.21874677210018553
376,376,376,376,376,376,376,376,376,376,376,376,376,376,1-18487,6,1-18487,13,23,4,0,6,5.030969172716141,0.21873779011809308
490,490,490,490,490,490,490,490,490,490,490,490,490,490,1-8634,8,1-8634,5,10,2,0,1,2.17182819545269,0.21718281954526902
76,76,76,76,76,76,76,76,76,76,76,76,76,76,1-2335,11,1-2335,17,145,29,0,14,31.40559473633766,0.21659030852646663
15,15,15,15,15,15,15,15,15,15,15,15,15,15,1-1580,10,1-1580,18,400,48,0,211,84.25574924051762,0.21063937310129405
267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-5413,18,1-5413,10,39,7,0,7,8.20279736816883,0.21032813764535463
181,181,181,181,181,181,181,181,181,181,181,181,181,181,MLG84,15,MLG84,2,63,12,0,7,13.20279736816883,0.20956821219315605
104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-9394,11,1-9394,17,117,14,0,61,24.481519922614098,0.2092437600223427
439,439,439,439,439,439,439,439,439,439,439,439,439,439,1-4682,14,1-4682,21,16,3,0,2,3.3436563909053802,0.20897852443158627
109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-7441,13,1-7441,13,111,15,0,47,23.075925186276436,0.2078912178943823
276,276,276,276,276,276,276,276,276,276,276,276,276,276,1-2573,12,1-2573,16,37,7,0,4,7.6873127818107605,0.20776521031920975
236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-9794,11,1-9794,17,46,9,0,3,9.51548458635807,0.20685836057300153
289,289,289,289,289,289,289,289,289,289,289,289,289,289,1-5549,18,1-5549,10,35,6,0,7,7.202797368168831,0.20579421051910946
451,451,451,451,451,451,451,451,451,451,451,451,451,451,1-11329,8,1-11329,5,14,2,0,5,2.8591409772634506,0.2042243555188179
172,172,172,172,172,172,172,172,172,172,172,172,172,172,1-6900,13,1-6900,15,67,12,0,9,13.546453759074211,0.20218587700110763
58,58,58,58,58,58,58,58,58,58,58,58,58,58,MLG49,17,MLG49,3,185,32,0,30,37.154845863580704,0.2008370046680038
233,233,233,233,233,233,233,233,233,233,233,233,233,233,1-3587,8,1-3587,5,46,8,0,7,9.20279736816883,0.20006081235149634
535,535,535,535,535,535,535,535,535,535,535,535,535,535,1-8566,20,1-8566,6,5,1,0,0,1.0,0.2
531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-4051,21,1-4051,13,5,1,0,0,1.0,0.2
303,303,303,303,303,303,303,303,303,303,303,303,303,303,1-18714,15,1-18714,2,32,6,0,2,6.34365639090538,0.19823926221579313
301,301,301,301,301,301,301,301,301,301,301,301,301,301,1-8400,4,1-8400,9,33,6,0,3,6.51548458635807,0.19743892685933548
426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-3639,19,1-3639,20,17,3,0,2,3.3436563909053802,0.19668567005325766
