Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
MLG44,21,1,MLG44,59,5,1,3,1006.1700872182846,17.053730291835333
MLG45,7,2,MLG45,70,12,1,7,1014.7302035093307,14.49614576441901
1-0053,6,1,1-0053,142,4,1,14,1009.4604070186615,7.108876105765222
MLG54,7,2,MLG54,595,27,1,49,1046.1114245653152,1.7581704614543114
1-7807,5,6,1-7807,239,106,0,59,129.0117152929306,0.5397979719369481
MLG59,10,5,MLG59,71,28,0,13,33.07037794589996,0.4657799710690136
1-6974,7,2,1-6974,207,63,0,58,85.62168622016907,0.41363133439695204
1-1131,10,5,1-1131,138,31,0,61,54.791773438453674,0.3970418365105339
1-9770,15,11,1-9770,50,19,0,0,19.0,0.38
1-2294,8,3,1-2294,75,23,0,13,28.070377945899963,0.3742717059453328
1-8627,5,6,1-8627,25,5,0,11,9.290319800376892,0.3716127920150757
1-0296,2,9,1-0296,41,14,0,3,15.170087218284607,0.3700021272752343
1-2545,4,8,1-2545,145,29,0,54,50.061569929122925,0.3452522064077443
P-16616,2,23,P-16616,28,8,0,4,9.560116291046143,0.3414327246802194
MLG15,4,8,MLG15,105,5,0,78,35.42226767539978,0.33735493024190266
1-19229,15,11,1-19229,38,8,0,12,12.680348873138428,0.33369339139837967
1-3534,10,5,1-3534,279,50,0,102,89.78296542167664,0.32180274344686965
1-8503,10,5,1-8503,16,1,0,10,4.9002907276153564,0.3062681704759598
1-8157,1,10,1-8157,75,19,0,9,22.51026165485382,0.3001368220647176
MLG40,15,11,MLG40,51,13,0,5,14.950145363807678,0.29314010517269956
1-3516,5,6,1-3516,156,10,0,91,45.492645621299744,0.2916195232134599
MLG75,4,8,MLG75,185,35,0,48,53.72139549255371,0.2903859215813714
MLG60,4,8,MLG60,47,5,0,22,13.580639600753784,0.2889497787394422
1-6878,10,4,1-6878,167,23,0,64,47.96186065673828,0.28719677039963043
MLG64,13,18,MLG64,245,59,0,29,70.31084311008453,0.2869830331023859
1-3596,3,7,1-3596,223,58,0,13,63.07037794589996,0.28282680693228684
1-10539,15,7,1-10539,63,9,0,22,17.580639600753784,0.2790577714405363
MLG51,8,3,MLG51,248,44,0,63,68.57183158397675,0.27649932090313206
1-6858,11,15,1-6858,23,0,0,16,6.24046516418457,0.2713245723558509
MLG14,12,14,MLG14,232,52,0,26,62.14075589179993,0.26784808574051694
1-9286,16,13,1-9286,81,13,0,22,21.580639600753784,0.266427649392022
1-5775,12,14,1-5775,244,37,0,70,64.3020350933075,0.2635329307102766
1-7866,17,12,1-7866,318,29,0,139,83.21404111385345,0.2616793745718662
1-0292,21,20,1-0292,99,20,0,15,25.850436091423035,0.2611155160749801
1-3265,17,12,1-3265,19,3,0,5,4.950145363807678,0.2605339665161936
1-8285,16,13,1-8285,72,12,0,16,18.24046516418457,0.2533397939470079
1-3362,5,6,1-3362,117,17,0,32,29.48093032836914,0.2519737634903345
1-4640,7,2,1-4640,87,16,0,15,21.850436091423035,0.2511544378324487
1-4926,15,20,1-4926,4,1,0,0,1.0,0.25
MLG31,13,18,MLG31,33,7,0,3,8.170087218284607,0.247578400554079
MLG30,9,4,MLG30,208,31,0,52,51.28151178359985,0.24654572972884545
1-3509,9,4,1-3509,35,5,0,9,8.51026165485382,0.24315033299582345
1-11329,8,3,1-11329,14,3,0,1,3.3900290727615356,0.24214493376868113
1-3523,17,12,1-3523,543,64,0,171,130.6949714422226,0.2406905551422147
MLG58,12,14,MLG58,71,12,0,13,17.070377945899963,0.24042785839295724
1-1390,7,2,1-1390,98,20,0,9,23.51026165485382,0.23990062913116145
1-20578,11,15,1-20578,19,1,0,9,4.510261654853821,0.2373821923607274
1-3535,2,9,1-3535,315,42,0,83,74.37241303920746,0.23610289853716654
1-3587,5,6,1-3587,46,6,0,12,10.680348873138428,0.23218149724213974
1-8067,11,15,1-8067,322,27,0,118,73.0234305858612,0.2267808403287615
1-9333,20,21,1-9333,102,20,0,8,23.120232582092285,0.2266689468832577
1-2282,13,18,1-2282,219,43,0,17,49.630494236946106,0.2266232613559183
1-18994,8,12,1-18994,28,4,0,6,6.340174436569214,0.22643480130604335
MLG50,12,14,MLG50,319,54,0,46,71.94133734703064,0.22552143368975122
1-7467,12,14,1-7467,64,14,0,1,14.390029072761536,0.224844204261899
1-5036,9,4,1-5036,14,0,0,8,3.120232582092285,0.22287375586373465
1-9643,16,13,1-9643,8,1,0,2,1.7800581455230713,0.2225072681903839
1-18613,15,11,1-18613,25,4,0,4,5.560116291046143,0.2224046516418457
1-9156,15,11,1-9156,268,48,0,29,59.310843110084534,0.22130911608240497
MLG69,3,7,MLG69,576,93,0,88,127.32255840301514,0.22104610833856794
1-8100,5,6,1-8100,19,3,0,3,4.170087218284607,0.21947827464655825
1-6611,5,6,1-6611,89,9,0,27,19.530784964561462,0.2194470220737243
1-1608,15,11,1-1608,307,59,0,20,66.80058145523071,0.2175914705382108
1-1592,5,6,1-1592,32,3,0,10,6.9002907276153564,0.2156340852379799
1-1935,4,8,1-1935,12,1,0,4,2.5601162910461426,0.21334302425384521
1-17907,5,6,1-17907,119,12,0,34,25.260988473892212,0.2122772140663211
1-6538,2,9,1-6538,44,7,0,6,9.340174436569214,0.2122766917402094
1-3083,17,12,1-3083,78,4,0,32,16.48093032836914,0.21129397856883514
1-10785,1,10,1-10785,279,23,0,92,58.88267469406128,0.21104901324036301
1-2400,7,2,1-2400,49,8,0,6,10.340174436569214,0.21102396809324928
1-1833,2,11,1-1833,124,23,0,8,26.120232582092285,0.21064703695235715
1-9630,21,23,1-9630,33,5,0,5,6.950145363807678,0.21061046556992966
1-0055,16,13,1-0055,18,3,0,2,3.7800581455230713,0.2100032303068373
1-9938,11,15,1-9938,55,6,0,14,11.460407018661499,0.20837103670293636
1-4355,3,7,1-4355,49,9,0,3,10.170087218284607,0.20755280037315524
1-10468,11,15,1-10468,549,47,0,171,113.6949714422226,0.2070946656506787
MLG52,8,3,MLG52,125,20,0,15,25.850436091423035,0.20680348873138427
1-4760,17,12,1-4760,40,5,0,8,8.120232582092285,0.20300581455230712
1-19448,4,8,1-19448,45,4,0,13,9.070377945899963,0.20156395435333252
MLG56,8,3,MLG56,511,81,0,56,102.841628074646,0.20125563224001172
1-9712,10,5,1-9712,10,2,0,0,2.0,0.2
1-8566,5,6,1-8566,5,1,0,0,1.0,0.2
1-9379,21,20,1-9379,58,10,0,4,11.560116291046143,0.19931234984562315
1-9417,11,15,1-9417,76,5,0,26,15.140755891799927,0.19922047226052536
1-9946,16,13,1-9946,12,2,0,1,2.3900290727615356,0.19916908939679465
MLG42,16,13,MLG42,14,2,0,2,2.7800581455230713,0.19857558182307652
1-9667,16,13,1-9667,14,2,0,2,2.7800581455230713,0.19857558182307652
1-9761,7,2,1-9761,35,5,0,5,6.950145363807678,0.19857558182307652
1-4319,11,15,1-4319,163,12,0,52,32.28151178359985,0.1980460845619623
1-11350,3,7,1-11350,100,17,0,7,19.73020350933075,0.1973020350933075
MLG11,11,15,MLG11,87,0,0,44,17.16127920150757,0.19725608277594905
1-19915,3,7,1-19915,62,11,0,3,12.170087218284607,0.19629172932717107
1-8488,21,20,1-8488,23,1,0,9,4.510261654853821,0.19609833281973135
1-9455,1,10,1-9455,2,0,0,1,0.39002907276153564,0.19501453638076782
1-9495,11,15,1-9495,18,0,0,9,3.510261654853821,0.19501453638076782
1-19568,4,8,1-19568,2,0,0,1,0.39002907276153564,0.19501453638076782
1-4847,1,10,1-4847,2,0,0,1,0.39002907276153564,0.19501453638076782
1-19567,14,17,1-19567,2,0,0,1,0.39002907276153564,0.19501453638076782
1-4417,9,4,1-4417,151,6,0,60,29.40174436569214,0.1947135388456433
1-18558,17,12,1-18558,307,28,0,81,59.59235489368439,0.19411190519115434
1-6181,9,4,1-6181,659,82,0,116,127.24337244033813,0.19308554239808517
1-8328,17,6,1-8328,114,11,0,28,21.920814037322998,0.19228784243265787
1-7496,5,6,1-7496,246,20,0,70,47.302035093307495,0.19228469550125
1-18615,16,11,1-18615,22,3,0,3,4.170087218284607,0.18954941901293668
1-7019,1,10,1-7019,107,8,0,31,20.090901255607605,0.1877654322953982
1-9491,18,24,1-9491,80,15,0,0,15.0,0.1875
1-9887,9,4,1-9887,36,4,0,7,6.7302035093307495,0.1869500974814097
1-9185,2,9,1-9185,31,5,0,2,5.780058145523071,0.18645348856526037
1-7024,1,10,1-7024,498,37,0,141,91.99409925937653,0.1847271069465392
1-20641,5,6,1-20641,16,1,0,5,2.9501453638076782,0.1843840852379799
1-18377,10,5,1-18377,14,1,0,4,2.5601162910461426,0.18286544936043875
1-9055,4,8,1-9055,12,1,0,3,2.170087218284607,0.18084060152371725
1-3312,11,15,1-3312,36,3,0,9,6.510261654853821,0.18084060152371725
MLG57,16,13,MLG57,629,82,0,80,113.20232582092285,0.17997190114614126
1-8938,10,5,1-8938,30,5,0,1,5.390029072761536,0.17966763575871786
1-5653,9,4,1-5653,11,0,0,5,1.9501453638076782,0.17728594216433438
1-4390,14,17,1-4390,45,6,0,5,7.950145363807678,0.17666989697350396
1-17758,15,11,1-17758,40,5,0,5,6.950145363807678,0.17375363409519196
1-4682,2,23,1-4682,16,2,0,2,2.7800581455230713,0.17375363409519196
1-3639,17,15,1-3639,17,1,0,5,2.9501453638076782,0.17353796257692225
1-8124,12,15,1-8124,18,0,0,8,3.120232582092285,0.1733462545606825
1-0303,1,10,1-0303,212,21,0,40,36.601162910461426,0.1726469948606671
MLG12,1,10,MLG12,146,1,0,62,25.18180251121521,0.172478099391885
1-1207,13,8,1-1207,66,7,0,11,11.290319800376892,0.171065451520862
1-0272,5,6,1-0272,111,13,0,15,18.850436091423035,0.1698237485713787
MLG65,3,7,MLG65,201,29,0,13,34.07037794589996,0.16950436789004958
1-8988,12,4,1-8988,29,1,0,10,4.9002907276153564,0.168975542331564
1-3584,19,23,1-3584,26,4,0,1,4.390029072761536,0.16884727202928984
1-1015,8,3,1-1015,155,21,0,13,26.070377945899963,0.1681959867477417
1-1580,17,12,1-1580,400,26,0,105,66.95305263996124,0.1673826315999031
1-11330,14,17,1-11330,14,0,0,6,2.340174436569214,0.167155316897801
1-20467,5,6,1-20467,13,1,0,3,2.170087218284607,0.16692978602189285
1-18028,3,7,1-18028,309,7,0,114,51.46331429481506,0.16654794270166687
1-9674,11,15,1-9674,144,13,0,28,23.920814037322998,0.16611676414807638
1-10451,1,10,1-10451,46,1,0,17,7.630494236946106,0.1658803094988284
1-0003,21,20,1-0003,17,2,0,2,2.7800581455230713,0.16353283208959243
1-8222,9,4,1-8222,12,0,0,5,1.9501453638076782,0.16251211365063986
MLG63,2,9,MLG63,380,39,0,57,61.23165714740753,0.16113593986159877
1-8095,14,17,1-8095,46,0,0,19,7.410552382469177,0.16109896483628647
1-9496,11,15,1-9496,39,0,0,16,6.24046516418457,0.16001192728678384
1-19286,12,14,1-19286,40,6,0,1,6.390029072761536,0.1597507268190384
1-7152,5,6,1-7152,109,8,0,24,17.360697746276855,0.15927245638786106
1-6909,1,10,1-6909,36,3,0,7,5.7302035093307495,0.15917231970363194
