Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,215,215,215,MLG40,10,MLG40,3,51,12,1,8,1014.6427319049835,19.894955527548696
168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,3,MLG45,5,70,17,1,16,1022.285463809967,14.6040780544281
32,32,32,32,32,32,32,32,32,32,32,32,32,1-7874,10,1-7874,19,258,43,1,52,1060.1777573823929,4.109216113885243
8,8,8,8,8,8,8,8,8,8,8,8,8,1-10468,3,1-10468,5,549,57,1,156,1108.5332721471786,2.019186288064078
85,85,85,85,85,85,85,85,85,85,85,85,85,1-1131,13,1-1131,12,138,69,0,27,77.91922017931938,0.564632030284923
212,212,212,212,212,212,212,212,212,212,212,212,212,MLG32,10,MLG32,19,52,19,0,6,20.98204892873764,0.4035009409372623
203,203,203,203,203,203,203,203,203,203,203,203,203,1-9938,2,1-9938,6,55,18,0,10,21.3034148812294,0.38733481602235276
267,267,267,267,267,267,267,267,267,267,267,267,267,1-5413,16,1-5413,16,39,10,0,14,14.624780833721161,0.37499438035182464
112,112,112,112,112,112,112,112,112,112,112,112,112,1-3447,4,1-3447,4,110,34,0,21,40.93717125058174,0.3721561022780158
165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,3,MLG59,5,71,19,0,22,26.26751273870468,0.3699649681507702
195,195,195,195,195,195,195,195,195,195,195,195,195,1-9379,21,1-9379,9,58,21,0,0,21.0,0.3620689655172414
166,166,166,166,166,166,166,166,166,166,166,166,166,MLG58,13,MLG58,12,71,20,0,14,24.62478083372116,0.34682789906649525
34,34,34,34,34,34,34,34,34,34,34,34,34,MLG51,16,MLG51,16,248,70,0,46,85.19570845365524,0.3435310824744163
81,81,81,81,81,81,81,81,81,81,81,81,81,1-7682,11,1-7682,11,141,29,0,52,46.17775738239288,0.3275018254070417
228,228,228,228,228,228,228,228,228,228,228,228,228,MLG60,6,MLG60,2,47,14,0,4,15.32136595249176,0.32598650962748427
36,36,36,36,36,36,36,36,36,36,36,36,36,MLG64,10,MLG64,19,245,42,0,113,79.32858815789223,0.3237901557464989
67,67,67,67,67,67,67,67,67,67,67,67,67,1-3516,20,1-3516,8,156,17,0,101,50.364490300416946,0.32284929679754454
394,394,394,394,394,394,394,394,394,394,394,394,394,1-9697,9,1-9697,20,20,5,0,4,6.32136595249176,0.316068297624588
123,123,123,123,123,123,123,123,123,123,123,123,123,1-11350,6,1-11350,2,100,28,0,10,31.3034148812294,0.313034148812294
13,13,13,13,13,13,13,13,13,13,13,13,13,1-1258,15,1-1258,15,435,96,0,120,135.6409785747528,0.3118183415511559
256,256,256,256,256,256,256,256,256,256,256,256,256,1-0296,5,1-0296,3,41,5,0,23,12.597854226827621,0.3072647372396981
93,93,93,93,93,93,93,93,93,93,93,93,93,MLG52,13,MLG52,12,125,21,0,51,37.84741589426994,0.30277932715415956
299,299,299,299,299,299,299,299,299,299,299,299,299,MLG31,12,MLG31,19,33,9,0,3,9.99102446436882,0.30275831710208545
61,61,61,61,61,61,61,61,61,61,61,61,61,1-6927,10,1-6927,19,179,47,0,14,51.62478083372116,0.28840659683643105
189,189,189,189,189,189,189,189,189,189,189,189,189,MLG10,9,MLG10,20,60,11,0,18,16.94614678621292,0.28243577977021533
125,125,125,125,125,125,125,125,125,125,125,125,125,1-1390,16,1-1390,16,98,23,0,14,27.62478083372116,0.2818855187114404
5,5,5,5,5,5,5,5,5,5,5,5,5,MLG57,16,MLG57,16,629,113,0,192,176.4255657196045,0.2804857960566049
54,54,54,54,54,54,54,54,54,54,54,54,54,1-1350,11,1-1350,11,195,49,0,17,54.61580529808998,0.2800810528107179
26,26,26,26,26,26,26,26,26,26,26,26,26,1-18558,17,1-18558,17,307,77,0,27,85.91922017931938,0.2798671667078807
71,71,71,71,71,71,71,71,71,71,71,71,71,1-4417,18,1-4417,18,151,21,0,64,42.141855239868164,0.27908513403886204
308,308,308,308,308,308,308,308,308,308,308,308,308,1-4700,16,1-4700,8,31,6,0,8,8.64273190498352,0.2787978033865652
174,174,174,174,174,174,174,174,174,174,174,174,174,MLG41,10,MLG41,19,66,16,0,7,18.31239041686058,0.2774604608615239
57,57,57,57,57,57,57,57,57,57,57,57,57,MLG75,21,MLG75,9,185,51,0,0,51.0,0.2756756756756757
213,213,213,213,213,213,213,213,213,213,213,213,213,1-6227,10,1-6227,19,52,14,0,1,14.33034148812294,0.27558349015621036
43,43,43,43,43,43,43,43,43,43,43,43,43,MLG14,6,MLG14,2,232,56,0,19,62.27648827433586,0.26843313911351663
77,77,77,77,77,77,77,77,77,77,77,77,77,1-9674,2,1-9674,6,144,35,0,9,37.97307339310646,0.26370189856323933
214,214,214,214,214,214,214,214,214,214,214,214,214,1-8450,13,1-8450,12,52,7,0,20,13.606829762458801,0.26166980312420773
9,9,9,9,9,9,9,9,9,9,9,9,9,1-3523,5,1-3523,3,543,92,0,150,141.551223218441,0.2606836523359871
7,7,7,7,7,7,7,7,7,7,7,7,7,MLG69,12,MLG69,13,576,105,0,130,147.9443934559822,0.25684790530552465
418,418,418,418,418,418,418,418,418,418,418,418,418,1-17835,16,1-17835,16,17,3,0,4,4.32136595249176,0.25419799720539765
389,389,389,389,389,389,389,389,389,389,389,389,389,1-7842,9,1-7842,20,21,1,0,13,5.294439345598221,0.252116159314201
275,275,275,275,275,275,275,275,275,275,275,275,275,1-4020,11,1-4020,11,37,8,0,4,9.32136595249176,0.25192880952680435
84,84,84,84,84,84,84,84,84,84,84,84,84,1-2382,4,1-2382,4,139,25,0,30,34.9102446436882,0.25115283916322445
332,332,332,332,332,332,332,332,332,332,332,332,332,P-16616,17,P-16616,17,28,7,0,0,7.0,0.25
45,45,45,45,45,45,45,45,45,45,45,45,45,1-3596,4,1-3596,4,223,41,0,44,55.53502547740936,0.24903598868793436
468,468,468,468,468,468,468,468,468,468,468,468,468,1-9946,9,1-9946,20,12,0,0,9,2.9730733931064606,0.24775611609220505
545,545,545,545,545,545,545,545,545,545,545,545,545,1-4926,18,1-4926,19,4,0,0,3,0.9910244643688202,0.24775611609220505
505,505,505,505,505,505,505,505,505,505,505,505,505,1-9855,9,1-9855,20,8,0,0,6,1.9820489287376404,0.24775611609220505
164,164,164,164,164,164,164,164,164,164,164,164,164,72-0103,7,72-0103,1,71,0,0,53,17.508098870515823,0.24659294183825103
233,233,233,233,233,233,233,233,233,233,233,233,233,1-3587,12,1-3587,13,46,9,0,7,11.31239041686058,0.24592153080131696
210,210,210,210,210,210,210,210,210,210,210,210,210,1-1191,22,1-1191,10,53,13,0,0,13.0,0.24528301886792453
161,161,161,161,161,161,161,161,161,161,161,161,161,1-8285,11,1-8285,11,72,13,0,14,17.62478083372116,0.24478862269057167
263,263,263,263,263,263,263,263,263,263,263,263,263,1-6061,13,1-6061,12,40,7,0,8,9.64273190498352,0.241068297624588
22,22,22,22,22,22,22,22,22,22,22,22,22,MLG50,15,MLG50,15,319,43,0,102,76.69483178853989,0.24042267018351063
354,354,354,354,354,354,354,354,354,354,354,354,354,1-7530,12,1-7530,13,25,4,0,6,5.98204892873764,0.23928195714950562
304,304,304,304,304,304,304,304,304,304,304,304,304,1-1592,7,1-1592,1,32,3,0,14,7.624780833721161,0.23827440105378628
235,235,235,235,235,235,235,235,235,235,235,235,235,1-1989,10,1-1989,19,46,6,0,15,10.955122321844101,0.2381548330835674
512,512,512,512,512,512,512,512,512,512,512,512,512,1-5799,4,1-5799,14,7,1,0,2,1.6606829762458801,0.23724042517798288
37,37,37,37,37,37,37,37,37,37,37,37,37,1-5775,9,1-5775,20,244,9,0,146,57.22985726594925,0.23454859535225103
295,295,295,295,295,295,295,295,295,295,295,295,295,1-1942,7,1-1942,1,34,3,0,15,7.955122321844101,0.2339741859365912
39,39,39,39,39,39,39,39,39,39,39,39,39,1-9768,9,1-9768,20,241,3,0,161,56.18497958779335,0.23313269538503464
277,277,277,277,277,277,277,277,277,277,277,277,277,1-10060,9,1-10060,20,36,4,0,13,8.29443934559822,0.23040109293328392
439,439,439,439,439,439,439,439,439,439,439,439,439,1-4682,16,1-4682,16,16,3,0,2,3.66068297624588,0.2287926860153675
404,404,404,404,404,404,404,404,404,404,404,404,404,1-20578,3,1-20578,5,19,4,0,1,4.33034148812294,0.22791270990120738
23,23,23,23,23,23,23,23,23,23,23,23,23,1-7866,5,1-7866,3,318,28,0,134,72.26575940847397,0.22725081574991815
66,66,66,66,66,66,66,66,66,66,66,66,66,MLG48,2,MLG48,6,159,13,0,70,36.123904168605804,0.22719436584028807
122,122,122,122,122,122,122,122,122,122,122,122,122,1-9404,2,1-9404,6,100,19,0,11,22.63375636935234,0.2263375636935234
