Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,7,3,1-1608,307,105,0,203,265.3367058634758,0.8642889441807029
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,12,4,MLG51,248,85,0,101,164.77343493700027,0.664409011842743
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,12,9,1-0003,17,11,0,0,11.0,0.6470588235294118
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,1-7004,6,8,1-7004,381,59,0,236,245.40129351615906,0.644097883244512
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,14,12,MLG59,71,22,0,28,44.11540770530701,0.6213437704972817
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,6,8,1-3516,156,8,0,107,92.51245087385178,0.5930285312426395
443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,5,10,1-3447,110,9,0,71,65.07835525274277,0.5916214113885706
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,2,6,1-6878,167,29,0,88,98.50556707382202,0.5898536950528265
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,19,11,MLG31,33,10,0,9,17.108523905277252,0.5184401183417349
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,8,18,1-1570,142,14,0,74,72.44786322116852,0.510196219867384
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,19,11,1-11350,100,32,0,24,50.956063747406006,0.5095606374740601
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,10,9,MLG52,125,54,0,12,63.478031873703,0.507824254989624
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,7,3,1-1350,195,56,0,53,97.86130744218826,0.5018528586778885
