Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,20,11,MLG45,70,13,1,28,1022.9271322488785,14.61324474641255
4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,20,11,1-6240,698,53,1,186,1118.94452136755,1.6030723801827362
399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,15,8,MLG60,47,25,0,10,28.545404374599457,0.6073490292467969
166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,14,14,MLG40,51,23,0,18,29.381727874279022,0.576112311260373
268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,14,14,MLG44,59,27,0,14,31.96356612443924,0.541755358041343
506,506,506,506,506,506,506,506,506,506,506,506,506,1-6227,14,1,1-6227,52,21,0,5,22.77270218729973,0.4379365805249948
298,298,298,298,298,298,298,298,298,298,298,298,298,1-7019,20,11,1-7019,107,44,0,7,46.48178306221962,0.4344091874973796
346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,14,14,MLG32,52,14,0,24,22.508970499038696,0.4328648172892057
234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,11,7,MLG29,164,56,0,39,69.82707706093788,0.42577486012767
131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,18,10,1-9283,235,95,0,14,99.96356612443924,0.42537687712527333
217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,7,12,1-9630,33,11,0,8,13.836323499679565,0.4192825302933202
411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,8,2,MLG15,105,42,0,2,42.70908087491989,0.4067531511897132
272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,12,9,1-1570,142,46,0,29,56.281672686338425,0.3963498076502706
300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,17,4,1-4020,37,11,0,10,14.545404374599457,0.39311903715133667
443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,8,2,1-3447,110,37,0,15,42.318106561899185,0.384710059653629
526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,11,7,1-5002,45,11,0,17,17.027187436819077,0.37838194304042394
367,367,367,367,367,367,367,367,367,367,367,367,367,1-8544,7,12,1-8544,54,4,0,46,20.3088601231575,0.37609000228069445
483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,20,11,1-9491,80,17,0,34,29.054374873638153,0.3631796859204769
153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,20,11,1-1350,195,47,0,66,70.39966887235641,0.3610239429351611
364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,20,11,1-7682,141,32,0,53,50.79064318537712,0.3602173275558661
91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,14,11,72-12171,19,4,0,8,6.836323499679565,0.359806499983135
331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,15,8,MLG75,185,56,0,28,65.92713224887848,0.35636287702096475
332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,20,11,MLG78,80,21,0,18,27.381727874279022,0.34227159842848776
454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,9,16,1-0272,111,11,0,75,37.590532809495926,0.3386534487341975
384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,12,9,1-9270,128,29,0,36,41.763455748558044,0.3262769980356097
143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,16,6,1-8928,39,12,0,2,12.709080874919891,0.3258738685876895
270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,8,2,1-1390,98,30,0,5,31.77270218729973,0.3242112468091809
139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,12,9,1-7863,351,53,0,170,113.27187436819077,0.3227118927868683
140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,4,18,1-2294,75,9,0,42,23.89069837331772,0.31854264497756957
414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,8,2,1-8285,72,20,0,8,22.836323499679565,0.31717115971777177
322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,18,10,1-0296,41,8,0,14,12.96356612443924,0.3161845396204693
345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,3,17,1-1131,138,39,0,13,43.609025686979294,0.3160074325143427
128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,13,15,1-19286,40,10,0,7,12.48178306221962,0.3120445765554905
161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,14,14,MLG41,66,13,0,21,20.44534918665886,0.3097780179796797
540,540,540,540,540,540,540,540,540,540,540,540,540,1-5413,3,17,1-5413,39,11,0,3,12.063621312379837,0.3093236233943548
553,553,553,553,553,553,553,553,553,553,553,553,553,1-5555,20,11,1-5555,10,2,0,3,3.063621312379837,0.3063621312379837
251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,6,5,1-7268,70,15,0,18,21.381727874279022,0.3054532553468432
253,253,253,253,253,253,253,253,253,253,253,253,253,1-4649,18,10,1-4649,244,66,0,22,73.7998896241188,0.3024585640332738
302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,13,15,MLG51,248,53,0,60,74.27242624759674,0.2994855897080514
398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,16,6,1-0303,212,46,0,49,63.37248143553734,0.2989267992242327
353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,7,12,MLG50,319,70,0,71,95.17237105965614,0.29834599078262114
67,67,67,67,67,67,67,67,67,67,67,67,67,1-7481,18,10,1-7481,33,7,0,8,9.836323499679565,0.298070409081199
363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,12,9,1-10785,279,56,0,76,82.94507324695587,0.2972941693439278
174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,8,2,MLG38,77,21,0,5,22.77270218729973,0.29574937905584064
481,481,481,481,481,481,481,481,481,481,481,481,481,1-10038,6,5,1-10038,76,4,0,52,22.436102747917175,0.2952118782620681
93,93,93,93,93,93,93,93,93,93,93,93,93,1-20003,14,14,1-20003,21,4,0,6,6.127242624759674,0.2917734583218892
247,247,247,247,247,247,247,247,247,247,247,247,247,1-20467,7,12,1-20467,13,2,0,5,3.7727021872997284,0.2902078605615176
396,396,396,396,396,396,396,396,396,396,396,396,396,1-9963,12,9,1-9963,116,24,0,27,33.57259181141853,0.28941889492602185
417,417,417,417,417,417,417,417,417,417,417,417,417,1-10451,16,6,1-10451,46,10,0,9,13.190863937139511,0.2867579116769459
474,474,474,474,474,474,474,474,474,474,474,474,474,1-8400,10,2,1-8400,33,2,0,21,9.44534918665886,0.28622270262602606
388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,13,15,MLG49,185,33,0,56,52.85426449775696,0.28569872701490245
240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,8,2,MLG33,20,5,0,2,5.709080874919891,0.2854540437459946
500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,17,4,1-0292,99,24,0,12,28.254485249519348,0.28539884090423584
179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,7,14,1-4052,13,3,0,2,3.7090808749198914,0.28531391345537627
97,97,97,97,97,97,97,97,97,97,97,97,97,1-9237,7,12,1-9237,38,8,0,8,10.836323499679565,0.2851664078863044
499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,20,11,1-8627,25,5,0,6,7.127242624759674,0.28508970499038694
3,3,3,3,3,3,3,3,3,3,3,3,3,1-8222,1,3,1-8222,12,2,0,4,3.4181617498397827,0.28484681248664856
