,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,MLG56,18,10,MLG56,511,81,1,44,1119.6605138778689,2.19111646551442
1,MLG54,18,10,MLG54,595,34,1,51,1078.8110501766205,1.813127815422892
2,1-6878,13,7,1-6878,167,4,0,104,95.37939643859865,0.5711341104107702
3,1-3596,20,13,1-3596,223,46,0,90,125.07832384109496,0.5608893445789012
4,MLG65,16,22,MLG65,201,30,0,94,112.5929160118103,0.5601637612527876
5,1-1580,15,6,1-1580,400,43,0,205,223.1228487491608,0.5578071218729019
6,1-3516,11,15,1-3516,156,29,0,62,83.47617864608765,0.5351037092697926
7,MLG50,17,11,MLG50,319,49,0,137,169.37478184700012,0.5309554289874612
8,1-4531,9,5,1-4531,94,11,0,44,49.66051387786865,0.5283033391262623
9,1-9227,9,5,1-9227,801,113,0,337,409.1043903827667,0.5107420604029547
10,1-7807,11,15,1-7807,239,24,0,110,120.65128469467165,0.5048170907726847
11,1-6611,11,15,1-6611,89,15,0,33,43.99538540840149,0.4943301731281066
12,P-16616,20,6,P-16616,28,12,0,2,13.757296085357666,0.491332003048488
13,1-5981,20,19,1-5981,28,4,0,11,13.665128469467165,0.4880403024809701
14,1-3523,6,12,1-3523,543,147,0,131,262.1028935909271,0.4826940950109155
15,1-18558,20,13,1-18558,307,58,0,102,147.62210035324097,0.4808537470789608
16,1-10785,7,3,1-10785,279,12,0,137,132.37478184700012,0.474461583681004
17,MLG69,20,13,MLG69,576,98,0,199,272.85096049308777,0.4736995841893885
18,1-3139,9,5,1-3139,93,14,0,34,43.87403345108032,0.4717638005492507
19,1-6296,13,7,1-6296,254,16,0,118,119.6804690361023,0.4711829489610326
20,1-5043,5,17,1-5043,123,8,0,56,57.20429039001465,0.4650755316261353
21,MLG51,17,11,MLG51,248,64,0,58,114.96158647537231,0.4635547841748884
22,1-9286,10,14,1-9286,81,34,0,4,37.51459217071533,0.4631431132187078
23,1-9794,14,4,1-9794,46,9,0,14,21.301072597503666,0.4630667955979057
24,1-4494,16,22,1-4494,16,3,0,5,7.393240213394165,0.4620775133371353
25,1-7268,10,14,1-7268,70,26,0,7,32.15053629875183,0.4592933756964547
26,1-0003,10,14,1-0003,17,6,0,2,7.757296085357666,0.4563115344328038
27,1-6909,7,3,1-6909,36,5,0,13,16.42242455482483,0.4561784598562453
28,1-9498,20,13,1-9498,64,16,0,15,29.17972064018249,0.4559331350028515
29,MLG15,2,22,MLG15,105,24,0,27,47.72349715232849,0.4545094966888428
30,1-3089,9,5,1-3089,16,2,0,6,7.271888256072998,0.4544930160045624
31,P-16454,17,11,P-16454,8,1,0,3,3.635944128036499,0.4544930160045624
32,1-8928,7,3,1-8928,39,1,0,19,17.694312810897827,0.4537003284845596
33,1-6181,13,7,1-6181,659,60,0,270,297.2349715232849,0.4510394105057434
34,1-9971,10,14,1-9971,15,5,0,2,6.757296085357666,0.450486405690511
35,MLG02,13,7,MLG02,320,22,0,139,144.1320779323578,0.4504127435386181
36,1-6718,15,6,1-6718,20,9,0,0,9.0,0.45
37,1-3265,15,6,1-3265,19,5,0,4,8.514592170715332,0.4481364300376491
38,1-18709,19,9,1-18709,33,5,0,11,14.665128469467165,0.4443978324080958
39,1-7866,6,12,1-7866,318,17,0,141,140.88937401771545,0.4430483459676587
40,1-9455,13,7,1-9455,2,0,0,1,0.878648042678833,0.4393240213394165
41,1-9733,17,11,1-9733,4,0,0,2,1.757296085357666,0.4393240213394165
42,1-10762,5,17,1-10762,6,0,0,3,2.635944128036499,0.4393240213394165
43,1-8093,16,22,1-8093,4,0,0,2,1.757296085357666,0.4393240213394165
44,1-6028,2,19,1-6028,2,0,0,1,0.878648042678833,0.4393240213394165
45,1-4640,9,5,1-4640,87,17,0,24,38.08755302429199,0.4377879657964597
46,1-11350,15,6,1-11350,100,40,0,4,43.51459217071533,0.4351459217071533
47,1-4700,3,20,1-4700,31,9,0,5,13.393240213394163,0.4320400068836827
48,1-6647,15,6,1-6647,62,15,0,13,26.42242455482483,0.4261681379810456
49,1-3108,10,14,1-3108,18,5,0,3,7.635944128036499,0.4242191182242499
50,1-8328,18,10,1-8328,114,35,0,15,48.179720640182495,0.4226291284226535
51,1-3141,5,17,1-3141,136,10,0,54,57.44699430465698,0.4224043698871837
52,1-8267,11,15,1-8267,133,26,0,34,55.87403345108032,0.4201055146697768
53,1-3584,6,17,1-3584,26,3,0,9,10.907832384109495,0.4195320147734422
54,MLG68,14,4,MLG68,642,83,0,211,268.39473700523376,0.4180603380143828
55,1-5161,1,21,1-5161,12,5,0,0,5.0,0.4166666666666667
56,1-2324,13,7,1-2324,25,6,0,5,10.393240213394163,0.4157296085357666
57,MLG58,14,4,MLG58,71,26,0,4,29.51459217071533,0.4156984812776807
58,1-4760,6,12,1-4760,40,6,0,12,16.543776512145996,0.4135944128036499
59,1-7321,13,7,1-7321,7,2,0,1,2.878648042678833,0.4112354346684047
60,P-0009,6,12,P-0009,7,2,0,1,2.878648042678833,0.4112354346684047
61,1-5799,4,18,1-5799,7,2,0,1,2.878648042678833,0.4112354346684047
62,1-9963,5,17,1-9963,116,9,0,44,47.66051387786865,0.4108664989471435
63,1-8172,7,3,1-8172,40,5,0,13,16.42242455482483,0.4105606138706207
64,1-9500,5,17,1-9500,33,10,0,4,13.514592170715332,0.4095330960822828
65,1-4682,17,11,1-4682,16,3,0,4,6.514592170715332,0.4071620106697082
66,1-7842,2,19,1-7842,21,5,0,4,8.514592170715332,0.4054567700340634
67,MLG14,15,6,MLG14,232,80,0,16,94.05836868286131,0.4054240029433678
68,1-6227,1,21,1-6227,52,21,0,0,21.0,0.4038461538461538
69,1-5406,11,15,1-5406,10,4,0,0,4.0,0.4
70,1-17733,17,11,1-17733,74,12,0,20,29.57296085357666,0.3996346061294143
71,MLG31,15,6,MLG31,33,7,0,7,13.150536298751833,0.3985010999621767
72,1-17835,15,6,1-17835,17,5,0,2,6.757296085357666,0.3974880050210392
73,1-8181,19,9,1-8181,30,4,0,9,11.907832384109495,0.3969277461369832
74,1-2382,18,10,1-2382,139,39,0,18,54.815664768218994,0.3943573004907841
75,1-5530,17,11,1-5530,7,1,0,2,2.757296085357666,0.3938994407653808
76,1-1350,10,14,1-1350,195,67,0,11,76.66512846946716,0.3931545049716264
77,1-9436,2,19,1-9436,21,2,0,7,8.150536298751831,0.3881207761310395
78,1-18487,5,17,1-18487,23,1,0,9,8.907832384109497,0.3872970601786737
79,1-9553,7,3,1-9553,23,1,0,9,8.907832384109497,0.3872970601786737
80,1-7819,7,3,1-7819,59,0,0,26,22.84484910964965,0.3872008323669433
81,1-6061,19,9,1-6061,40,4,0,13,15.422424554824827,0.3855606138706207
82,1-9808,13,10,1-9808,74,25,0,4,28.51459217071533,0.3853323266312882
83,1-20167,19,9,1-20167,56,9,0,14,21.301072597503666,0.3803762963839939
84,1-0303,7,3,1-0303,212,11,0,79,80.41319537162781,0.379307525337867
85,1-7140,13,7,1-7140,397,6,0,163,149.21963095664978,0.3758680880520145
86,1-8379,18,10,1-8379,5,1,0,1,1.878648042678833,0.3757296085357666
87,1-18498,10,14,1-18498,13,4,0,1,4.878648042678833,0.3752806186676025
88,1-8186,3,20,1-8186,26,8,0,2,9.757296085357666,0.3752806186676025
89,1-3447,9,5,1-3447,110,7,0,39,41.26727366447449,0.3751570333134044
90,MLG57,17,11,MLG57,629,77,0,180,235.15664768219,0.3738579454406835
91,1-7005,9,5,1-7005,285,18,0,100,105.8648042678833,0.3714554535715204
92,1-1191,3,20,1-1191,53,10,0,11,19.665128469467163,0.3710401598012672
93,MLG10,18,4,MLG10,60,9,0,15,22.17972064018249,0.3696620106697083
94,1-8066,13,7,1-8066,86,1,0,35,31.752681493759155,0.3692172266716181
95,1-18935,9,5,1-18935,30,4,0,8,11.029184341430664,0.3676394780476888
96,1-6228,3,20,1-6228,48,0,0,20,17.57296085357666,0.3661033511161804
97,1-9416,4,18,1-9416,13,3,0,2,4.757296085357666,0.3659458527198204
98,1-9655,15,6,1-9655,27,9,0,1,9.878648042678831,0.3658758534325493
99,1-0272,11,15,1-0272,111,30,0,12,40.543776512146,0.3652592478571711
100,1-0358,7,3,1-0358,22,1,0,8,8.029184341430664,0.3649629246104847
101,MLG32,2,19,MLG32,52,11,0,9,18.907832384109497,0.3636121612328749
102,1-19286,19,9,1-19286,40,4,0,12,14.543776512145996,0.3635944128036499
103,1-3068,11,15,1-3068,180,10,0,63,65.35482668876648,0.3630823704931471
104,1-7024,7,3,1-7024,498,55,0,143,180.64667010307312,0.3627443174760504
105,1-6532,7,3,1-6532,27,1,0,10,9.78648042678833,0.3624622380291974
106,1-5355,16,22,1-5355,53,6,0,15,19.17972064018249,0.3618815215128773
107,1-6098,19,9,1-6098,1327,105,0,426,479.30406618118286,0.3611937198049607
108,1-3312,15,6,1-3312,36,13,0,0,13.0,0.3611111111111111
109,1-1592,9,5,1-1592,32,1,0,12,11.543776512145996,0.3607430160045624
110,1-9697,6,17,1-9697,20,1,0,7,7.150536298751831,0.3575268149375915
111,1-4390,9,5,1-4390,45,9,0,8,16.029184341430664,0.3562040964762369
112,1-9731,4,18,1-9731,11,3,0,1,3.878648042678833,0.3526043675162575
113,1-9836,2,19,1-9836,5,0,0,2,1.757296085357666,0.3514592170715332
114,1-5424,3,20,1-5424,5,0,0,2,1.757296085357666,0.3514592170715332
115,1-1258,7,3,1-1258,435,12,0,160,152.58368682861328,0.3507670961577316
116,1-1131,3,20,1-1131,138,28,0,23,48.20890498161316,0.3493398911711098
117,1-1769,4,18,1-1769,89,31,0,0,31.0,0.348314606741573
118,1-8705,7,3,1-8705,48,0,0,19,16.694312810897827,0.3477981835603714
119,1-3106,19,9,1-3106,34,3,0,10,11.78648042678833,0.3466611890231861
120,MLG40,2,19,MLG40,51,8,0,11,17.665128469467163,0.3463750680287679
121,1-9283,10,14,1-9283,235,33,0,55,81.32564234733582,0.3460665631801524
122,1-8095,1,21,1-8095,46,15,0,1,15.878648042678831,0.3451880009278007
123,1-8493,12,10,1-8493,38,6,0,8,13.029184341430664,0.3428732721429122
124,1-8826,11,15,1-8826,123,7,0,40,42.14592170715332,0.3426497699768562
125,1-7682,10,14,1-7682,141,36,0,14,48.30107259750366,0.3425607985638557
126,1-8084,19,9,1-8084,82,7,0,24,28.087553024291992,0.3425311344425852
