Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-9496,2,15,1-9496,39,5,0,10,7.84849613904953,0.20124349074485975
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,1-20167,19,17,1-20167,56,3,0,29,11.260638803243637,0.2010828357722078
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,9,4,1-4020,37,6,0,5,7.424248069524765,0.20065535323039904
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,20,19,1-2423,79,5,0,38,15.824285328388214,0.20030740922010398
277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,1-4051,4,11,1-4051,5,1,0,0,1.0,0.2
229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,1-4361,1,14,1-4361,10,2,0,0,2.0,0.2
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,18,6,1-5803,15,3,0,0,3.0,0.2
254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,1-8379,1,14,1-8379,5,1,0,0,1.0,0.2
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,13,5,1-6061,40,6,0,7,7.993947297334671,0.1998486824333668
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,2,6,MLG49,185,23,0,49,36.9576310813427,0.19977097881806863
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,6,2,1-6647,62,12,0,1,12.284849613904953,0.1981427357081444
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,9,4,MLG64,245,32,0,57,48.23642799258232,0.1968833795615605
537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,16,4,1-4494,16,2,0,4,3.139398455619812,0.19621240347623825
238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,1-9855,1,14,1-9855,8,1,0,2,1.569699227809906,0.19621240347623825
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,17,9,1-3141,136,11,0,55,26.666728764772415,0.19607888797626777
335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,1-8910,4,11,1-8910,137,8,0,66,26.800074517726898,0.19562098188121824
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,16,3,1-9283,235,30,0,56,45.95157837867737,0.1955386313986271
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,1-9650,19,17,1-9650,25,4,0,3,4.854548841714859,0.19418195366859436
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,1-7481,2,8,1-7481,33,6,0,1,6.284849613904953,0.19044998830015009
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,1-18004,12,13,1-18004,12,2,0,1,2.284849613904953,0.1904041344920794
547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,MLG67,6,2,MLG67,27,4,0,4,5.139398455619812,0.19034809094888192
496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,1-3176,16,3,1-3176,3,0,0,2,0.569699227809906,0.189899742603302
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,1-4088,2,6,1-4088,30,0,0,20,5.69699227809906,0.189899742603302
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,4,11,1-9227,801,49,0,361,151.83071061968803,0.18955144896340578
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,1-5172,17,9,1-5172,120,16,0,22,22.266691505908966,0.1855557625492414
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,1-4649,4,11,1-4649,244,23,0,78,45.218269884586334,0.18532077821551776
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,16,3,1-9286,81,5,0,35,14.969736486673355,0.18481156156386858
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,1-8157,12,13,1-8157,75,3,0,38,13.824285328388214,0.1843238043785095
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-9394,12,13,1-9394,117,9,0,44,21.533383011817932,0.1840460086480165
544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,1-5799,1,16,1-5799,7,1,0,1,1.284849613904953,0.1835499448435647
555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,1-3646,1,14,1-3646,7,1,0,1,1.284849613904953,0.1835499448435647
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,1-8018,18,4,1-8018,58,10,0,2,10.569699227809906,0.18223619358292942
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,14,7,1-4760,40,3,0,15,7.272744208574295,0.1818186052143574
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,14,7,1-11350,100,9,0,32,18.115187644958496,0.18115187644958497
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,11,18,MLG52,125,22,0,2,22.569699227809906,0.18055759382247924
424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,1-4700,3,1,1-4700,31,5,0,2,5.569699227809906,0.179667717026126
420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,1-8172,6,2,1-8172,40,6,0,4,7.139398455619812,0.1784849613904953
528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,1-6718,6,3,1-6718,20,1,0,9,3.563646525144577,0.17818232625722885
293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,1-8066,12,13,1-8066,86,5,0,36,15.254586100578308,0.1773789081462594
498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,1-19915,14,7,1-19915,62,9,0,7,10.993947297334671,0.1773217306021721
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,11,18,MLG51,248,43,0,3,43.85454884171486,0.1768328582327212
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,6,2,1-10539,63,8,0,11,11.133345752954483,0.17671977385642038
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,16,3,1-6240,698,60,0,222,123.23661428689957,0.1765567539926928
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,20,19,MLG30,208,27,0,34,36.6848868727684,0.17636964842677116
371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-1580,14,7,1-1580,400,54,0,58,70.52127760648727,0.1763031940162182
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,1-9614,6,2,1-9614,30,5,0,1,5.284849613904953,0.17616165379683177
509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,1-18935,4,11,1-18935,30,3,0,8,5.278796911239624,0.1759598970413208
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1-9805,15,12,1-9805,26,4,0,2,4.569699227809906,0.1757576626080733
79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,1-9739,10,8,1-9739,31,0,0,19,5.412142664194107,0.17458524723206797
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,4,11,1-8341,197,19,0,54,34.38187915086746,0.1745273053343526
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,2,6,1-8488,23,4,0,0,4.0,0.17391304347826086
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,1-17733,8,15,1-17733,74,10,0,10,12.84849613904953,0.17362832620337204
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,1-18371,12,13,1-18371,120,12,0,31,20.830338031053543,0.17358615025877952
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,10,8,MLG69,576,75,0,85,99.212217181921,0.17224343260750175
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,1-0205,4,11,1-0205,34,3,0,10,5.84849613904953,0.17201459232498617
445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,1-6538,16,3,1-6538,44,3,0,16,7.557593822479248,0.17176349596543747
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,1-8659,6,14,1-8659,91,14,0,5,15.424248069524765,0.16949723153323917
367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,1-8544,13,13,1-8544,54,0,0,32,9.115187644958496,0.1687997712029351
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7770,16,3,1-7770,11,1,0,3,1.854548841714859,0.16859534924680536
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,1-8678,14,7,1-8678,17,2,0,3,2.854548841714859,0.1679146377479329
453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,1-8397,11,9,1-8397,51,2,0,23,8.551541119813919,0.16767727685909645
558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,1-0055,16,3,1-0055,18,1,0,7,2.993947297334671,0.16633040540748173
452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,1-8529,18,7,1-8529,56,5,0,15,9.272744208574295,0.16558471801025526
505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-4747,11,7,1-4747,25,3,0,4,4.139398455619812,0.16557593822479247
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,11,18,MLG50,319,48,0,16,52.55759382247925,0.16475734740589107
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-8042,14,7,1-8042,52,6,0,9,8.563646525144577,0.16468551009893417
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,15,17,1-4052,13,1,0,4,2.139398455619812,0.16456911197075477
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,12,13,1-6532,27,1,0,12,4.418195366859436,0.16363686543923836
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,3,1,1-9516,76,9,0,12,12.418195366859436,0.16339730745867678
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,1-9667,6,9,1-9667,14,2,0,1,2.284849613904953,0.1632035438503538
279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,MLG43,1,14,MLG43,14,2,0,1,2.284849613904953,0.1632035438503538
539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,1-9436,13,5,1-9436,21,2,0,5,3.424248069524765,0.16305943188213168
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,2,3,1-1770,35,2,0,13,5.703044980764389,0.16294414230755397
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,17,9,1-7863,351,30,0,95,57.060713320970535,0.16256613481757987
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1-7964,20,19,1-7964,202,26,0,24,32.83639073371887,0.16255638977088552
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,8,15,1-10468,549,51,0,134,89.1698482632637,0.16242231013344938
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,17,9,1-8421,109,12,0,20,17.69699227809906,0.16235772732200973
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1-9722,11,18,1-9722,22,3,0,2,3.569699227809906,0.16225905580954117
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,1-6035,13,5,1-6035,23,2,0,6,3.709097683429718,0.1612651166708573
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,1-8023,11,18,1-8023,16,2,0,2,2.569699227809906,0.16060620173811913
186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,72-11994,7,10,72-11994,8,1,0,1,1.284849613904953,0.16060620173811913
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,1-5531,7,10,1-5531,8,1,0,1,1.284849613904953,0.16060620173811913
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,12,13,1-5775,244,14,0,87,38.78191640973091,0.15894228036774963
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,1-3312,8,15,1-3312,36,2,0,13,5.703044980764389,0.15841791613234413
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,1-9925,8,15,1-9925,93,11,0,13,14.703044980764389,0.1580972578576816
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,3,1,1-0272,111,9,0,30,17.54548841714859,0.15806746321755485
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,1-10038,18,16,1-10038,76,10,0,7,11.993947297334671,0.15781509601756147
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,4,11,1-3052,166,13,0,46,26.103082239627838,0.15724748337125205
542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,1-1191,3,1,1-1191,53,8,0,1,8.284849613904953,0.15631791724348967
231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,1-8450,19,17,1-8450,52,1,0,25,8.121240347623825,0.15617769899276587
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1-5626,17,9,1-5626,125,12,0,26,19.406089961528778,0.15524871969223022
464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,1-10060,2,14,1-10060,36,5,0,2,5.569699227809906,0.15471386743916404
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-9946,19,17,1-9946,12,1,0,3,1.854548841714859,0.1545457368095716
421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,1-8398,17,9,1-8398,54,4,0,15,8.272744208574295,0.1531989668254499
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1-8418,9,4,1-8418,46,7,0,0,7.0,0.15217391304347827
289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,1-1592,15,12,1-1592,32,2,0,10,4.84849613904953,0.1515155043452978
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,1-9610,12,13,1-9610,49,2,0,19,7.412142664194107,0.15126821763661444
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1-5549,8,15,1-5549,35,3,0,8,5.278796911239624,0.1508227688925607
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,8,15,1-4319,163,14,0,37,24.53943571448326,0.150548685364928
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,2,6,1-19286,40,4,0,7,5.993947297334671,0.14984868243336677
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,14,7,1-7866,318,8,0,139,47.59409633278847,0.14966696959996373
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,MLG39,13,17,MLG39,23,2,0,5,3.424248069524765,0.14888035084890283
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,1-10696,6,2,1-10696,24,3,0,2,3.569699227809906,0.14873746782541275
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,4,11,1-1462,192,19,0,33,28.40003725886345,0.14791686072324714
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,1-7752,12,13,1-7752,29,2,0,8,4.278796911239624,0.1475447210772284
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,3,1,1-3516,156,15,0,28,22.975789189338684,0.14728069993165824
518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,1-1850,12,13,1-1850,30,1,0,12,4.418195366859436,0.14727317889531452
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,13,5,1-6098,1327,79,0,401,193.22469517588615,0.1456101696879323
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-9404,8,15,1-9404,100,8,0,23,14.551541119813919,0.14551541119813918
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-7005,4,11,1-7005,285,20,0,75,41.363721042871475,0.14513586330832096
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,10,8,MLG78,80,10,0,5,11.424248069524765,0.14280310086905956
328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,1-9497,13,5,1-9497,150,12,0,33,21.40003725886345,0.14266691505908966
358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-9831,8,15,1-9831,132,10,0,31,18.830338031053543,0.14265407599282987
561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,1-9455,1,14,1-9455,2,0,0,1,0.284849613904953,0.1424248069524765
329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,1-1317,8,15,1-1317,414,31,0,97,58.63041254878044,0.14161935398256145
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,20,19,1-6181,659,54,0,137,93.02439710497856,0.14115993490892043
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,12,13,1-7122,197,10,0,62,27.660676062107086,0.140409523157904
441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,1-19166,4,11,1-19166,45,4,0,8,6.278796911239624,0.13952882024976943
409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,1-9645,6,2,1-9645,69,9,0,2,9.569699227809906,0.1386912931566653
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,15,12,MLG68,642,60,0,98,87.9152621626854,0.1369396606895411
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1-7897,12,13,1-7897,95,7,0,21,12.981841892004013,0.13665096728425277
446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,1-3534,3,1,1-3534,279,31,0,24,37.83639073371887,0.13561430370508556
425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,1-6006,4,11,1-6006,57,6,0,6,7.709097683429718,0.13524732777946874
228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,1-17835,13,5,1-17835,17,2,0,1,2.284849613904953,0.13440291846499725
520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,1,4,1-2034,16,1,0,4,2.139398455619812,0.13371240347623825
96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,MLG37,14,7,MLG37,116,8,0,26,15.406089961528778,0.1328111203580067
449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,1-1935,10,8,1-1935,12,1,0,2,1.569699227809906,0.13080826898415884
285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,1-18615,6,2,1-18615,22,2,0,3,2.854548841714859,0.12975222007794815
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,20,19,1-9752,22,2,0,3,2.854548841714859,0.12975222007794815
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9808,20,19,1-9808,74,5,0,16,9.557593822479248,0.1291566732767466
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,17,9,1-7441,111,4,0,36,14.254586100578308,0.12841969459980457
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,14,7,1-1204,39,1,0,14,4.987894594669342,0.1278947331966498
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,15,17,MLG15,105,2,0,40,13.39398455619812,0.12756175767807734
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,15,15,1-9938,55,3,0,14,6.987894594669342,0.12705262899398803
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,1-8124,4,11,1-8124,18,0,0,8,2.278796911239624,0.12659982840220133
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,MLG06,2,9,MLG06,18,0,0,8,2.278796911239624,0.12659982840220133
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,1-9740,1,14,1-9740,34,4,0,1,4.284849613904953,0.1260249886442633
522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,1-5282,3,1,1-5282,17,1,0,4,2.139398455619812,0.125846967977636
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1-9674,8,15,1-9674,144,9,0,32,18.115187644958496,0.12579991420110068
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,1-8705,6,19,1-8705,48,4,0,7,5.993947297334671,0.12487390202780564
84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,1-18714,4,11,1-18714,32,2,0,7,3.993947297334671,0.12481085304170847
497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,1-8493,8,15,1-8493,38,1,0,13,4.703044980764389,0.12376434159906287
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-8181,13,5,1-8181,30,2,0,6,3.709097683429718,0.12363658944765726
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-9818,19,17,1-9818,28,2,0,5,3.424248069524765,0.12229457391159874
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,18,16,MLG54,595,55,0,61,72.37582644820213,0.12164004445075989
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,1-5214,3,1,1-5214,40,4,0,3,4.854548841714859,0.12136372104287148
383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,1-8551,7,1,1-8551,38,4,0,2,4.569699227809906,0.12025524283710279
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,9,4,1-0053,142,13,0,14,16.987894594669342,0.11963306052584044
248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,1-2400,3,1,1-2400,49,5,0,3,5.854548841714859,0.1194805886064257
432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1-6914,4,11,1-6914,73,5,0,13,8.703044980764389,0.11921979425704643
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1-8222,20,19,1-8222,12,0,0,5,1.424248069524765,0.11868733912706375
442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,MLG11,18,15,MLG11,87,2,0,29,10.260638803243637,0.11793837704877744
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,1-8573,8,15,1-8573,184,8,0,48,21.672781467437744,0.11778685580129208
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,MLG17,11,18,MLG17,153,18,0,0,18.0,0.11764705882352941
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,11,18,1-3206,45,5,0,1,5.284849613904953,0.11744110253122118
219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,1-5653,1,14,1-5653,11,1,0,1,1.284849613904953,0.11680451035499573
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,1-8328,3,1,1-8328,114,7,0,22,13.266691505908966,0.1163744868939383
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-9417,8,15,1-9417,76,2,0,24,8.836390733718872,0.11626829912787989
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,1-7819,6,2,1-7819,59,6,0,3,6.854548841714859,0.11617879392737049
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,1-19813,18,16,1-19813,20,2,0,1,2.284849613904953,0.11424248069524764
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,3,1,1-7807,239,21,0,22,27.266691505908966,0.11408657533853124
529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,1-6217,8,15,1-6217,44,1,0,14,4.987894594669342,0.11336124078793959
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-4417,20,19,1-4417,151,8,0,32,17.115187644958496,0.11334561354277149
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1-7995,2,6,1-7995,14,1,0,2,1.569699227809906,0.11212137341499329
472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,1-9518,14,7,1-9518,22,1,0,5,2.424248069524765,0.1101930940693075
