Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,1-2297,18,10,1-2297,25,2,0,7,5.852003216743469,0.23408012866973876
329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,1-1317,18,10,1-1317,414,50,0,85,96.77432477474213,0.23375440766845923
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1-8067,18,10,1-8067,322,29,0,84,75.22403860092163,0.23361502671093673
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-9404,18,10,1-9404,100,14,0,17,23.354864954948425,0.23354864954948426
461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,1-9651,10,4,1-9651,38,5,0,7,8.85200321674347,0.23294745307219655
198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,1-9839,16,4,1-9839,20,3,0,3,4.650858521461487,0.23254292607307434
469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,1-8578,4,5,1-8578,11,2,0,1,2.5502861738204956,0.23184419762004504
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,6,15,1-7863,351,61,0,37,81.36058843135834,0.23179654823748813
242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,1-20791,1,14,1-20791,13,3,0,0,3.0,0.23076923076923078
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,15,20,1-4052,13,3,0,0,3.0,0.23076923076923078
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,17,5,1-7268,70,9,0,13,16.153720259666443,0.23076743228094918
358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-9831,18,10,1-9831,132,20,0,19,30.455437302589417,0.23072300986810165
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,1-3139,11,12,1-3139,93,11,0,19,21.455437302589417,0.2307036269095636
487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,1-6900,12,17,1-6900,67,5,0,19,15.455437302589417,0.23067816869536442
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9808,5,21,1-9808,74,11,0,11,17.05314791202545,0.2304479447571007
447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,1-7152,8,1,1-7152,109,24,0,2,25.10057234764099,0.23028048025358708
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1-7897,21,18,1-7897,95,18,0,7,21.85200321674347,0.2300210864920365
482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,1-4390,2,16,1-4390,45,7,0,6,10.301717042922974,0.22892704539828831
518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,1-1850,15,13,1-1850,30,3,0,7,6.852003216743469,0.2284001072247823
511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,1-9697,6,20,1-9697,20,4,0,1,4.550286173820496,0.2275143086910248
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,7,3,1-7024,498,53,0,109,112.98119294643402,0.2268698653542852
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,21,18,1-6692,71,10,0,11,16.05314791202545,0.22610067481725987
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,1-8705,10,6,1-8705,48,7,0,7,10.85200321674347,0.22608340034882227
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,1-9740,1,14,1-9740,34,6,0,3,7.650858521461487,0.2250252506312202
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,9,16,1-9333,102,14,0,16,22.80457878112793,0.223574301775764
304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,1-19004,3,8,1-19004,60,9,0,8,13.402289390563965,0.22337148984273275
184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,1-8074,3,8,1-8074,145,24,0,15,32.254292607307434,0.2224433972917754
318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,1-2324,20,20,1-2324,25,5,0,1,5.550286173820496,0.22201144695281982
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,1-8576,1,14,1-8576,55,10,0,4,12.201144695281982,0.2218389944596724
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,P-0009,2,9,P-0009,7,1,0,1,1.5502861738204956,0.22146945340292795
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,17,5,1-8427,189,11,0,56,41.816025733947754,0.22124881340713098
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,1-7819,7,3,1-7819,59,7,0,11,13.053147912025452,0.22123979511907546
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,7,3,1-19448,45,5,0,9,9.95257556438446,0.22116834587521023
494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,1-3265,13,19,1-3265,19,2,0,4,4.201144695281982,0.22111287869905172
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,11,12,1-9516,76,8,0,16,16.80457878112793,0.22111287869905172
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1-4499,2,9,1-4499,12,1,0,3,2.650858521461487,0.22090487678845724
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,1-3312,4,7,1-3312,36,3,0,9,7.9525755643844604,0.22090487678845724
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,1-9925,4,7,1-9925,93,10,0,19,20.455437302589417,0.2199509387375206
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,5,21,MLG30,208,11,0,63,45.66802895069122,0.2195578314937078
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,6,15,1-3141,136,21,0,16,29.80457878112793,0.21915131456711712
348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,1-17758,14,20,1-17758,40,6,0,5,8.751430869102478,0.21878577172756195
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,1-8157,2,9,1-8157,75,12,0,8,16.402289390563965,0.2186971918741862
413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,1-8314,18,5,1-8314,36,4,0,7,7.852003216743469,0.21811120046509636
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,5,21,1-3106,34,3,0,8,7.402289390563965,0.21771439384011662
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,12,17,MLG69,576,49,0,137,124.3892058134079,0.21595348231494427
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,3,8,1-1005,125,7,0,36,26.810302257537842,0.21448241806030274
532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,1-19447,2,9,1-19447,15,1,0,4,3.2011446952819824,0.21340964635213217
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,17,5,1-5891,96,11,0,17,20.354864954948425,0.21202984328071275
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,16,4,MLG49,185,27,0,22,39.1062958240509,0.21138538283270758
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,5,21,1-6296,254,13,0,73,53.17089068889618,0.20933421531061489
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,7,3,1-8928,39,1,0,13,8.153720259666443,0.2090697502478575
226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,1-9996,6,15,1-9996,28,2,0,7,5.852003216743469,0.20900011488369533
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,13,8,1-3639,17,3,0,1,3.5502861738204956,0.2088403631659115
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,1-4088,4,7,1-4088,30,4,0,4,6.201144695281982,0.2067048231760661
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,1-5508,12,17,1-5508,38,4,0,7,7.852003216743469,0.20663166359851234
142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,P-16454,2,9,P-16454,8,0,0,3,1.6508585214614868,0.20635731518268585
231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,1-8450,7,3,1-8450,52,3,0,14,10.704006433486938,0.2058462775670565
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,1-8820,2,9,1-8820,83,6,0,20,17.005723476409912,0.2048882346555411
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,4,7,1-18709,33,4,0,5,6.751430869102478,0.2045888142152266
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,1,6,MLG31,33,4,0,5,6.751430869102478,0.2045888142152266
424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,1-4700,8,1,1-4700,31,3,0,6,6.301717042922974,0.20328119493299915
513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,1-8094,10,6,1-8094,58,9,0,5,11.751430869102478,0.202610877053491
428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,1-2701,17,5,1-2701,61,3,0,17,12.354864954948425,0.20253876975325288
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,2,9,1-19286,40,7,0,2,8.100572347640991,0.20251430869102477
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,21,18,1-9286,81,12,0,8,16.402289390563965,0.20249739988350574
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,1-7070,17,5,1-7070,129,4,0,40,26.011446952819824,0.20163912366526995
421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,1-8398,10,6,1-8398,54,7,0,7,10.85200321674347,0.20096302253228646
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,17,5,MLG52,125,13,0,22,25.106295824050903,0.20085036659240724
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,22,2,1-7140,397,72,0,14,79.70400643348694,0.20076575927830462
219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,1-5653,2,9,1-5653,11,0,0,4,2.2011446952819824,0.20010406320745294
538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,1-9576,2,9,1-9576,10,2,0,0,2.0,0.2
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1-8566,1,14,1-8566,5,1,0,0,1.0,0.2
442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,MLG11,3,8,MLG11,87,14,0,6,17.301717042922974,0.1988703108381951
288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,1-8590,13,19,1-8590,24,2,0,5,4.751430869102478,0.19797628621260324
328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,1-9497,4,7,1-9497,150,17,0,23,29.6565819978714,0.197710546652476
558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,1-0055,7,3,1-0055,18,3,0,1,3.5502861738204956,0.1972381207678053
441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,1-19166,9,16,1-19166,45,7,0,3,8.650858521461487,0.19224130047692192
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,14,20,1-1183,45,7,0,3,8.650858521461487,0.19224130047692192
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-7042,15,13,1-7042,117,13,0,17,22.354864954948425,0.19106722183716604
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,3,8,MLG64,245,24,0,41,46.56173312664032,0.19004789031281763
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,12,17,1-0296,41,5,0,5,7.751430869102478,0.18905928949030434
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,1-10038,9,16,1-10038,76,11,0,6,14.301717042922974,0.18818048740688123
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,1,14,1-2103,26,1,0,7,4.852003216743469,0.1866155083362873
505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-4747,6,15,1-4747,25,3,0,3,4.650858521461487,0.18603434085845946
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,1-9655,5,21,1-9655,27,5,0,0,5.0,0.18518518518518517
355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,1-9498,3,15,1-9498,64,9,0,5,11.751430869102478,0.18361610732972622
496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,1-3176,12,17,1-3176,3,0,0,1,0.5502861738204956,0.18342872460683188
178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,1-7525,2,9,1-7525,6,0,0,2,1.1005723476409912,0.18342872460683188
502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,1-20012,1,14,1-20012,12,0,0,4,2.2011446952819824,0.18342872460683188
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,6,20,1-7441,111,17,0,6,20.301717042922974,0.1828983517380448
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,1-9553,9,16,1-9553,23,2,0,4,4.201144695281982,0.1826584650122601
408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,MLG53,9,16,MLG53,91,10,0,12,16.603434085845947,0.18245531962468073
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1-7995,7,3,1-7995,14,2,0,1,2.5502861738204956,0.1821632981300354
333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,1-11329,2,2,1-11329,14,2,0,1,2.5502861738204956,0.1821632981300354
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,14,20,1-9752,22,4,0,0,4.0,0.18181818181818182
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,8,1,1-3516,156,11,0,31,28.058871388435364,0.17986456018227798
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,72-12387,1,14,72-12387,71,0,0,23,12.656581997871399,0.17826171827987886
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,4,7,1-6693,98,7,0,19,17.455437302589417,0.17811670716927977
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,1-8018,7,3,1-8018,58,7,0,6,10.301717042922974,0.17761581108487887
392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,1-9609,4,7,1-9609,25,0,0,8,4.402289390563965,0.1760915756225586
547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,MLG67,5,21,MLG67,27,2,0,5,4.751430869102478,0.17597892107786955
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,1-1769,3,8,1-1769,89,9,0,12,15.603434085845947,0.17531948411062862
477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,1-9055,13,19,1-9055,12,1,0,2,2.100572347640991,0.17504769563674927
371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-1580,13,19,1-1580,400,34,0,64,69.21831512451172,0.1730457878112793
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,1-7481,14,20,1-7481,33,4,0,3,5.650858521461487,0.17123813701398444
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,1-4649,15,13,1-4649,244,19,0,41,41.56173312664032,0.17033497183049312
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-8042,17,19,1-8042,52,5,0,7,8.85200321674347,0.17023083109122056
298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,1-7019,5,21,1-7019,107,2,0,29,17.958299040794373,0.16783457047471376
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,5,21,1-2423,79,5,0,15,13.254292607307434,0.1677758557887017
549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,1-4842,14,20,1-4842,6,1,0,0,1.0,0.16666666666666666
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,1-18004,9,8,1-18004,12,2,0,0,2.0,0.16666666666666666
490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,1-3551,4,8,1-3551,6,1,0,0,1.0,0.16666666666666666
169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,1-9606,4,7,1-9606,16,1,0,3,2.650858521461487,0.16567865759134293
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,16,4,1-1770,35,3,0,5,5.751430869102478,0.1643265962600708
337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,1-18613,14,2,1-18613,25,3,0,2,4.100572347640991,0.16402289390563965
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-8181,7,3,1-8181,30,1,0,7,4.852003216743469,0.16173344055811564
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-3068,8,1,1-3068,180,23,0,11,29.05314791202545,0.1614063772890303
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,13,19,1-11350,100,10,0,11,16.05314791202545,0.1605314791202545
222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,1-4149,11,12,1-4149,16,2,0,1,2.5502861738204956,0.15939288586378098
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,1-3089,3,8,1-3089,16,2,0,1,2.5502861738204956,0.15939288586378098
451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,1-4098,5,21,1-4098,16,2,0,1,2.5502861738204956,0.15939288586378098
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,8,1,1-1204,39,4,0,4,6.201144695281982,0.15900371013543543
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,5,21,MLG59,71,3,0,15,11.254292607307434,0.1585111634832033
555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,1-3646,1,14,1-3646,7,0,0,2,1.1005723476409912,0.15722462109157018
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,1-9447,7,3,1-9447,7,0,0,2,1.1005723476409912,0.15722462109157018
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,10,18,1-7467,64,4,0,11,10.053147912025452,0.15708043612539768
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,21,18,MLG63,380,44,0,28,59.40801286697388,0.15633687596572074
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,1-19813,2,9,1-19813,20,2,0,2,3.100572347640991,0.15502861738204957
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,8,1,1-0272,111,15,0,4,17.201144695281982,0.1549652675250629
233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,MLG07,11,12,MLG07,90,4,0,18,13.905151128768921,0.15450167920854357
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,1-20467,7,3,1-20467,13,2,0,0,2.0,0.15384615384615385
517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,1-18028,9,16,1-18028,309,10,0,68,47.4194598197937,0.15346103501551359
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,1-5172,6,15,1-5172,120,9,0,17,18.354864954948425,0.15295720795790355
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7770,9,16,1-7770,11,0,0,3,1.6508585214614868,0.15007804740558972
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1-9907,10,6,1-9907,17,2,0,1,2.5502861738204956,0.1500168337541468
98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1-8127,20,11,1-8127,32,2,0,5,4.751430869102478,0.14848221465945244
474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,1-8400,1,3,1-8400,33,1,0,7,4.852003216743469,0.14703040050737787
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,1-9500,9,16,1-9500,33,1,0,7,4.852003216743469,0.14703040050737787
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,1-8659,12,17,1-8659,91,5,0,15,13.254292607307434,0.14565156711326852
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,1-5515,9,1,1-5515,29,2,0,4,4.201144695281982,0.14486705845799938
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,1-7496,8,1,1-7496,246,22,0,24,35.206868171691895,0.14311735029143047
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1-2596,10,6,1-2596,35,5,0,0,5.0,0.14285714285714285
312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,1-3108,6,15,1-3108,18,2,0,1,2.5502861738204956,0.14168256521224976
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,13,19,1-7866,318,29,0,29,44.95829904079437,0.14137829887042255
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,19,23,1-0303,212,0,0,54,29.715453386306763,0.1401672329542772
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,19,23,1-10539,63,0,0,16,8.80457878112793,0.13975521874806238
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,1-9870,17,5,1-9870,27,1,0,5,3.751430869102478,0.13894188404083252
438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,MLG10,16,4,MLG10,60,5,0,6,8.301717042922974,0.1383619507153829
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,5,21,1-7744,37,4,0,2,5.100572347640991,0.13785330669299975
476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,1-19205,21,1,1-19205,12,0,0,3,1.6508585214614868,0.1375715434551239
528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,1-6718,7,3,1-6718,20,0,0,5,2.751430869102478,0.1375715434551239
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,19,23,1-4682,16,0,0,4,2.2011446952819824,0.1375715434551239
213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,1-18563,7,3,1-18563,8,0,0,2,1.1005723476409912,0.1375715434551239
347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,1-8188,16,4,1-8188,140,6,0,24,19.206868171691895,0.13719191551208496
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,1-8573,3,8,1-8573,184,24,0,2,25.10057234764099,0.13641615406326627
340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,1-3362,8,1,1-3362,117,11,0,9,15.95257556438446,0.13634679969559368
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,17,5,1-3083,78,4,0,12,10.603434085845947,0.1359414626390506
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,16,4,MLG51,248,19,0,26,33.307440519332886,0.1343041956424713
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,1-1250,3,8,1-1250,34,4,0,1,4.550286173820496,0.1338319462888381
248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,1-2400,8,1,1-2400,49,6,0,1,6.550286173820496,0.13367930966980604
425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,1-6006,1,1,1-6006,57,2,0,10,7.502861738204956,0.13162915330184133
520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,4,7,1-2034,16,1,0,2,2.100572347640991,0.13128577172756195
180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,1-0037,6,15,1-0037,35,4,0,1,4.550286173820496,0.1300081763948713
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,8,1,1-17907,119,11,0,8,15.402289390563965,0.12943100328205012
436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,1-5161,7,3,1-5161,12,1,0,1,1.5502861738204956,0.1291905144850413
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,1-8541,1,14,1-8541,232,26,0,6,29.301717042922974,0.12630050449535765
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,MLG17,2,9,MLG17,153,11,0,15,19.254292607307434,0.1258450497209636
285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,1-18615,3,4,1-18615,22,0,0,5,2.751430869102478,0.12506503950465808
334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,1-20641,4,14,1-20641,16,2,0,0,2.0,0.125
84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,1-18714,3,8,1-18714,32,4,0,0,4.0,0.125
405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,1-3104,21,18,1-3104,16,2,0,0,2.0,0.125
238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,1-9855,2,19,1-9855,8,1,0,0,1.0,0.125
491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,MLG09,5,21,MLG09,125,15,0,1,15.550286173820496,0.12440228939056397
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,8,1,1-7530,25,2,0,2,3.100572347640991,0.12402289390563964
228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,1-17835,5,21,1-17835,17,1,0,2,2.100572347640991,0.12356307927299948
522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,1-5282,22,2,1-5282,17,1,0,2,2.100572347640991,0.12356307927299948
301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,1-1177,6,15,1-1177,17,1,0,2,2.100572347640991,0.12356307927299948
495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,MLG08,22,2,MLG08,107,11,0,4,13.201144695281982,0.12337518406805591
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1-9805,6,15,1-9805,26,1,0,4,3.2011446952819824,0.12312094981853779
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,8,1,1-7807,239,20,0,17,29.354864954948425,0.12282370274036998
467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,1-13247,8,1,1-13247,29,3,0,1,3.5502861738204956,0.12242366116622398
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,1-7845,19,23,1-7845,36,0,0,8,4.402289390563965,0.12228581640455458
367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,1-8544,8,1,1-8544,54,6,0,1,6.550286173820496,0.12130159581149066
372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,1-6916,3,8,1-6916,43,3,0,4,5.201144695281982,0.12095685337865075
507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,1-6909,7,3,1-6909,36,1,0,6,4.301717042922974,0.11949214008119372
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,1-7453,14,20,1-7453,13,1,0,1,1.5502861738204956,0.11925278260157658
374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,1-6919,16,4,1-6919,43,4,0,2,5.100572347640991,0.11861796157304631
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,1-9614,4,7,1-9614,30,3,0,1,3.5502861738204956,0.11834287246068319
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1-7536,12,17,1-7536,17,2,0,0,2.0,0.11764705882352941
402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,1-5744,9,4,1-5744,18,1,0,2,2.100572347640991,0.11669846375783284
446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,1-3534,8,1,1-3534,279,18,0,26,32.307440519332886,0.11579727784707128
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-8267,8,1,1-8267,133,12,0,6,15.301717042922974,0.11505050408212762
125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,1-8622,21,18,1-8622,54,4,0,4,6.201144695281982,0.11483601287559227
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,4,7,MLG44,59,4,0,5,6.751430869102478,0.11443103167970302
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,1-1207,9,20,1-1207,66,7,0,1,7.550286173820496,0.1143982753609166
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,1-1972,15,13,1-1972,32,2,0,3,3.650858521461487,0.11408932879567146
216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,1-9887,5,21,1-9887,36,3,0,2,4.100572347640991,0.11390478743447198
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,1-9345,16,4,1-9345,47,2,0,6,5.301717042922974,0.11280249027495688
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,1-8113,1,14,1-8113,9,1,0,0,1.0,0.1111111111111111
279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,MLG43,2,9,MLG43,14,1,0,1,1.5502861738204956,0.11073472670146398
