Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,18,6,MLG56,511,83,1,120,1165.065031528473,2.279970707492119
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,18,6,MLG54,595,34,1,103,1104.4391520619392,1.8562002555662844
280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,1-7608,13,12,1-7608,4,3,0,2,4.367750525474548,1.091937631368637
511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,1-9697,6,8,1-9697,20,9,0,14,18.57425367832184,0.928712683916092
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1-5167,7,13,1-5167,24,22,0,0,22.0,0.9166666666666666
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,12,4,1-6858,23,12,0,13,20.890378415584564,0.9082773224167202
306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,1-18377,6,8,1-18377,14,8,0,6,12.103251576423645,0.8645179697445461
467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,1-13247,3,18,1-13247,29,24,0,0,24.0,0.8275862068965517
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,1-3519,14,14,1-3519,27,22,0,0,22.0,0.8148148148148148
425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,1-6006,10,10,1-6006,57,36,0,15,46.25812894105911,0.8115461217729669
496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,1-3176,18,6,1-3176,3,1,0,2,2.3677505254745483,0.7892501751581827
401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,1-7204,14,14,1-7204,26,14,0,9,20.154877364635468,0.775187590947518
474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,1-8400,7,13,1-8400,33,17,0,11,24.522627890110016,0.7431099360639398
431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,1-7614,12,4,1-7614,72,39,0,19,51.99362999200821,0.7221337498890029
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,1-9902,18,6,1-9902,30,14,0,11,21.522627890110016,0.7174209296703339
490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,1-3551,18,6,1-3551,6,2,0,3,4.0516257882118225,0.6752709647019705
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,1-8646,19,7,1-8646,20,10,0,5,13.41937631368637,0.6709688156843185
514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,1-11206,14,14,1-11206,14,7,0,3,9.051625788211823,0.6465446991579873
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,1-3312,15,11,1-3312,36,15,0,12,23.20650315284729,0.6446250875790914
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,7,13,1-10785,279,121,0,86,179.81327259540558,0.6444920164709877
465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,1-5913,8,1,1-5913,14,9,0,0,9.0,0.6428571428571429
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,14,14,1-9770,50,25,0,10,31.83875262737274,0.6367750525474548
334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,1-20641,7,13,1-20641,16,8,0,3,10.051625788211823,0.6282266117632389
451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,1-4098,14,14,1-4098,16,10,0,0,10.0,0.625
238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,1-9855,18,6,1-9855,8,4,0,1,4.683875262737274,0.5854844078421593
464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,1-10060,14,14,1-10060,36,13,0,11,20.522627890110016,0.5700729969475005
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,15,11,1-6647,62,16,0,28,35.14850735664368,0.5669114089781239
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,14,14,MLG58,71,27,0,19,39.99362999200821,0.5632905632677213
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,20,9,P-16616,28,13,0,4,15.735501050949097,0.5619821803910392
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,1-2714,6,8,1-2714,61,28,0,9,34.15487736463547,0.5599160223710732
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,18,6,1-2382,139,43,0,50,77.19376313686371,0.5553508139342713
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,19,7,1-18709,33,6,0,18,18.309754729270935,0.5548410524021495
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,1,19,1-7058,80,3,0,60,44.03251576423645,0.5504064470529556
534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1-9457,15,11,1-9457,11,4,0,3,6.0516257882118225,0.5501477989283475
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,10,10,1-7268,70,22,0,23,37.729131042957306,0.5389875863279615
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-9818,7,13,1-9818,28,10,0,7,14.78712683916092,0.5281116728271756
547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,MLG67,13,12,MLG67,27,4,0,15,14.258128941059113,0.528078849668856
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,P-0009,6,8,P-0009,7,3,0,1,3.683875262737274,0.5262678946767535
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,17,5,1-8488,23,10,0,3,12.051625788211823,0.5239837299222532
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,10,10,1-10539,63,15,0,26,32.78075683116913,0.5203294735106211
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,13,12,1-7140,397,117,0,128,204.5360336303711,0.5152041149379625
273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,1-3589,9,15,1-3589,27,9,0,7,13.78712683916092,0.5106343273763303
477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,1-9055,18,6,1-9055,12,2,0,6,6.103251576423645,0.5086042980353037
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1-8222,13,12,1-8222,12,2,0,6,6.103251576423645,0.5086042980353037
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,17,5,1-4682,16,6,0,3,8.051625788211823,0.5032266117632389
186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,72-11994,2,24,72-11994,8,4,0,0,4.0,0.5
550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,1-19568,13,12,1-19568,2,1,0,0,1.0,0.5
525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,1-3175,13,12,1-3175,6,3,0,0,3.0,0.5
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,1-8100,11,2,1-8100,19,4,0,8,9.471002101898193,0.49847379483674703
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,20,9,1-5981,28,9,0,7,13.78712683916092,0.49239738711289
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,1-8328,18,6,1-8328,114,35,0,30,55.516257882118225,0.486984718264195
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,1-9655,15,11,1-9655,27,11,0,3,13.051625788211823,0.48339354771154897
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,1-10071,10,10,1-10071,30,11,0,5,14.41937631368637,0.48064587712287904
449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,1-1935,15,11,1-1935,12,3,0,4,5.735501050949097,0.47795842091242474
438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,MLG10,18,6,MLG10,60,10,0,27,28.464632093906403,0.47441053489844004
254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,1-8379,18,6,1-8379,5,1,0,2,2.3677505254745483,0.4735501050949097
455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,1-17790,17,5,1-17790,5,1,0,2,2.3677505254745483,0.4735501050949097
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,7,13,1-0303,212,67,0,48,99.82601261138916,0.4708774179782508
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,1-4929,19,7,1-4929,10,4,0,1,4.683875262737274,0.46838752627372743
421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,1-8398,18,6,1-8398,54,21,0,6,25.103251576423645,0.4648750291930305
219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,1-5653,12,4,1-5653,11,1,0,6,5.103251576423645,0.46393196149305865
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,6,8,1-7866,318,49,0,144,147.47803783416748,0.4637674145728537
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,10,10,1-8627,25,4,0,11,11.522627890110016,0.4609051156044006
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1-7964,6,8,1-7964,202,86,0,10,92.83875262737274,0.45959778528402345
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,MLG42,10,10,MLG42,14,3,0,5,6.419376313686371,0.4585268795490265
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,10,10,1-0003,17,3,0,7,7.787126839160919,0.45806628465652466
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,15,11,1-11350,100,37,0,12,45.20650315284729,0.4520650315284729
79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,1-9739,15,11,1-9739,31,1,0,19,13.99362999200821,0.451407419097039
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,13,12,MLG30,208,54,0,58,93.6647652387619,0.45031137134020144
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,1-9237,7,13,1-9237,38,13,0,6,17.103251576423645,0.45008556780062225
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,13,12,1-6878,167,35,0,58,74.6647652387619,0.44709440262731676
413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,1-8314,3,18,1-8314,36,16,0,0,16.0,0.4444444444444444
494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,1-3265,15,11,1-3265,19,5,0,5,8.41937631368637,0.44312506914138794
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,1-6734,7,13,1-6734,44,14,0,8,19.471002101898193,0.44252277504314075
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,17,5,MLG60,47,18,0,4,20.735501050949097,0.44118087342444884
524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,1-9338,15,11,1-9338,29,8,0,7,12.78712683916092,0.44093540824692823
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,6,8,1-3206,45,15,0,7,19.78712683916092,0.43971392975913154
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,1-7845,14,14,1-7845,36,13,0,4,15.735501050949097,0.4370972514152527
392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,1-9609,18,6,1-9609,25,2,0,13,10.890378415584564,0.4356151366233826
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,1-4088,7,13,1-4088,30,0,0,19,12.99362999200821,0.43312099973360696
187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,1-7321,13,12,1-7321,7,3,0,0,3.0,0.42857142857142855
536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,1-9971,10,10,1-9971,15,3,0,5,6.419376313686371,0.4279584209124247
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-3068,11,2,1-3068,180,39,0,55,76.61313945055008,0.425628552503056
436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,1-5161,1,19,1-5161,12,1,0,6,5.103251576423645,0.4252709647019704
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,10,10,1-9283,235,14,0,125,99.48440784215927,0.423337905711316
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,14,14,1-7122,197,47,0,53,83.24538892507553,0.4225654260156118
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,6,8,1-3523,543,144,0,124,228.800532579422,0.42136378007260034
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1-8093,16,17,1-8093,4,1,0,1,1.6838752627372742,0.42096881568431854
507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,1-6909,7,13,1-6909,36,9,0,9,15.154877364635468,0.42096881568431854
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,1-18423,9,15,1-18423,47,2,0,26,19.78075683116913,0.42086716662061974
548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,1-3087,12,4,1-3087,26,0,0,16,10.942004203796387,0.42084631553063023
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,1,19,1-2423,79,22,0,16,32.94200420379639,0.4169873949847644
420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,1-8172,7,13,1-8172,40,9,0,11,16.522627890110016,0.4130656972527504
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,17,5,1-1770,35,11,0,5,14.41937631368637,0.4119821803910392
395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,1-6787,20,9,1-6787,56,21,0,3,23.051625788211823,0.4116361747894968
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,1-5413,17,5,1-5413,39,14,0,3,16.051625788211823,0.41158014841568774
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,10,10,1-1350,195,46,0,49,79.50988787412643,0.4077430147391099
516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,1-5036,19,7,1-5036,14,5,0,1,5.683875262737274,0.4059910901955196
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,6,8,1-4760,40,8,0,12,16.20650315284729,0.40516257882118223
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,13,12,1-6181,659,143,0,177,264.0459215044975,0.40067666389149853
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,72-12387,7,13,72-12387,71,12,0,24,28.41300630569458,0.400183187404149
277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,1-4051,8,1,1-4051,5,2,0,0,2.0,0.4
541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,1-5424,3,18,1-5424,5,2,0,0,2.0,0.4
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1-8566,17,5,1-8566,5,2,0,0,2.0,0.4
222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,1-4149,6,8,1-4149,16,5,0,2,6.367750525474548,0.39798440784215927
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,19,7,1-5980,29,4,0,11,11.522627890110016,0.3973319962106902
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,11,2,1-0272,111,33,0,16,43.94200420379639,0.3958739117459134
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,1-9553,7,13,1-9553,23,5,0,6,9.103251576423645,0.395793546801028
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,9,15,1-4531,94,6,0,45,36.77438682317734,0.39121688109763125
265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,1-11330,18,6,1-11330,14,0,0,8,5.471002101898193,0.39078586442129953
355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,1-9498,20,9,1-9498,64,14,0,16,24.942004203796387,0.38971881568431854
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,10,10,1-9286,81,11,0,30,31.516257882118225,0.389089603482941
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,15,11,MLG14,232,60,0,44,90.09051156044006,0.3883211705191382
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,15,11,MLG31,33,8,0,7,12.78712683916092,0.3874886920957854
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,19,7,1-6098,1327,278,0,344,513.2530903816223,0.3867770085769573
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,19,7,1-6061,40,10,0,8,15.471002101898193,0.3867750525474548
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,13,12,1-6296,254,49,0,72,98.23901891708374,0.3867677910121407
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,18,6,1-9752,22,3,0,8,8.471002101898193,0.3850455500862815
520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,16,17,1-2034,16,0,0,9,6.1548773646354675,0.3846798352897167
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,19,7,MLG29,164,26,0,54,62.929264187812805,0.38371502553544395
512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,1-3033,17,5,1-3033,7,2,0,1,2.683875262737274,0.3834107518196106
310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,1-4855,10,10,1-4855,22,5,0,5,8.41937631368637,0.3826989233493805
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,9,15,1-9227,801,84,0,323,304.89170986413956,0.3806388387816973
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,20,9,1-3596,223,46,0,56,84.29701471328735,0.37801351889366525
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,13,12,1-0292,99,21,0,24,37.41300630569458,0.3779091546029756
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,19,7,1-3106,34,6,0,10,12.838752627372742,0.37761037139331594
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,17,5,MLG51,248,67,0,38,92.98725998401642,0.3749486289678081
538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,1-9576,15,11,1-9576,10,1,0,4,3.7355010509490967,0.37355010509490966
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,11,2,1-17907,119,28,0,24,44.41300630569458,0.37321854038398805
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,20,9,1-18558,307,57,0,84,114.44552206993103,0.37278671684016623
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,1-8576,6,8,1-8576,55,15,0,8,20.471002101898193,0.3722000382163308
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,20,9,MLG69,576,98,0,170,214.2587946653366,0.37197707407176495
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,7,13,1-9630,33,4,0,12,12.20650315284729,0.36989403493476636
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,12,4,1-9938,55,8,0,18,20.309754729270935,0.3692682678049261
410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,MLG12,7,13,MLG12,146,14,0,58,53.6647652387619,0.3675668851969993
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,15,11,1-7744,37,6,0,11,13.522627890110016,0.36547642946243286
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-1258,7,13,1-1258,435,81,0,114,158.96177995204926,0.36542937920011326
367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,1-8544,19,7,1-8544,54,19,0,1,19.683875262737274,0.3645162085692088
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,14,14,1-4355,49,11,0,10,17.83875262737274,0.36405617606883145
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,10,10,1-8427,189,15,0,78,68.34227049350739,0.36159931478046237
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,7,13,1-7024,498,101,0,115,179.64565521478653,0.3607342474192501
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,6,8,1-9997,16,3,0,4,5.735501050949097,0.35846881568431854
366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,1-5163,20,9,1-5163,16,3,0,4,5.735501050949097,0.35846881568431854
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,6,8,1-7467,64,14,0,13,22.890378415584564,0.3576621627435088
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1-8418,17,5,1-8418,46,13,0,5,16.41937631368637,0.35694296334100806
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,13,12,MLG02,320,58,0,82,114.07777154445648,0.3564930360764265
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,1,19,MLG49,185,15,0,74,65.60676944255829,0.35463118617599076
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,7,13,1-6532,27,2,0,11,9.522627890110016,0.3526899218559265
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,11,2,1-7530,25,4,0,7,8.78712683916092,0.35148507356643677
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,6,8,MLG63,380,90,0,63,133.08414155244827,0.3502214251380218
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,1-6611,11,2,1-6611,89,20,0,16,30.942004203796387,0.34766296858198187
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,12,4,1-10468,549,62,0,187,189.88467413187027,0.3458737233731699
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,1-7819,7,13,1-7819,59,8,0,18,20.309754729270935,0.34423313100459213
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9808,13,12,1-9808,74,11,0,21,25.361380517482758,0.34272135834436157
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,1-7509,15,11,1-7509,40,13,0,1,13.683875262737274,0.3420968815684319
530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,1-4847,5,21,1-4847,2,0,0,1,0.6838752627372742,0.3419376313686371
561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,1-9455,13,12,1-9455,2,0,0,1,0.6838752627372742,0.3419376313686371
487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,1-6900,6,8,1-6900,67,16,0,10,22.83875262737274,0.34087690488616035
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,17,5,MLG50,319,61,0,69,108.18739312887192,0.3391454330058681
368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-5197,12,4,1-5197,72,8,0,24,24.41300630569458,0.33906953202353585
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-4417,13,12,1-4417,151,19,0,47,51.142137348651886,0.3386896513155754
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,7,13,1-8928,39,5,0,12,13.20650315284729,0.3386282859704433
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,10,10,1-8285,72,10,0,21,24.361380517482758,0.3383525071872605
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,1-9447,15,11,1-9447,7,1,0,2,2.3677505254745483,0.33825007506779264
472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,1-9518,18,6,1-9518,22,4,0,5,7.419376313686371,0.337244377894835
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,1-5531,4,23,1-5531,8,2,0,1,2.683875262737274,0.33548440784215927
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-9404,12,4,1-9404,100,13,0,30,33.516257882118225,0.3351625788211823
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,11,2,1-20578,19,5,0,2,6.367750525474548,0.33514476449866043
551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,1-9838,14,14,1-9838,3,1,0,0,1.0,0.3333333333333333
439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,MLG72,13,12,MLG72,9,3,0,0,3.0,0.3333333333333333
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,7,13,1-7863,351,66,0,74,116.60676944255829,0.33221301835486694
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,17,5,MLG57,629,148,0,89,208.8648983836174,0.3320586619771342
517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,1-18028,14,14,1-18028,309,80,0,32,101.88400840759277,0.32972171005693457
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,14,14,1-9794,46,9,0,9,15.154877364635468,0.32945385575294495
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,1-8541,20,9,1-8541,232,60,0,24,76.41300630569458,0.3293664064900628
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-8084,19,7,1-8084,82,14,0,19,26.99362999200821,0.3291906096586367
