Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,215,215,215,MLG40,22,MLG40,3,51,5,1,13,1008.6238689720631,19.776938607295353
168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,7,MLG45,5,70,17,1,16,1021.4601464271545,14.592287806102208
32,32,32,32,32,32,32,32,32,32,32,32,32,1-7874,22,1-7874,19,258,16,1,30,1024.3627745509148,3.970398350972538
8,8,8,8,8,8,8,8,8,8,8,8,8,1-10468,7,1-10468,5,549,58,1,153,1100.6501502096653,2.0048272317115945
148,148,148,148,148,148,148,148,148,148,148,148,148,1-0278,10,1-0278,15,79,40,0,4,41.115036606788635,0.5204435013517549
203,203,203,203,203,203,203,203,203,203,203,203,203,1-9938,8,1-9938,6,55,18,0,16,22.46014642715454,0.4083662986755371
195,195,195,195,195,195,195,195,195,195,195,195,195,1-9379,17,1-9379,9,58,22,0,6,23.672554910182953,0.4081474984514302
70,70,70,70,70,70,70,70,70,70,70,70,70,1-1224,12,1-1224,16,151,38,0,69,57.23438146710396,0.3790356388549931
142,142,142,142,142,142,142,142,142,142,142,142,142,1-8084,9,1-8084,7,82,28,0,11,31.066350668668747,0.3788579349837652
239,239,239,239,239,239,239,239,239,239,239,239,239,1-5002,9,1-5002,7,45,11,0,21,16.853942185640335,0.3745320485697852
112,112,112,112,112,112,112,112,112,112,112,112,112,1-3447,6,1-3447,4,110,35,0,21,40.853942185640335,0.3713994744149121
267,267,267,267,267,267,267,267,267,267,267,267,267,1-5413,12,1-5413,16,39,11,0,12,14.345109820365906,0.3678233287273309
228,228,228,228,228,228,228,228,228,228,228,228,228,MLG60,4,MLG60,2,47,16,0,4,17.115036606788635,0.36414971503805604
441,441,441,441,441,441,441,441,441,441,441,441,441,1-9997,12,1-9997,7,16,4,0,6,5.672554910182953,0.35453468188643456
326,326,326,326,326,326,326,326,326,326,326,326,326,1-0027,9,1-0027,7,29,8,0,8,10.23007321357727,0.35276114529576796
165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,7,MLG59,5,71,18,0,21,23.853942185640335,0.33597101669915963
22,22,22,22,22,22,22,22,22,22,22,22,22,MLG50,10,MLG50,15,319,98,0,32,106.92029285430908,0.3351733318316899
125,125,125,125,125,125,125,125,125,125,125,125,125,1-1390,6,1-1390,16,98,23,0,33,32.19905200600624,0.328561755163329
85,85,85,85,85,85,85,85,85,85,85,85,85,1-1131,15,1-1131,12,138,26,0,65,44.11934486031532,0.31970539753851684
80,80,80,80,80,80,80,80,80,80,80,80,80,1-0053,9,1-0053,7,142,36,0,32,44.92029285430908,0.3163400905233034
123,123,123,123,123,123,123,123,123,123,123,123,123,1-11350,4,1-11350,2,100,28,0,13,31.623868972063065,0.31623868972063063
308,308,308,308,308,308,308,308,308,308,308,308,308,1-4700,18,1-4700,8,31,7,0,9,9.50883236527443,0.30673652791207834
300,300,300,300,300,300,300,300,300,300,300,300,300,1-18709,5,1-18709,3,33,7,0,11,10.066350668668747,0.3050409293535984
12,12,12,12,12,12,12,12,12,12,12,12,12,1-7024,17,1-7024,9,498,99,0,181,149.45540645718575,0.3001112579461561
93,93,93,93,93,93,93,93,93,93,93,93,93,MLG52,15,MLG52,12,125,30,0,22,36.132701337337494,0.28906161069869996
67,67,67,67,67,67,67,67,67,67,67,67,67,1-3516,18,1-3516,8,156,17,0,100,44.87591516971588,0.2876661228827941
256,256,256,256,256,256,256,256,256,256,256,256,256,1-0296,5,1-0296,3,41,5,0,23,11.411460489034653,0.27832830461060126
210,210,210,210,210,210,210,210,210,210,210,210,210,1-1191,16,1-1191,10,53,14,0,2,14.557518303394318,0.2746701566678173
64,64,64,64,64,64,64,64,64,64,64,64,64,MLG29,9,MLG29,7,164,35,0,36,45.03532946109772,0.2746056674457178
57,57,57,57,57,57,57,57,57,57,57,57,57,MLG75,17,MLG75,9,185,48,0,10,50.78759151697159,0.2745275217133599
154,154,154,154,154,154,154,154,154,154,154,154,154,1-9417,8,1-9417,6,76,15,0,21,20.853942185640335,0.2743939761268465
337,337,337,337,337,337,337,337,337,337,337,337,337,1-6532,17,1-6532,9,27,6,0,5,7.393795758485794,0.2738442873513257
81,81,81,81,81,81,81,81,81,81,81,81,81,1-7682,14,1-7682,11,141,27,0,39,37.871606916189194,0.26859295685240564
66,66,66,66,66,66,66,66,66,66,66,66,66,MLG48,8,MLG48,6,159,12,0,108,42.10598838329315,0.26481753700184374
43,43,43,43,43,43,43,43,43,43,43,43,43,MLG14,4,MLG14,2,232,56,0,18,61.01766473054886,0.2630071755627106
77,77,77,77,77,77,77,77,77,77,77,77,77,1-9674,8,1-9674,6,144,33,0,16,37.46014642715454,0.26013990574412876
34,34,34,34,34,34,34,34,34,34,34,34,34,MLG51,12,MLG51,16,248,48,0,58,64.16803079843521,0.25874205967110975
439,439,439,439,439,439,439,439,439,439,439,439,439,1-4682,12,1-4682,16,16,3,0,4,4.115036606788635,0.2571897879242897
429,429,429,429,429,429,429,429,429,429,429,429,429,1-9452,8,1-9452,19,16,3,0,4,4.115036606788635,0.2571897879242897
171,171,171,171,171,171,171,171,171,171,171,171,171,1-9645,17,1-9645,9,69,2,0,56,17.610512495040894,0.2552248187687086
233,233,233,233,233,233,233,233,233,233,233,233,233,1-3587,13,1-3587,13,46,10,0,6,11.672554910182953,0.2537511936996294
71,71,71,71,71,71,71,71,71,71,71,71,71,1-4417,20,1-4417,18,151,21,0,62,38.283067405223846,0.25353024771671423
54,54,54,54,54,54,54,54,54,54,54,54,54,1-1350,14,1-1350,11,195,33,0,58,49.16803079843521,0.25214374768428316
117,117,117,117,117,117,117,117,117,117,117,117,117,1-7019,17,1-7019,9,107,16,0,39,26.871606916189194,0.25113651323541303
9,9,9,9,9,9,9,9,9,9,9,9,9,1-3523,5,1-3523,3,543,93,0,150,134.81387275457382,0.2482760087561212
286,286,286,286,286,286,286,286,286,286,286,286,286,1-1770,10,1-1770,11,35,7,0,6,8.672554910182953,0.24778728314808438
347,347,347,347,347,347,347,347,347,347,347,347,347,1-7204,1,1-7204,20,26,0,0,23,6.411460489034653,0.2465946341936405
338,338,338,338,338,338,338,338,338,338,338,338,338,1-3589,3,1-3589,1,27,3,0,13,6.623868972063065,0.24532848044678016
418,418,418,418,418,418,418,418,418,418,418,418,418,1-17835,12,1-17835,16,17,3,0,4,4.115036606788635,0.24206097686991973
325,325,325,325,325,325,325,325,325,325,325,325,325,1-9338,10,1-9338,15,29,7,0,0,7.0,0.2413793103448276
84,84,84,84,84,84,84,84,84,84,84,84,84,1-2382,6,1-2382,4,139,25,0,30,33.362774550914764,0.24001996079794793
352,352,352,352,352,352,352,352,352,352,352,352,352,1-2297,10,1-2297,15,25,6,0,0,6.0,0.24
147,147,147,147,147,147,147,147,147,147,147,147,147,1-2423,15,1-2423,12,79,17,0,7,18.95131406188011,0.23989005141620395
73,73,73,73,73,73,73,73,73,73,73,73,73,MLG12,15,MLG12,12,146,12,0,82,34.85825043916702,0.23875513999429468
350,350,350,350,350,350,350,350,350,350,350,350,350,1-9609,20,1-9609,12,25,4,0,7,5.951314061880112,0.23805256247520445
26,26,26,26,26,26,26,26,26,26,26,26,26,1-18558,21,1-18558,17,307,73,0,0,73.0,0.23778501628664495
412,412,412,412,412,412,412,412,412,412,412,412,412,1-0055,12,1-0055,16,18,4,0,1,4.278759151697159,0.23770884176095328
91,91,91,91,91,91,91,91,91,91,91,91,91,1-9270,11,1-9270,14,128,22,0,30,30.362774550914764,0.2372091761790216
45,45,45,45,45,45,45,45,45,45,45,45,45,1-3596,6,1-3596,4,223,41,0,42,52.70788437128067,0.23635822588018238
247,247,247,247,247,247,247,247,247,247,247,247,247,1-6734,11,1-6734,14,44,9,0,5,10.393795758485794,0.23622263087467713
241,241,241,241,241,241,241,241,241,241,241,241,241,1-6216,3,1-6216,1,45,0,0,38,10.592847764492035,0.2353966169887119
360,360,360,360,360,360,360,360,360,360,360,360,360,1-7993,11,1-7993,14,24,2,0,13,5.623868972063065,0.23432787383596101
0,0,0,0,0,0,0,0,0,0,0,0,0,1-6098,9,1-6098,7,1327,216,0,322,305.76044684648514,0.23041480546080267
199,199,199,199,199,199,199,199,199,199,199,199,199,1-20167,9,1-20167,4,56,9,0,14,12.902628123760223,0.23040407363857543
20,20,20,20,20,20,20,20,20,20,20,20,20,1-8067,8,1-8067,6,322,48,0,93,73.92460110783577,0.2295795065460738
157,157,157,157,157,157,157,157,157,157,157,157,157,1-17733,8,1-17733,6,74,8,0,32,16.920292854309082,0.22865260613931193
122,122,122,122,122,122,122,122,122,122,122,122,122,1-9404,8,1-9404,6,100,17,0,21,22.853942185640335,0.22853942185640336
357,357,357,357,357,357,357,357,357,357,357,357,357,1-9650,12,1-9650,16,25,4,0,6,5.672554910182953,0.22690219640731812
327,327,327,327,327,327,327,327,327,327,327,327,327,1-8988,4,1-8988,2,29,6,0,2,6.557518303394318,0.2261213208067006
96,96,96,96,96,96,96,96,96,96,96,96,96,MLG09,1,MLG09,20,125,0,0,101,28.15467432141304,0.22523739457130432
404,404,404,404,404,404,404,404,404,404,404,404,404,1-20578,7,1-20578,5,19,4,0,1,4.278759151697159,0.22519785008932414
206,206,206,206,206,206,206,206,206,206,206,206,206,1-8544,18,1-8544,8,54,1,0,40,12.150366067886353,0.22500677903493246
