Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,1-8503,6,9,1-8503,16,12,0,3,13.038117796182632,0.8148823622614145
468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,1-6228,17,23,1-6228,48,32,0,20,38.920785307884216,0.8108496939142545
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,18,11,1-7058,80,53,0,9,56.1143533885479,0.7014294173568487
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,7,10,1-6980,128,85,0,6,87.07623559236526,0.6802830905653536
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,8,13,1-5803,15,8,0,5,9.730196326971054,0.6486797551314036
525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,1-3175,8,13,1-3175,6,2,0,5,3.730196326971054,0.621699387828509
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,1-8646,6,9,1-8646,20,11,0,4,12.384157061576843,0.6192078530788422
413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,1-8314,5,1,1-8314,36,22,0,0,22.0,0.6111111111111112
276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,1-9495,13,16,1-9495,18,11,0,0,11.0,0.6111111111111112
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,1-8401,1,8,1-8401,57,0,0,100,34.60392653942108,0.6070864305161593
541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,1-5424,14,5,1-5424,5,3,0,0,3.0,0.6
301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,1-1177,10,7,1-1177,17,9,0,2,9.692078530788422,0.570122266516966
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1-8767,1,8,1-8767,48,3,0,70,27.222748577594757,0.5671405953665575
