Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
141,141,141,141,141,141,141,141,141,141,141,141,MLG45,20,11,MLG45,70,25,1,18,1034.4258618354797,14.777512311935425
4,4,4,4,4,4,4,4,4,4,4,4,1-6240,20,11,1-6240,698,69,1,97,1119.7949221134186,1.6042907193601985
470,470,470,470,470,470,470,470,470,470,470,470,1-1204,2,12,1-1204,39,8,0,39,28.42270064353943,0.7287871959881905
399,399,399,399,399,399,399,399,399,399,399,399,MLG60,15,4,MLG60,47,27,0,2,28.04731798171997,0.5967514464195739
322,322,322,322,322,322,322,322,322,322,322,322,1-0296,18,10,1-0296,41,8,0,27,22.138792753219604,0.5399705549565758
166,166,166,166,166,166,166,166,166,166,166,166,MLG40,14,9,MLG40,51,18,0,16,26.378543853759766,0.5172263500737209
346,346,346,346,346,346,346,346,346,346,346,346,MLG32,14,9,MLG32,52,17,0,18,26.425861835479736,0.5081896506823026
443,443,443,443,443,443,443,443,443,443,443,443,1-3447,8,18,1-3447,110,22,0,64,55.51417541503906,0.5046743219549006
268,268,268,268,268,268,268,268,268,268,268,268,MLG44,14,9,MLG44,59,17,0,24,29.56781578063965,0.5011494200108415
370,370,370,370,370,370,370,370,370,370,370,370,MLG62,13,8,MLG62,525,28,0,446,261.55190992355347,0.49819411414010184
299,299,299,299,299,299,299,299,299,299,299,299,MLG54,7,6,MLG54,595,62,0,444,294.5045919418335,0.4949657007425773
327,327,327,327,327,327,327,327,327,327,327,327,P-16616,8,9,P-16616,28,6,0,15,13.85488486289978,0.494817316532135
68,68,68,68,68,68,68,68,68,68,68,68,1-7845,13,18,1-7845,36,13,0,9,17.712930917739868,0.49202585882610744
300,300,300,300,300,300,300,300,300,300,300,300,1-4020,17,17,1-4020,37,16,0,4,18.09463596343994,0.48904421522810654
353,353,353,353,353,353,353,353,353,353,353,353,MLG50,7,6,MLG50,319,112,0,83,155.46369624137878,0.487347010161062
342,342,342,342,342,342,342,342,342,342,342,342,MLG65,7,6,MLG65,201,51,0,84,94.98735523223877,0.4725739066280536
