Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,1-9667,20,5,1-9667,14,1,0,4,4.243394613265991,0.3030996152332851
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,12,14,1-2103,26,7,0,1,7.810848653316498,0.30041725589678836
548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,1-3087,17,11,1-3087,26,7,0,1,7.810848653316498,0.30041725589678836
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,1-4649,22,8,1-4649,244,36,0,46,73.2990380525589,0.3004058936580283
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,21,3,1-4531,94,12,0,20,28.216973066329956,0.3001805645354251
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,20,5,1-3509,35,4,0,8,10.486789226531982,0.29962254932948523
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,1-5413,5,22,1-5413,39,6,0,7,11.675940573215485,0.29938309162090987
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,1-8988,6,9,1-8988,29,3,0,7,8.675940573215485,0.2991703645936374
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,1-8705,3,10,1-8705,48,3,0,14,14.35188114643097,0.29899752388397854
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,11,17,1-3141,136,9,0,39,40.623097479343414,0.29869924617164273
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,2,18,1-2382,139,22,0,24,41.46036767959595,0.2982760264719133
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1-7536,18,7,1-7536,17,1,0,5,5.054243266582489,0.29730842744602876
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-9404,19,15,1-9404,100,7,0,28,29.70376229286194,0.2970376229286194
263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,1-6927,19,15,1-6927,179,15,0,47,53.1098867058754,0.2967032776864547
415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,1-1957,3,10,1-1957,47,5,0,11,13.919335186481476,0.2961560677974782
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1-18603,14,6,1-18603,19,4,0,2,5.621697306632996,0.29587880561226293
536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,1-9971,1,19,1-9971,15,2,0,3,4.432545959949493,0.2955030639966329
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,1-8820,19,15,1-8820,83,9,0,19,24.40612441301346,0.29404969172305373
355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,1-9498,9,23,1-9498,64,18,0,1,18.810848653316498,0.2939195102080703
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,14,6,MLG60,47,13,0,1,13.810848653316498,0.29384784368758504
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,14,6,1-4052,13,3,0,1,3.810848653316498,0.29314220410126907
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-7042,7,2,1-7042,117,34,0,0,34.0,0.2905982905982906
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,MLG39,12,14,MLG39,23,5,0,2,6.621697306632996,0.2878998828970868
447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,1-7152,21,3,1-7152,109,3,0,35,31.379702866077423,0.287887182257591
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,13,13,1-1131,138,17,0,28,39.70376229286194,0.28770842241204303
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,19,15,1-10468,549,48,0,134,156.6537195444107,0.285343751447014
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,18,7,1-18558,307,37,0,62,87.27261650562286,0.28427562379681715
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,1-5172,9,23,1-5172,120,26,0,10,34.10848653316498,0.2842373877763748
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,20,5,MLG30,208,8,0,63,59.08346515893936,0.28405512095643926
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,2,18,MLG40,51,12,0,3,14.432545959949493,0.28299109725391164
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-9417,19,15,1-9417,76,2,0,24,21.460367679595947,0.28237325894205195
518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,1-1850,10,21,1-1850,30,6,0,3,8.432545959949493,0.2810848653316498
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,1-20047,14,6,1-20047,20,4,0,2,5.621697306632996,0.2810848653316498
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,19,15,1-4319,163,14,0,39,45.623097479343414,0.2798963035542541
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,10,21,MLG51,248,54,0,18,68.59527575969696,0.27659385386974583
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,8,12,72-12171,19,2,0,4,5.243394613265991,0.27596813754031535
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,1-9870,6,9,1-9870,27,5,0,3,7.432545959949493,0.2752794799981294
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,12,14,MLG57,629,140,0,40,172.4339461326599,0.27413981897084244
489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,1-9578,1,19,1-9578,42,5,0,8,11.486789226531982,0.2734949815840948
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,21,3,1-1942,34,2,0,9,9.29763787984848,0.27345993764260235
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1-9805,5,22,1-9805,26,3,0,5,7.054243266582489,0.27131704871471113
439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,MLG72,20,5,MLG72,9,0,0,3,2.4325459599494934,0.2702828844388326
368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-5197,19,15,1-5197,72,4,0,19,19.40612441301346,0.269529505736298
474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,1-8400,10,21,1-8400,33,4,0,6,8.865091919898987,0.2686391490878481
509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,1-18935,1,19,1-18935,30,4,0,5,8.054243266582489,0.2684747755527496
298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,1-7019,20,5,1-7019,107,6,0,28,28.70376229286194,0.2682594606809527
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,1-9156,16,20,1-9156,268,36,0,44,71.6773407459259,0.2674527639773355
517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,1-18028,2,18,1-18028,309,10,0,89,82.1655301451683,0.26590786454747023
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-9818,9,23,1-9818,28,5,0,3,7.432545959949493,0.2654480699981962
451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,1-4098,20,5,1-4098,16,1,0,4,4.243394613265991,0.26521216332912445
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,1-9553,2,18,1-9553,23,2,0,5,6.054243266582489,0.2632279681122821
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,21,3,1-1462,192,5,0,56,50.40752458572388,0.2625391905506452
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,1-9902,20,5,1-9902,30,3,0,6,7.865091919898987,0.26216973066329957
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1-9674,19,15,1-9674,144,2,0,44,37.6773407459259,0.26164819962448543
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,10,21,1-9770,50,9,0,5,13.054243266582489,0.26108486533164976
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,3,10,MLG58,71,12,0,8,18.486789226531982,0.2603773130497462
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,5,22,1-5002,45,6,0,7,11.675940573215485,0.2594653460714552
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,1-1250,22,8,1-1250,34,8,0,1,8.810848653316498,0.25914260745048523
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,1-9447,16,20,1-9447,7,1,0,1,1.8108486533164978,0.2586926647594997
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,1-18994,18,7,1-18994,28,4,0,4,7.243394613265991,0.2586926647594997
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,P-0009,4,24,P-0009,7,1,0,1,1.8108486533164978,0.2586926647594997
482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,1-4390,2,18,1-4390,45,10,0,2,11.621697306632996,0.2582599401473999
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,9,23,1-0027,29,5,0,3,7.432545959949493,0.25629468827412044
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,1-0205,13,13,1-0205,34,3,0,7,8.675940573215485,0.2551747227416319
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1-8067,19,15,1-8067,322,47,0,43,81.8664920926094,0.25424376426276213
428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,1-2701,16,20,1-2701,61,9,0,8,15.486789226531982,0.25388179059888494
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,11,17,1-0129,142,6,0,37,36.00140017271042,0.25353098713176353
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,4,24,1-9333,102,25,0,1,25.810848653316498,0.25304753581682843
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1-8093,3,10,1-8093,4,1,0,0,1.0,0.25
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,1-1827,17,11,1-1827,24,6,0,0,6.0,0.25
280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,1-7608,7,2,1-7608,4,1,0,0,1.0,0.25
238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,1-9855,12,14,1-9855,8,2,0,0,2.0,0.25
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,18,7,1-7744,37,6,0,4,9.243394613265991,0.24982147603421598
495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,MLG08,14,6,MLG08,107,25,0,2,26.621697306632996,0.24880090940778501
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,2,18,MLG15,105,9,0,21,26.027821719646454,0.24788401637758528
421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,1-8398,13,13,1-8398,54,2,0,14,13.35188114643097,0.24725705826724018
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,1-7066,4,24,1-7066,23,0,0,7,5.675940573215485,0.24678002492241238
184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,1-8074,16,20,1-8074,145,26,0,12,35.730183839797974,0.24641506096412397
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,1-8124,13,13,1-8124,18,2,0,3,4.432545959949493,0.24625255333052742
514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,1-11206,3,10,1-11206,14,1,0,3,3.4325459599494934,0.24518185428210668
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,10,21,MLG50,319,52,0,32,77.94715690612793,0.24434845425118473
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-8042,18,7,1-8042,52,7,0,7,12.675940573215485,0.24376808794645163
198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,1-9839,13,13,1-9839,20,0,0,6,4.865091919898987,0.24325459599494934
233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,MLG07,13,13,MLG07,90,4,0,22,21.83867037296295,0.24265189303292167
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,1-9610,16,20,1-9610,49,7,0,6,11.865091919898987,0.242144733059163
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,1-3312,15,1,1-3312,36,3,0,7,8.675940573215485,0.24099834925598568
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,20,5,1-0008,230,4,0,63,55.08346515893936,0.23949332677799723
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,5,22,1-7058,80,11,0,10,19.108486533164978,0.23885608166456224
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,17,11,1-5891,96,14,0,11,22.919335186481476,0.23874307485918203
504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,19,15,1-5425,17,0,0,5,4.054243266582489,0.23848489803426406
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,1-2335,3,10,1-2335,145,7,0,34,34.568854212760925,0.23840589112248914
515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,1-6531,1,19,1-6531,27,4,0,3,6.432545959949493,0.23824244296109234
335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,1-8910,22,8,1-8910,137,22,0,13,32.54103249311447,0.23752578462127352
356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,1-9761,21,3,1-9761,35,1,0,9,8.29763787984848,0.23707536799567086
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,1-8576,7,2,1-8576,55,13,0,0,13.0,0.23636363636363636
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,5,22,1-2423,79,8,0,13,18.54103249311447,0.23469661383689205
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1-8222,3,10,1-8222,12,2,0,1,2.810848653316498,0.23423738777637482
498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,1-19915,8,12,1-19915,62,8,0,8,14.486789226531982,0.23365789075051585
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,MLG17,6,9,MLG17,153,17,0,23,35.64951902627945,0.23300339232862385
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,20,5,MLG02,320,21,0,66,74.51601111888885,0.23286253474652768
459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,1-2545,2,18,1-2545,145,24,0,12,33.730183839797974,0.2326219575158481
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,18,7,1-4760,40,2,0,9,9.29763787984848,0.232440946996212
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1-7991,18,7,1-7991,46,5,0,7,10.675940573215485,0.23208566463511923
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,20,5,1-0292,99,5,0,22,22.83867037296295,0.2306936401309389
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,1-9110,10,21,1-9110,29,1,0,7,6.675940573215485,0.2302048473522581
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1-5549,5,22,1-5549,35,4,0,5,8.054243266582489,0.23012123618807112
413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,1-8314,9,23,1-8314,36,5,0,4,8.243394613265991,0.2289831837018331
424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,1-4700,10,21,1-4700,31,3,0,5,7.054243266582489,0.22755623440588674
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1-9115,11,17,1-9115,16,2,0,2,3.6216973066329956,0.22635608166456223
523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,1-9861,1,19,1-9861,8,1,0,1,1.8108486533164978,0.22635608166456223
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,1-3584,15,1,1-3584,26,1,0,6,5.865091919898987,0.22558045845765334
402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,1-5744,10,21,1-5744,18,0,0,5,4.054243266582489,0.2252357370323605
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,7,2,1-7024,498,112,0,0,112.0,0.2248995983935743
453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,1-8397,9,23,1-8397,51,9,0,3,11.432545959949493,0.22416756784214692
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,17,11,1-1350,195,21,0,28,43.70376229286194,0.2241218579121125
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-9394,3,10,1-9394,117,10,0,20,26.216973066329956,0.224076692874615
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,14,6,MLG63,380,54,0,38,84.81224882602692,0.2231901284895445
528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,1-6718,17,11,1-6718,20,2,0,3,4.432545959949493,0.22162729799747466
534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1-9457,19,15,1-9457,11,0,0,3,2.4325459599494934,0.2211405418135903
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-9496,10,21,1-9496,39,7,0,2,8.621697306632996,0.22106916170853835
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,11,17,1-10785,279,14,0,58,61.02922189235687,0.21874273079697804
347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,1-8188,8,12,1-8188,140,16,0,18,30.59527575969696,0.21853768399783544
461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,1-9651,14,6,1-9651,38,5,0,4,8.243394613265991,0.2169314371912103
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-1258,11,17,1-1258,435,18,0,94,94.2197734117508,0.21659718025689836
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,9,23,1-6532,27,5,0,1,5.810848653316498,0.2152166167894999
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-8181,16,20,1-8181,30,4,0,3,6.432545959949493,0.2144181986649831
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,1-5508,21,3,1-5508,38,0,0,10,8.108486533164978,0.21338122455697311
432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1-6914,18,7,1-6914,73,5,0,13,15.541032493114471,0.21289085607006125
420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,1-8172,10,21,1-8172,40,2,0,8,8.486789226531982,0.21216973066329955
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,17,11,1-6240,698,56,0,113,147.62589782476425,0.2114984209523843
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,5,22,MLG49,185,9,0,37,39.00140017271042,0.21081837931194822
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,15,1,MLG29,164,7,0,34,34.568854212760925,0.21078569641927394
450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,1-2297,19,15,1-2297,25,2,0,4,5.243394613265991,0.20973578453063965
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1-8938,15,1,1-8938,30,3,0,4,6.243394613265991,0.20811315377553305
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,18,7,1-11350,100,5,0,19,20.40612441301346,0.20406124413013457
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,1-9733,3,10,1-9733,4,0,0,1,0.8108486533164978,0.20271216332912445
405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,1-3104,21,3,1-3104,16,0,0,4,3.243394613265991,0.20271216332912445
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1-4499,21,3,1-4499,12,0,0,3,2.4325459599494934,0.20271216332912445
563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,1-21192,5,22,1-21192,4,0,0,1,0.8108486533164978,0.20271216332912445
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,15,1,1-18709,33,1,0,7,6.675940573215485,0.20230122949137833
218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,1-9416,16,20,1-9416,13,1,0,2,2.6216973066329956,0.2016690235871535
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,1-0358,9,23,1-0358,22,2,0,3,4.432545959949493,0.20147936181588608
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,10,21,MLG64,245,12,0,46,49.2990380525589,0.20122056347983225
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,MLG06,12,14,MLG06,18,2,0,2,3.6216973066329956,0.2012054059240553
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,11,17,1-7441,111,2,0,25,22.271216332912445,0.2006415885847968
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,15,1,1-0053,142,9,0,24,28.460367679595947,0.2004251245041968
277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,1-4051,11,17,1-4051,5,1,0,0,1.0,0.2
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9808,20,5,1-9808,74,1,0,17,14.784427106380463,0.19978955549162788
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,19,15,1-9938,55,2,0,11,10.919335186481476,0.19853336702693591
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,9,23,MLG52,125,24,0,1,24.810848653316498,0.19848678922653198
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,MLG35,3,10,MLG35,49,4,0,7,9.675940573215485,0.19746817496358132
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,8,12,1-8285,72,6,0,10,14.108486533164978,0.1959512018495136
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,1-8573,19,15,1-8573,184,8,0,34,35.568854212760925,0.19330899028674417
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,15,1,1-6693,98,5,0,17,18.784427106380463,0.19167782761612717
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,22,8,MLG69,576,43,0,83,110.30043822526932,0.19149381636331478
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,1-7842,7,2,1-7842,21,4,0,0,4.0,0.19047619047619047
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,1-6734,11,17,1-6734,44,1,0,9,8.29763787984848,0.18858267908746545
442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,MLG11,19,15,MLG11,87,1,0,19,16.40612441301346,0.1885761426783156
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,1-18371,16,20,1-18371,120,8,0,18,22.59527575969696,0.18829396466414133
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,1-9925,15,1,1-9925,93,11,0,8,17.486789226531982,0.1880299916831396
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,1-8659,10,21,1-8659,91,9,0,10,17.108486533164978,0.18800534651829645
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,14,6,1-5803,15,2,0,1,2.810848653316498,0.18738991022109985
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,8,12,1-1608,307,25,0,40,57.43394613265991,0.1870812577611072
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,1-8541,6,9,1-8541,232,6,0,46,43.2990380525589,0.1866337847093056
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,1-9995,3,10,1-9995,24,2,0,3,4.432545959949493,0.18468941499789557
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,1-7845,4,24,1-7845,36,5,0,2,6.621697306632996,0.18393603629536098
304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,1-19004,12,14,1-19004,60,11,0,0,11.0,0.18333333333333332
84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,1-18714,19,15,1-18714,32,1,0,6,5.865091919898987,0.18328412249684334
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1-9892,12,14,1-9892,22,4,0,0,4.0,0.18181818181818182
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,MLG73,6,9,MLG73,10,1,0,1,1.8108486533164978,0.18108486533164977
494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,1-3265,14,6,1-3265,19,1,0,3,3.4325459599494934,0.18066031368155228
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,11,17,1-7863,351,13,0,62,63.272616505622864,0.18026386468838423
70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,1-2584,17,11,1-2584,36,0,0,8,6.486789226531982,0.1801885896258884
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,1-9345,1,19,1-9345,47,1,0,9,8.29763787984848,0.1765454868052868
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,1-1207,13,13,1-1207,66,5,0,8,11.486789226531982,0.17404226100806033
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,15,1,1-6098,1327,62,0,208,230.65651988983154,0.1738180255386824
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,1-7509,14,6,1-7509,40,6,0,1,6.810848653316498,0.17027121633291245
98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1-8127,21,3,1-8127,32,3,0,3,5.432545959949493,0.16976706124842167
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,1-9614,22,8,1-9614,30,1,0,5,5.054243266582489,0.16847477555274964
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,1-7070,16,20,1-7070,129,12,0,12,21.730183839797974,0.16845103751781376
358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-9831,19,15,1-9831,132,1,0,26,22.082064986228943,0.16728837110779501
112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,1-10698,5,22,1-10698,6,1,0,0,1.0,0.16666666666666666
278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,1-10762,22,8,1-10762,6,1,0,0,1.0,0.16666666666666666
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-9946,11,17,1-9946,12,2,0,0,2.0,0.16666666666666666
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1-7897,16,20,1-7897,95,10,0,7,15.675940573215485,0.1650099007706893
219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,1-5653,20,5,1-5653,11,1,0,1,1.8108486533164978,0.16462260484695435
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,1-19229,10,21,1-19229,38,3,0,4,6.243394613265991,0.16429985824384188
366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,1-5163,8,12,1-5163,16,1,0,2,2.6216973066329956,0.16385608166456223
248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,1-2400,7,2,1-2400,49,8,0,0,8.0,0.16326530612244897
284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,1-4136,10,21,1-4136,5,0,0,1,0.8108486533164978,0.16216973066329957
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,1-7721,11,17,1-7721,20,0,0,4,3.243394613265991,0.16216973066329957
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,1-0033,9,23,1-0033,10,0,0,2,1.6216973066329956,0.16216973066329957
96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,MLG37,1,19,MLG37,116,5,0,17,18.784427106380463,0.16193471643431434
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,13,13,MLG54,595,38,0,71,95.57025438547134,0.1606222762781031
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,1-6974,16,20,1-6974,207,8,0,31,33.13630825281143,0.16007878383000693
458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,1-7182,18,7,1-7182,22,1,0,3,3.4325459599494934,0.1560248163613406
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,1-18409,13,13,1-18409,22,1,0,3,3.4325459599494934,0.1560248163613406
285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,1-18615,5,22,1-18615,22,1,0,3,3.4325459599494934,0.1560248163613406
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,15,1,1-1005,125,12,0,9,19.29763787984848,0.15438110303878785
215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,1-19839,2,18,1-19839,13,2,0,0,2.0,0.15384615384615385
69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,1-18498,12,14,1-18498,13,2,0,0,2.0,0.15384615384615385
