Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,19,20,1-5803,15,2,0,4,2.280508279800415,0.15203388532002768
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,2,9,1-4355,49,7,0,6,7.420762419700623,0.15144413101429843
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,14,3,1-7024,498,59,0,225,74.77859073877335,0.15015781272846054
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-7005,22,12,1-7005,285,36,0,94,42.59194457530975,0.14944541956249036
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1-8067,7,15,1-8067,322,45,0,43,48.01546400785446,0.1491163478504797
428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,1-2701,16,6,1-2701,61,8,0,15,9.051906049251556,0.14839190244674683
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,12,14,MLG57,629,84,0,133,93.3269003033638,0.14837345040280414
306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,1-18377,4,11,1-18377,14,2,0,1,2.0701270699501038,0.14786621928215027
489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,1-9578,9,16,1-9578,42,6,0,3,6.210381209850311,0.14786621928215027
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,1,18,1-4640,87,12,0,10,12.701270699501038,0.1459916172356441
409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,1-9645,17,5,1-9645,69,10,0,1,10.070127069950104,0.145943870578987
288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,1-8590,21,8,1-8590,24,3,0,7,3.4908894896507263,0.14545372873544693
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-9496,11,4,1-9496,39,5,0,9,5.631143629550934,0.14438829819361368
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,20,13,MLG50,319,40,0,81,45.680292665958405,0.14319840961115488
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,P-0009,9,16,P-0009,7,1,0,0,1.0,0.14285714285714285
512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,1-3033,17,5,1-3033,7,1,0,0,1.0,0.14285714285714285
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,1-9110,21,8,1-9110,29,4,0,2,4.1402541399002075,0.14276738413448992
458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,1-7182,7,15,1-7182,22,3,0,2,3.1402541399002075,0.14273882454091852
523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,1-9861,1,18,1-9861,8,1,0,2,1.1402541399002075,0.14253176748752594
273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,1-3589,4,11,1-3589,27,3,0,12,3.841524839401245,0.14227869775560167
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,16,6,72-12171,19,2,0,10,2.7012706995010376,0.14217214207900197
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,19,20,MLG59,71,8,0,29,10.033685028553009,0.14131950744440858
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,MLG39,10,17,MLG39,23,3,0,3,3.2103812098503113,0.13958179173262222
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,17,5,1-6061,40,5,0,8,5.56101655960083,0.13902541399002075
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,1-7004,10,17,1-7004,381,48,0,70,52.90889489650726,0.1388684905420138
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,1-8820,7,15,1-8820,83,11,0,7,11.490889489650726,0.13844445168253888
443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,17,5,1-3447,110,13,0,31,15.173939168453217,0.13794490153139288
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,2,9,1-5775,244,26,0,109,33.64385062456131,0.13788463370721848
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,4,11,1-9227,801,96,0,198,109.88515985012054,0.1371849686018983
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,12,14,1-8488,23,3,0,2,3.1402541399002075,0.13653278869131338
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,6,19,MLG02,320,41,0,37,43.59470158815384,0.13623344246298075
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,21,8,1-9630,33,4,0,7,4.490889489650726,0.13608756029244626
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,1-1207,9,16,1-1207,66,8,0,14,8.981778979301453,0.13608756029244626
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,19,20,1-1989,46,3,0,46,6.225845217704773,0.1353444612544516
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,11,4,1-6098,1327,158,0,304,179.31862926483154,0.13513084345503507
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1-7991,2,9,1-7991,46,5,0,17,6.192160189151764,0.13461217802503836
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,19,20,MLG40,51,6,0,12,6.841524839401245,0.13414754587061264
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,14,3,1-4682,16,2,0,2,2.1402541399002075,0.13376588374376297
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,10,17,1-7058,80,9,0,24,10.68304967880249,0.13353812098503112
125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,1-8622,18,10,1-8622,54,7,0,3,7.210381209850311,0.13352557796019096
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,1-10038,10,17,1-10038,76,9,0,16,10.12203311920166,0.133184646305285
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,1-6734,5,22,1-6734,44,5,0,12,5.841524839401245,0.1327619281682101
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,1-5214,4,11,1-5214,40,5,0,4,5.280508279800415,0.1320127069950104
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,2,9,1-5891,96,9,0,52,12.646607637405396,0.13173549622297287
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,1,18,1-8627,25,3,0,4,3.280508279800415,0.1312203311920166
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,15,7,1-3639,17,2,0,3,2.2103812098503113,0.13002242410884185
184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,1-8074,9,16,1-8074,145,18,0,11,18.77139776945114,0.12945791565138717
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,1-3089,11,4,1-3089,16,2,0,1,2.0701270699501038,0.12938294187188148
392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,1-9609,11,4,1-9609,25,3,0,3,3.2103812098503113,0.12841524839401244
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,1-17733,7,15,1-17733,74,9,0,7,9.490889489650726,0.12825526337365847
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,20,13,1-3106,34,4,0,5,4.350635349750519,0.12795986322795644
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,16,6,1-6240,698,76,0,187,89.1137620806694,0.12767014624737738
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,1-6611,1,18,1-6611,89,10,0,19,11.332414329051971,0.12733049807923563
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,1-3584,11,4,1-3584,26,3,0,4,3.280508279800415,0.12617339537693903
395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,1-6787,11,4,1-6787,56,5,0,29,7.033685028553009,0.12560151836701802
557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,1-9806,1,18,1-9806,8,1,0,0,1.0,0.125
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,1-5531,4,11,1-5531,8,1,0,0,1.0,0.125
163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,1-9137,11,4,1-9137,111,7,0,98,13.872452855110168,0.12497705274874026
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,8,21,MLG64,245,29,0,20,30.402541399002075,0.12409200571021255
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,20,13,MLG52,125,13,0,33,15.314193308353424,0.1225135464668274
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,4,11,1-8341,197,22,0,30,24.103812098503113,0.12235437613453357
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,1,18,MLG60,47,5,0,10,5.701270699501038,0.1213036319042774
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,MLG73,2,9,MLG73,10,1,0,3,1.2103812098503113,0.12103812098503113
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,11,4,MLG29,164,17,0,39,19.734955728054047,0.12033509590276857
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,23,1,1-2423,79,8,0,20,9.402541399002075,0.11901951137977311
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,1-9850,20,13,1-9850,27,3,0,3,3.2103812098503113,0.11890300777223375
503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,1-9076,1,18,1-9076,9,1,0,1,1.0701270699501038,0.11890300777223375
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,23,1,1-3509,35,4,0,2,4.1402541399002075,0.11829297542572022
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,16,6,1-9770,50,5,0,13,5.911651909351349,0.11823303818702698
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,11,4,1-5002,45,5,0,4,5.280508279800415,0.11734462844000923
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-8084,14,3,1-8084,82,7,0,37,9.594701588153839,0.1170085559530956
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,1-9731,6,19,1-9731,11,1,0,4,1.280508279800415,0.11640984361821954
383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,1-8551,1,18,1-8551,38,4,0,6,4.420762419700623,0.11633585315001638
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1-18603,5,22,1-18603,19,2,0,3,2.2103812098503113,0.11633585315001638
461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,1-9651,19,20,1-9651,38,4,0,5,4.350635349750519,0.11449040394080312
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,1-9156,19,20,1-9156,268,25,0,79,30.540038526058197,0.11395536763454552
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1-9674,7,15,1-9674,144,15,0,19,16.33241432905197,0.1134195439517498
441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,1-19166,4,11,1-19166,45,5,0,1,5.070127069950104,0.11266949044333564
449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,1-1935,4,11,1-1935,12,1,0,5,1.3506353497505188,0.11255294581254323
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,6,19,1-4531,94,9,0,22,10.542795538902283,0.11215739935002428
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,16,6,1-1770,35,3,0,13,3.911651909351349,0.11176148312432425
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,15,7,1-3083,78,8,0,10,8.701270699501038,0.11155475255770561
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,6,19,1-9491,80,8,0,13,8.911651909351349,0.11139564886689186
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,19,20,1-6692,71,6,0,27,7.8934308886528015,0.11117508293877185
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,1-8113,13,2,1-8113,9,1,0,0,1.0,0.1111111111111111
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,19,20,MLG45,70,7,0,11,7.771397769451141,0.1110199681350163
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,1-1015,20,13,1-1015,155,13,0,60,17.207624197006226,0.11101693030326597
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,17,5,MLG54,595,47,0,263,65.44341939687729,0.10998894016281897
358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-9831,7,15,1-9831,132,14,0,7,14.490889489650726,0.10977946583068732
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,1-5043,5,22,1-5043,123,11,0,35,13.454447448253632,0.10938575161181814
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,6,19,1-20578,19,2,0,1,2.0701270699501038,0.10895405631316335
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,4,11,1-1942,34,3,0,10,3.7012706995010376,0.10886090292650111
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,4,11,1-1462,192,18,0,41,20.875209867954254,0.10872505139559507
487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,1-6900,12,14,1-6900,67,7,0,4,7.280508279800415,0.10866430268358829
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,21,8,1-11350,100,9,0,26,10.823303818702698,0.10823303818702698
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,4,11,1-9516,76,7,0,17,8.192160189151764,0.10779158143620741
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,1-8157,2,9,1-8157,75,7,0,15,8.051906049251556,0.10735874732335408
493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,1-1836,2,9,1-1836,20,2,0,2,2.1402541399002075,0.10701270699501038
329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,1-1317,7,15,1-1317,414,40,0,60,44.207624197006226,0.10678170095895223
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,6,19,1-0008,230,23,0,22,24.542795538902283,0.1067078066908795
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,1-2573,22,12,1-2573,37,3,0,13,3.911651909351349,0.10572032187436078
425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,1-6006,4,11,1-6006,57,5,0,14,5.981778979301453,0.10494349086493776
509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,1-18935,6,19,1-18935,30,3,0,2,3.1402541399002075,0.10467513799667358
298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,1-7019,1,18,1-7019,107,7,0,58,11.067370057106018,0.10343336501968241
195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,1-2670,16,6,1-2670,104,4,0,96,10.732198715209961,0.10319421841548039
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,1-3564,2,9,1-3564,41,4,0,3,4.210381209850311,0.10269222463049539
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-8826,18,10,1-8826,123,12,0,8,12.56101655960083,0.10212208585041326
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,1-10696,10,17,1-10696,24,2,0,6,2.4207624197006226,0.10086510082085927
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,6,19,1-9277,48,4,0,12,4.841524839401245,0.10086510082085927
320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,MLG13,4,11,MLG13,140,12,0,30,14.103812098503113,0.10074151498930795
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,21,8,MLG69,576,53,0,71,57.97902196645737,0.10065802424732181
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,1-7752,19,20,1-7752,29,2,0,13,2.911651909351349,0.10040178997763272
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,1-4929,11,4,1-4929,10,1,0,0,1.0,0.1
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,1-20167,11,4,1-20167,56,5,0,8,5.56101655960083,0.09930386713572911
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,14,3,1-7744,37,3,0,9,3.631143629550934,0.0981390170148901
98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1-8127,20,13,1-8127,32,3,0,2,3.1402541399002075,0.09813294187188148
495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,MLG08,20,13,MLG08,107,8,0,35,10.454447448253632,0.09770511633881898
469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,1-8578,14,3,1-8578,11,1,0,1,1.0701270699501038,0.09728427908637306
432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1-6914,4,11,1-6914,73,7,0,1,7.070127069950104,0.09685105575274115
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,1-0205,4,11,1-0205,34,3,0,4,3.280508279800415,0.09648553764118868
436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,1-5161,21,8,1-5161,12,1,0,2,1.1402541399002075,0.09502117832501729
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,1,18,1-6532,27,2,0,8,2.56101655960083,0.09485246517040112
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,1-9925,2,9,1-9925,93,8,0,11,8.771397769451141,0.09431610504786174
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,23,1,1-9752,22,2,0,1,2.0701270699501038,0.094096684997732
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,9,16,MLG62,525,43,0,87,49.10105508565903,0.0935258192107791
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,1-8018,14,3,1-8018,58,5,0,6,5.420762419700623,0.09346142102932108
231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,1-8450,19,20,1-8450,52,4,0,12,4.841524839401245,0.09310624691156241
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,13,2,1-4052,13,1,0,3,1.2103812098503113,0.09310624691156241
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,17,5,1-18487,23,2,0,2,2.1402541399002075,0.09305452782174815
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,13,2,1-1390,98,8,0,15,9.051906049251556,0.09236638825766895
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1-1833,12,14,1-1833,124,9,0,33,11.314193308353424,0.09124349442220503
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1-19598,8,21,1-19598,11,1,0,0,1.0,0.09090909090909091
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,1-2335,19,20,1-2335,145,11,0,31,13.173939168453217,0.09085475288588425
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,2,9,MLG68,642,39,0,264,57.51354646682739,0.0895849633439679
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,11,4,1-1005,125,10,0,17,11.192160189151764,0.0895372815132141
476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,1-19205,5,22,1-19205,12,1,0,1,1.0701270699501038,0.08917725582917531
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,23,1,1-6181,659,54,0,46,57.22584521770477,0.08683739790243516
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,1-9667,16,6,1-9667,14,1,0,3,1.2103812098503113,0.08645580070359367
265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,1-11330,2,9,1-11330,14,1,0,3,1.2103812098503113,0.08645580070359367
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,11,4,1-0053,142,11,0,16,12.12203311920166,0.0853664304169131
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,1-8705,6,19,1-8705,48,4,0,1,4.070127069950104,0.08479431395729382
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,1,18,1-1183,45,1,0,40,3.8050827980041504,0.08455739551120334
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,1-9870,19,20,1-9870,27,2,0,4,2.280508279800415,0.08446326962223759
457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,1-8503,13,2,1-8503,16,1,0,5,1.3506353497505188,0.08441470935940742
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,MLG84,8,21,MLG84,63,5,0,4,5.280508279800415,0.08381759174286373
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-8181,10,17,1-8181,30,2,0,7,2.4908894896507263,0.08302964965502421
498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,1-19915,8,21,1-19915,62,5,0,2,5.1402541399002075,0.08290732483710012
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,1,18,1-7682,141,11,0,9,11.631143629550934,0.08249038035142506
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,1-7341,17,5,1-7341,110,9,0,1,9.070127069950104,0.08245570063591004
333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,1-11329,8,21,1-11329,14,1,0,2,1.1402541399002075,0.08144672427858625
279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,MLG43,9,16,MLG43,14,1,0,2,1.1402541399002075,0.08144672427858625
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,1-8576,21,8,1-8576,55,4,0,6,4.420762419700623,0.08037749854001132
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,19,20,1-6858,23,1,0,12,1.8415248394012451,0.08006629736527153
431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,1-7614,16,6,1-7614,72,4,0,24,5.68304967880249,0.07893124553892347
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,10,17,1-8427,189,13,0,27,14.893430888652802,0.0788012216330836
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-9768,12,14,1-9768,241,17,0,28,18.963557958602905,0.07868696248382948
328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,1-9497,11,4,1-9497,150,10,0,25,11.753176748752594,0.07835451165835063
341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,1-0031,15,7,1-0031,13,1,0,0,1.0,0.07692307692307693
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,15,7,1-7866,318,19,0,71,23.979021966457367,0.07540572945426845
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1-7536,4,11,1-7536,17,1,0,4,1.280508279800415,0.07532401645884794
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,2,9,1-7122,197,12,0,40,14.80508279800415,0.0751527045583967
373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,1-6918,22,12,1-6918,43,0,0,46,3.225845217704773,0.0750196562256924
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,23,1,1-6296,254,17,0,26,18.823303818702698,0.07410749534922322
396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,1-9963,5,22,1-9963,116,6,0,37,8.594701588153839,0.07409225507029171
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,5,22,1-7863,351,21,0,65,25.558259546756744,0.07281555426426423
304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,1-19004,1,18,1-19004,60,4,0,5,4.350635349750519,0.07251058916250865
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,4,11,1-3052,166,10,0,29,12.033685028553009,0.07249207848525908
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9808,23,1,1-9808,74,5,0,5,5.350635349750519,0.07230588310473673
465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,1-5913,13,2,1-5913,14,1,0,0,1.0,0.07142857142857142
416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,1-18203,13,2,1-18203,29,2,0,1,2.0701270699501038,0.07138369206724496
405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,1-3104,7,15,1-3104,16,1,0,2,1.1402541399002075,0.07126588374376297
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,1-9500,2,9,1-9500,33,2,0,5,2.350635349750519,0.07123137423486421
136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,1-9549,1,18,1-9549,18,1,0,4,1.280508279800415,0.07113934887780084
312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,1-3108,2,9,1-3108,18,1,0,4,1.280508279800415,0.07113934887780084
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,5,22,1-9270,128,6,0,44,9.085591077804565,0.07098118029534817
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,5,22,1-8421,109,6,0,22,7.542795538902283,0.06919995907249801
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72-0103,4,11,72-0103,71,1,0,55,4.856988847255707,0.06840829362331981
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,5,22,1-2103,26,1,0,11,1.7713977694511414,0.06813068344042851
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1-9892,10,17,1-9892,22,1,0,7,1.4908894896507263,0.06776770407503302
517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,1-18028,2,9,1-18028,309,14,0,96,20.73219871520996,0.06709449422398045
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1-3521,10,17,1-3521,22,0,0,21,1.472668468952179,0.06693947586146268
222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,1-4149,1,18,1-4149,16,1,0,1,1.0701270699501038,0.06688294187188148
79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,1-9739,1,18,1-9739,31,2,0,1,2.0701270699501038,0.0667782925790356
532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,1-19447,1,18,1-19447,15,1,0,0,1.0,0.06666666666666667
70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,1-2584,15,7,1-2584,36,2,0,5,2.350635349750519,0.06529542638195886
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,1-1250,5,22,1-1250,34,2,0,3,2.2103812098503113,0.06501121205442092
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,1-6035,5,22,1-6035,23,1,0,7,1.4908894896507263,0.06482128215872723
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1-7964,23,1,1-7964,202,12,0,14,12.981778979301453,0.06426623257079928
