Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,MLG40,7,MLG40,3,51,9,1,8,1015.8583564758301,19.918791303447648
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,11,MLG45,5,70,16,1,7,1022.0010619163513,14.60001517023359
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1-3523,7,1-3523,3,543,82,1,134,1196.8774709701538,2.2041942375140953
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-10468,11,1-10468,5,549,58,1,107,1149.7305178642273,2.0942268084958604
93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,MLG52,16,MLG52,12,125,33,0,74,96.43979740142822,0.7715183792114257
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,MLG48,12,MLG48,6,159,12,0,108,104.58781242370605,0.6577849837968934
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-5002,13,1-5002,7,45,11,0,21,29.003185749053955,0.6445152388678657
277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,1-10060,12,1-10060,20,36,8,0,17,22.574007511138916,0.6270557641983032
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,1-9938,19,1-9938,6,55,24,0,9,31.715651035308838,0.5766482006419789
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,1-7866,7,1-7866,3,318,79,0,118,180.16075801849365,0.5665432642090995
148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,1-0278,14,1-0278,15,79,42,0,3,44.57188367843628,0.5642010592207124
212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,MLG32,9,MLG32,19,52,15,0,15,27.859418392181396,0.5357580460034884
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,1-8074,17,1-8074,10,145,65,0,11,74.43024015426636,0.513312001063906
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-0296,7,1-0296,3,41,8,0,15,20.859418392181396,0.5087663022483268
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-6561,15,1-6561,14,65,9,0,26,31.289658546447754,0.48137936225304234
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1-18371,17,1-18371,10,120,11,0,54,57.29390621185303,0.4774492184321086
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-0027,13,1-0027,7,29,6,0,9,13.715651035308838,0.4729534839761668
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,1-11350,6,1-11350,2,100,28,0,22,46.860480308532715,0.46860480308532715
228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,MLG60,6,MLG60,2,47,16,0,7,22.00106191635132,0.4681077003479004
142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,1-8084,13,1-8084,7,82,28,0,11,37.43024015426636,0.4564663433447117
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,1-9270,15,1-9270,14,128,18,0,47,58.29284429550171,0.4554128460586071
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,1-3596,10,1-3596,4,223,46,0,62,99.1522626876831,0.4446289806622561
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,MLG49,8,MLG49,20,185,45,0,42,81.00637149810791,0.43787227836815085
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,1-9417,12,1-9417,6,76,14,0,22,32.860480308532715,0.43237474090174627
112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,1-3447,10,1-3447,4,110,23,0,27,46.146953105926514,0.41951775550842285
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,MLG11,11,MLG11,15,87,26,0,12,36.28753471374512,0.41709810015798987
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,MLG65,10,MLG65,4,201,16,0,79,83.72627019882202,0.4165486079543384
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-18709,7,1-18709,3,33,5,0,10,13.572945594787598,0.4113013816602302
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1-18558,18,1-18558,17,307,54,0,84,126.01274299621582,0.4104649608997258
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1-1258,14,1-1258,15,435,24,0,180,178.31302070617676,0.40991499012914195
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,MLG50,14,MLG50,15,319,97,0,38,129.57719326019287,0.40619809799433504
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,MLG68,18,MLG68,17,642,138,0,141,258.8785328865051,0.40323759016589583
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9770,17,1-9770,10,50,3,0,20,20.145891189575195,0.4029178237915039
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG58,16,MLG58,12,71,20,0,10,28.572945594787598,0.40243585344771265
