Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,MLG40,6,MLG40,3,51,11,1,13,1021.4533244967461,20.028496558759727
168,168,168,168,168,168,168,168,168,168,MLG45,8,MLG45,5,70,18,1,16,1030.8656301498413,14.726651859283447
9,9,9,9,9,9,9,9,9,9,1-3523,6,1-3523,3,543,92,1,152,1214.2234864234924,2.236139017354498
8,8,8,8,8,8,8,8,8,8,1-10468,8,1-10468,5,549,56,1,151,1177.4193845391273,2.1446619026213614
189,189,189,189,189,189,189,189,189,189,MLG10,12,MLG10,20,60,15,0,31,39.927158415317535,0.6654526402552923
211,211,211,211,211,211,211,211,211,211,1-8042,11,1-8042,19,52,12,0,27,33.71075087785721,0.6482836707280233
67,67,67,67,67,67,67,67,67,67,1-3516,20,1-3516,8,156,19,0,100,99.41018843650818,0.6372447976699243
256,256,256,256,256,256,256,256,256,256,1-0296,6,1-0296,3,41,5,0,23,23.49434334039688,0.5730327643999239
277,277,277,277,277,277,277,277,277,277,1-10060,12,1-10060,20,36,14,0,8,20.432815074920654,0.5675781965255737
52,52,52,52,52,52,52,52,52,52,1-7122,18,1-7122,10,197,7,0,130,111.53324496746063,0.5661586038957392
66,66,66,66,66,66,66,66,66,66,MLG48,9,MLG48,6,159,13,0,93,87.7814752459526,0.5520847499745447
239,239,239,239,239,239,239,239,239,239,1-5002,10,1-5002,7,45,7,0,22,24.6902414560318,0.5486720323562622
403,403,403,403,403,403,403,403,403,403,72-12171,13,72-12171,17,19,5,0,6,9.82461130619049,0.5170848055889732
132,132,132,132,132,132,132,132,132,132,MLG55,12,MLG55,20,92,16,0,38,46.55587160587311,0.5060420826725338
112,112,112,112,112,112,112,112,112,112,1-3447,7,1-3447,4,110,38,0,21,54.88613957166672,0.4989649051969702
165,165,165,165,165,165,165,165,165,165,MLG59,8,MLG59,5,71,18,0,21,34.88613957166672,0.4913540784741791
203,203,203,203,203,203,203,203,203,203,1-9938,9,1-9938,6,55,18,0,11,26.8451207280159,0.48809310414574364
12,12,12,12,12,12,12,12,12,12,1-7024,19,1-7024,9,498,95,0,182,241.34654295444489,0.4846316123583231
145,145,145,145,145,145,145,145,145,145,1-9491,12,1-9491,20,80,15,0,29,38.31895464658737,0.47898693308234214
22,22,22,22,22,22,22,22,22,22,MLG50,14,MLG50,15,319,125,0,34,152.33946406841278,0.4775531788978457
195,195,195,195,195,195,195,195,195,195,1-9379,19,1-9379,9,58,21,0,7,26.628713190555573,0.45911574466475125
369,369,369,369,369,369,369,369,369,369,MLG39,12,MLG39,20,23,7,0,4,10.216407537460327,0.4441916320634925
23,23,23,23,23,23,23,23,23,23,1-7866,6,1-7866,3,318,28,0,134,135.74965250492096,0.4268856997010093
308,308,308,308,308,308,308,308,308,308,1-4700,13,1-4700,8,31,9,0,5,13.020509421825409,0.42001643296210994
295,295,295,295,295,295,295,295,295,295,1-1942,4,1-1942,1,34,3,0,14,14.257426381111145,0.41933607003268075
24,24,24,24,24,24,24,24,24,24,1-3535,18,1-3535,10,315,46,0,106,131.23479974269867,0.41661841188158305
5,5,5,5,5,5,5,5,5,5,MLG57,16,MLG57,16,629,67,0,242,261.5926560163498,0.4158865755426865
385,385,385,385,385,385,385,385,385,385,1-18615,19,1-18615,20,22,5,0,5,9.020509421825409,0.4100231555375186
150,150,150,150,150,150,150,150,150,150,1-3083,6,1-3083,3,78,7,0,31,31.927158415317535,0.40932254378612226
228,228,228,228,228,228,228,228,228,228,MLG60,5,MLG60,2,47,16,0,4,19.216407537460327,0.40885973483958143
545,545,545,545,545,545,545,545,545,545,1-4926,22,1-4926,19,4,0,0,2,1.6082037687301636,0.4020509421825409
412,412,412,412,412,412,412,412,412,412,1-0055,16,1-0055,16,18,4,0,4,7.216407537460327,0.40091152985890705
114,114,114,114,114,114,114,114,114,114,1-7152,20,1-7152,8,109,1,0,53,43.617399871349335,0.4001596318472416
182,182,182,182,182,182,182,182,182,182,1-6647,19,1-6647,9,62,3,0,27,24.71075087785721,0.39856049802995497
26,26,26,26,26,26,26,26,26,26,1-18558,13,1-18558,17,307,65,0,71,122.0912337899208,0.397691315276615
